No,Namespace,Variable,Bramford Primary School - 139437,Thorns Primary School - 103787,St George and St Teresa Catholic Primary School - 104101,St George and St Teresa Catholic Primary School - 148088,Rushall Primary School - 104196,Field View Primary School - 141775,The Rowan School - 144374,The Old Park School - 103880,Holy Trinity Catholic Primary School - 104378,Dorridge Primary School - 104045,Greenfield Primary School - 104216,Milking Bank Primary School - 103834,Brierley Hill Primary School - 103776,Russells Hall Primary School - 103813,Christ Church CofE Primary School - 104220,Lodge Farm Primary School - 142765,St Giles Church of England Primary School - 104226,Goldsmith Primary Academy - 138591,Withymoor Primary School - 103809,Hurst Hill Primary School - 143537,St Francis Catholic Primary School - 104239,Barcroft Primary School - 135081,Manor Primary School - 141858,Castle School - 104269,Old Hall School - 104274,Phoenix Academy - 143382,Hob Green Primary School - 143196,Leamore Primary School - 104157,Woodsetton School - 103879,Sunshine Infant and Nursery School - 104145,Villiers Primary School - 145715,Roberts Primary School - 103821,Brockmoor Primary School - 103777,Rosedale Church of England C Infant School - 104225,Short Heath Junior School - 104188,Shustoke CofE Primary School - 125684,The King Alfred School - 148564,Rufford Primary School - 148685,Rufford Primary School - 103803,Castlefort Junior Mixed and Infant School - 104204,Blakenall Heath Junior School - 104144,St Mark's CofE Primary School - 103836,Arden - 136333,Thorns Collegiate Academy - 143818,Ormiston SWB Academy - 145008,Bow Street School - 142603,Willenhall E-ACT Academy - 137706,Beacon Hill Academy - 137705,Moseley Park - 138098,Ormiston Shelfield Community Academy - 135769,National state-funded primary,National state-funded secondary and 16 to 18,Description
1276,KS2_19,PTREAD_EXP_L,33%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,13%,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,11%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,16%,,Percentage of pupils with low prior attainment reaching the expected standard in reading
1277,KS2_19,PTREAD_EXP_M,84%,46%,80%,,68%,36%,,,93%,81%,67%,62%,70%,28%,69%,73%,62%,25%,46%,33%,70%,59%,100%,SUPP,,SUPP,44%,71%,SUPP,,57%,43%,42%,,78%,75%,,,53%,76%,49%,44%,,,,,,,,,70%,,Percentage of pupils with medium prior attainment reaching the expected standard in reading
1278,KS2_19,PTREAD_EXP_H,100%,89%,96%,,100%,83%,,,100%,98%,SUPP,97%,100%,95%,SUPP,SUPP,100%,82%,88%,60%,100%,92%,100%,,,,90%,100%,,,97%,85%,89%,,100%,100%,,,78%,100%,100%,85%,,,,,,,,,97%,,Percentage of pupils with high prior attainment reaching the expected standard in reading
1279,KS2_19,PTREAD_EXP_FSM6CLA1A,62%,22%,SUPP,,27%,38%,,SUPP,89%,SUPP,58%,63%,78%,39%,59%,67%,60%,22%,33%,39%,67%,46%,100%,0%,SUPP,SUPP,35%,63%,SUPP,,65%,42%,29%,,70%,SUPP,,,42%,80%,51%,47%,,,,,,,,,62%,,Percentage of disadvantaged pupils reaching the expected standard in reading
1280,KS2_19,PTREAD_EXP_NOTFSM6CLA1A,91%,80%,SUPP,,91%,52%,,SUPP,100%,SUPP,61%,79%,80%,61%,91%,50%,83%,59%,60%,42%,80%,74%,100%,0%,SUPP,,65%,79%,SUPP,,74%,59%,58%,,82%,SUPP,,,73%,85%,63%,55%,,,,,,,,,78%,,Percentage of non-disadvantaged pupils reaching the expected standard in reading
1281,KS2_19,PTGPS_EXP_L,33%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,27%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,11%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,17%,,"Percentage of pupils with low prior attainment reaching the expected standard in grammar, punctuation and spelling"
1282,KS2_19,PTGPS_EXP_M,90%,62%,93%,,86%,67%,,,93%,86%,92%,73%,80%,52%,79%,83%,81%,33%,68%,52%,85%,79%,97%,SUPP,,SUPP,67%,67%,SUPP,,71%,66%,61%,,83%,88%,,,47%,88%,49%,56%,,,,,,,,,77%,,"Percentage of pupils with medium prior attainment reaching the expected standard in grammar, punctuation and spelling"
1283,KS2_19,PTGPS_EXP_H,100%,89%,100%,,100%,100%,,,100%,98%,SUPP,100%,100%,100%,SUPP,SUPP,100%,100%,94%,87%,100%,100%,100%,,,,90%,100%,,,100%,100%,100%,,100%,100%,,,100%,100%,93%,92%,,,,,,,,,99%,,"Percentage of pupils with high prior attainment reaching the expected standard in grammar, punctuation and spelling"
1284,KS2_19,PTGPS_EXP_FSM6CLA1A,69%,44%,SUPP,,55%,62%,,SUPP,83%,SUPP,83%,63%,78%,48%,73%,67%,75%,35%,33%,39%,67%,68%,100%,0%,SUPP,SUPP,41%,63%,SUPP,,73%,64%,38%,,75%,SUPP,,,42%,80%,51%,40%,,,,,,,,,67%,,"Percentage of disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling"
1285,KS2_19,PTGPS_EXP_NOTFSM6CLA1A,93%,80%,SUPP,,95%,81%,,SUPP,100%,SUPP,83%,87%,80%,82%,91%,67%,92%,59%,79%,77%,90%,87%,98%,0%,SUPP,,82%,71%,SUPP,,83%,75%,77%,,84%,SUPP,,,73%,90%,68%,80%,,,,,,,,,83%,,"Percentage of non-disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling"
1286,KS2_19,PTMAT_EXP_L,50%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,25%,SUPP,0%,SUPP,SUPP,SUPP,9%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,22%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,19%,,Percentage of pupils with low prior attainment reaching the expected standard in maths
1287,KS2_19,PTMAT_EXP_M,97%,38%,73%,,91%,69%,,,100%,89%,79%,81%,90%,38%,79%,80%,85%,33%,51%,52%,95%,79%,97%,SUPP,,SUPP,72%,67%,SUPP,,64%,64%,36%,,85%,100%,,,27%,94%,56%,56%,,,,,,,,,77%,,Percentage of pupils with medium prior attainment reaching the expected standard in maths
1288,KS2_19,PTMAT_EXP_H,100%,89%,100%,,100%,100%,,,100%,100%,SUPP,100%,100%,95%,SUPP,SUPP,100%,100%,88%,80%,100%,100%,100%,,,,90%,100%,,,100%,93%,100%,,92%,100%,,,100%,100%,100%,92%,,,,,,,,,99%,,Percentage of pupils with high prior attainment reaching the expected standard in maths
1289,KS2_19,PTMAT_EXP_FSM6CLA1A,69%,11%,SUPP,,64%,69%,,SUPP,89%,SUPP,75%,63%,83%,39%,73%,67%,80%,32%,33%,50%,89%,65%,93%,0%,SUPP,SUPP,47%,63%,SUPP,,65%,61%,29%,,70%,SUPP,,,25%,90%,59%,40%,,,,,,,,,67%,,Percentage of disadvantaged pupils reaching the expected standard in maths
1290,KS2_19,PTMAT_EXP_NOTFSM6CLA1A,100%,80%,SUPP,,95%,81%,,SUPP,100%,SUPP,72%,90%,80%,73%,91%,72%,96%,71%,65%,73%,95%,83%,100%,0%,SUPP,,82%,79%,SUPP,,80%,73%,62%,,89%,SUPP,,,67%,90%,79%,80%,,,,,,,,,84%,,Percentage of non-disadvantaged pupils reaching the expected standard in maths
1291,KS2_19,PTWRITTA_EXP_L,17%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,25%,SUPP,17%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,22%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,15%,,Percentage of pupils with low prior attainment reaching the expected standard in writing
1292,KS2_19,PTWRITTA_EXP_M,90%,38%,93%,,82%,78%,,,80%,81%,83%,58%,70%,55%,69%,87%,81%,69%,84%,67%,95%,88%,92%,SUPP,,SUPP,78%,76%,SUPP,,76%,66%,39%,,76%,88%,,,53%,65%,67%,63%,,,,,,,,,78%,,Percentage of pupils with medium prior attainment reaching the expected standard in writing
1293,KS2_19,PTWRITTA_EXP_H,100%,67%,100%,,100%,100%,,,100%,98%,SUPP,100%,100%,90%,SUPP,SUPP,100%,100%,100%,100%,100%,100%,100%,,,,100%,100%,,,97%,100%,100%,,100%,100%,,,100%,100%,93%,85%,,,,,,,,,99%,,Percentage of pupils with high prior attainment reaching the expected standard in writing
1294,KS2_19,PTWRITTA_EXP_FSM6CLA1A,69%,22%,SUPP,,55%,77%,,SUPP,78%,SUPP,83%,63%,72%,48%,64%,70%,75%,65%,56%,61%,89%,68%,100%,0%,SUPP,SUPP,53%,63%,SUPP,,73%,67%,29%,,75%,SUPP,,,50%,60%,63%,40%,,,,,,,,,68%,,Percentage of disadvantaged pupils reaching the expected standard in writing
1295,KS2_19,PTWRITTA_EXP_NOTFSM6CLA1A,91%,60%,SUPP,,91%,86%,,SUPP,92%,SUPP,67%,79%,80%,79%,82%,78%,92%,82%,90%,85%,95%,87%,94%,0%,SUPP,,88%,86%,SUPP,,83%,75%,58%,,76%,SUPP,,,73%,80%,74%,80%,,,,,,,,,83%,,Percentage of non-disadvantaged pupils reaching the expected standard in writing
1296,KS2_19,PTREAD_HIGH_L,33%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,0%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,1%,,Percentage of pupils with low prior attainment achieving a high score in reading
1297,KS2_19,PTREAD_HIGH_M,29%,8%,20%,,14%,6%,,,20%,14%,17%,0%,10%,3%,3%,10%,12%,6%,0%,7%,25%,9%,39%,SUPP,,SUPP,0%,10%,SUPP,,2%,8%,6%,,12%,13%,,,0%,6%,3%,6%,,,,,,,,,15%,,Percentage of pupils with medium prior attainment achieving a high score in reading
1298,KS2_19,PTREAD_HIGH_H,43%,22%,44%,,88%,25%,,,50%,57%,SUPP,33%,50%,43%,SUPP,SUPP,36%,64%,35%,13%,100%,62%,79%,,,,30%,67%,,,62%,37%,44%,,69%,75%,,,67%,89%,36%,31%,,,,,,,,,56%,,Percentage of pupils with high prior attainment achieving a high score in reading
1299,KS2_19,PTREAD_HIGH_FSM6CLA1A,31%,0%,SUPP,,0%,10%,,SUPP,28%,SUPP,17%,25%,33%,9%,0%,11%,10%,8%,0%,6%,22%,16%,29%,0%,SUPP,SUPP,6%,31%,SUPP,,22%,9%,8%,,35%,SUPP,,,17%,30%,2%,7%,,,,,,,,,17%,,Percentage of disadvantaged pupils achieving a high score in reading
1300,KS2_19,PTREAD_HIGH_NOTFSM6CLA1A,35%,20%,SUPP,,45%,5%,,SUPP,31%,SUPP,17%,17%,10%,24%,9%,0%,29%,35%,13%,12%,45%,26%,62%,0%,SUPP,,12%,7%,SUPP,,30%,20%,15%,,18%,SUPP,,,27%,35%,26%,20%,,,,,,,,,31%,,Percentage of non-disadvantaged pupils achieving a high score in reading
1301,KS2_19,PTGPS_HIGH_L,0%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,11%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,2%,,"Percentage of pupils with low prior attainment achieving a high score in grammar, punctuation and spelling"
1302,KS2_19,PTGPS_HIGH_M,19%,0%,40%,,50%,11%,,,53%,22%,21%,8%,20%,0%,31%,33%,15%,6%,0%,0%,50%,29%,19%,SUPP,,SUPP,0%,14%,SUPP,,7%,6%,6%,,20%,25%,,,7%,53%,8%,6%,,,,,,,,,21%,,"Percentage of pupils with medium prior attainment achieving a high score in grammar, punctuation and spelling"
1303,KS2_19,PTGPS_HIGH_H,62%,33%,64%,,100%,58%,,,100%,78%,SUPP,80%,67%,57%,SUPP,SUPP,86%,55%,41%,13%,100%,100%,83%,,,,50%,17%,,,79%,44%,67%,,85%,75%,,,44%,100%,21%,54%,,,,,,,,,71%,,"Percentage of pupils with high prior attainment achieving a high score in grammar, punctuation and spelling"
1304,KS2_19,PTGPS_HIGH_FSM6CLA1A,23%,0%,SUPP,,27%,10%,,SUPP,56%,SUPP,25%,38%,33%,13%,18%,26%,15%,5%,0%,6%,22%,32%,43%,0%,SUPP,SUPP,6%,19%,SUPP,,35%,12%,8%,,35%,SUPP,,,8%,50%,10%,13%,,,,,,,,,24%,,"Percentage of disadvantaged pupils achieving a high score in grammar, punctuation and spelling"
1305,KS2_19,PTGPS_HIGH_NOTFSM6CLA1A,35%,20%,SUPP,,73%,33%,,SUPP,85%,SUPP,22%,46%,40%,27%,55%,28%,63%,35%,15%,4%,70%,52%,45%,0%,SUPP,,24%,7%,SUPP,,37%,21%,23%,,32%,SUPP,,,27%,70%,16%,30%,,,,,,,,,41%,,"Percentage of non-disadvantaged pupils achieving a high score in grammar, punctuation and spelling"
1306,KS2_19,PTMAT_HIGH_L,0%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,0%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,1%,,Percentage of pupils with low prior attainment achieving a high score in maths
1307,KS2_19,PTMAT_HIGH_M,26%,0%,0%,,18%,6%,,,13%,25%,0%,0%,0%,0%,17%,13%,15%,0%,3%,4%,25%,9%,0%,SUPP,,SUPP,0%,5%,SUPP,,10%,2%,3%,,7%,0%,,,0%,18%,0%,0%,,,,,,,,,13%,,Percentage of pupils with medium prior attainment achieving a high score in maths
1308,KS2_19,PTMAT_HIGH_H,76%,0%,36%,,75%,42%,,,100%,57%,SUPP,50%,50%,38%,SUPP,SUPP,86%,45%,47%,7%,67%,62%,63%,,,,0%,33%,,,71%,37%,33%,,38%,75%,,,22%,67%,36%,38%,,,,,,,,,58%,,Percentage of pupils with high prior attainment achieving a high score in maths
1309,KS2_19,PTMAT_HIGH_FSM6CLA1A,8%,0%,SUPP,,0%,8%,,SUPP,39%,SUPP,0%,13%,17%,13%,9%,11%,25%,0%,0%,0%,11%,14%,14%,0%,SUPP,SUPP,0%,19%,SUPP,,27%,12%,0%,,20%,SUPP,,,0%,20%,7%,7%,,,,,,,,,16%,,Percentage of disadvantaged pupils achieving a high score in maths
1310,KS2_19,PTMAT_HIGH_NOTFSM6CLA1A,52%,0%,SUPP,,45%,19%,,SUPP,54%,SUPP,6%,27%,30%,18%,27%,22%,54%,29%,19%,8%,40%,26%,28%,0%,SUPP,,0%,0%,SUPP,,39%,13%,15%,,11%,SUPP,,,13%,35%,16%,20%,,,,,,,,,32%,,Percentage of non-disadvantaged pupils achieving a high score in maths
1311,KS2_19,PTWRITTA_HIGH_L,0%,SUPP,,,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,0%,SUPP,0%,,SUPP,0%,SUPP,,SUPP,,,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,0%,,Percentage of pupils with low prior attainment working at greater depth in writing
1312,KS2_19,PTWRITTA_HIGH_M,3%,0%,7%,,9%,3%,,,13%,8%,8%,0%,0%,0%,3%,3%,0%,6%,0%,0%,15%,15%,6%,SUPP,,SUPP,6%,10%,SUPP,,5%,2%,0%,,0%,13%,,,0%,0%,3%,0%,,,,,,,,,7%,,Percentage of pupils with medium prior attainment working at greater depth in writing
1313,KS2_19,PTWRITTA_HIGH_H,33%,44%,48%,,75%,33%,,,50%,50%,SUPP,40%,33%,57%,SUPP,SUPP,71%,64%,47%,20%,50%,85%,67%,,,,40%,50%,,,62%,41%,56%,,8%,38%,,,44%,22%,21%,15%,,,,,,,,,49%,,Percentage of pupils with high prior attainment working at greater depth in writing
1314,KS2_19,PTWRITTA_HIGH_FSM6CLA1A,8%,0%,SUPP,,0%,10%,,SUPP,28%,SUPP,17%,25%,17%,13%,0%,4%,15%,8%,0%,11%,0%,24%,7%,0%,SUPP,SUPP,6%,19%,SUPP,,22%,9%,0%,,5%,SUPP,,,0%,0%,2%,0%,,,,,,,,,11%,,Percentage of disadvantaged pupils working at greater depth in writing
1315,KS2_19,PTWRITTA_HIGH_NOTFSM6CLA1A,15%,27%,SUPP,,36%,5%,,SUPP,23%,SUPP,0%,21%,10%,27%,9%,6%,29%,35%,17%,4%,30%,35%,36%,0%,SUPP,,24%,14%,SUPP,,33%,16%,19%,,0%,SUPP,,,27%,10%,16%,10%,,,,,,,,,24%,,Percentage of non-disadvantaged pupils working at greater depth in writing
1316,KS2_19,TEALGRP1,58,19,41,,31,36,,6,20,84,29,54,24,42,33,32,32,48,52,40,22,54,56,17,6,8,32,30,16,,69,89,32,,56,16,,,11,29,55,28,,,,,,,,,506919,,Number of eligible pupils with English as first language
1317,KS2_19,PTEALGRP1,98%,79%,100%,,94%,60%,,86%,65%,92%,97%,90%,86%,75%,100%,71%,73%,89%,91%,91%,76%,90%,92%,81%,50%,100%,94%,100%,94%,,83%,100%,64%,,97%,100%,,,41%,97%,92%,80%,,,,,,,,,79%,,Percentage of eligible pupils with English as first language
1318,KS2_19,TEALGRP3,0,0,0,,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,0,0,0,0,,,,,,,,,2489,,Number of eligible pupils with unclassified language
1319,KS2_19,PTEALGRP3,0%,0%,0%,,0%,2%,,0%,0%,0%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,,0%,0%,,,0%,0%,0%,0%,,,,,,,,,0%,,Percentage of eligible pupils with unclassified language
1320,KS2_19,TSENELE,0,1,0,,3,0,,7,0,3,0,0,1,3,2,1,0,1,1,0,0,0,2,20,12,7,5,0,17,,1,2,0,,0,0,,,1,1,0,1,,,,,,,,,,,Number of eligible pupils with EHC plan
1321,KS2_19,PSENELE,0%,4%,0%,,9%,0%,,100%,0%,3%,0%,0%,4%,5%,6%,2%,0%,2%,2%,0%,0%,0%,3%,95%,100%,88%,15%,0%,100%,,1%,2%,0%,,0%,0%,,,4%,3%,0%,3%,,,,,,,,,3%,,Percentage of eligible pupils with EHC plan
1322,KS2_19,TSENELK,10,5,8,,4,3,,0,10,10,5,15,6,5,5,12,8,12,9,6,3,6,8,1,0,0,7,6,0,,10,12,13,,13,1,,,8,4,7,5,,,,,,,,,,,Number of eligible pupils with SEN support
1323,KS2_19,PSENELK,17%,21%,20%,,12%,5%,,0%,32%,11%,17%,25%,21%,9%,15%,27%,18%,22%,16%,14%,10%,10%,13%,5%,0%,0%,21%,20%,0%,,12%,13%,26%,,22%,6%,,,30%,13%,12%,14%,,,,,,,,,15%,,Percentage of eligible pupils with SEN support
1324,KS2_19,TSENELEK,10,6,8,,7,3,,7,10,13,5,15,7,8,7,13,8,13,10,6,3,6,10,21,12,7,12,6,17,,11,14,13,,13,1,,,9,5,7,6,,,,,,,,,,,Number of eligible pupils with SEN (EHC plan or SEN support)
1325,KS2_19,PSENELEK,17%,25%,20%,,21%,5%,,100%,32%,14%,17%,25%,25%,14%,21%,29%,18%,24%,18%,14%,10%,10%,16%,100%,100%,88%,35%,20%,100%,,13%,16%,26%,,22%,6%,,,33%,17%,12%,17%,,,,,,,,,18%,,Percentage of eligible pupils with SEN (EHC plan or SEN support)
1326,KS2_19,TELIG_18,60,30,29,,31,61,,11,30,91,28,60,28,59,31,44,45,41,53,,22,59,60,13,8,10,36,29,13,,81,86,45,,59,23,,,27,29,56,38,,,,,,,,,619703,,Number of eligible pupils 2018
1327,KS2_19,PTFSM6CLA1A_18,32%,27%,7%,,35%,59%,,55%,50%,5%,25%,10%,57%,41%,68%,45%,49%,78%,21%,,59%,58%,28%,69%,63%,90%,61%,55%,46%,,42%,24%,49%,,31%,4%,,,44%,66%,79%,61%,,,,,,,,,31%,,Percentage of key stage 2 disadvantaged pupils one year prior
1328,KS2_19,PTNOTFSM6CLA1A_18,68%,73%,93%,,65%,41%,,45%,50%,95%,75%,90%,43%,59%,32%,55%,51%,22%,79%,,41%,42%,72%,31%,38%,10%,39%,45%,54%,,58%,76%,51%,,69%,96%,,,56%,34%,21%,39%,,,,,,,,,69%,,Percentage of key stage 2 pupils who are not disadvantaged one year prior
1329,KS2_19,PTRWM_EXP_18,48%,47%,86%,,68%,57%,,0%,87%,70%,57%,68%,82%,56%,52%,39%,69%,46%,55%,,68%,64%,97%,0%,0%,0%,33%,31%,0%,,67%,53%,42%,,71%,65%,,,30%,69%,36%,39%,,,,,,,,,64%,,"Percentage of pupils reaching the expected standard in reading, writing and maths one year prior"
1330,KS2_19,PTRWM_HIGH_18,5%,0%,24%,,0%,2%,,0%,17%,24%,0%,8%,4%,3%,3%,5%,2%,0%,11%,,14%,10%,28%,0%,0%,0%,3%,0%,0%,,4%,8%,0%,,7%,9%,,,4%,7%,0%,3%,,,,,,,,,10%,,Percentage of pupils achieving a high score in reading and maths and working at greater depth in writing  one year prior
1331,KS2_19,PTRWM_EXP_FSM6CLA1A_18,42%,25%,SUPP,,55%,58%,,SUPP,80%,SUPP,29%,50%,81%,42%,52%,35%,50%,47%,45%,,54%,56%,100%,SUPP,SUPP,SUPP,41%,19%,0%,,47%,52%,32%,,56%,SUPP,,,17%,53%,35%,30%,,,,,,,,,51%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths one year prior"
1332,KS2_19,PTRWM_HIGH_FSM6CLA1A_18,5%,0%,SUPP,,0%,0%,,SUPP,7%,SUPP,0%,0%,6%,8%,5%,0%,0%,0%,9%,,0%,9%,6%,SUPP,SUPP,SUPP,5%,0%,0%,,0%,0%,0%,,0%,SUPP,,,8%,0%,0%,0%,,,,,,,,,4%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing one year prior
1333,KS2_19,PTRWM_EXP_NOTFSM6CLA1A_18,51%,55%,SUPP,,75%,56%,,SUPP,93%,SUPP,67%,70%,83%,66%,50%,42%,87%,44%,57%,,89%,76%,95%,SUPP,SUPP,SUPP,21%,46%,0%,,81%,54%,52%,,78%,SUPP,,,40%,100%,42%,53%,,,,,,,,,70%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths one year prior"
1334,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A_18,5%,0%,SUPP,,0%,4%,,SUPP,27%,SUPP,0%,9%,0%,0%,0%,8%,4%,0%,12%,,33%,12%,37%,SUPP,SUPP,SUPP,0%,0%,0%,,6%,11%,0%,,10%,SUPP,,,0%,20%,0%,7%,,,,,,,,,12%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing one year prior
1335,KS2_19,READPROG_18,-4.5,-3.1,-0.1,,0.8,-2.8,,-1.1,1,-0.8,0.2,-1.4,1.3,-4.8,-2.9,0,0.4,-2.5,-1.2,,7.2,2.2,3.4,-12.8,-4.8,-5.8,-5.6,-2.8,2.8,,3.3,-3.1,-2,,2.4,0.4,,,-4.6,4.9,-4.9,-5,,,,,,,,,,,Reading progress measure one year prior
1336,KS2_19,READPROG_LOWER_18,-6,-5.2,-2.3,,-1.3,-4.4,,-4.8,-1.1,-2,-2,-2.9,-1,-6.4,-5,-2,-1.4,-4.4,-2.8,,4.6,0.7,1.9,-16.1,-9,-9.5,-7.6,-5.1,-0.5,,2,-4.4,-3.8,,0.9,-2,,,-7,2.7,-6.5,-7,,,,,,,,,,,Reading progress measure - lower confidence limit one year prior
1337,KS2_19,READPROG_UPPER_18,-3,-1,2.1,,2.9,-1.2,,2.6,3.1,0.4,2.4,0.1,3.6,-3.2,-0.8,2,2.2,-0.6,0.4,,9.8,3.7,4.9,-9.5,-0.6,-2.1,-3.6,-0.5,6.1,,4.6,-1.8,-0.2,,3.9,2.8,,,-2.2,7.1,-3.3,-3,,,,,,,,,,,Reading progress measure - upper confidence limit one year prior
1338,KS2_19,WRITPROG_18,-1.2,-0.6,-0.3,,-1.7,-2.1,,-1.1,1.9,-2,0.2,-2.3,2,-1.4,-1.7,3.9,0.6,0.2,-0.6,,2,0.4,4.8,-11.7,-5.3,-10.4,-1.7,-4.1,0.7,,1.8,-1.3,-3,,-1,1.2,,,-2.6,2.3,-4.1,-2.6,,,,,,,,,,,Writing progress measure  one year prior
1339,KS2_19,WRITPROG_LOWER_18,-2.7,-2.7,-2.4,,-3.7,-3.7,,-4.7,-0.2,-3.2,-1.9,-3.8,-0.2,-2.9,-3.7,2,-1.1,-1.6,-2.1,,-0.4,-1.1,3.3,-14.8,-9.3,-14,-3.6,-6.3,-2.4,,0.5,-2.5,-4.7,,-2.5,-1.1,,,-4.9,0.2,-5.6,-4.5,,,,,,,,,,,Writing progress measure - lower confidence limit  one year prior
1340,KS2_19,WRITPROG_UPPER_18,0.3,1.5,1.8,,0.3,-0.5,,2.5,4,-0.8,2.3,-0.8,4.2,0.1,0.3,5.8,2.3,2,0.9,,4.4,1.9,6.3,-8.6,-1.3,-6.8,0.2,-1.9,3.8,,3.1,-0.1,-1.3,,0.5,3.5,,,-0.3,4.4,-2.6,-0.7,,,,,,,,,,,Writing progress measure - upper confidence limit one year prior
1341,KS2_19,MATPROG_18,-2.1,-1.8,0.4,,-0.5,-0.6,,0.6,5.1,-1.7,-0.1,-2.4,2.3,-2,-1.1,-0.2,0.1,-2,-3.4,,3.2,0.6,3.1,-13.1,-5.6,-7.4,-5.9,-5.8,-1.2,,-1.4,-2.9,-4.2,,0.5,-0.5,,,-4.9,5.8,-2.2,-4.5,,,,,,,,,,,Maths progress measure one year prior
1342,KS2_19,MATPROG_LOWER_18,-3.5,-3.7,-1.6,,-2.4,-2.1,,-2.8,3.2,-2.8,-2.1,-3.8,0.2,-3.4,-3,-2,-1.5,-3.7,-4.9,,0.9,-0.8,1.7,-16.1,-9.4,-11.2,-7.7,-7.8,-4.2,,-2.6,-4.1,-5.8,,-0.9,-2.7,,,-7.1,3.8,-3.6,-6.3,,,,,,,,,,,Maths progress measure - lower confidence limit one year prior
1343,KS2_19,MATPROG_UPPER_18,-0.7,0.1,2.4,,1.4,0.9,,4,7,-0.6,1.9,-1,4.4,-0.6,0.8,1.6,1.7,-0.3,-1.9,,5.5,2,4.5,-10.1,-1.8,-3.6,-4.1,-3.8,1.8,,-0.2,-1.7,-2.6,,1.9,1.7,,,-2.7,7.8,-0.8,-2.7,,,,,,,,,,,Maths progress measure - upper confidence limit one year prior
1344,KS2_19,READ_AVERAGE_18,101,102,110,,104,101,,,107,108,103,107,105,102,100,100,104,100,104,,110,108,109,,,96,101,101,,,107,102,103,,107,106,,,99,106,99,100,,,,,,,,,105,,Average scaled score in reading one year prior
1345,KS2_19,MAT_AVERAGE_18,103,103,109,,102,103,,,111,107,103,105,106,104,101,100,104,99,102,,105,105,108,,,94,100,97,,,102,102,100,,105,104,,,98,106,101,101,,,,,,,,,104,,Average scaled score in maths one year prior
1346,KS2_19,TELIG_17,62,30,31,,32,59,,7,30,90,30,60,21,58,30,45,47,51,60,,27,60,59,11,5,13,40,30,18,,80,90,51,,59,30,,,23,32,60,30,,,,,,,,,599728,,Number of eligible pupils 2017
