No,Namespace,Variable,Coleshill Heath School - 104070,Park Hall Infant Academy - 136303,Eversfield Preparatory School - 104122,Turves Green Primary School - 144390,The Westminster School - 132233,Holy Cross Catholic Primary School - 140525,The Meadows Primary School - 103296,Our Lady of the Wayside Catholic Primary School - 104098,Our Lady of the Wayside Catholic Primary School - 148085,Oakham Primary School - 103950,Manor Way Primary Academy - 142355,"St Anne's Catholic Primary School, Streetly - 104241",Ruckleigh School - 104127,Coppice Junior School - 104041,Hollyfield Primary School - 131672,Water Orton Primary School - 125620,St John Fisher Catholic Primary School - 103452,St John Fisher Catholic Primary School - 148266,Blackwood School - 148364,Blackwood School - 104211,Cranmore Infant School - 104042,Tenterfields Primary Academy - 143195,Tividale Community Primary School - 133261,Manor Primary School - 104210,Park Hill Primary School - 103910,Mesty Croft Primary - 137972,Widney Junior School - 104054,Tudor Grange Primary Academy Yew Tree - 147364,Yew Tree Primary School - 104058,Dickens Heath Community Primary School - 133720,St Augustine's Catholic Primary School - 148087,St Augustine's Catholic Primary School - 104100,St Joseph's Catholic Primary School - 140528,Brickhouse Primary School - 103936,Springfield Primary School - 132140,Woodrush High School - 136924,Turves Green Boys' School - 103500,Turves Green Boys' School - 148521,Bishop Vesey's Grammar School - 137988,Alderbrook School - 136994,New Ways School - 145417,Fairfax - 136908,John Willmott School - 144721,John Willmott School - 103522,Joseph Leckie Academy - 137830,"Tudor Grange Academy, Solihull - 136310",St Peter's Catholic School - 148094,St Peter's Catholic School - 104119,Solihull College & University Centre - 130481,Halesowen College - 130476,National state-funded primary,National state-funded secondary and 16 to 18,Description
1172,KS2_19,READPROG_L_LOWER,-8.3,,,SUPP,SUPP,SUPP,-19.8,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,-5.5,-8.7,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - lower confidence limit
1173,KS2_19,READPROG_L_UPPER,0.2,,,SUPP,SUPP,SUPP,-12.5,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,3.1,-0.1,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - upper confidence limit
1174,KS2_19,READPROG_M,2.1,,,-2.2,NA,2.2,-1.9,-1,,0.1,-3.7,6.8,,-0.2,-2.6,2.5,2.9,,,-0.7,,-0.6,0.5,1.9,1.4,-2.5,-0.3,,3.8,-0.1,,0.7,-0.3,-1.1,0.4,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment
1175,KS2_19,READPROG_M_LOWER,-0.1,,,-4.2,NA,-0.2,-4.1,-3.1,,-2,-6.7,3.5,,-2.4,-4.7,0.2,0,,,-2.4,,-3.5,-1.5,-0.2,-1.1,-4.3,-2.6,,1,-2.5,,-2.8,-3.2,-4,-1.6,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - lower confidence limit
1176,KS2_19,READPROG_M_UPPER,4.2,,,-0.2,NA,4.5,0.2,1,,2.1,-0.7,10.2,,2,-0.5,4.9,5.7,,,1,,2.4,2.6,4,3.9,-0.7,2.1,,6.5,2.3,,4.2,2.5,1.8,2.5,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - upper confidence limit
1177,KS2_19,READPROG_H,2.7,,,-0.3,NA,SUPP,-4,0.9,,2,-1.7,5.3,,0.5,-0.8,-2.3,0.4,,,0.5,,-0.5,1.7,3,4.5,-2.1,0.1,,-1.8,1.4,,-0.2,2.9,SUPP,-0.3,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment
1178,KS2_19,READPROG_H_LOWER,-1.6,,,-4.1,NA,SUPP,-6.9,-1.5,,-0.7,-5.1,2.2,,-1.9,-3.2,-5.2,-3.1,,,-1.4,,-4.3,-1,-0.2,-0.5,-5.6,-2.1,,-5.9,-0.9,,-3.2,-0.4,SUPP,-3.3,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - lower confidence limit
1179,KS2_19,READPROG_H_UPPER,7,,,3.6,NA,SUPP,-1.2,3.3,,4.7,1.6,8.3,,2.9,1.7,0.7,3.9,,,2.5,,3.3,4.5,6.2,9.4,1.4,2.2,,2.2,3.6,,2.8,6.3,SUPP,2.8,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - upper confidence limit
1180,KS2_19,READPROG_FSM6CLA1A,1,,,-1.9,SUPP,SUPP,-6.1,-1.9,,-0.3,SUPP,,,-2.7,-5.1,-0.6,SUPP,,,0.3,,-0.5,1.1,SUPP,2.4,-4,-0.4,,2.7,-1.3,,0.2,SUPP,-0.6,-0.9,,,,,,,,,,,,,,,,-0.6,,Reading progress measure for disadvantaged pupils
1181,KS2_19,READPROG_FSM6CLA1A_LOWER,-1.1,,,-4.3,SUPP,SUPP,-8.4,-5.1,,-3.5,SUPP,,,-7,-7.8,-4.6,SUPP,,,-4,,-5.4,-2.1,SUPP,-1.9,-6.5,-3.7,,-0.5,-5.9,,-4.4,SUPP,-3.8,-3.3,,,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - lower confidence limit
1182,KS2_19,READPROG_FSM6CLA1A_UPPER,3.1,,,0.5,SUPP,SUPP,-3.8,1.2,,2.9,SUPP,,,1.6,-2.4,3.4,SUPP,,,4.6,,4.5,4.2,SUPP,6.6,-1.5,3,,6,3.3,,4.7,SUPP,2.5,1.6,,,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - upper confidence limit
1183,KS2_19,READPROG_NOTFSM6CLA1A,1.4,,,-1.7,SUPP,SUPP,-4.4,0.4,,0.7,SUPP,SUPP,,0.5,-0.3,0.8,SUPP,,,-0.2,,-1,0.8,SUPP,1.7,-1.6,0.1,,1.2,1.5,,0.2,SUPP,-1.1,-0.1,,,,,,,,,,,,,,,,0.3,,Reading progress measure for non-disadvantaged pupils
1184,KS2_19,READPROG_NOTFSM6CLA1A_LOWER,-1.7,,,-4.2,SUPP,SUPP,-6.5,-1.5,,-1.1,SUPP,SUPP,,-1.3,-2.3,-1.2,SUPP,,,-1.6,,-3.5,-1.1,SUPP,-0.9,-3.6,-1.7,,-2,-0.2,,-2.4,SUPP,-4.3,-2.1,,,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - lower confidence limit
1185,KS2_19,READPROG_NOTFSM6CLA1A_UPPER,4.5,,,0.8,SUPP,SUPP,-2.2,2.2,,2.5,SUPP,SUPP,,2.2,1.6,2.9,SUPP,,,1.1,,1.5,2.6,SUPP,4.2,0.4,1.9,,4.4,3.2,,2.8,SUPP,2,1.9,,,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - upper confidence limit
1186,KS2_19,DIFFN_READPROG,0.7,,,-2.2,SUPP,SUPP,-6.4,-2.2,,-0.6,SUPP,,,-3,-5.4,-0.9,SUPP,,,0,,-0.8,0.8,SUPP,2.1,-4.3,-0.7,,2.4,-1.6,,-0.1,SUPP,-0.9,-1.2,,,,,,,,,,,,,,,,0,,Difference between reading progress measure for disadvantaged pupils in school and other pupils nationally
1187,KS2_19,READPROG_EAL,NA,,,SUPP,SUPP,NA,NA,SUPP,,SUPP,SUPP,NA,,1.5,SUPP,NA,NA,,,0.3,,SUPP,1,SUPP,SUPP,-0.5,SUPP,,1.6,0.9,,1,SUPP,SUPP,SUPP,,,,,,,,,,,,,,,,0.8,,Reading progress measure for EAL pupils
1188,KS2_19,READPROG_EAL_LOWER,NA,,,SUPP,SUPP,NA,NA,SUPP,,SUPP,SUPP,NA,,-1.5,SUPP,NA,NA,,,-3.4,,SUPP,-1.5,SUPP,SUPP,-4.1,SUPP,,-2.2,-2.2,,-4,SUPP,SUPP,SUPP,,,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - lower confidence limit
1189,KS2_19,READPROG_EAL_UPPER,NA,,,SUPP,SUPP,NA,NA,SUPP,,SUPP,SUPP,NA,,4.5,SUPP,NA,NA,,,3.9,,SUPP,3.4,SUPP,SUPP,3.2,SUPP,,5.4,4.1,,5.9,SUPP,SUPP,SUPP,,,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - upper confidence limit
1190,KS2_19,READPROG_MOBN,1.2,,,-2,SUPP,2.7,-5.2,-0.2,,0.5,-3.3,6.4,,0,-2.1,0.7,1.9,,,-0.2,,-0.8,0.8,2.3,1.9,-2.5,0,,2.1,1.3,,0.2,1,-0.9,-0.5,,,,,,,,,,,,,,,,0.1,,Reading progress measure for non-mobile pupils
1191,KS2_19,READPROG_MOBN_LOWER,-0.6,,,-3.8,SUPP,0.5,-6.8,-1.8,,-1.1,-5.6,4.1,,-1.7,-3.8,-1.2,-0.3,,,-1.5,,-3,-0.8,0.6,-0.3,-4.1,-1.6,,-0.3,-0.3,,-2.1,-1.2,-3.1,-2.1,,,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - lower confidence limit
1192,KS2_19,READPROG_MOBN_UPPER,3,,,-0.2,SUPP,4.9,-3.5,1.3,,2,-1,8.6,,1.6,-0.5,2.5,4.1,,,1.1,,1.5,2.4,4.1,4.2,-1,1.6,,4.4,2.9,,2.5,3.3,1.3,1.1,,,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - upper confidence limit
1193,KS2_19,WRITPROG_B,0.8,,,-2.1,SUPP,1.9,-2.8,-0.6,,0.5,-1,-0.6,,-0.3,-2.2,-2.1,-0.2,,,-0.6,,-1.6,-1,4.7,-1.2,-4.9,0.7,,0.9,1.7,,0.2,2.1,1.1,0,,,,,,,,,,,,,,,,-0.7,,Writing progress measure for boys
1194,KS2_19,WRITPROG_B_LOWER,-1.5,,,-4.2,SUPP,-1.2,-4.6,-2.6,,-1.4,-3.8,-3.4,,-2.4,-4.3,-5.1,-3,,,-2.4,,-4.8,-3.2,2.3,-4,-6.9,-1.6,,-2.3,-0.5,,-3,-0.8,-1.7,-2,,,,,,,,,,,,,,,,0,,Writing progress measure for boys - lower confidence limit
1195,KS2_19,WRITPROG_B_UPPER,3.1,,,0,SUPP,5,-0.9,1.5,,2.4,1.8,2.1,,1.8,-0.1,1,2.6,,,1.2,,1.6,1.2,7,1.6,-2.9,2.9,,4.2,3.9,,3.4,5,3.8,2,,,,,,,,,,,,,,,,0,,Writing progress measure for boys - upper confidence limit
1196,KS2_19,WRITPROG_G,2.3,,,-0.2,SUPP,4.1,-2.4,0.2,,2.6,0,-0.1,,-0.5,1.8,2.5,-1.9,,,0.5,,0.7,0.9,4.9,-3.1,-1.5,-0.4,,2,0.4,,-0.7,1.8,4,1.6,,,,,,,,,,,,,,,,0.8,,Wwriting progress measure for girls
1197,KS2_19,WRITPROG_G_LOWER,0.1,,,-2.7,SUPP,1.4,-4.8,-1.9,,0.3,-3,-3,,-2.6,-0.1,0.6,-4.9,,,-1,,-1.9,-1.1,2.6,-6,-3.5,-2.3,,-0.7,-1.5,,-3.5,-1,0.9,-0.5,,,,,,,,,,,,,,,,0,,Writing progress measure for girls - lower confidence limit
1198,KS2_19,WRITPROG_G_UPPER,4.6,,,2.3,SUPP,6.8,-0.1,2.2,,4.8,3,2.9,,1.6,3.8,4.4,1.1,,,2.1,,3.3,2.9,7.1,-0.3,0.6,1.5,,4.8,2.3,,2.1,4.6,7.1,3.6,,,,,,,,,,,,,,,,0,,Writing progress measure for girls - upper confidence limit
1199,KS2_19,WRITPROG_L,-2.1,,,SUPP,SUPP,SUPP,-13.5,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,3.3,-3.7,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment
1200,KS2_19,WRITPROG_L_LOWER,-6,,,SUPP,SUPP,SUPP,-16.8,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,-0.6,-7.7,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - lower confidence limit
1201,KS2_19,WRITPROG_L_UPPER,1.9,,,SUPP,SUPP,SUPP,-10.1,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,7.3,0.2,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - upper confidence limit
1202,KS2_19,WRITPROG_M,2.6,,,-1.8,NA,2.9,1.4,0.1,,1.8,-1.2,0.9,,-0.6,-1.3,2.2,-1,,,-0.2,,-0.4,0.4,4.6,-1.5,-4,1,,1.7,1.2,,-0.5,1.5,2.3,1.5,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment
1203,KS2_19,WRITPROG_M_LOWER,0.6,,,-3.6,NA,0.7,-0.6,-1.8,,-0.1,-4,-2.1,,-2.6,-3.2,0,-3.7,,,-1.8,,-3.1,-1.6,2.7,-3.8,-5.7,-1.2,,-0.9,-1.1,,-3.7,-1.1,-0.4,-0.4,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - lower confidence limit
1204,KS2_19,WRITPROG_M_UPPER,4.6,,,0.1,NA,5,3.4,2,,3.7,1.6,4,,1.4,0.6,4.3,1.6,,,1.4,,2.3,2.3,6.6,0.8,-2.4,3.2,,4.2,3.4,,2.8,4.2,4.9,3.3,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - upper confidence limit
1205,KS2_19,WRITPROG_H,1.5,,,-1.5,NA,SUPP,-3,-0.6,,0.5,0.3,-1.6,,-0.1,2.3,0.5,-1,,,0.5,,-0.1,0.4,4.4,-0.8,2.4,-1.1,,1.4,0.4,,-0.2,2.5,SUPP,1.4,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment
1206,KS2_19,WRITPROG_H_LOWER,-2.5,,,-5,NA,SUPP,-5.6,-2.8,,-2,-2.8,-4.4,,-2.4,0.1,-2.1,-4.2,,,-1.3,,-3.6,-2.2,1.4,-5.3,-0.8,-3,,-2.4,-1.7,,-3,-0.6,SUPP,-1.4,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - lower confidence limit
1207,KS2_19,WRITPROG_H_UPPER,5.4,,,2,NA,SUPP,-0.3,1.7,,3,3.4,1.1,,2.1,4.6,3.1,2.2,,,2.3,,3.4,2.9,7.4,3.8,5.6,0.9,,5.1,2.5,,2.6,5.6,SUPP,4.1,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - upper confidence limit
1208,KS2_19,WRITPROG_FSM6CLA1A,1.7,,,-1.4,SUPP,SUPP,-4.2,-0.2,,1.4,SUPP,,,-3.6,-0.7,1.3,SUPP,,,0.9,,-1.3,-0.4,SUPP,-2.7,-5.1,0.6,,0.2,-1.9,,-2.4,SUPP,1.8,0.5,,,,,,,,,,,,,,,,-0.5,,Writing progress measure for disadvantaged pupils
1209,KS2_19,WRITPROG_FSM6CLA1A_LOWER,-0.3,,,-3.6,SUPP,SUPP,-6.3,-3,,-1.6,SUPP,,,-7.5,-3.2,-2.2,SUPP,,,-3.1,,-5.8,-3.2,SUPP,-6.6,-7.4,-2.5,,-2.8,-6.1,,-6.7,SUPP,-1.1,-1.7,,,,,,,,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - lower confidence limit
1210,KS2_19,WRITPROG_FSM6CLA1A_UPPER,3.7,,,0.7,SUPP,SUPP,-2.1,2.7,,4.4,SUPP,,,0.4,1.7,4.8,SUPP,,,4.8,,3.3,2.5,SUPP,1.3,-2.8,3.7,,3.2,2.3,,1.8,SUPP,4.7,2.8,,,,,,,,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - upper confidence limit
1211,KS2_19,WRITPROG_NOTFSM6CLA1A,1.4,,,-1.2,SUPP,SUPP,-1.2,-0.2,,1.3,SUPP,SUPP,,0.1,0.3,1.2,SUPP,,,0,,0,0.2,SUPP,-1.9,-2,-0.1,,3,1.3,,0.4,SUPP,2.8,0.9,,,,,,,,,,,,,,,,0.3,,Writing progress measure for non-disadvantaged pupils
1212,KS2_19,WRITPROG_NOTFSM6CLA1A_LOWER,-1.5,,,-3.5,SUPP,SUPP,-3.2,-1.9,,-0.4,SUPP,SUPP,,-1.5,-1.5,-0.6,SUPP,,,-1.3,,-2.2,-1.5,SUPP,-4.3,-3.8,-1.8,,0,-0.2,,-2,SUPP,0,-1,,,,,,,,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - lower confidence limit
1213,KS2_19,WRITPROG_NOTFSM6CLA1A_UPPER,4.3,,,1.1,SUPP,SUPP,0.7,1.5,,2.9,SUPP,SUPP,,1.7,2.1,3,SUPP,,,1.2,,2.3,1.9,SUPP,0.4,-0.1,1.5,,5.9,2.9,,2.8,SUPP,5.7,2.7,,,,,,,,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - upper confidence limit
1214,KS2_19,DIFFN_WRITPROG,1.4,,,-1.7,SUPP,SUPP,-4.5,-0.5,,1.1,SUPP,,,-3.9,-1,1,SUPP,,,0.6,,-1.6,-0.7,SUPP,-3,-5.4,0.3,,-0.1,-2.2,,-2.7,SUPP,1.5,0.2,,,,,,,,,,,,,,,,0,,Difference between writing progress measure for disadvantaged pupils in school and other pupils nationally
1215,KS2_19,WRITPROG_EAL,NA,,,SUPP,SUPP,NA,NA,SUPP,,SUPP,SUPP,NA,,1.4,SUPP,NA,NA,,,0.2,,SUPP,-0.9,SUPP,SUPP,1.5,SUPP,,5.3,0.7,,-0.5,SUPP,SUPP,SUPP,,,,,,,,,,,,,,,,1.2,,Writing progress measure for EAL pupils
1216,KS2_19,WRITPROG_EAL_LOWER,NA,,,SUPP,SUPP,NA,NA,SUPP,,SUPP,SUPP,NA,,-1.4,SUPP,NA,NA,,,-3.2,,SUPP,-3.1,SUPP,SUPP,-1.9,SUPP,,1.8,-2.2,,-5,SUPP,SUPP,SUPP,,,,,,,,,,,,,,,,0,,Writing progress measure for EAL pupils - lower confidence limit
1217,KS2_19,WRITPROG_EAL_UPPER,NA,,,SUPP,SUPP,NA,NA,SUPP,,SUPP,SUPP,NA,,4.2,SUPP,NA,NA,,,3.6,,SUPP,1.4,SUPP,SUPP,4.9,SUPP,,8.9,3.6,,4.1,SUPP,SUPP,SUPP,,,,,,,,,,,,,,,,0,,Writing progress measure for EAL pupils - upper confidence limit
1218,KS2_19,WRITPROG_MOBN,1.7,,,-1.6,SUPP,3.1,-2.7,-0.2,,1.3,-0.6,-0.5,,-0.4,0.2,1.8,-1,,,0,,-0.2,0,4.8,-2.2,-3.2,0,,1.2,1.2,,-0.3,2,2.3,0.9,,,,,,,,,,,,,,,,0.1,,Writing progress measure for non-mobile pupils
1219,KS2_19,WRITPROG_MOBN_LOWER,0,,,-3.3,SUPP,1.1,-4.2,-1.6,,-0.1,-2.7,-2.6,,-1.9,-1.3,0.1,-3,,,-1.2,,-2.3,-1.4,3.2,-4.2,-4.6,-1.4,,-0.9,-0.3,,-2.4,0,0.3,-0.5,,,,,,,,,,,,,,,,0,,Writing progress measure for non-mobile pupils - lower confidence limit
1220,KS2_19,WRITPROG_MOBN_UPPER,3.4,,,0,SUPP,5.2,-1.2,1.3,,2.8,1.5,1.6,,1.1,1.7,3.4,1,,,1.2,,1.8,1.5,6.4,-0.2,-1.7,1.5,,3.4,2.7,,1.8,4.1,4.4,2.4,,,,,,,,,,,,,,,,0,,Writing progress measure for non-mobile pupils - upper confidence limit
1221,KS2_19,MATPROG_B,3.7,,,-1.1,SUPP,1.9,-3,1.6,,5.1,-1.3,6.3,,1.4,-0.8,3.4,1.2,,,0.7,,-1,1.7,3.8,3.1,-1.3,2,,1.5,4.9,,0.9,2.3,-0.2,-1,,,,,,,,,,,,,,,,0.7,,Maths progress measure for boys
1222,KS2_19,MATPROG_B_LOWER,1.5,,,-3,SUPP,-1,-4.8,-0.4,,3.4,-4,3.7,,-0.6,-2.8,0,-1.4,,,-1,,-4.1,-0.3,1.6,0.5,-3.2,-0.1,,-1.5,2.8,,-2.1,-0.4,-2.8,-2.9,,,,,,,,,,,,,,,,0,,Maths progress measure for boys - lower confidence limit
1223,KS2_19,MATPROG_B_UPPER,5.9,,,0.9,SUPP,4.9,-1.3,3.6,,6.9,1.3,9,,3.4,1.3,6.7,3.9,,,2.5,,2,3.8,6,5.8,0.6,4.2,,4.6,7,,4,5,2.4,0.9,,,,,,,,,,,,,,,,0,,Maths progress measure for boys - upper confidence limit
1224,KS2_19,MATPROG_G,1.4,,,-2.7,SUPP,1.7,-3.5,-0.5,,3.2,-5.7,3.6,,-1.6,-0.3,-1.9,-2.1,,,-0.5,,-4.7,0.7,2.7,-2.8,-1.9,-1.3,,-2.3,1.6,,-0.8,3,-2.8,-3.4,,,,,,,,,,,,,,,,-0.7,,Maths progress measure for girls
1225,KS2_19,MATPROG_G_LOWER,-0.8,,,-5.1,SUPP,-0.8,-5.7,-2.4,,1,-8.6,0.7,,-3.6,-2.2,-3.7,-5,,,-2,,-7.2,-1.2,0.6,-5.5,-3.8,-3.1,,-4.9,-0.2,,-3.4,0.4,-5.7,-5.3,,,,,,,,,,,,,,,,0,,Maths progress measure for girls - lower confidence limit
1226,KS2_19,MATPROG_G_UPPER,3.5,,,-0.4,SUPP,4.3,-1.3,1.4,,5.3,-2.9,6.4,,0.4,1.6,-0.1,0.7,,,1,,-2.2,2.6,4.8,-0.1,0,0.5,,0.3,3.5,,1.9,5.7,0.1,-1.4,,,,,,,,,,,,,,,,0,,Maths progress measure for girls - upper confidence limit
1227,KS2_19,MATPROG_L,-2.6,,,SUPP,SUPP,SUPP,-2.7,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,0.1,-3.7,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment
1228,KS2_19,MATPROG_L_LOWER,-6.3,,,SUPP,SUPP,SUPP,-5.9,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,-3.6,-7.5,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment - lower confidence limit
1229,KS2_19,MATPROG_L_UPPER,1.1,,,SUPP,SUPP,SUPP,0.5,NA,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,NA,,,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,NA,SUPP,,NA,NA,3.9,0,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment - upper confidence limit
1230,KS2_19,MATPROG_M,3.3,,,-2.2,NA,1.6,-3.3,-1,,4.2,-2.7,6.3,,0,-0.4,0.4,0.3,,,-0.1,,-3.4,0.5,3.2,-0.6,-2.2,-0.7,,1.2,3,,-0.8,3,-1.7,-2.2,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment
1231,KS2_19,MATPROG_M_LOWER,1.4,,,-3.9,NA,-0.4,-5.2,-2.8,,2.4,-5.4,3.4,,-1.9,-2.2,-1.6,-2.2,,,-1.6,,-6,-1.3,1.4,-2.8,-3.7,-2.8,,-1.2,0.9,,-3.8,0.5,-4.2,-4,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - lower confidence limit
1232,KS2_19,MATPROG_M_UPPER,5.2,,,-0.4,NA,3.7,-1.4,0.8,,6,-0.1,9.3,,1.9,1.4,2.5,2.8,,,1.4,,-0.9,2.3,5,1.6,-0.6,1.4,,3.6,5.1,,2.3,5.5,0.8,-0.4,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - upper confidence limit
1233,KS2_19,MATPROG_H,4.6,,,0.1,NA,SUPP,-3.5,2.7,,4.8,-3.6,3.4,,-0.1,-0.5,-1.6,-1.4,,,0.3,,-1.4,2.4,2.7,5,1.3,0.5,,-4.5,2.9,,0.5,2.2,SUPP,-1.2,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment
1234,KS2_19,MATPROG_H_LOWER,0.9,,,-3.2,NA,SUPP,-6,0.5,,2.4,-6.5,0.7,,-2.2,-2.6,-4.2,-4.4,,,-1.4,,-4.8,0,-0.1,0.7,-1.7,-1.4,,-8.1,1,,-2.1,-0.7,SUPP,-3.9,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - lower confidence limit
1235,KS2_19,MATPROG_H_UPPER,8.4,,,3.5,NA,SUPP,-1,4.8,,7.2,-0.7,6,,2,1.7,0.9,1.7,,,2,,1.9,4.8,5.5,9.3,4.4,2.3,,-1,4.9,,3.1,5.1,SUPP,1.4,,,,,,,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - upper confidence limit
1236,KS2_19,MATPROG_FSM6CLA1A,2.9,,,-2.2,SUPP,SUPP,-4.8,0.2,,2.8,SUPP,,,-5.2,-1.1,0,SUPP,,,0.8,,-5.4,0.8,SUPP,0.6,-3,0.5,,-0.4,3.4,,-1.2,SUPP,-2,-3.4,,,,,,,,,,,,,,,,-0.7,,Maths progress measure for disadvantaged pupils
1237,KS2_19,MATPROG_FSM6CLA1A_LOWER,1,,,-4.3,SUPP,SUPP,-6.8,-2.6,,-0.1,SUPP,,,-9,-3.5,-3.5,SUPP,,,-3,,-9.7,-2,SUPP,-3.1,-5.2,-2.4,,-3.2,-0.6,,-5.2,SUPP,-4.7,-5.6,,,,,,,,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - lower confidence limit
1238,KS2_19,MATPROG_FSM6CLA1A_UPPER,4.7,,,-0.1,SUPP,SUPP,-2.8,2.9,,5.6,SUPP,,,-1.5,1.3,3.5,SUPP,,,4.5,,-1.1,3.5,SUPP,4.3,-0.9,3.4,,2.4,7.4,,2.8,SUPP,0.7,-1.2,,,,,,,,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - upper confidence limit
1239,KS2_19,MATPROG_NOTFSM6CLA1A,1.8,,,-1.3,SUPP,SUPP,-1.8,0.6,,4.8,SUPP,SUPP,,0.7,-0.2,-0.9,SUPP,,,-0.1,,-2.7,1.3,SUPP,0.1,-0.7,0,,-0.9,3,,0.3,SUPP,-0.7,-1.3,,,,,,,,,,,,,,,,0.4,,Maths progress measure for non-disadvantaged pupils
1240,KS2_19,MATPROG_NOTFSM6CLA1A_LOWER,-0.9,,,-3.5,SUPP,SUPP,-3.7,-0.9,,3.3,SUPP,SUPP,,-0.8,-1.9,-2.7,SUPP,,,-1.2,,-4.8,-0.3,SUPP,-2.1,-2.4,-1.5,,-3.7,1.5,,-2,SUPP,-3.4,-3.1,,,,,,,,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - lower confidence limit
1241,KS2_19,MATPROG_NOTFSM6CLA1A_UPPER,4.5,,,0.9,SUPP,SUPP,0,2.2,,6.4,SUPP,SUPP,,2.2,1.5,0.9,SUPP,,,1.1,,-0.5,2.9,SUPP,2.3,1.1,1.6,,1.9,4.5,,2.6,SUPP,2.1,0.5,,,,,,,,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - upper confidence limit
