No,Namespace,Variable,St John's Church of England Primary School - 104228,Shenstone Lodge School - 104024,Shenstone Lodge School - 147347,Oakwood School - 104275,The Secret Garden - 148243,Peters Hill Primary School - 103791,Red Hall Primary School - 103784,Rivers Primary Academy - 140196,Bloxwich Academy - 137274,Bilston Church of England Primary School - 130305,The Bromley-Pensnett Primary School - 141979,Stow Heath Primary School - 104323,Tudor Grange Primary Academy Hockley Heath - 138462,Hill Avenue Academy - 143151,Lanesfield Primary School - 104327,St Chad's Catholic Primary School - 140144,Ham Dingle Primary Academy - 143822,Ham Dingle Primary School - 103808,St Michael's Church of England C Primary School - 104227,Sunfield Children's Home Ltd - 117033,Woodlands Academy of Learning - 138343,Queen Victoria Primary School - 103826,St Peter's Church of England Primary Academy - 142982,Green Park School - 104415,Walsall Wood School - 104201,Fibbersley Park Academy - 143417,Elmore Green Primary School - 104153,Stowlawn Primary School - 104317,Hawbush Primary School - 103820,Cotwall End Primary School - 103810,Blackwell First School - 116665,All Saints National Academy - 141410,Springfield House Community Special School - 103623,Busill Jones Primary School - 104146,Busill Jones Primary School - 146785,"St Peter's Catholic Primary School, Bloxwich - 104234",Kingsbury Primary School - 134924,Pedmore CE Primary School - 103848,Clent Parochial Primary School - 116796,The Pedmore High School - 145593,Mary Elliot School - 104272,Black Country Wheels School - 137571,The Dormston School - 103855,Ellowes Hall Sports College - 141570,Hunters Hill College - 103609,Redhill School - 139872,Kingsbury School - A Specialist Science and Mathematics Academy - 145019,Shire Oak Academy - 136620,Pool Hayes Academy - 142594,Wolverhampton Vocational Training Centre - 142123,National state-funded primary,National state-funded secondary and 16 to 18,Description
1297,KS2_19,PTREAD_HIGH_M,19%,SUPP,,,,14%,12%,21%,5%,13%,20%,3%,31%,38%,35%,16%,,13%,28%,,19%,5%,11%,,18%,0%,4%,5%,8%,8%,,0%,14%,6%,,9%,16%,29%,0%,,,,,,,,,,,,15%,,Percentage of pupils with medium prior attainment achieving a high score in reading
1298,KS2_19,PTREAD_HIGH_H,40%,SUPP,,,,62%,45%,50%,SUPP,67%,38%,46%,33%,86%,82%,38%,,56%,71%,,38%,22%,17%,,67%,45%,27%,83%,0%,64%,,57%,,,,,60%,67%,SUPP,,,,,,,,,,,,56%,,Percentage of pupils with high prior attainment achieving a high score in reading
1299,KS2_19,PTREAD_HIGH_FSM6CLA1A,38%,SUPP,,SUPP,,21%,13%,15%,5%,16%,22%,6%,SUPP,27%,48%,33%,,20%,38%,,13%,6%,SUPP,SUPP,30%,3%,5%,14%,0%,20%,,4%,SUPP,0%,,0%,50%,SUPP,SUPP,,,,,,,,,,,,17%,,Percentage of disadvantaged pupils achieving a high score in reading
1300,KS2_19,PTREAD_HIGH_NOTFSM6CLA1A,23%,SUPP,,SUPP,,34%,25%,44%,15%,22%,20%,17%,SUPP,50%,43%,17%,,39%,42%,,30%,15%,SUPP,SUPP,29%,15%,17%,25%,13%,33%,,15%,SUPP,14%,,11%,28%,SUPP,SUPP,,,,,,,,,,,,31%,,Percentage of non-disadvantaged pupils achieving a high score in reading
1301,KS2_19,PTGPS_HIGH_L,SUPP,SUPP,,0%,,0%,SUPP,SUPP,0%,0%,SUPP,0%,,22%,0%,SUPP,,SUPP,,,13%,0%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,0%,,SUPP,0%,SUPP,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,,,2%,,"Percentage of pupils with low prior attainment achieving a high score in grammar, punctuation and spelling"
1302,KS2_19,PTGPS_HIGH_M,19%,SUPP,,,,3%,4%,11%,5%,32%,0%,38%,23%,69%,81%,11%,,20%,38%,,35%,0%,11%,,24%,5%,4%,18%,17%,28%,,6%,0%,14%,,13%,9%,43%,0%,,,,,,,,,,,,21%,,"Percentage of pupils with medium prior attainment achieving a high score in grammar, punctuation and spelling"
1303,KS2_19,PTGPS_HIGH_H,55%,SUPP,,,,71%,45%,100%,SUPP,89%,50%,100%,50%,100%,100%,75%,,85%,93%,,81%,52%,67%,,89%,55%,60%,100%,0%,68%,,86%,,,,,67%,89%,SUPP,,,,,,,,,,,,71%,,"Percentage of pupils with high prior attainment achieving a high score in grammar, punctuation and spelling"
1304,KS2_19,PTGPS_HIGH_FSM6CLA1A,38%,SUPP,,SUPP,,18%,7%,20%,5%,28%,11%,36%,SUPP,45%,67%,0%,,13%,25%,,33%,11%,SUPP,SUPP,30%,9%,29%,29%,0%,33%,,12%,SUPP,13%,,0%,25%,SUPP,SUPP,,,,,,,,,,,,24%,,"Percentage of disadvantaged pupils achieving a high score in grammar, punctuation and spelling"
1305,KS2_19,PTGPS_HIGH_NOTFSM6CLA1A,32%,SUPP,,SUPP,,34%,25%,44%,23%,44%,20%,55%,SUPP,77%,83%,35%,,64%,61%,,57%,27%,SUPP,SUPP,43%,19%,21%,38%,25%,43%,,25%,SUPP,14%,,17%,28%,SUPP,SUPP,,,,,,,,,,,,41%,,"Percentage of non-disadvantaged pupils achieving a high score in grammar, punctuation and spelling"
1306,KS2_19,PTMAT_HIGH_L,SUPP,SUPP,,0%,,0%,SUPP,SUPP,0%,0%,SUPP,0%,,11%,0%,SUPP,,SUPP,,,0%,0%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,0%,,SUPP,0%,SUPP,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,,,1%,,Percentage of pupils with low prior attainment achieving a high score in maths
1307,KS2_19,PTMAT_HIGH_M,19%,SUPP,,,,5%,8%,0%,5%,8%,0%,3%,31%,15%,50%,0%,,0%,19%,,0%,0%,11%,,6%,10%,4%,5%,8%,12%,,13%,0%,3%,,35%,9%,14%,13%,,,,,,,,,,,,13%,,Percentage of pupils with medium prior attainment achieving a high score in maths
1308,KS2_19,PTMAT_HIGH_H,35%,SUPP,,,,64%,45%,50%,SUPP,78%,25%,38%,50%,86%,82%,38%,,59%,50%,,52%,7%,50%,,100%,18%,27%,83%,0%,27%,,57%,,,,,47%,78%,SUPP,,,,,,,,,,,,58%,,Percentage of pupils with high prior attainment achieving a high score in maths
1309,KS2_19,PTMAT_HIGH_FSM6CLA1A,15%,SUPP,,SUPP,,25%,7%,10%,5%,14%,0%,3%,SUPP,9%,43%,0%,,7%,13%,,13%,0%,SUPP,SUPP,20%,3%,19%,21%,7%,13%,,12%,SUPP,0%,,14%,25%,SUPP,SUPP,,,,,,,,,,,,16%,,Percentage of disadvantaged pupils achieving a high score in maths
1310,KS2_19,PTMAT_HIGH_NOTFSM6CLA1A,32%,SUPP,,SUPP,,28%,25%,11%,23%,28%,20%,17%,SUPP,45%,61%,13%,,36%,32%,,22%,5%,SUPP,SUPP,38%,19%,4%,19%,0%,18%,,25%,SUPP,10%,,39%,20%,SUPP,SUPP,,,,,,,,,,,,32%,,Percentage of non-disadvantaged pupils achieving a high score in maths
1311,KS2_19,PTWRITTA_HIGH_L,SUPP,SUPP,,0%,,0%,SUPP,SUPP,0%,0%,SUPP,0%,,11%,0%,SUPP,,SUPP,,,0%,0%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,0%,,SUPP,0%,SUPP,,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,,,0%,,Percentage of pupils with low prior attainment working at greater depth in writing
1312,KS2_19,PTWRITTA_HIGH_M,0%,SUPP,,,,2%,8%,5%,0%,11%,0%,5%,15%,38%,15%,0%,,17%,3%,,0%,0%,0%,,6%,0%,0%,0%,17%,12%,,0%,0%,0%,,9%,0%,7%,0%,,,,,,,,,,,,7%,,Percentage of pupils with medium prior attainment working at greater depth in writing
1313,KS2_19,PTWRITTA_HIGH_H,45%,SUPP,,,,55%,27%,83%,SUPP,56%,38%,54%,67%,57%,64%,75%,,56%,57%,,10%,26%,0%,,89%,27%,33%,50%,29%,45%,,0%,,,,,40%,33%,SUPP,,,,,,,,,,,,49%,,Percentage of pupils with high prior attainment working at greater depth in writing
1314,KS2_19,PTWRITTA_HIGH_FSM6CLA1A,15%,SUPP,,SUPP,,11%,13%,15%,0%,9%,11%,6%,SUPP,27%,24%,17%,,13%,13%,,0%,3%,SUPP,SUPP,20%,3%,14%,7%,20%,20%,,0%,SUPP,0%,,0%,13%,SUPP,SUPP,,,,,,,,,,,,11%,,Percentage of disadvantaged pupils working at greater depth in writing
1315,KS2_19,PTWRITTA_HIGH_NOTFSM6CLA1A,23%,SUPP,,SUPP,,26%,17%,33%,0%,28%,10%,24%,SUPP,41%,26%,22%,,43%,21%,,5%,15%,SUPP,SUPP,33%,8%,8%,13%,25%,25%,,0%,SUPP,0%,,11%,13%,SUPP,SUPP,,,,,,,,,,,,24%,,Percentage of non-disadvantaged pupils working at greater depth in writing
1316,KS2_19,TEALGRP1,39,12,,6,,97,37,28,48,40,26,44,20,34,32,28,,50,44,,59,76,28,6,29,54,44,24,22,52,,44,20,37,,21,47,28,15,,,,,,,,,,,,506919,,Number of eligible pupils with English as first language
1317,KS2_19,PTEALGRP1,89%,100%,,50%,,88%,95%,97%,87%,66%,93%,71%,91%,77%,73%,97%,,85%,96%,,97%,99%,100%,55%,94%,90%,98%,80%,96%,95%,,98%,91%,82%,,84%,98%,85%,100%,,,,,,,,,,,,79%,,Percentage of eligible pupils with English as first language
1318,KS2_19,TEALGRP3,0,0,,0,,0,0,0,0,0,1,1,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,,,,,,,,,,,,2489,,Number of eligible pupils with unclassified language
1319,KS2_19,PTEALGRP3,0%,0%,,0%,,0%,0%,0%,0%,0%,4%,2%,5%,0%,0%,0%,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,2%,,0%,0%,0%,0%,,,,,,,,,,,,0%,,Percentage of eligible pupils with unclassified language
1320,KS2_19,TSENELE,1,12,,12,,2,0,1,1,1,1,1,0,2,1,0,,0,0,,0,3,1,11,1,0,1,1,1,3,,1,22,3,,0,0,0,1,,,,,,,,,,,,,,Number of eligible pupils with EHC plan
1321,KS2_19,PSENELE,2%,100%,,100%,,2%,0%,3%,2%,2%,4%,2%,0%,5%,2%,0%,,0%,0%,,0%,4%,4%,100%,3%,0%,2%,3%,4%,5%,,2%,100%,7%,,0%,0%,0%,7%,,,,,,,,,,,,3%,,Percentage of eligible pupils with EHC plan
1322,KS2_19,TSENELK,2,0,,0,,17,6,4,10,7,4,12,8,4,8,5,,5,10,,10,20,2,0,6,11,7,4,5,10,,12,0,2,,3,3,3,5,,,,,,,,,,,,,,Number of eligible pupils with SEN support
1323,KS2_19,PSENELK,5%,0%,,0%,,15%,15%,14%,18%,11%,14%,19%,36%,9%,18%,17%,,8%,22%,,16%,26%,7%,0%,19%,18%,16%,13%,22%,18%,,27%,0%,4%,,12%,6%,9%,33%,,,,,,,,,,,,15%,,Percentage of eligible pupils with SEN support
1324,KS2_19,TSENELEK,3,12,,12,,19,6,5,11,8,5,13,8,6,9,5,,5,10,,10,23,3,11,7,11,8,5,6,13,,13,22,5,,3,3,3,6,,,,,,,,,,,,,,Number of eligible pupils with SEN (EHC plan or SEN support)
1325,KS2_19,PSENELEK,7%,100%,,100%,,17%,15%,17%,20%,13%,18%,21%,36%,14%,20%,17%,,8%,22%,,16%,30%,11%,100%,23%,18%,18%,17%,26%,24%,,29%,100%,11%,,12%,6%,9%,40%,,,,,,,,,,,,18%,,Percentage of eligible pupils with SEN (EHC plan or SEN support)
1326,KS2_19,TELIG_18,45,10,,5,,120,45,30,60,29,27,61,29,45,43,26,,54,45,,59,78,24,8,30,57,44,31,23,42,,43,19,32,,30,50,33,17,,,,,,,,,,,,619703,,Number of eligible pupils 2018
1327,KS2_19,PTFSM6CLA1A_18,31%,90%,,SUPP,,18%,44%,77%,72%,59%,59%,48%,10%,47%,47%,15%,,30%,18%,,29%,44%,13%,38%,50%,60%,55%,58%,87%,21%,,63%,79%,63%,,40%,22%,12%,12%,,,,,,,,,,,,31%,,Percentage of key stage 2 disadvantaged pupils one year prior
1328,KS2_19,PTNOTFSM6CLA1A_18,69%,10%,,SUPP,,82%,56%,23%,28%,41%,41%,52%,90%,53%,53%,85%,,70%,82%,,71%,56%,88%,63%,50%,40%,45%,42%,13%,79%,,37%,21%,38%,,60%,78%,88%,88%,,,,,,,,,,,,69%,,Percentage of key stage 2 pupils who are not disadvantaged one year prior
1329,KS2_19,PTRWM_EXP_18,84%,0%,,SUPP,,68%,38%,50%,27%,62%,48%,66%,79%,87%,79%,65%,,76%,87%,,47%,55%,63%,0%,63%,46%,59%,61%,39%,71%,,19%,0%,38%,,53%,58%,79%,76%,,,,,,,,,,,,64%,,"Percentage of pupils reaching the expected standard in reading, writing and maths one year prior"
1330,KS2_19,PTRWM_HIGH_18,7%,0%,,SUPP,,15%,0%,7%,0%,0%,4%,11%,17%,18%,16%,15%,,13%,11%,,8%,4%,8%,0%,10%,0%,5%,3%,4%,5%,,0%,0%,0%,,7%,4%,24%,29%,,,,,,,,,,,,10%,,Percentage of pupils achieving a high score in reading and maths and working at greater depth in writing  one year prior
1331,KS2_19,PTRWM_EXP_FSM6CLA1A_18,71%,SUPP,,SUPP,,59%,15%,48%,23%,59%,38%,66%,SUPP,81%,70%,SUPP,,81%,88%,,29%,32%,SUPP,SUPP,40%,38%,46%,50%,SUPP,67%,,15%,SUPP,35%,,42%,73%,SUPP,SUPP,,,,,,,,,,,,51%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths one year prior"
1332,KS2_19,PTRWM_HIGH_FSM6CLA1A_18,0%,SUPP,,SUPP,,18%,0%,4%,0%,0%,0%,7%,SUPP,10%,15%,SUPP,,6%,0%,,0%,6%,SUPP,SUPP,7%,0%,4%,0%,SUPP,11%,,0%,SUPP,0%,,8%,0%,SUPP,SUPP,,,,,,,,,,,,4%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing one year prior
1333,KS2_19,PTRWM_EXP_NOTFSM6CLA1A_18,90%,SUPP,,SUPP,,70%,56%,57%,35%,67%,64%,66%,SUPP,92%,87%,SUPP,,74%,86%,,55%,73%,SUPP,SUPP,87%,57%,75%,77%,SUPP,73%,,25%,SUPP,42%,,61%,54%,SUPP,SUPP,,,,,,,,,,,,70%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths one year prior"
1334,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A_18,10%,SUPP,,SUPP,,14%,0%,14%,0%,0%,9%,16%,SUPP,25%,17%,SUPP,,16%,14%,,12%,2%,SUPP,SUPP,13%,0%,5%,8%,SUPP,3%,,0%,SUPP,0%,,6%,5%,SUPP,SUPP,,,,,,,,,,,,12%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing one year prior
1335,KS2_19,READPROG_18,0.5,-7.4,,SUPP,,-0.5,-3.8,1,-3.6,-0.3,0.2,1.1,0.2,5.6,1.2,2.2,,-1.3,1.9,,-1.1,-2.7,-2.1,-3.6,1.2,-3.2,-1.1,-1.1,0.4,-1,,-4.8,-7.9,-1.5,,-1.9,-0.6,2.9,1.5,,,,,,,,,,,,,,Reading progress measure one year prior
1336,KS2_19,READPROG_LOWER_18,-1.3,-11.1,,SUPP,,-1.6,-5.6,-1.2,-5.2,-2.6,-2.1,-0.4,-2,3.7,-0.6,-0.2,,-2.9,0.1,,-2.6,-4,-4.5,-7.8,-0.9,-4.8,-2.9,-3.3,-2.2,-2.8,,-6.6,-10.7,-3.7,,-4.2,-2.3,0.9,-1.5,,,,,,,,,,,,,,Reading progress measure - lower confidence limit one year prior
1337,KS2_19,READPROG_UPPER_18,2.3,-3.7,,SUPP,,0.6,-2,3.2,-2,2,2.5,2.6,2.4,7.5,3,4.6,,0.3,3.7,,0.4,-1.4,0.3,0.6,3.3,-1.6,0.7,1.1,3,0.8,,-3,-5.1,0.7,,0.4,1.1,4.9,4.5,,,,,,,,,,,,,,Reading progress measure - upper confidence limit one year prior
1338,KS2_19,WRITPROG_18,-1.8,-9.2,,SUPP,,1.4,-2.4,4,-5.8,0.8,-0.7,0.5,-1,6,1.4,0.5,,0,2,,1.3,-3.5,-0.1,-3.3,2.8,-3.9,-2.6,1.4,0.9,0.2,,-9.5,-13.9,-1.9,,-1.7,-3,0.6,0.9,,,,,,,,,,,,,,Writing progress measure  one year prior
1339,KS2_19,WRITPROG_LOWER_18,-3.5,-12.8,,SUPP,,0.4,-4.1,1.9,-7.3,-1.4,-2.9,-1,-3.1,4.2,-0.4,-1.8,,-1.5,0.3,,-0.2,-4.8,-2.4,-7.3,0.7,-5.4,-4.3,-0.7,-1.4,-1.6,,-11.2,-16.5,-4,,-3.8,-4.6,-1.4,-2,,,,,,,,,,,,,,Writing progress measure - lower confidence limit  one year prior
1340,KS2_19,WRITPROG_UPPER_18,-0.1,-5.6,,SUPP,,2.4,-0.7,6.1,-4.3,3,1.5,2,1.1,7.8,3.2,2.8,,1.5,3.7,,2.8,-2.2,2.2,0.7,4.9,-2.4,-0.9,3.5,3.2,2,,-7.8,-11.3,0.2,,0.4,-1.4,2.6,3.8,,,,,,,,,,,,,,Writing progress measure - upper confidence limit one year prior
1341,KS2_19,MATPROG_18,0.8,-8.1,,SUPP,,0.2,-4.1,0.7,-4.5,0.7,-1.1,2,-1,5.3,1,1,,-0.4,1.3,,0.1,-2.7,-2,-0.3,1.3,-3.8,-2.3,-0.5,-2.9,-1.6,,-3.3,-11.6,-1.4,,-2,-1.7,2.4,2.8,,,,,,,,,,,,,,Maths progress measure one year prior
1342,KS2_19,MATPROG_LOWER_18,-0.8,-11.5,,SUPP,,-0.8,-5.7,-1.3,-5.9,-1.4,-3.1,0.6,-3,3.6,-0.7,-1.2,,-1.8,-0.3,,-1.3,-3.9,-4.2,-4.1,-0.6,-5.3,-3.9,-2.5,-5.2,-3.3,,-4.9,-14.1,-3.4,,-4,-3.2,0.5,0.1,,,,,,,,,,,,,,Maths progress measure - lower confidence limit one year prior
1343,KS2_19,MATPROG_UPPER_18,2.4,-4.7,,SUPP,,1.2,-2.5,2.7,-3.1,2.8,0.9,3.4,1,7,2.7,3.2,,1,2.9,,1.5,-1.5,0.2,3.5,3.2,-2.3,-0.7,1.5,-0.6,0.1,,-1.7,-9.1,0.6,,0,-0.2,4.3,5.5,,,,,,,,,,,,,,Maths progress measure - upper confidence limit one year prior
1344,KS2_19,READ_AVERAGE_18,108,101,,SUPP,,105,101,102,100,103,103,105,108,107,107,106,,106,107,,103,104,103,,105,102,105,102,104,105,,98,94,102,,103,105,109,108,,,,,,,,,,,,105,,Average scaled score in reading one year prior
1345,KS2_19,MAT_AVERAGE_18,107,92,,SUPP,,105,100,101,98,103,102,105,106,107,107,105,,106,106,,102,103,102,,105,100,104,102,100,103,,99,87,102,,102,103,108,108,,,,,,,,,,,,104,,Average scaled score in maths one year prior
1346,KS2_19,TELIG_17,48,13,,5,,114,39,30,61,29,30,59,28,,43,30,,52,44,,62,73,27,8,30,,45,30,25,59,,45,26,44,,29,39,31,15,,,,,,,,,,,,599728,,Number of eligible pupils 2017
1347,KS2_19,PTFSM6CLA1A_17,21%,77%,,SUPP,,20%,36%,70%,59%,62%,67%,46%,11%,,42%,3%,,17%,23%,,44%,38%,0%,63%,30%,,44%,57%,56%,32%,,44%,81%,66%,,31%,26%,6%,0%,,,,,,,,,,,,32%,,Percentage of key stage 2 disadvantaged pupils two years prior
1348,KS2_19,PTNOTFSM6CLA1A_17,79%,23%,,SUPP,,80%,64%,30%,41%,38%,33%,54%,89%,,58%,97%,,83%,77%,,56%,62%,100%,38%,70%,,56%,43%,44%,68%,,56%,19%,34%,,69%,74%,94%,100%,,,,,,,,,,,,68%,,Percentage of key stage 2 pupils who are not disadvantaged two years prior
1349,KS2_19,PTRWM_EXP_17,69%,0%,,SUPP,,60%,49%,70%,25%,72%,37%,63%,68%,,77%,73%,,69%,80%,,56%,47%,81%,0%,83%,,47%,47%,44%,69%,,31%,8%,20%,,41%,54%,81%,80%,,,,,,,,,,,,61%,,"Percentage of pupils reaching the expected standard in reading, writing and maths two years prior"
1350,KS2_19,PTRWM_HIGH_17,2%,0%,,SUPP,,11%,8%,0%,0%,14%,3%,5%,18%,,5%,13%,,10%,5%,,5%,10%,15%,0%,13%,,7%,10%,4%,7%,,0%,0%,0%,,3%,10%,13%,13%,,,,,,,,,,,,9%,,Percentage of pupils achieving a high score in reading and maths and working at greater depth in writing two years prior
1351,KS2_19,PTRWM_EXP_FSM6CLA1A_17,50%,SUPP,,SUPP,,43%,36%,62%,19%,78%,35%,41%,SUPP,,67%,SUPP,,44%,90%,,37%,39%,,SUPP,78%,,45%,53%,43%,47%,,15%,SUPP,14%,,22%,30%,SUPP,,,,,,,,,,,,,47%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths two years prior"
1352,KS2_19,PTRWM_HIGH_FSM6CLA1A_17,0%,SUPP,,SUPP,,4%,0%,0%,0%,17%,0%,4%,SUPP,,0%,SUPP,,0%,10%,,0%,0%,,SUPP,0%,,5%,6%,0%,0%,,0%,SUPP,0%,,0%,10%,SUPP,,,,,,,,,,,,,4%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing two years prior
1353,KS2_19,PTRWM_EXP_NOTFSM6CLA1A_17,74%,SUPP,,SUPP,,64%,56%,89%,32%,64%,40%,81%,SUPP,,84%,SUPP,,74%,76%,,71%,51%,81%,SUPP,86%,,48%,38%,45%,80%,,44%,SUPP,33%,,50%,62%,SUPP,80%,,,,,,,,,,,,67%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths two years prior"
1354,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A_17,3%,SUPP,,SUPP,,13%,12%,0%,0%,9%,10%,6%,SUPP,,8%,SUPP,,12%,3%,,9%,16%,15%,SUPP,19%,,8%,15%,9%,10%,,0%,SUPP,0%,,5%,10%,SUPP,13%,,,,,,,,,,,,11%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing two years prior
1355,KS2_19,READPROG_17,-1.2,LOWCOV,,SUPP,,-1.8,-2.5,5.4,-2.4,3.3,-1.4,4,-0.6,,0.8,2.2,,-1,1.8,,-1.6,-2.2,-0.1,-0.2,-0.3,,-3.7,-1.2,-1.2,-0.7,,-4.9,-6.1,-3.5,,-1.5,0.6,0.1,0.2,,,,,,,,,,,,,,Reading progress measure two years prior
1356,KS2_19,READPROG_LOWER_17,-3,LOWCOV,,SUPP,,-3,-4.5,3.1,-4,0.7,-3.7,2.4,-2.9,,-1.1,0,,-2.7,0,,-3.2,-3.7,-2.5,-4.5,-2.5,,-5.5,-3.5,-3.6,-2.3,,-6.7,-8.8,-5.4,,-3.9,-1.4,-2.1,-3,,,,,,,,,,,,,,Reading progress measure - lower confidence limit two years prior
1357,KS2_19,READPROG_UPPER_17,0.6,LOWCOV,,SUPP,,-0.6,-0.5,7.7,-0.8,5.9,0.9,5.6,1.7,,2.7,4.4,,0.7,3.6,,0,-0.7,2.3,4.1,1.9,,-1.9,1.1,1.2,0.9,,-3.1,-3.4,-1.6,,0.9,2.6,2.3,3.4,,,,,,,,,,,,,,Reading progress measure - upper confidence limit two years prior
1358,KS2_19,WRITPROG_17,-2.4,LOWCOV,,SUPP,,0.3,-4.5,1.5,-3.8,2,-1,3.1,0.4,,-0.8,-0.6,,-0.9,1,,-1.8,-1.4,1.6,0.3,1.8,,-0.9,3,-3,-3,,-2.4,-14.3,-11.1,,-1.9,-0.9,-1.9,-0.4,,,,,,,,,,,,,,Writing progress measure two years prior
1359,KS2_19,WRITPROG_LOWER_17,-4.1,LOWCOV,,SUPP,,-0.8,-6.4,-0.7,-5.4,-0.5,-3.2,1.5,-1.8,,-2.7,-2.8,,-2.6,-0.8,,-3.3,-2.8,-0.8,-3.9,-0.4,,-2.7,0.7,-5.4,-4.6,,-4.2,-16.8,-12.9,,-4.1,-2.8,-4,-3.5,,,,,,,,,,,,,,Writing progress measure - lower confidence limit two years prior
1360,KS2_19,WRITPROG_UPPER_17,-0.7,LOWCOV,,SUPP,,1.4,-2.6,3.7,-2.2,4.5,1.2,4.7,2.6,,1.1,1.6,,0.8,2.8,,-0.3,0,4,4.5,4,,0.9,5.3,-0.6,-1.4,,-0.6,-11.8,-9.3,,0.3,1,0.2,2.7,,,,,,,,,,,,,,Writing progress measure - upper confidence limit two years prior
1361,KS2_19,MATPROG_17,1.2,LOWCOV,,SUPP,,-1.6,-4.1,4.5,-4.7,1.1,-0.8,2.9,-1.4,,1.5,1.2,,-2.7,0.4,,-0.4,-1.8,1.6,0.1,1.1,,-1.2,-0.2,-4,-2.3,,-5.1,-9.6,-3.6,,-1.4,-0.6,0.8,1,,,,,,,,,,,,,,Maths progress measure two years prior
1362,KS2_19,MATPROG_LOWER_17,-0.4,LOWCOV,,SUPP,,-2.6,-5.9,2.5,-6.2,-1.3,-2.8,1.4,-3.5,,-0.2,-0.8,,-4.2,-1.3,,-1.8,-3.1,-0.6,-3.8,-0.9,,-2.8,-2.3,-6.2,-3.8,,-6.7,-12.1,-5.3,,-3.6,-2.4,-1.2,-1.8,,,,,,,,,,,,,,Maths progress measure - lower confidence limit two years prior
1363,KS2_19,MATPROG_UPPER_17,2.8,LOWCOV,,SUPP,,-0.6,-2.3,6.5,-3.2,3.5,1.2,4.4,0.7,,3.2,3.2,,-1.2,2.1,,1,-0.5,3.8,4,3.1,,0.4,1.9,-1.8,-0.8,,-3.5,-7.1,-1.9,,0.8,1.2,2.8,3.8,,,,,,,,,,,,,,Maths progress measure - upper confidence limit two years prior
1364,KS2_19,READ_AVERAGE_17,105,90,,SUPP,,104,102,106,98,108,100,103,105,,105,106,,105,107,,102,102,104,,105,,101,100,104,105,,97,100,100,,100,104,107,106,,,,,,,,,,,,104,,Average scaled score in reading  two years prior
1365,KS2_19,MAT_AVERAGE_17,107,90,,SUPP,,104,100,105,97,106,102,103,104,,106,105,,103,105,,102,102,106,,107,,104,101,102,104,,97,94,100,,101,103,108,107,,,,,,,,,,,,104,,Average scaled score in maths two years prior
1366,KS2_19,TELIG_3YR,137,35,,22,,344,123,89,176,119,85,182,79,,130,85,,165,135,,182,228,79,27,91,,134,91,71,156,,133,67,121,,84,137,97,47,,,,,,,,,,,,1864398,,Total number of pupils at the end of Key Stage 2 over the past three years
1367,KS2_19,PTRWM_EXP_3YR,77%,,,,,64%,50%,62%,32%,62%,48%,64%,77%,NA,78%,67%,,75%,82%,,58%,44%,70%,,73%,NA,52%,55%,37%,67%,,26%,3%,27%,,50%,57%,81%,72%,,,,,,,,,,,,63%,,"Percentage of pupils reaching the expected standard in reading, writing and maths  - 3 year total"
1368,KS2_19,PTRWM_HIGH_3YR,5%,,,,,14%,4%,4%,,7%,4%,7%,13%,NA,11%,12%,,12%,10%,,5%,5%,8%,,14%,NA,4%,8%,3%,6%,,,,,,5%,6%,20%,17%,,,,,,,,,,,,10%,,Percentage of pupils achieving a high score in reading and maths and working at greater depth in writing  - 3 year total
1369,KS2_19,READ_AVERAGE_3YR,106,95,,,,104,102,104,99,104,102,103,106,NA,107,105,,105,107,,103,102,103,,105,NA,102,101,101,105,,98,96,99,,102,104,108,107,,,,,,,,,,,,105,,Average scaled score in reading - 3 year average
1370,KS2_19,MAT_AVERAGE_3YR,107,92,,,,104,102,103,99,103,101,104,105,NA,107,105,,105,106,,103,101,103,,106,NA,103,102,100,104,,99,90,99,,102,103,108,105,,,,,,,,,,,,105,,Average scaled score in maths - 3 year average
