No,Namespace,Variable,Greenholm Primary School - 138693,Hawthorn Primary School - 103214,Cedars Academy - 143088,Devonshire Junior Academy - 141292,Devonshire Infant Academy - 141293,Kimichi School - 141242,St Peter and St Paul RC Junior and Infant School - 103454,St Peter and St Paul RC Junior and Infant School - 146298,Selly Oak Trust School - 103613,Colmore Junior School - 103188,Colmore Infant and Nursery School - 103189,Acocks Green Primary School - 139443,Wheelers Lane Primary School - 134099,Cottesbrooke Infant and Nursery School - 140706,Oasis Academy Short Heath - 139125,Annie Lennard Primary School - 103932,Osborne Primary School - 147758,Osborne Primary School - 103363,The Dame Ellen Pinsent School - 103615,St Mark's Catholic Primary School - 148973,St Mark's Catholic Primary School - 103468,Court Farm Primary School - 103267,Story Wood School - 103213,Highclare School - 103576,Welsh House Farm Community School and Special Needs Resources Base - 103295,Holy Souls Catholic Primary School - 147009,Holy Souls Catholic Primary School - 103429,Priestley Smith School - 103614,Beeches Infant School - 103164,Beeches Junior School - 103163,Abbey Catholic Primary School - 103422,Abbey Catholic Primary School - 147669,Gilbertstone Primary School - 103201,Glenmead Primary School - 103320,Bournville Village Primary - 103445,Bournville Infant School - 103446,The Oval School - 143087,Swanshurst School - 103514,Wheelers Lane Technology College - 103501,Hamstead Hall Academy - 139746,Hall Green School - 137858,Oscott Academy - 142115,"Ninestiles, an Academy - 136406",The University of Birmingham School - 140863,Aspire Ap School - 139962,Archbishop Ilsley Catholic School - 103541,Archbishop Ilsley Catholic School - 146124,Arena Academy - 145580,Sandwell Valley School - 143038,Fircroft College of Adult Education - 130467,National state-funded primary,National state-funded secondary and 16 to 18,Description
1548,KS4_19,TEBAC2SCI91,,,,,,NE,,,14,,,,,,,,,,,,,,,30,,,,SUPP,,,,,,,,,,290,123,164,175,NE,253,,SUPP,195,,174,15,,,511081,Number of pupils achieving EBacc Science subject area with grades 9-1
1549,KS4_19,PTEBAC2SCI91,,,,,,NE,,,93%,,,,,,,,,,,,,,,100%,,,,SUPP,,,,,,,,,,100%,99%,99%,99%,NE,99%,,SUPP,100%,,99%,100%,,,99%,% entered pupils achieving the EBacc Science subject area with grades 9-1
1550,KS4_19,TEBACHUM91,,,,,,NE,,,NE,,,,,,,,,,,,,,,26,,,,SUPP,,,,,,,,,,276,102,142,147,NE,194,,SUPP,169,,163,NE,,,426624,Number of pupils achieving EBacc Humanities subject area with grades 9-1
1551,KS4_19,PTEBACHUM91,,,,,,NE,,,NE,,,,,,,,,,,,,,,100%,,,,SUPP,,,,,,,,,,99%,100%,95%,100%,NE,99%,,SUPP,96%,,98%,NE,,,98%,% entered pupils achieving the EBacc Humanities subject area with grades 9-1
1552,KS4_19,TEBACLAN91,,,,,,NE,,,NE,,,,,,,,,,,,,,,19,,,,SUPP,,,,,,,,,,170,57,112,72,NE,96,,SUPP,51,,53,19,,,249166,Number of pupils achieving EBacc Language subject area with grades 9-1
1553,KS4_19,PTEBACLAN91,,,,,,NE,,,NE,,,,,,,,,,,,,,,83%,,,,SUPP,,,,,,,,,,99%,100%,100%,99%,NE,100%,,SUPP,94%,,98%,100%,,,98%,% of entered pupils achieving the EBacc Language subject area with grades 9-1
1554,KS4_19,ATT8SCR_FSM6CLA1A,,,,,,NP,,,2,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,43.8,48.7,39.3,44.7,NP,38.6,,NP,38.7,,38,NP,,,36.7,Average Attainment 8 score per disadvantaged pupil
1555,KS4_19,P8PUP_FSM6CLA1A,,,,,,NP,,,42,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,132,38,62,52,NP,119,,NP,73,,69,NP,,,138026,Number of disadvantaged pupils in Progress 8 measure
1556,KS4_19,TP8ADJ_FSM6CLA1A,,,,,,NP,,,0,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,1,1,0,0,NP,3,,NP,0,,0,NP,,,2666,Number of disadvantaged pupils in progress measure with adjusted scores
1557,KS4_19,P8MEA_FSM6CLA1A,,,,,,NP,,,-1.83,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.27,0.18,-0.13,-0.04,NP,-0.44,,NP,-0.51,,-0.51,NP,,,-0.45,Adjusted Progress 8 measure - disadvantaged pupils
1558,KS4_19,P8CILOW_FSM6CLA1A,,,,,,NP,,,-2.22,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.05,-0.23,-0.45,-0.39,NP,-0.67,,NP,-0.81,,-0.81,NP,,,-0.45,Adjusted Progress 8 lower 95% confidence interval - disadvantaged pupils
1559,KS4_19,P8CIUPP_FSM6CLA1A,,,,,,NP,,,-1.44,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.48,0.59,0.18,0.31,NP,-0.21,,NP,-0.22,,-0.21,NP,,,-0.44,Adjusted Progress 8 upper 95% confidence interval - disadvantaged pupils
1560,KS4_19,P8MEA_FSM6CLA1A_ORIG,,,,,,NP,,,-1.83,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.26,0.17,-0.13,-0.04,NP,-0.44,,NP,-0.51,,-0.51,NP,,,-0.46,Unadjusted Progress 8 measure - disadvantaged pupils
1561,KS4_19,P8CILOW_FSM6CLA1A_ORIG,,,,,,NP,,,-2.23,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.03,-0.24,-0.46,-0.39,NP,-0.68,,NP,-0.81,,-0.82,NP,,,-0.47,Unadjusted Progress 8 lower 95% confidence interval - disadvantaged pupils
1562,KS4_19,P8CIUPP_FSM6CLA1A_ORIG,,,,,,NP,,,-1.44,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.48,0.59,0.19,0.32,NP,-0.21,,NP,-0.21,,-0.2,NP,,,-0.45,Unadjusted Progress 8 upper 95% confidence interval - disadvantaged pupils
1563,KS4_19,ATT8SCR_NFSM6CLA1A,,,,,,NP,,,1.5,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,50.9,51.9,46.3,48.5,NP,48.3,,NP,45,,48.8,NP,,,50.3,Average Attainment 8 score per non-disadvantaged pupil
1564,KS4_19,P8PUP_NFSM6CLA1A,,,,,,NP,,,14,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,149,82,105,120,NP,136,,NP,110,,107,NP,,,374903,Number of non-disadvantaged pupils in Progress 8 measure
1565,KS4_19,TP8ADJ_NFSM6CLA1A,,,,,,NP,,,0,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0,0,2,1,NP,0,,NP,1,,0,NP,,,2210,Number of non-disadvantaged pupils in progress measure with adjusted scores
1566,KS4_19,P8MEA_NFSM6CLA1A,,,,,,NP,,,-1.61,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.37,0.3,0.06,0.28,NP,0.08,,NP,0.09,,-0.2,NP,,,0.13,Adjusted Progress 8 measure - non-disadvantaged pupils
1567,KS4_19,P8CILOW_NFSM6CLA1A,,,,,,NP,,,-2.28,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.16,0.03,-0.18,0.05,NP,-0.13,,NP,-0.15,,-0.44,NP,,,0.12,Progress 8 lower 95% confidence interval - non-disadvantaged pupils
1568,KS4_19,P8CIUPP_NFSM6CLA1A,,,,,,NP,,,-0.94,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.58,0.58,0.31,0.51,NP,0.3,,NP,0.33,,0.04,NP,,,0.13,Progress 8 upper 95% confidence interval - non-disadvantaged pupils
1569,KS4_19,P8MEA_NFSM6CLA1A_ORIG,,,,,,NP,,,-1.61,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.37,0.3,0.05,0.27,NP,0.08,,NP,0.09,,-0.2,NP,,,0.12,Unadjusted Progress 8 measure - non-disadvantaged pupils
1570,KS4_19,P8CILOW_NFSM6CLA1A_ORIG,,,,,,NP,,,-2.29,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.16,0.02,-0.2,0.04,NP,-0.14,,NP,-0.16,,-0.45,NP,,,0.12,Unadjusted Progress 8 lower 95% confidence interval - non-disadvantaged pupils
1571,KS4_19,P8CIUPP_NFSM6CLA1A_ORIG,,,,,,NP,,,-0.92,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.58,0.59,0.3,0.5,NP,0.3,,NP,0.33,,0.05,NP,,,0.13,Unadjusted Progress 8 upper 95% confidence interval - non-disadvantaged pupils
1572,KS4_19,ATT8SCRENG_FSM6CLA1A,,,,,,NP,,,0.2,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,9.6,10.4,9,9.6,NP,8.8,,NP,8.7,,8.4,NP,,,8.1,Average Attainment 8 score per disadvantaged pupil for English element
1573,KS4_19,P8MEAENG_FSM6CLA1A,,,,,,NP,,,-2.3,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.33,0.16,0.09,-0.02,NP,-0.27,,NP,-0.41,,-0.47,NP,,,-0.44,Progress 8 measure for English element - disadvantaged pupils
1574,KS4_19,P8MEAENG_CILOW_FSM6CLA1A,,,,,,NP,,,-2.77,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.07,-0.33,-0.29,-0.44,NP,-0.55,,NP,-0.77,,-0.83,NP,,,-0.45,Lower 95% confidence interval for Progress 8 English element for disadvantaged pupils
1575,KS4_19,P8MEAENG_CIUPP_FSM6CLA1A,,,,,,NP,,,-1.84,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.59,0.66,0.48,0.4,NP,0.01,,NP,-0.06,,-0.1,NP,,,-0.43,Upper 95% confidence interval for Progress 8 English element for disadvantaged pupils
1576,KS4_19,ATT8SCRMAT_FSM6CLA1A,,,,,,NP,,,0.3,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,7.7,9.7,7.7,8.4,NP,7.6,,NP,7.1,,6.6,NP,,,7,Average Attainment 8 score per disadvantaged pupil for mathematics element
1577,KS4_19,P8MEAMAT_FSM6CLA1A,,,,,,NP,,,-1.36,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,-0.08,0.31,0.05,-0.15,NP,-0.34,,NP,-0.61,,-0.78,NP,,,-0.39,Progress 8 measure for maths element - disadvantaged pupils
1578,KS4_19,P8MEAMAT_CILOW_FSM6CLA1A,,,,,,NP,,,-1.77,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,-0.32,-0.12,-0.29,-0.53,NP,-0.59,,NP,-0.92,,-1.11,NP,,,-0.4,Lower 95% confidence interval for Progress 8 maths element for disadvantaged pupils
1579,KS4_19,P8MEAMAT_CIUPP_FSM6CLA1A,,,,,,NP,,,-0.94,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.15,0.75,0.39,0.22,NP,-0.1,,NP,-0.29,,-0.46,NP,,,-0.39,Upper 95% confidence interval for Progress 8 maths element for disadvantaged pupils
1580,KS4_19,ATT8SCREBAC_FSM6CLA1A,,,,,,NP,,,1.2,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,12.7,14.5,11,13.1,NP,11.1,,NP,9.8,,10,NP,,,10.2,Average Attainment 8 score per disadvantaged pupil for EBacc element
1581,KS4_19,P8MEAEBAC_FSM6CLA1A,,,,,,NP,,,-1.4,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.36,0.32,-0.15,0.04,NP,-0.37,,NP,-0.85,,-0.71,NP,,,-0.5,Progress 8 measure for EBacc element - disadvantaged pupils
1582,KS4_19,P8MEAEBAC_CILOW_FSM6CLA1A,,,,,,NP,,,-1.86,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.1,-0.16,-0.53,-0.38,NP,-0.64,,NP,-1.2,,-1.07,NP,,,-0.5,Lower 95% confidence interval for Progress 8 EBacc element for disadvantaged pupils
1583,KS4_19,P8MEAEBAC_CIUPP_FSM6CLA1A,,,,,,NP,,,-0.94,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.62,0.81,0.23,0.45,NP,-0.1,,NP,-0.5,,-0.35,NP,,,-0.49,Upper 95% confidence interval for Progress 8 EBacc element for disadvantaged pupils
1584,KS4_19,ATT8SCROPEN_FSM6CLA1A,,,,,,NP,,,0.3,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,13.7,14.2,11.5,13.6,NP,11.2,,NP,13.1,,12.9,NP,,,11.4,Average Attainment 8 score per disadvantaged pupil for open element
1585,KS4_19,P8MEAOPEN_FSM6CLA1A,,,,,,NP,,,-2.26,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.33,-0.06,-0.39,-0.05,NP,-0.69,,NP,-0.18,,-0.15,NP,,,-0.48,Progress 8 measure for open element - disadvantaged pupils
1586,KS4_19,P8MEAOPEN_CILOW_FSM6CLA1A,,,,,,NP,,,-2.72,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.07,-0.54,-0.76,-0.46,NP,-0.97,,NP,-0.52,,-0.51,NP,,,-0.48,Lower 95% confidence interval for Progress 8 open element for disadvantaged pupils
1587,KS4_19,P8MEAOPEN_CIUPP_FSM6CLA1A,,,,,,NP,,,-1.8,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.59,0.42,-0.01,0.36,NP,-0.42,,NP,0.17,,0.2,NP,,,-0.47,Upper 95% confidence interval for Progress 8 open element for disadvantaged pupils
1588,KS4_19,ATT8SCRENG_NFSM6CLA1A,,,,,,NP,,,0,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,10.8,10.5,9.7,10.5,NP,10.4,,NP,9.3,,10.8,NP,,,10.6,Average Attainment 8 score per non-disadvantaged pupil for English element
1589,KS4_19,P8MEAENG_NFSM6CLA1A,,,,,,NP,,,-2.09,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.37,0.07,-0.05,0.35,NP,0.15,,NP,-0.05,,0.02,NP,,,0.11,Progress 8 measure for English element - non-disadvantaged pupils
1590,KS4_19,P8MEAENG_CILOW_NFSM6CLA1A,,,,,,NP,,,-2.9,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.12,-0.27,-0.35,0.07,NP,-0.11,,NP,-0.34,,-0.27,NP,,,0.1,Lower 95% confidence interval for Progress 8 English element for non-disadvantaged pupils
1591,KS4_19,P8MEAENG_CIUPP_NFSM6CLA1A,,,,,,NP,,,-1.28,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.62,0.4,0.24,0.63,NP,0.41,,NP,0.24,,0.32,NP,,,0.11,Upper 95% confidence interval for Progress 8 English element for non-disadvantaged pupils
1592,KS4_19,ATT8SCRMAT_NFSM6CLA1A,,,,,,NP,,,0,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,9.4,10.1,9.4,8.7,NP,9.3,,NP,8.5,,8.8,NP,,,9.8,Average Attainment 8 score per non-disadvantaged pupil for mathematics element
1593,KS4_19,P8MEAMAT_NFSM6CLA1A,,,,,,NP,,,-1.23,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.15,0.25,0.33,-0.07,NP,0.07,,NP,0,,-0.58,NP,,,0.11,Progress 8 measure for maths element - non-disadvantaged pupils
1594,KS4_19,P8MEAMAT_CILOW_NFSM6CLA1A,,,,,,NP,,,-1.94,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,-0.07,-0.05,0.07,-0.32,NP,-0.16,,NP,-0.26,,-0.84,NP,,,0.11,Lower 95% confidence interval for Progress 8 maths element for non-disadvantaged pupils
1595,KS4_19,P8MEAMAT_CIUPP_NFSM6CLA1A,,,,,,NP,,,-0.51,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.37,0.54,0.59,0.17,NP,0.3,,NP,0.25,,-0.33,NP,,,0.12,Upper 95% confidence interval for Progress 8 maths element for non-disadvantaged pupils
1596,KS4_19,ATT8SCREBAC_NFSM6CLA1A,,,,,,NP,,,1.3,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,15,15.8,13.6,14.4,NP,14.1,,NP,12.6,,14,NP,,,14.7,Average Attainment 8 score per non-disadvantaged pupil for EBacc element
1597,KS4_19,P8MEAEBAC_NFSM6CLA1A,,,,,,NP,,,-1.12,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.45,0.54,0.13,0.45,NP,0.15,,NP,-0.08,,-0.24,NP,,,0.14,Progress 8 measure for EBacc element - non-disadvantaged pupils
1598,KS4_19,P8MEAEBAC_CILOW_NFSM6CLA1A,,,,,,NP,,,-1.92,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.21,0.21,-0.16,0.18,NP,-0.11,,NP,-0.37,,-0.53,NP,,,0.13,Lower 95% confidence interval for Progress 8 EBacc element for non-disadvantaged pupils
1599,KS4_19,P8MEAEBAC_CIUPP_NFSM6CLA1A,,,,,,NP,,,-0.32,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.7,0.87,0.42,0.72,NP,0.41,,NP,0.2,,0.05,NP,,,0.14,Upper 95% confidence interval for Progress 8 EBacc element for non-disadvantaged pupils
1600,KS4_19,ATT8SCROPEN_NFSM6CLA1A,,,,,,NP,,,0.2,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,15.7,15.5,13.6,14.8,NP,14.4,,NP,14.7,,15.2,NP,,,15.2,Average Attainment 8 score per non-disadvantaged pupil for open element
1601,KS4_19,P8MEAOPEN_NFSM6CLA1A,,,,,,NP,,,-2.03,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.43,0.26,-0.14,0.26,NP,-0.02,,NP,0.4,,-0.05,NP,,,0.12,Progress 8 measure for open element - non-disadvantaged pupils
1602,KS4_19,P8MEAOPEN_CILOW_NFSM6CLA1A,,,,,,NP,,,-2.82,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.19,-0.07,-0.43,-0.01,NP,-0.27,,NP,0.12,,-0.34,NP,,,0.12,Lower 95% confidence interval for Progress 8 open element for non-disadvantaged pupils
1603,KS4_19,P8MEAOPEN_CIUPP_NFSM6CLA1A,,,,,,NP,,,-1.24,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.68,0.59,0.15,0.53,NP,0.23,,NP,0.69,,0.23,NP,,,0.13,Upper 95% confidence interval for Progress 8 open element for non-disadvantaged pupils
1604,KS4_19,ATT8SCROPENG_FSM6CLA1A,,,,,,NP,,,0.2,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,10.6,11.9,9.8,11.8,NP,9.8,,NP,9.3,,6,NP,,,8.4,Average Attainment 8 score per disadvantaged pupil for open element - GCSE only
1605,KS4_19,ATT8SCROPENNG_FSM6CLA1A,,,,,,NP,,,0.1,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,3.1,2.3,1.7,1.8,NP,1.4,,NP,3.8,,6.9,NP,,,3,Average Attainment 8 score per disadvantaged pupil for open element - non-GCSE only
1606,KS4_19,ATT8SCROPENG_NFSM6CLA1A,,,,,,NP,,,0.2,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,12.6,12.6,12.4,13.4,NP,12.9,,NP,11.8,,10.4,NP,,,12.7,Average Attainment 8 score per non-disadvantaged pupil for open element - GCSE only
1607,KS4_19,ATT8SCROPENNG_NFSM6CLA1A,,,,,,NP,,,0,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,3.1,2.9,1.2,1.4,NP,1.5,,NP,2.9,,4.8,NP,,,2.5,Average Attainment 8 score per non-disadvantaged pupil for open element - non-GCSE only
1608,KS4_19,DIFFN_ATT8,,,,,,NP,,,-48.3,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,-6.5,-1.6,-11,-5.6,NP,-11.7,,NP,-11.6,,-12.3,NP,,,,Difference between Attainment 8 for disadvantaged pupils in school/LA and non-disadvantaged pupils nationally
1609,KS4_19,DIFFN_P8MEA,,,,,,NP,,,-1.96,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.14,0.05,-0.26,-0.17,NP,-0.57,,NP,-0.64,,-0.64,NP,,,,Difference between Progress 8 measure for disadvantaged pupils in school/LA and non-disadvantaged pupils nationally
1610,KS4_19,ATT8SCR_LO,,,,,,NP,,,1.6,,,,,,,,,,,,,,,NP,,,,10.6,,,,,,,,,,27.3,30.9,24.8,25.7,NP,22.7,,NP,19.3,,25,NP,,,21.2,Average Attainment 8 score per pupil with low prior attainment
1611,KS4_19,P8PUP_LO,,,,,,NP,,,53,,,,,,,,,,,,,,,NP,,,,6,,,,,,,,,,50,12,30,21,NP,32,,NP,23,,14,NP,,,60688,Number of pupils with low prior attainment included in Progress 8 measure
1612,KS4_19,TP8ADJ_LO,,,,,,NP,,,0,,,,,,,,,,,,,,,NP,,,,0,,,,,,,,,,0,0,0,0,NP,0,,NP,0,,0,NP,,,0,Number of pupils with low prior attainments in progress measure with adjusted scores
1613,KS4_19,P8MEA_LO,,,,,,NP,,,-1.67,,,,,,,,,,,,,,,NP,,,,-0.8,,,,,,,,,,0.37,0.63,0.16,0.14,NP,-0.09,,NP,-0.56,,0.03,NP,,,-0.22,Adjusted Progress 8 measure - pupils with low prior attainments
1614,KS4_19,P8CILOW_LO,,,,,,NP,,,-2.01,,,,,,,,,,,,,,,NP,,,,-1.83,,,,,,,,,,0.02,-0.1,-0.3,-0.41,NP,-0.53,,NP,-1.09,,-0.64,NP,,,-0.23,Adjusted Progress 8 lower 95% confidence interval - pupils with low prior attainments
1615,KS4_19,P8CIUPP_LO,,,,,,NP,,,-1.32,,,,,,,,,,,,,,,NP,,,,0.22,,,,,,,,,,0.73,1.35,0.62,0.69,NP,0.36,,NP,-0.04,,0.7,NP,,,-0.21,Adjusted Progress 8 upper 95% confidence interval - pupils with low prior attainments
1616,KS4_19,P8MEA_LO_ORIG,,,,,,NP,,,-1.67,,,,,,,,,,,,,,,NP,,,,-0.8,,,,,,,,,,0.37,0.63,0.16,0.14,NP,-0.09,,NP,-0.56,,0.03,NP,,,-0.22,Unadjusted Progress 8 measure - pupils with low prior attainments
1617,KS4_19,P8CILOW_LO_ORIG,,,,,,NP,,,-2.02,,,,,,,,,,,,,,,NP,,,,-1.85,,,,,,,,,,0.01,-0.11,-0.31,-0.42,NP,-0.54,,NP,-1.1,,-0.66,NP,,,-0.23,Unadjusted Progress 8 lower 95% confidence interval - pupils with low prior attainments
1618,KS4_19,P8CIUPP_LO_ORIG,,,,,,NP,,,-1.31,,,,,,,,,,,,,,,NP,,,,0.24,,,,,,,,,,0.74,1.37,0.62,0.7,NP,0.37,,NP,-0.03,,0.71,NP,,,-0.21,Unadjusted Progress 8 upper 95% confidence interval - pupils with low prior attainments
1619,KS4_19,ATT8SCR_AV,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,43,43.8,41.8,43.7,NP,37.5,,NP,38.3,,37.8,NP,,,40.1,Average Attainment 8 score per pupil with middle prior attainment
1620,KS4_19,P8PUP_AV,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,118,53,78,82,NP,121,,NP,102,,80,NP,,,228580,Number of pupils with middle prior attainment included in Progress 8 measure
1621,KS4_19,TP8ADJ_AV,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,1,0,0,0,NP,2,,NP,1,,0,NP,,,2225,Number of pupils with middle prior attainments in progress measure with adjusted scores
1622,KS4_19,P8MEA_AV,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,0.37,0.34,0.21,0.31,NP,-0.23,,NP,-0.16,,-0.21,NP,,,-0.02,Adjusted Progress 8 measure - pupils with middle prior attainment
1623,KS4_19,P8CILOW_AV,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,0.14,0,-0.07,0.03,NP,-0.46,,NP,-0.41,,-0.49,NP,,,-0.02,Progress 8 lower 95% confidence interval - pupils with middle prior attainment
1624,KS4_19,P8CIUPP_AV,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,0.6,0.69,0.5,0.59,NP,0,,NP,0.09,,0.07,NP,,,-0.01,Progress 8 upper 95% confidence interval - pupils with middle prior attainment
1625,KS4_19,P8MEA_AV_ORIG,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,0.36,0.34,0.21,0.31,NP,-0.24,,NP,-0.16,,-0.21,NP,,,-0.02,Unadjusted Progress 8 measure - pupils with middle prior attainments
1626,KS4_19,P8CILOW_AV_ORIG,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,0.13,-0.01,-0.08,0.02,NP,-0.47,,NP,-0.42,,-0.5,NP,,,-0.02,Unadjusted Progress 8 lower 95% confidence interval - pupils with middle prior attainments
1627,KS4_19,P8CIUPP_AV_ORIG,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,NE,,,,,,,,,,0.6,0.69,0.5,0.59,NP,0,,NP,0.09,,0.08,NP,,,-0.01,Unadjusted Progress 8 upper 95% confidence interval - pupils with middle prior attainments
1628,KS4_19,ATT8SCR_HI,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,61.5,61.6,55,59.3,NP,58.7,,NP,57.8,,54.6,NP,,,60.9,Average Attainment 8 score per pupil with high prior attainment
1629,KS4_19,P8PUP_HI,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,113,55,59,69,NP,102,,NP,58,,82,NP,,,223661,Number of pupils with high prior attainment included in Progress 8 measure
1630,KS4_19,TP8ADJ_HI,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0,1,2,1,NP,1,,NP,0,,0,NP,,,2651,Number of pupils with high prior attainments in progress measure with adjusted scores
1631,KS4_19,P8MEA_HI,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.24,0.11,-0.39,0.04,NP,-0.1,,NP,0.03,,-0.49,NP,,,0.01,Adjusted Progress 8 measure - pupils with high prior attainment
1632,KS4_19,P8CILOW_HI,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.01,-0.23,-0.72,-0.26,NP,-0.34,,NP,-0.3,,-0.77,NP,,,0.01,Progress 8 lower 95% confidence interval - pupils with high prior attainment
1633,KS4_19,P8CIUPP_HI,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.48,0.45,-0.06,0.35,NP,0.15,,NP,0.36,,-0.21,NP,,,0.02,Progress 8 upper 95% confidence interval - pupils with high prior attainment
1634,KS4_19,P8MEA_HI_ORIG,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0.24,0.11,-0.4,0.03,NP,-0.1,,NP,0.03,,-0.49,NP,,,0,Unadjusted Progress 8 measure - pupils with high prior attainments
1635,KS4_19,P8CILOW_HI_ORIG,,,,,,NP,,,SUPP,,,,,,,,,,,,,,,NP,,,,SUPP,,,,,,,,,,0,-0.24,-0.74,-0.28,NP,-0.35,,NP,-0.31,,-0.77,NP,,,0,Unadjusted Progress 8 lower 95% confidence interval - pupils with high prior attainments
