No,Namespace,Variable,Marston Green Infant Academy - 140733,Blackheath Primary School - 103981,Town Junior School - 141206,St Anthony's Catholic Primary School - 104103,St Anthony's Catholic Primary School - 148090,Minworth Junior and Infant School - 103345,Marston Green Junior School - 104060,Kingshurst Primary School - 135139,The Priory Primary School - 131212,Rowley Hall Primary School - 103955,St Anne's Catholic Primary School - 148092,St Anne's Catholic Primary School - 104104,Moorlands Primary School - 103908,Greswold Primary School - 104079,Forest Oak School - 104132,Merstone School - 104133,Smith's Wood Primary Academy - 140923,West Heath Primary School - 134279,Homeschool - 141501,Shirley Heath Junior School - 104050,Newtown Primary School - 103924,Newtown Primary School - 146434,Delves Junior School - 104170,Delves Infant School - 104150,Woodlands Infant School - 104053,Merritts Brook Primary E-ACT Academy - 139014,Grace Mary Primary School - 103945,Highfields Primary School - 103946,St John the Baptist Catholic Primary School - 148093,St John the Baptist Catholic Primary School - 104107,Hawkesley Church Primary Academy - 139269,Damson Wood Nursery and Infant School - 143051,Lea Hall Academy - 148722,Coppice Primary School - 137697,Tameside Primary School - 131735,Harvills Hawthorn Primary School - 131591,Park Hall Junior Academy - 137797,Tameside Primary Academy - 146358,Tudor Grange Academy Kingshurst - 146379,Plantsbrook School - 137053,Lode Heath School - 137008,Light Hall School - 137231,Smith's Wood Academy - 143895,WMG Academy for Young Engineers (Solihull) - 142900,Wodensborough Ormiston Academy - 139918,Ormiston Sandwell Community Academy - 135979,King Edward VI Northfield School for Girls - 148684,Turves Green Girls' School - 103499,High Point Academy - 148400,St Michael's Church of England High School - 104019,National state-funded primary,National state-funded secondary and 16 to 18,Description
1133,KS2_19,PTGPS_AT,,2%,0%,0%,,0%,0%,0%,0%,0%,,0%,0%,0%,SUPP,0%,0%,0%,,0%,0%,,0%,,,3%,0%,0%,,0%,0%,,,0%,1%,0%,0%,,,,,,,,,,,,,,0%,,"Percentage of pupils absent from or not able to access the test in grammar, punctuation and spelling"
1134,KS2_19,GPS_AVERAGE,,104,105,112,,106,109,102,106,101,,108,104,111,SUPP,,111,108,,106,103,,107,,,101,106,106,,103,101,,,108,102,108,113,,,,,,,,,,,,,,106,,"Average scaled score in grammar, punctuation and spelling"
1135,KS2_19,PTMAT_EXP,,77%,86%,97%,,85%,82%,75%,80%,64%,,97%,63%,93%,SUPP,0%,91%,81%,,81%,47%,,85%,,,72%,86%,87%,,79%,57%,,,85%,60%,81%,96%,,,,,,,,,,,,,,79%,,Percentage of pupils reaching the expected standard in maths
1136,KS2_19,PTMAT_HIGH,,25%,29%,47%,,22%,25%,13%,20%,9%,,34%,17%,50%,SUPP,0%,41%,17%,,24%,3%,,41%,,,21%,25%,13%,,17%,7%,,,37%,8%,19%,59%,,,,,,,,,,,,,,27%,,Percentage of pupils achieving a high score in maths
1137,KS2_19,PTMAT_AT,,2%,0%,0%,,0%,0%,0%,0%,0%,,0%,0%,0%,SUPP,0%,0%,3%,,0%,0%,,0%,,,3%,0%,0%,,0%,3%,,,2%,1%,0%,0%,,,,,,,,,,,,,,0%,,Percentage of pupils absent from or not able to access the test in maths
1138,KS2_19,MAT_AVERAGE,,104,106,109,,105,105,103,104,102,,108,102,109,SUPP,,108,105,,104,98,,107,,,104,107,104,,103,101,,,107,101,105,110,,,,,,,,,,,,,,105,,Average scaled score in maths
1139,KS2_19,PTWRITTA_EXP,,77%,90%,90%,,67%,86%,75%,80%,74%,,91%,67%,88%,SUPP,0%,91%,81%,,84%,70%,,82%,,,82%,83%,82%,,76%,76%,,,81%,71%,71%,95%,,,,,,,,,,,,,,78%,,Percentage of pupils reaching the expected standard in writing
1140,KS2_19,PTWRITTA_HIGH,,10%,31%,30%,,19%,27%,11%,30%,17%,,29%,7%,23%,SUPP,0%,20%,17%,,22%,13%,,25%,,,14%,32%,20%,,21%,3%,,,35%,19%,14%,24%,,,,,,,,,,,,,,20%,,Percentage of pupils working at greater depth within the expected standard in writing
1141,KS2_19,PTWRITTA_WTS,,22%,5%,3%,,33%,13%,15%,20%,21%,,9%,30%,12%,SUPP,0%,9%,12%,,16%,20%,,18%,,,18%,10%,18%,,24%,17%,,,16%,12%,17%,5%,,,,,,,,,,,,,,17%,,Percentage of pupils working towards the expected standard in writing
1142,KS2_19,PTWRITTA_AD,,0%,0%,0%,,0%,0%,0%,0%,0%,,0%,0%,0%,SUPP,0%,0%,0%,,0%,0%,,0%,,,0%,0%,0%,,0%,0%,,,0%,2%,0%,0%,,,,,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in writing TA
1143,KS2_19,PTSCITA_EXP,,80%,95%,93%,,81%,88%,67%,80%,79%,,90%,73%,93%,SUPP,0%,93%,92%,,88%,80%,,91%,,,79%,86%,85%,,76%,79%,,,89%,80%,83%,99%,,,,,,,,,,,,,,83%,,Percentage of pupils reaching the expected standard in science TA
1144,KS2_19,PTSCITA_AD,,0%,0%,0%,,0%,0%,0%,0%,0%,,0%,0%,0%,SUPP,0%,0%,0%,,0%,0%,,0%,,,0%,0%,0%,,0%,0%,,,0%,2%,0%,0%,,,,,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in science TA
1145,KS2_19,PTRWM_EXP_B,,44%,74%,85%,,40%,67%,46%,70%,48%,,88%,29%,75%,SUPP,0%,80%,61%,,72%,29%,,67%,,,71%,72%,55%,,54%,63%,,,70%,44%,55%,88%,,,,,,,,,,,,,,60%,,"Percentage of boys reaching the expected standard in reading, writing and maths"
1146,KS2_19,PTRWM_EXP_G,,74%,79%,94%,,83%,80%,61%,75%,44%,,88%,50%,85%,SUPP,SUPP,87%,86%,,62%,23%,,68%,,,82%,90%,90%,,56%,30%,,,83%,45%,66%,95%,,,,,,,,,,,,,,70%,,"Percentage of girls reaching the expected standard in reading, writing and maths"
1147,KS2_19,PTRWM_EXP_L,,0%,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,0%,,43%,SUPP,17%,SUPP,0%,SUPP,25%,,SUPP,SUPP,,SUPP,,,SUPP,0%,SUPP,,SUPP,,,,SUPP,15%,0%,SUPP,,,,,,,,,,,,,,7%,,"Percentage of pupils with low prior attainment reaching the expected standard in reading, writing and maths"
1148,KS2_19,PTRWM_EXP_M,,61%,61%,100%,,52%,58%,45%,74%,32%,,97%,38%,81%,SUPP,,73%,71%,,49%,28%,,55%,,,75%,97%,58%,,58%,41%,,,62%,60%,56%,89%,,,,,,,,,,,,,,58%,,"Percentage of pupils with medium prior attainment reaching the expected standard in reading, writing and maths"
1149,KS2_19,PTRWM_EXP_H,,100%,100%,100%,,SUPP,97%,81%,88%,89%,,95%,SUPP,96%,,,100%,100%,,95%,38%,,89%,,,100%,100%,100%,,83%,83%,,,97%,100%,100%,98%,,,,,,,,,,,,,,95%,,"Percentage of pupils with high prior attainment reaching the expected standard in reading, writing and maths"
1150,KS2_19,PTRWM_EXP_FSM6CLA1A,,50%,71%,83%,,50%,62%,51%,56%,35%,,84%,24%,SUPP,SUPP,SUPP,83%,67%,,30%,21%,,55%,,,71%,81%,57%,,56%,SUPP,,,38%,31%,58%,89%,,,,,,,,,,,,,,51%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths"
1151,KS2_19,PTRWM_EXP_NOTFSM6CLA1A,,71%,78%,100%,,67%,78%,60%,93%,56%,,91%,62%,SUPP,SUPP,SUPP,87%,83%,,73%,31%,,74%,,,86%,82%,77%,,54%,SUPP,,,86%,63%,62%,91%,,,,,,,,,,,,,,71%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths"
1152,KS2_19,DIFFN_RWM_EXP,,-21,0,12,,-21,-9,-20,-15,-36,,13,-47,SUPP,SUPP,SUPP,12,-4,,-41,-50,,-16,,,0,10,-14,,-15,SUPP,,,-33,-40,-13,18,,,,,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils reaching the expected standard in reading, writing and maths "
1153,KS2_19,PTRWM_EXP_EAL,,67%,SUPP,SUPP,,SUPP,67%,SUPP,SUPP,44%,,88%,56%,86%,,,,SUPP,,78%,57%,,70%,,,86%,91%,50%,,SUPP,SUPP,,,SUPP,65%,71%,91%,,,,,,,,,,,,,,64%,,"Percentage of EAL pupils reaching the expected standard in reading, writing and maths"
1154,KS2_19,PTRWM_EXP_MOBN,,63%,76%,90%,,60%,76%,55%,75%,45%,,88%,40%,81%,SUPP,0%,83%,73%,,67%,28%,,70%,,,76%,81%,72%,,54%,44%,,,78%,46%,60%,91%,,,,,,,,,,,,,,66%,,"Percentage of non-mobile pupils reaching the expected standard in reading, writing and maths"
1155,KS2_19,PTRWM_HIGH_B,,8%,13%,23%,,7%,8%,4%,10%,6%,,21%,0%,25%,SUPP,0%,4%,0%,,9%,0%,,8%,,,0%,14%,0%,,8%,5%,,,15%,4%,0%,14%,,,,,,,,,,,,,,9%,,Percentage of boys achieving a high score in reading and maths and working at greater depth in writing
1156,KS2_19,PTRWM_HIGH_G,,6%,21%,35%,,17%,12%,6%,10%,0%,,28%,6%,20%,SUPP,SUPP,23%,7%,,16%,0%,,15%,,,0%,30%,10%,,0%,0%,,,31%,2%,3%,30%,,,,,,,,,,,,,,13%,,"Percentage of girls reaching the HIGHected standard in reading, writing and maths"
1157,KS2_19,PTRWM_HIGH_L,,0%,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,0%,,0%,SUPP,0%,SUPP,0%,SUPP,0%,,SUPP,SUPP,,SUPP,,,SUPP,0%,SUPP,,SUPP,,,,SUPP,0%,0%,SUPP,,,,,,,,,,,,,,0%,,Percentage of pupils with low prior attainment achieving a high score in reading and maths and working at greater depth in writing
1158,KS2_19,PTRWM_HIGH_M,,0%,4%,12%,,5%,0%,0%,0%,0%,,10%,0%,0%,SUPP,,0%,0%,,0%,0%,,4%,,,0%,6%,0%,,5%,0%,,,0%,2%,0%,0%,,,,,,,,,,,,,,2%,,Percentage of pupils with medium prior attainment achieving a high score in reading and maths and working at greater depth in writing
1159,KS2_19,PTRWM_HIGH_H,,18%,31%,78%,,SUPP,24%,13%,25%,11%,,53%,SUPP,50%,,,31%,12%,,26%,0%,,23%,,,0%,73%,13%,,0%,17%,,,47%,33%,7%,39%,,,,,,,,,,,,,,29%,,Percentage of pupils with high prior attainment achieving a high score in reading and maths and working at greater depth in writing
1160,KS2_19,PTRWM_HIGH_FSM6CLA1A,,0%,0%,22%,,17%,0%,6%,6%,0%,,12%,6%,SUPP,SUPP,SUPP,7%,3%,,0%,0%,,3%,,,0%,14%,7%,,6%,SUPP,,,8%,2%,0%,11%,,,,,,,,,,,,,,5%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1161,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A,,12%,22%,42%,,7%,14%,5%,14%,6%,,33%,0%,SUPP,SUPP,SUPP,33%,4%,,14%,0%,,16%,,,0%,26%,4%,,0%,SUPP,,,27%,5%,3%,22%,,,,,,,,,,,,,,13%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1162,KS2_19,DIFFN_RWM_HIGH,,-13,-13,9,,4,-13,-7,-7,-13,,-1,-7,SUPP,SUPP,SUPP,-6,-10,,-13,-13,,-10,,,-13,1,-6,,-7,SUPP,,,-5,-11,-13,-2,,,,,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils achieving a high score in reading, writing and maths "
1163,KS2_19,PTRWM_HIGH_EAL,,8%,SUPP,SUPP,,SUPP,33%,SUPP,SUPP,0%,,50%,11%,21%,,,,SUPP,,22%,0%,,19%,,,0%,27%,13%,,SUPP,SUPP,,,SUPP,0%,0%,22%,,,,,,,,,,,,,,11%,,Percentage of EAL pupils achieving a high score in reading and maths and working at greater depth in writing
1164,KS2_19,PTRWM_HIGH_MOBN,,5%,17%,31%,,12%,11%,6%,11%,3%,,25%,3%,21%,SUPP,0%,12%,4%,,11%,0%,,11%,,,0%,22%,5%,,4%,4%,,,23%,4%,2%,20%,,,,,,,,,,,,,,11%,,Percentage of non-mobile pupils achieving a high score in reading and maths and working at greater depth in writing
1165,KS2_19,READPROG_B,,-2.3,-1.5,3.6,,-2.7,-0.8,-5.8,-2.7,-4,,2,-3.3,3,SUPP,-0.2,-1.2,0.5,,-1.5,-5.2,,-1.8,,,-2.4,2.6,-1.2,,-2.2,-2.8,,,-2.2,1.3,1.5,2.3,,,,,,,,,,,,,,-0.5,,Reading progress measure for boys
1166,KS2_19,READPROG_B_LOWER,,-4.9,-3.7,0.2,,-5.8,-2.8,-8.4,-6.7,-5.7,,-0.1,-6.6,0.2,SUPP,-4.5,-3.6,-1.8,,-3.1,-8.1,,-3.6,,,-5.4,0.3,-3.4,,-5.5,-5.7,,,-4.3,-0.6,-0.7,0.7,,,,,,,,,,,,,,0,,Reading progress measure for boys - lower confidence limit
1167,KS2_19,READPROG_B_UPPER,,0.3,0.7,6.9,,0.4,1.2,-3.3,1.4,-2.4,,4.1,-0.1,5.8,SUPP,4,1.2,2.7,,0.2,-2.3,,0,,,0.5,4.8,0.9,,1.2,0,,,-0.1,3.2,3.8,4,,,,,,,,,,,,,,0,,Reading progress measure for boys - upper confidence limit
1168,KS2_19,READPROG_G,,1.3,0.6,7.6,,1.4,0.6,-2.4,0,-4.8,,4.7,-0.7,3.2,SUPP,SUPP,0.5,1,,-0.7,-5.1,,0.2,,,1.8,4.5,-0.6,,-1.5,-3.4,,,1.5,1.8,0.3,3.2,,,,,,,,,,,,,,0.6,,Reading progress measure for girls
1169,KS2_19,READPROG_G_LOWER,,-0.8,-1.8,4.7,,-2.2,-1.2,-4.6,-2.7,-6.9,,2.1,-3.7,1.2,SUPP,SUPP,-1.7,-1.4,,-2.7,-8.5,,-1.8,,,-2,2.2,-2.8,,-4.5,-7.2,,,-0.8,0,-1.9,1.3,,,,,,,,,,,,,,0,,Reading progress measure for girls - lower confidence limit
1170,KS2_19,READPROG_G_UPPER,,3.3,3,10.6,,5.1,2.3,-0.2,2.7,-2.7,,7.2,2.4,5.1,SUPP,SUPP,2.7,3.4,,1.4,-1.8,,2.2,,,5.6,6.7,1.6,,1.5,0.4,,,3.7,3.6,2.6,5.1,,,,,,,,,,,,,,0,,Reading progress measure for girls - upper confidence limit
1171,KS2_19,READPROG_L,,1.5,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,-3.8,,6.7,SUPP,1.5,SUPP,-0.4,SUPP,2.9,,SUPP,SUPP,,SUPP,,,SUPP,1.1,SUPP,,SUPP,NA,,,SUPP,2.3,2.5,SUPP,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment
1172,KS2_19,READPROG_L_LOWER,,-2.5,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,-7.8,,2.2,SUPP,-3.5,SUPP,-4.5,SUPP,-1.6,,SUPP,SUPP,,SUPP,,,SUPP,-2.8,SUPP,,SUPP,NA,,,SUPP,0.3,-2.1,SUPP,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - lower confidence limit
1173,KS2_19,READPROG_L_UPPER,,5.6,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,0.2,,11.3,SUPP,6.4,SUPP,3.6,SUPP,7.5,,SUPP,SUPP,,SUPP,,,SUPP,4.9,SUPP,,SUPP,NA,,,SUPP,4.4,7,SUPP,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - upper confidence limit
1174,KS2_19,READPROG_M,,-1.1,0.4,6.4,,-1,0.9,-3.5,-1.1,-5.4,,4.4,-2.9,3.2,SUPP,NA,-1.6,0.6,,-2.2,-5.1,,0.3,,,0.1,3.4,-0.2,,-0.8,-2.5,,,-1,1.3,1.5,3.2,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment
1175,KS2_19,READPROG_M_LOWER,,-3.3,-1.9,3.4,,-3.7,-0.9,-5.6,-3.8,-7.1,,2.2,-5.5,0.8,SUPP,NA,-4,-1.6,,-4,-7.9,,-1.4,,,-3,1.2,-2.2,,-3.5,-5.1,,,-3.2,-0.5,-0.5,1.4,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - lower confidence limit
1176,KS2_19,READPROG_M_UPPER,,1.1,2.7,9.3,,1.6,2.7,-1.4,1.7,-3.7,,6.7,-0.2,5.6,SUPP,NA,0.7,2.8,,-0.5,-2.2,,2.1,,,3.1,5.5,1.8,,2,0.1,,,1.3,3.1,3.5,5,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - upper confidence limit
1177,KS2_19,READPROG_H,,0.9,-1.1,3.8,,SUPP,-0.6,-4.2,-0.2,-2.6,,-0.2,SUPP,3.5,NA,NA,1.6,0,,0,-7.5,,-2.7,,,-2.7,5.4,-1.8,,-3.3,-4.9,,,0.3,-1,-1.3,1.8,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment
1178,KS2_19,READPROG_H_LOWER,,-2.1,-3.5,-0.2,,SUPP,-2.5,-7.2,-4.5,-4.9,,-3,SUPP,1.1,NA,NA,-0.8,-2.9,,-2,-11.8,,-4.8,,,-7,2.2,-4.4,,-8.2,-9.9,,,-1.9,-6,-4.5,0.1,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - lower confidence limit
1179,KS2_19,READPROG_H_UPPER,,3.8,1.3,7.8,,SUPP,1.4,-1.1,4,-0.3,,2.5,SUPP,5.8,NA,NA,3.9,3,,1.9,-3.3,,-0.7,,,1.5,8.5,0.7,,1.7,0,,,2.5,3.9,1.9,3.6,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - upper confidence limit
1180,KS2_19,READPROG_FSM6CLA1A,,-0.6,-3.2,5.7,,-0.7,-2.2,-3.9,-2,-5.1,,3,-2.6,SUPP,SUPP,SUPP,-0.8,0.8,,-2.3,-5.4,,-2.3,,,-1,2.3,-3.1,,-1.9,SUPP,,,-1.8,2.1,0.7,2.3,,,,,,,,,,,,,,-0.6,,Reading progress measure for disadvantaged pupils
1181,KS2_19,READPROG_FSM6CLA1A_LOWER,,-3,-6.5,2.8,,-4.4,-4.9,-6,-5,-7,,0.6,-5.5,SUPP,SUPP,SUPP,-2.7,-1.3,,-6.1,-8.7,,-4.5,,,-3.6,-0.4,-6.3,,-4.9,SUPP,,,-5.2,0.3,-1.8,-1.7,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - lower confidence limit
1182,KS2_19,READPROG_FSM6CLA1A_UPPER,,1.8,0,8.5,,2.9,0.4,-1.8,1,-3.1,,5.5,0.4,SUPP,SUPP,SUPP,1.1,2.8,,1.6,-2.2,,-0.1,,,1.7,5,0.2,,1.1,SUPP,,,1.5,3.8,3.3,6.4,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - upper confidence limit
1183,KS2_19,READPROG_NOTFSM6CLA1A,,0.3,0.4,6.2,,-1.1,0.7,-3.8,0.6,-3.7,,3.2,-1,SUPP,SUPP,SUPP,1.1,0.6,,-1,-4.9,,-0.1,,,-0.5,4.1,-0.3,,-1.7,SUPP,,,-0.2,0.8,1,2.7,,,,,,,,,,,,,,0.3,,Reading progress measure for non-disadvantaged pupils
1184,KS2_19,READPROG_NOTFSM6CLA1A_LOWER,,-1.9,-1.5,2.7,,-4.2,-0.8,-6.6,-2.8,-5.4,,1,-4.4,SUPP,SUPP,SUPP,-2,-2.1,,-2.4,-8,,-1.8,,,-5.4,2.1,-2.1,,-5,SUPP,,,-1.9,-1.2,-1,1.5,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - lower confidence limit
1185,KS2_19,READPROG_NOTFSM6CLA1A_UPPER,,2.4,2.3,9.7,,2,2.2,-1,3.9,-2,,5.4,2.3,SUPP,SUPP,SUPP,4.2,3.3,,0.4,-1.9,,1.5,,,4.5,6.1,1.5,,1.7,SUPP,,,1.6,2.9,3.1,4,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - upper confidence limit
1186,KS2_19,DIFFN_READPROG,,-0.9,-3.5,5.4,,-1,-2.5,-4.2,-2.3,-5.4,,2.7,-2.9,SUPP,SUPP,SUPP,-1.1,0.5,,-2.6,-5.7,,-2.6,,,-1.3,2,-3.4,,-2.2,SUPP,,,-2.1,1.8,0.4,2,,,,,,,,,,,,,,0,,Difference between reading progress measure for disadvantaged pupils in school and other pupils nationally
1187,KS2_19,READPROG_EAL,,-1.2,SUPP,SUPP,,SUPP,-2.8,SUPP,SUPP,-3.3,,3.4,0.4,3.6,NA,NA,NA,SUPP,,0.5,-3.3,,-0.1,,,-0.1,3.2,0.8,,SUPP,SUPP,,,SUPP,5.3,2.1,3,,,,,,,,,,,,,,0.8,,Reading progress measure for EAL pupils
1188,KS2_19,READPROG_EAL_LOWER,,-5,SUPP,SUPP,,SUPP,-7.8,SUPP,SUPP,-7.9,,-1.2,-3.6,0.1,NA,NA,NA,SUPP,,-3.7,-7.9,,-1.8,,,-5.1,-0.5,-3.5,,SUPP,SUPP,,,SUPP,2.1,-1.3,1.5,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - lower confidence limit
1189,KS2_19,READPROG_EAL_UPPER,,2.6,SUPP,SUPP,,SUPP,2.1,SUPP,SUPP,1.2,,8,4.4,7.1,NA,NA,NA,SUPP,,4.8,1.2,,1.6,,,4.8,6.8,5.1,,SUPP,SUPP,,,SUPP,8.5,5.4,4.6,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - upper confidence limit
1190,KS2_19,READPROG_MOBN,,-0.2,-0.6,5.8,,-0.9,0,-4.2,-0.5,-4.3,,3.1,-1.9,3.3,SUPP,-0.4,-0.6,1,,-1.2,-5.1,,-0.9,,,-0.8,3.3,-0.8,,-1.9,-4.3,,,-0.5,1.8,1,2.7,,,,,,,,,,,,,,0.1,,Reading progress measure for non-mobile pupils
1191,KS2_19,READPROG_MOBN_LOWER,,-1.8,-2.2,3.5,,-3.4,-1.3,-5.9,-2.8,-5.6,,1.5,-4.1,1.7,SUPP,-4.5,-2.2,-0.7,,-2.5,-7.3,,-2.3,,,-3.2,1.7,-2.4,,-4.3,-6.7,,,-2.1,0.4,-0.6,1.5,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - lower confidence limit
1192,KS2_19,READPROG_MOBN_UPPER,,1.5,1.1,8,,1.6,1.4,-2.5,1.8,-3,,4.7,0.3,5,SUPP,3.6,1.1,2.6,,0.1,-2.8,,0.4,,,1.7,5,0.7,,0.4,-1.8,,,1,3.1,2.6,4,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - upper confidence limit
1193,KS2_19,WRITPROG_B,,-0.5,-0.2,1,,-2.7,-1.9,-4.9,-0.2,-1.4,,2.9,-3.7,-0.3,SUPP,-1.2,-2,-0.9,,-1.6,-0.1,,-2.1,,,0.1,1.4,-1.8,,2.3,-2.6,,,-1.3,2.8,-0.9,-1,,,,,,,,,,,,,,-0.7,,Writing progress measure for boys
1194,KS2_19,WRITPROG_B_LOWER,,-2.8,-2.3,-2.1,,-5.5,-3.8,-7.2,-3.9,-3,,0.9,-6.7,-2.8,SUPP,-5.1,-4.3,-3,,-3.2,-2.8,,-3.7,,,-2.7,-0.6,-3.8,,-0.8,-5.2,,,-3.2,1.1,-3,-2.5,,,,,,,,,,,,,,0,,Writing progress measure for boys - lower confidence limit
1195,KS2_19,WRITPROG_B_UPPER,,1.9,1.8,4.1,,0.2,-0.1,-2.5,3.5,0.1,,4.8,-0.7,2.3,SUPP,2.8,0.2,1.2,,-0.1,2.6,,-0.4,,,2.8,3.5,0.2,,5.4,0.1,,,0.7,4.6,1.2,0.5,,,,,,,,,,,,,,0,,Writing progress measure for boys - upper confidence limit
1196,KS2_19,WRITPROG_G,,-0.3,1.2,4.2,,0.8,1.6,-0.9,1.8,-0.2,,3.5,2.1,0.7,SUPP,SUPP,1,0.6,,1.3,-1.9,,0.7,,,3,3.7,1.8,,1.5,-0.4,,,1.6,5.3,-0.2,1.4,,,,,,,,,,,,,,0.8,,Wwriting progress measure for girls
1197,KS2_19,WRITPROG_G_LOWER,,-2.2,-1,1.5,,-2.5,0,-3,-0.7,-2.2,,1.2,-0.7,-1.1,SUPP,SUPP,-1.1,-1.5,,-0.6,-5,,-1.2,,,-0.6,1.6,-0.3,,-1.3,-4,,,-0.5,3.6,-2.3,-0.3,,,,,,,,,,,,,,0,,Writing progress measure for girls - lower confidence limit
1198,KS2_19,WRITPROG_G_UPPER,,1.6,3.3,6.9,,4.2,3.2,1.1,4.3,1.7,,5.9,4.9,2.5,SUPP,SUPP,3,2.8,,3.2,1.2,,2.5,,,6.5,5.8,3.8,,4.3,3.1,,,3.8,7,1.9,3.1,,,,,,,,,,,,,,0,,Writing progress measure for girls - upper confidence limit
1199,KS2_19,WRITPROG_L,,1.9,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,-5.4,,5.9,SUPP,5.8,SUPP,-1.2,SUPP,-3,,SUPP,SUPP,,SUPP,,,SUPP,-0.5,SUPP,,SUPP,NA,,,SUPP,2.1,-4.8,SUPP,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment
1200,KS2_19,WRITPROG_L_LOWER,,-1.7,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,-9.1,,1.7,SUPP,1.2,SUPP,-5,SUPP,-6.9,,SUPP,SUPP,,SUPP,,,SUPP,-4.1,SUPP,,SUPP,NA,,,SUPP,0.1,-9,SUPP,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - lower confidence limit
1201,KS2_19,WRITPROG_L_UPPER,,5.4,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,-1.7,,10.1,SUPP,10.3,SUPP,2.5,SUPP,1,,SUPP,SUPP,,SUPP,,,SUPP,3,SUPP,,SUPP,NA,,,SUPP,4,-0.6,SUPP,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - upper confidence limit
1202,KS2_19,WRITPROG_M,,-0.2,1,3,,-1.9,-0.2,-2.1,2.2,-1,,3,-1.2,-0.2,SUPP,NA,-0.4,-0.2,,-1.4,-1.4,,-1.1,,,0.7,3.1,-0.3,,2.4,-1,,,-1.7,5.9,-0.2,1.1,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment
1203,KS2_19,WRITPROG_M_LOWER,,-2.2,-1.1,0.3,,-4.3,-1.9,-4.1,-0.3,-2.6,,0.9,-3.7,-2.4,SUPP,NA,-2.5,-2.2,,-3,-4.1,,-2.8,,,-2.1,1.1,-2.1,,-0.2,-3.4,,,-3.8,4.2,-2,-0.6,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - lower confidence limit
1204,KS2_19,WRITPROG_M_UPPER,,1.8,3.2,5.7,,0.5,1.4,-0.2,4.8,0.6,,5.1,1.2,2,SUPP,NA,1.8,1.8,,0.2,1.2,,0.5,,,3.5,5,1.6,,4.9,1.4,,,0.3,7.6,1.7,2.7,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - upper confidence limit
1205,KS2_19,WRITPROG_H,,-2,0.1,3,,SUPP,0.8,-2.8,-1.2,0.5,,2.3,SUPP,-0.3,NA,NA,-1,1.2,,0.3,-0.4,,-0.6,,,-0.6,3.6,0.1,,0.8,-4.8,,,2.3,3,0.7,-1.3,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment
1206,KS2_19,WRITPROG_H_LOWER,,-4.7,-2,-0.7,,SUPP,-1,-5.6,-5.2,-1.6,,-0.2,SUPP,-2.5,NA,NA,-3.2,-1.5,,-1.5,-4.4,,-2.5,,,-4.6,0.7,-2.3,,-3.8,-9.4,,,0.2,-1.6,-2.3,-2.9,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - lower confidence limit
