No,Namespace,Variable,Old Church Church of England C Primary School - 104224,Alumwell Junior School - 104142,Alumwell Infant School - 104143,Foxyards Primary School - 148182,Foxyards Primary School - 103788,Croft Academy - 138420,Wallbrook Primary Academy - 147721,Wallbrook Primary School - 103783,Reedswood E-ACT Academy - 138452,Priory Primary School - 145305,Jesson's CofE Primary School (VA) - 103845,"St Joseph's Catholic Primary School, Darlaston - 104235",Quarry Bank Primary School - 103830,Woods Bank Academy - 139305,Bentley Heath Church of England Primary School - 140462,North Walsall Primary Academy - 144499,Wilkinson Primary School - 104325,The Wenlock School - 145563,Christ Church CofE Primary School - 103838,Radleys Primary School - 104207,King Charles Primary School - 104175,Leighswood School - 131433,County Bridge Primary School - 104189,George Fentham Endowed School - 104094,"The Jane Lane School,  A College for Cognition & Learning - 104271",Woodside Primary School and Nursery - 143821,St Thomas of Canterbury Catholic Primary School - 104236,Wollescote Primary School - 103800,Wrens Nest Primary School - 103823,Lickey Hills Primary School and Nursery - 116773,St Andrew's CofE First School - 116865,Mount Pleasant Primary School - 103780,The Island Project School - 135453,Edgar Stammers Primary Academy - 139610,Loxdale Primary School - 104315,Rosewood School - 103882,Crown Meadow First School & Nursery - 116646,Alvechurch CofE Middle School - 143507,Knowle Church of England Primary Academy - 139457,St Mary's RC Primary School - 141489,Bentley West Primary School Additionally Resourced for Hearing Impaired - 104174,St James Academy - 144657,Waseley Hills High School - 138664,Grace Academy Darlaston - 135956,Elmwood School - 135461,Priory Park Community School - 148642,Pegasus Academy - 137390,Sutton School - 103877,Bishop Milner Catholic College - 140126,"St Thomas More Catholic School, Willenhall - 104259",National state-funded primary,National state-funded secondary and 16 to 18,Description
2028,KS5_19,TALLPUP_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,13,,,,,35,54,,51573,Number of non-disadvantaged students at the end of 16-18 study who entered at lest one applied general qualification
2029,KS5_19,TALLPPE_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,29.13,,,,,26.64,28.87,,29.26,Average point score per applied general entry for non-disadvantaged students
2030,KS5_19,TALLPPEGRD_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,Merit+,,,,,Merit,Merit+,,Merit+,Average point score per applied general entry expressed as a grade for non-disadvantaged students
2031,KS5_19,TALLPUP_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,14612,Number of non-disadvantaged students at the end of 16-18 study who entered for at least one tech level qualification
2032,KS5_19,TALLPPE_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,29.20,Average point score per tech level entry for non-disadvantaged students
2033,KS5_19,TALLPPEGRD_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,Merit+,Average point score per tech level entry expressed as a grade for non-disadvantaged students
2034,KS5_19,T_SCOPEEX_E_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,,,,,SUPP,14,,61050,Number of non-disadvantaged students at the end of 16-18 study in scope for English progress measure
2035,KS5_19,PROGEX_E_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,,,,,SUPP,0.81,,0.25,Average progress made in English by non-disadvantaged students
2036,KS5_19,T_SCOPEEX_M_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,,,,,SUPP,21,,82479,Number of non-disadvantaged students at the end of 16-18 study in scope for maths progress measure
2037,KS5_19,PROGEX_M_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,,,,,SUPP,0.67,,0.17,Average progress made in maths by non-disadvantaged students
2038,KS5_19,T_AIMS_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,16642,Number of Tech Level aims in completion and attainment for non-disadvantaged students
2039,KS5_19,CA_SCORE_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,0.08,Tech Level completion and attainment score for non-disadvantaged students
2040,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,30,41,,197831,Number of non-disadvantaged students in scope for retention measure where core aim is an A level qualification
2041,KS5_19,PT_RETAINED_ALEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,96.7%,97.6%,,92.5%,Percentage of non-disadvantaged students who completed an A level core aim for retention measure
2042,KS5_19,T_INSCOPE_ACAD_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,30,41,,199716,Number of non-disadvantaged students in scope for retention measure where core aim is an academic qualification
2043,KS5_19,PT_RETAINED_ACAD_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,96.7%,97.6%,,92.4%,Percentage of non-disadvantaged students who completed an academic core aim for retention measure
2044,KS5_19,T_INSCOPE_AGEN_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,18,,,,,35,59,,39337,Number of non-disadvantaged students in scope for retention measure where core aim is an applied general qualification
2045,KS5_19,PT_RETAINED_AGEN_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,72.2%,,,,,100.0%,93.2%,,87.8%,Percentage of non-disadvantaged students who completed an Applied General core aim for retention measure
2046,KS5_19,T_INSCOPE_TLEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,SUPP,,14967,Number of non-disadvantaged students in scope for retention measure where core aim is a tech level qualification
2047,KS5_19,PT_RETAINED_TLEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,SUPP,,89.1%,Percentage of non-disadvantaged students who completed a tech level core aim for retention measure
2048,KS5_19,TALLPUP_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,3620,Number of non-disadvantaged students at the end of 16-18 study with a technical certificate qualification entry
2049,KS5_19,TALLPPE_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,5.81,Average point score per technical certificate entry for non-disadvantaged students
2050,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,L2Merit-,Average point score per technical certificate entry expressed as a grade for non-disadvantaged students
2051,KS5_19,T_AIMS_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,5062,Number of technical certificate aims in completion and attainment for non-disadvantaged students
2052,KS5_19,CA_SCORE_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,0.05,Technical certificate completion and attainment score for non-disadvantaged students
2053,KS5_19,T_INSCOPE_TECHCERT_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,4910,Number of non-disadvantaged students in scope for retention measure where core aim is a technical certificate programme
2054,KS5_19,PT_RETAINED_TECHCERT_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,89.4%,Percentage of non-disadvantaged students who completed a technical certificate core aim for retention measure
2055,KS5_19,ENTRIES_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,41,,,,,146,279,,699844,Number of A level entries included in value added measure
2056,KS5_19,VA_INS_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.41,,,,,0.03,-0.13,,-0.02,A level value added score
2057,KS5_19,UCI_INS_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,-0.09,,,,,0.21,-0.01,,-0.02,A level  value added upper confidence limit
2058,KS5_19,LCI_INS_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,-0.74,,,,,-0.14,-0.26,,-0.02,A level value added lower confidence limit
2059,KS5_19,PROGRESS_BAND_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,3,4,,NA,A level progress band
2060,KS5_19,ENTRIES_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,58,,,,,146,279,,748903,Number of academic entries included in value added measure
2061,KS5_19,VA_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,-0.42,,,,,0.03,-0.13,,-0.02,Academic value added score
2062,KS5_19,UCI_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,-0.12,,,,,0.21,-0.01,,-0.02,Academic value added upper confidence limit
2063,KS5_19,LCI_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,-0.71,,,,,-0.14,-0.26,,-0.02,Academic value added lower confidence limit
2064,KS5_19,PROGRESS_BAND_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,3,4,,NA,Academic progress band
2065,KS5_19,ENTRIES_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,40,,,,,74,127,,84296,Number of applied general entries included in value added measure
2066,KS5_19,VA_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.18,,,,,-0.09,0.04,,0.01,Applied general value added score
2067,KS5_19,UCI_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.43,,,,,0.11,0.19,,0.01,Applied general value added upper confidence limit
2068,KS5_19,LCI_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,-0.07,,,,,-0.28,-0.11,,0,Applied general value added lower confidence limit
2069,KS5_19,PROGRESS_BAND_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3,,,,,3,3,,NA,Applied general progress band
2070,KS5_19,ENTRIES_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,,,,,21,67,,107314,Number of A level entries by disadvantaged students included in value added measure
2071,KS5_19,VA_INS_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,-0.7,,,,,-0.1,0.09,,-0.12,A level value added score for disadvantaged students
2072,KS5_19,UCI_INS_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,-0.22,,,,,0.38,0.36,,-0.11,A level  value added upper confidence limit for disadvantaged students
2073,KS5_19,LCI_INS_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,-1.17,,,,,-0.57,-0.17,,-0.13,A level value added lower confidence limit for disadvantaged students
2074,KS5_19,ENTRIES_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,28,,,,,21,67,,113622,Number of academic entries by disadvantaged students included in value added measure
2075,KS5_19,VA_INS_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,-0.65,,,,,-0.1,0.09,,-0.12,Academic value added score for disadvantaged students
2076,KS5_19,UCI_INS_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,-0.21,,,,,0.38,0.36,,-0.11,Academic value added upper confidence limit for disadvantaged students
2077,KS5_19,LCI_INS_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,-1.08,,,,,-0.57,-0.17,,-0.13,Academic value added lower confidence limit for disadvantaged students
2078,KS5_19,ENTRIES_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,17,,,,,13,43,,19747,Number of applied general entries by disadvantaged students included in value added measure
2079,KS5_19,VA_INS_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.08,,,,,-0.44,-0.01,,-0.04,Applied general value added score for disadvantaged students
2080,KS5_19,UCI_INS_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.48,,,,,0.05,0.25,,-0.02,Applied general value added upper confidence limit for disadvantaged students
2081,KS5_19,LCI_INS_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,-0.32,,,,,-0.94,-0.28,,-0.05,Applied general value added lower confidence limit for disadvantaged students
2082,KS5_19,ENTRIES_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,21,,,,,125,212,,592530,Number of A level entries by non-disadvantaged students included in value added measure
2083,KS5_19,VA_INS_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.13,,,,,0.06,-0.21,,0,A level value added score for non-disadvantaged students
2084,KS5_19,UCI_INS_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,0.33,,,,,0.24,-0.06,,0,A level  value added upper confidence limit for non-disadvantaged students
2085,KS5_19,LCI_INS_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,-0.59,,,,,-0.13,-0.35,,0,A level value added lower confidence limit for non-disadvantaged students
2086,KS5_19,ENTRIES_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30,,,,,125,212,,635281,Number of academic entries by non-disadvantaged students included in value added measure
2087,KS5_19,VA_INS_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,-0.2,,,,,0.06,-0.21,,0,Academic value added score for non-disadvantaged students
2088,KS5_19,UCI_INS_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,0.22,,,,,0.24,-0.06,,0,Academic value added upper confidence limit for non-disadvantaged students
2089,KS5_19,LCI_INS_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,-0.62,,,,,-0.13,-0.35,,0,Academic value added lower confidence limit for non-disadvantaged students
2090,KS5_19,ENTRIES_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,23,,,,,61,84,,64549,Number of applied general entries by non-disadvantaged students included in value added measure
2091,KS5_19,VA_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.26,,,,,-0.01,0.07,,0.02,Applied general value added score for non-disadvantaged students
2092,KS5_19,UCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.58,,,,,0.2,0.25,,0.03,Applied general value added upper confidence limit for non-disadvantaged students
2093,KS5_19,LCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,-0.06,,,,,-0.22,-0.11,,0.01,Applied general value added lower confidence limit for non-disadvantaged students
2094,KS5_19,TALLPUP_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,46,,,,,72,131,,558568,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2095,KS5_19,TALLPUP_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,57,,,,,99,138,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2096,KS5_19,TALLPUP_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,,,,,61,105,,263436,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2097,KS5_19,TALLPUP_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,38,,,,,91,115,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2098,KS5_19,TALLPPE_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.48,27.11,,,,,27.66,28.67,,32.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2099,KS5_19,TALLPPE_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75,28.41,,,,,25.81,27.14,,31.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2100,KS5_19,TALLPPEGRD_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D+,C-,,,,,C-,C,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2101,KS5_19,TALLPPEGRD_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D+,C,,,,,C-,C-,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2102,KS5_19,TALLPUP_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,36,,,,,61,105,,267269,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2103,KS5_19,TALLPUP_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,38,,,,,91,115,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2104,KS5_19,TALLPPE_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.81,27.05,,,,,28.37,28.67,,32.29,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2105,KS5_19,TALLPPE_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75,28.41,,,,,26.24,27.14,,31.32,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2106,KS5_19,TALLPPEGRD_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D+,C-,,,,,C,C,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2107,KS5_19,TALLPPEGRD_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D+,C,,,,,C-,C-,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2108,KS5_19,TALLPUP_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,13,,,,,32,30,,45277,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2109,KS5_19,TALLPUP_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,38,,,,,36,37,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2110,KS5_19,TALLPPE_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,28.10,,,,,24.74,30.65,,28.45,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2111,KS5_19,TALLPPE_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.83,40.37,,,,,46.46,43.01,,35.69,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2112,KS5_19,TALLPPEGRD_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,Merit+,,,,,Merit,Dist-,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2113,KS5_19,TALLPPEGRD_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dist*-,Dist+,,,,,Dist*-,Dist*-,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2114,KS5_19,TALLPUP_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,11,,12807,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2115,KS5_19,TALLPUP_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,14,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2116,KS5_19,TALLPPE_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,25.91,,28.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2117,KS5_19,TALLPPE_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,47.86,NE,,32.25,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2118,KS5_19,TALLPPEGRD_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,Merit,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2119,KS5_19,TALLPPEGRD_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,Dist*,NE,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2120,KS5_19,TALLPUP_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,38342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2121,KS5_19,TALLPUP_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2122,KS5_19,TALLPPE_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,5.77,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2123,KS5_19,TALLPPE_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,5.75,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2124,KS5_19,TALLPPEGRD_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2125,KS5_19,TALLPPEGRD_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2126,KS5_19,T_AIMS_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,13,,14177,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2127,KS5_19,T_AIMS_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,15,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2128,KS5_19,CA_SCORE_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,0.17,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2129,KS5_19,CA_SCORE_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,0.52,NE,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2130,KS5_19,T_AIMS_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,19325,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2131,KS5_19,T_AIMS_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2132,KS5_19,CA_SCORE_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2133,KS5_19,CA_SCORE_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,,,,,NE,NE,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2134,KS5_19,T_AIMS_CA_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2135,KS5_19,T_AIMS_CA_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2136,KS5_19,CA_SCORE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2137,KS5_19,CA_SCORE_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
