No,Namespace,Variable,James Watt Primary School - 134102,Norfolk House School - 103572,Cannon Hill House 14 Russell Road - 103588,Deykin Avenue Junior and Infant School - 103313,Oasis Academy Boulton - 139242,Grove School - 103392,Bordesley Green Primary School - 103172,Arden Primary School - 103324,Anderton Park Primary School - 103192,St Benedict's Primary School - 103261,Holy Family Catholic Primary School - 103421,Birmingham Muslim School - 133521,Ark Victoria Academy - 141752,St Martin de Porres Catholic Primary School - 103467,The Blue Coat School Birmingham - 103580,Starbank School - 147757,Starbank  School - 103258,English Martyrs' Catholic Primary School - 103425,Chad Vale Primary School - 103332,Greet Primary School - 143090,Shireland Hall Primary Academy - 139875,William Murdoch Primary School - 103317,Wilkes Green Infant School (NC) - 103308,Slade Primary School - 138590,St John's CofE Primary School - 139173,Cape Primary School - 103937,Alston Primary School - 140656,George Dixon Primary School - 103200,St Teresa's Catholic Primary School - 103456,Sladefield Infant School - 103255,Woodbourne Hospital School - 142623,Hamilton School - 103600,King David Primary School - 103444,Waverley School - 142219,Ark Boulton Academy - 140014,King Edward VI Handsworth Grammar School for Boys - 143562,Green Oak Academy - 131164,Spring Hill High School - 134982,Harborne Academy - 136213,Myles Academy - 148644,"Eden Boys' School, Birmingham - 141969",Waverley Studio College - 139788,King Edward's School - 103584,Saltley Academy - 141668,King Edward VI High School for Girls - 103585,V.A.S.E Academy - 147702,King Edward VI Handsworth Wood Girls' Academy - 138937,Prince Albert High School - 148553,George Dixon Academy - 138695,Holyhead School - 137034,National state-funded primary,National state-funded secondary and 16 to 18,Description
1445,KS4_19,TOTATT8ENG,,,,,,,,,,,,,,,,,1058,,,,,,,,,,,,,,NE,,,1760,1950,1966,220,11,1062,,658,380,0,1798,0,,1444,,1348,1930,,5396943.1,Total sum of Attainment 8 scores for English element
1446,KS4_19,ATT8SCRENG,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,NE,,,9.9,11.1,13.1,10.5,1.1,9.2,,13.4,6.7,0,8.9,0,,10.4,,9,9.3,,9.9,Average Attainment 8 score per pupil for English element
1447,KS4_19,TOTATT8MAT,,,,,,,,,,,,,,,,,890,,,,,,,,,,,,,,NE,,,1472,1354,2110,156,20,910,,598,358,0,1390,0,,1188,,1228,1476,,4918664.9,Total sum of Attainment 8 scores for mathematics element
1448,KS4_19,ATT8SCRMAT,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,NE,,,8.3,7.7,14.1,7.4,2,7.8,,12.2,6.3,0,6.9,0,,8.5,,8.2,7.1,,9.1,Average Attainment 8 score per pupil for mathematics element
1449,KS4_19,TOTATT8EBAC,,,,,,,,,,,,,,,,,1357,,,,,,,,,,,,,,NE,,,2182,2256,3142,318,27,1370.3,,948.5,453,368,2437,2282.8,,1817,,2095.5,2485.5,,7310635.9,Total sum of Attainment 8 scores for EBacc element
1450,KS4_19,ATT8SCREBAC,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,NE,,,12.3,12.9,20.9,15.1,2.7,11.8,,19.4,7.9,2.6,12.1,24.3,,13.1,,14,11.9,,13.5,Average Attainment 8 score per pupil for EBacc element
1451,KS4_19,TOTATT8OPEN,,,,,,,,,,,,,,,,,1328.5,,,,,,,,,,,,,,NE,,,2177.3,2049.5,2896,319.5,15,1493.5,,950,511.5,1145,2634.5,1413.2,,1927,,1903,2800.8,,7708916.9,Total sum of Attainment 8 scores for open element
1452,KS4_19,ATT8SCROPEN,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,NE,,,12.3,11.7,19.3,15.2,1.5,12.9,,19.4,9,8.2,13.1,15,,13.9,,12.7,13.5,,14.2,Average Attainment 8 score per pupil for open element
1453,KS4_19,TOTATT8OPENG,,,,,,,,,,,,,,,,,1184,,,,,,,,,,,,,,NE,,,2008.5,2049.5,2896,319.5,15,827,,766.5,199,1145,2370,1292,,1573,,1651.5,1884.5,,6280931.7,Total sum of Attainment 8 scores for open element - GCSE only
1454,KS4_19,ATT8SCROPENG,,,,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,NE,,,11.3,11.7,19.3,15.2,1.5,7.1,,15.6,3.5,8.2,11.8,13.7,,11.3,,11,9.1,,11.6,Average Attainment 8 score per pupil for open element - GCSE only
1455,KS4_19,TOTATT8OPENNG,,,,,,,,,,,,,,,,,144.5,,,,,,,,,,,,,,NE,,,168.8,0,0,0,0,666.5,,183.5,312.5,0,264.5,121.2,,354,,251.5,916.3,,1427985.3,Total sum of Attainment 8 scores for open element - non-GCSE only
1456,KS4_19,ATT8SCROPENNG,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,NE,,,1,0,0,0,0,5.7,,3.7,5.5,0,1.3,1.3,,2.5,,1.7,4.4,,2.6,Average Attainment 8 score per pupil for open element - non-GCSE only
1457,KS4_19,AVGEBACFILL,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,NE,,,2.9,2.9,3,2.5,1.3,2.7,,3,2.1,0.3,2.8,2.9,,2.7,,3,2.8,,2.8,Average number of EBacc slots filled in Attainment 8 per pupil
1458,KS4_19,AVGOPENFILL,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,NE,,,2.9,2.7,3,2.6,0.5,2.8,,3,2.3,1,2.9,2,,3,,3,2.9,,2.8,Average number of Open slots filled in Attainment 8 per pupil
1459,KS4_19,P8PUP,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,NP,,,169,157,145,NP,NP,75,,43,42,NP,191,NP,,130,,113,197,,512929,Number of pupils included in Progress 8 measure
1460,KS4_19,TP8ADJ,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,NP,,,1,2,0,NP,NP,0,,0,1,NP,1,NP,,0,,0,0,,4876,Number of pupils who have had P8 score adjusted in average
1461,KS4_19,P8MEACOV,,,,,,,,,,,,,,,,,92%,,,,,,,,,,,,,,NP,,,95%,90%,97%,NP,NP,65%,,88%,74%,NP,95%,NP,,94%,,75%,95%,,95%,Percentage of pupils at the end of key stage 4 included in Progress 8 measure
1462,KS4_19,P8MEA,,,,,,,,,,,,,,,,,-0.53,,,,,,,,,,,,,,NP,,,0.03,0.15,0.17,NP,NP,0.1,,1.69,-0.96,NP,-0.02,NP,,0.22,,0.51,0.1,,-0.03,Progress 8 measure after adjustment for extreme scores
1463,KS4_19,P8CILOW,,,,,,,,,,,,,,,,,-0.77,,,,,,,,,,,,,,NP,,,-0.17,-0.05,-0.04,NP,NP,-0.19,,1.31,-1.35,NP,-0.2,NP,,0,,0.28,-0.08,,,Progress 8 lower 95% confidence interval for adjusted average
1464,KS4_19,P8CIUPP,,,,,,,,,,,,,,,,,-0.29,,,,,,,,,,,,,,NP,,,0.22,0.35,0.38,NP,NP,0.39,,2.07,-0.57,NP,0.16,NP,,0.44,,0.75,0.28,,,Progress 8 upper 95% confidence interval for adjusted average
1465,KS4_19,P8MEA_ORIG,,,,,,,,,,,,,,,,,-0.54,,,,,,,,,,,,,,NP,,,0.03,0.14,0.17,NP,NP,0.1,,1.69,-0.98,NP,-0.02,NP,,0.22,,0.51,0.1,,-0.03,Progress 8 measure based on unadjusted pupil scores
1466,KS4_19,P8CILOW_ORIG,,,,,,,,,,,,,,,,,-0.78,,,,,,,,,,,,,,NP,,,-0.17,-0.07,-0.04,NP,NP,-0.19,,1.3,-1.38,NP,-0.21,NP,,0,,0.27,-0.08,,,Progress 8 lower 95% confidence interval for unadjusted average
1467,KS4_19,P8CIUPP_ORIG,,,,,,,,,,,,,,,,,-0.29,,,,,,,,,,,,,,NP,,,0.22,0.34,0.39,NP,NP,0.4,,2.08,-0.59,NP,0.16,NP,,0.45,,0.75,0.29,,,Progress 8 upper 95% confidence interval for unadjusted average
1468,KS4_19,P8MEAENG,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,NP,,,0.38,1.03,-0.11,NP,NP,0.25,,1.63,-0.79,NP,0,NP,,0.48,,0.28,0.17,,-0.04,Progress 8 measure for English element
1469,KS4_19,P8MEAENG_CILOW,,,,,,,,,,,,,,,,,-0.59,,,,,,,,,,,,,,NP,,,0.15,0.78,-0.36,NP,NP,-0.1,,1.17,-1.25,NP,-0.22,NP,,0.21,,-0.01,-0.04,,,Lower 95% confidence interval for Progress 8 English element
1470,KS4_19,P8MEAENG_CIUPP,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,NP,,,0.62,1.27,0.14,NP,NP,0.6,,2.09,-0.32,NP,0.22,NP,,0.75,,0.56,0.39,,,Upper 95% confidence interval for Progress 8 English element
1471,KS4_19,P8MEAMAT,,,,,,,,,,,,,,,,,-0.53,,,,,,,,,,,,,,NP,,,0.1,-0.08,0.38,NP,NP,-0.03,,1.52,-0.66,NP,-0.46,NP,,0.09,,0.55,-0.32,,-0.02,Progress 8 measure for mathematics element
1472,KS4_19,P8MEAMAT_CILOW,,,,,,,,,,,,,,,,,-0.79,,,,,,,,,,,,,,NP,,,-0.1,-0.3,0.16,NP,NP,-0.34,,1.11,-1.07,NP,-0.65,NP,,-0.14,,0.3,-0.51,,,Lower 95% confidence interval for Progress 8 maths element
1473,KS4_19,P8MEAMAT_CIUPP,,,,,,,,,,,,,,,,,-0.28,,,,,,,,,,,,,,NP,,,0.31,0.13,0.6,NP,NP,0.28,,1.93,-0.24,NP,-0.27,NP,,0.33,,0.8,-0.12,,,Upper 95% confidence interval for Progress 8 maths element
1474,KS4_19,P8MEAEBAC,,,,,,,,,,,,,,,,,-0.43,,,,,,,,,,,,,,NP,,,0.06,0.3,0.37,NP,NP,-0.02,,1.87,-1.24,NP,0.14,NP,,0.22,,0.97,0.18,,-0.03,Progress 8 measure for EBacc element
1475,KS4_19,P8MEAEBAC_CILOW,,,,,,,,,,,,,,,,,-0.72,,,,,,,,,,,,,,NP,,,-0.17,0.06,0.13,NP,NP,-0.37,,1.41,-1.7,NP,-0.07,NP,,-0.04,,0.69,-0.03,,,Lower 95% confidence interval for Progress 8 EBacc element
1476,KS4_19,P8MEAEBAC_CIUPP,,,,,,,,,,,,,,,,,-0.14,,,,,,,,,,,,,,NP,,,0.29,0.54,0.62,NP,NP,0.32,,2.32,-0.77,NP,0.36,NP,,0.49,,1.25,0.39,,,Upper 95% confidence interval for Progress 8 EBacc element
1477,KS4_19,P8MEAOPEN,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,NP,,,-0.3,-0.46,0.02,NP,NP,0.22,,1.66,-1.08,NP,0.09,NP,,0.13,,0.19,0.26,,-0.04,Progress 8 measure for open element
1478,KS4_19,P8MEAOPEN_CILOW,,,,,,,,,,,,,,,,,-1.08,,,,,,,,,,,,,,NP,,,-0.53,-0.7,-0.23,NP,NP,-0.12,,1.21,-1.54,NP,-0.13,NP,,-0.13,,-0.09,0.05,,,Lower 95% confidence interval for Progress 8 open element
1479,KS4_19,P8MEAOPEN_CIUPP,,,,,,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,NP,,,-0.07,-0.23,0.27,NP,NP,0.56,,2.12,-0.62,NP,0.3,NP,,0.39,,0.47,0.47,,,Upper 95% confidence interval for Progress 8 open element
1480,KS4_19,PTL2BASICS_94,,,,,,,,,,,,,,,,,52%,,,,,,,,,,,,,,NE,,,59%,58%,99%,57%,0%,52%,,98%,28%,0%,45%,0%,,60%,,54%,50%,,65%,% of pupils achieving standard 9-4 passes in both English and mathematics GCSEs 
1481,KS4_19,PTL2BASICS_95,,,,,,,,,,,,,,,,,27%,,,,,,,,,,,,,,NE,,,37%,33%,93%,38%,0%,30%,,86%,14%,0%,27%,0%,,37%,,28%,27%,,43%,% of pupils achieving strong 9-5 passes in both English and mathematics GCSEs 
1482,KS4_19,TOTEBACCAPS,,,,,,,,,,,,,,,,,434.51,,,,,,,,,,,,,,NE,,,699.08,704.65,912.28,86.17,6,402.36,,287.8,129.19,53.47,715.85,127.42,,540.67,,620.61,742.62,,2210757.15,Total EBacc APS score per pupil
1483,KS4_19,EBACCAPS,,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,NE,,,3.95,4.03,6.08,4.1,0.6,3.47,,5.87,2.27,0.38,3.56,1.36,,3.89,,4.14,3.57,,4.07,Average EBacc APS score per pupil
1484,KS4_19,EBACCAPS_FSM6CLA1A,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,NP,,,3.88,3.9,6.43,NP,NP,3.13,,6.3,2.1,NP,3.38,NP,,3.74,,3.92,3.19,,3.08,Average EBacc APS score per disadvantaged pupil
1485,KS4_19,EBACCAPS_NFSM6CLA1A,,,,,,,,,,,,,,,,,4.17,,,,,,,,,,,,,,NP,,,4.03,4.21,5.96,NP,NP,3.91,,5.55,2.45,NP,3.77,NP,,4.07,,4.44,4.15,,4.43,Average EBacc APS score per non-disadvantaged pupil
1486,KS4_19,EBACCAPS_LO,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,NP,,,2.26,2.3,NE,NP,NP,2.16,,SUPP,1.07,NP,2.22,NP,,1.79,,2.82,1.64,,1.62,Average EBacc APS score per pupil with low prior attainment
1487,KS4_19,EBACCAPS_AV,,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,NP,,,3.8,3.81,SUPP,NP,NP,3.22,,5.24,2.21,NP,3.44,NP,,3.55,,3.98,3.46,,3.34,Average EBacc APS score per pupil with middle prior attainment
1488,KS4_19,EBACCAPS_HI,,,,,,,,,,,,,,,,,4.96,,,,,,,,,,,,,,NP,,,5.44,5.61,6.09,NP,NP,4.57,,6.82,SUPP,NP,4.92,NP,,5.4,,5.63,5.57,,5.52,Average EBacc APS score per pupil with high prior attainment
1489,KS4_19,EBACCAPS_EAL,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,NP,,,4,3.97,6.28,NP,NP,3.84,,6,2.46,NP,3.52,NP,,4.03,,4.28,3.89,,4.27,Average EBacc APS score per pupil for whom English is an additional language
1490,KS4_19,EBACCAPS_GIRLS,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,SUPP,,,4.49,4.22,NA,4.1,SUPP,3.22,,NA,2.16,NA,3.74,1.36,,3.89,,4.45,3.7,,4.32,Average EBacc APS score per girl
1491,KS4_19,EBACCAPS_BOYS,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,SUPP,,,3.57,3.89,6.08,NA,SUPP,3.64,,5.87,2.33,0.38,3.36,NA,,NA,,3.88,3.48,,3.84,Average EBacc APS score per boy
1492,KS4_19,EBACCAPS_NMOB,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,NP,,,4.02,4.08,6.06,NP,NP,3.38,,5.89,2.38,NP,3.6,NP,,3.91,,4.14,3.57,,4.13,Average EBacc APS score per non-mobile pupil
1493,KS4_19,EBACCAPS_18,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,NA,,,3.74,3.68,5.81,4.1,0.15,3.92,,NA,2.32,0.44,3.34,1.32,,3.79,,3.7,3.65,,4.04,Average EBacc APS score per pupil in 2018
1494,KS4_19,EBACCAPS_FSM6CLA1A_18,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,NA,,,3.43,3.43,5.34,NA,NA,3.78,,NA,1.87,NA,3.25,NA,,3.52,,3.68,3.58,,3.07,Average EBacc APS score per disadvantaged pupil in 2018
1495,KS4_19,EBACCAPS_NFSM6CLA1A_18,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,NA,,,4.02,4.17,5.96,NA,NA,4.2,,NA,2.67,NA,3.48,NA,,4.04,,3.72,3.8,,4.4,Average EBacc APS score per non-disadvantaged pupil in 2018
1496,KS4_19,TEBACC_E_PTQ_EE,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,NE,,,156,89,65,6,0,19,,40,0,0,113,0,,27,,90,88,,216986,Number of key stage 4 pupils with entries in all English Baccalaureate subject areas
1497,KS4_19,PTEBACC_E_PTQ_EE,,,,,,,,,,,,,,,,,90%,,,,,,,,,,,,,,NE,,,88%,51%,43%,29%,0%,16%,,82%,0%,0%,56%,0%,,19%,,60%,42%,,40%,Percentage of key stage 4 pupils with entries in all English Baccalaureate subject areas
1498,KS4_19,PTEBACC_94,,,,,,,,,,,,,,,,,21%,,,,,,,,,,,,,,NE,,,24%,22%,42%,29%,0%,7%,,53%,0%,0%,12%,0%,,14%,,30%,15%,,25%,Percentage of pupils achieving the English Baccalaureate with 9-4 passes
1499,KS4_19,PTEBACC_95,,,,,,,,,,,,,,,,,13%,,,,,,,,,,,,,,NE,,,15%,12%,39%,19%,0%,5%,,33%,0%,0%,6%,0%,,11%,,17%,6%,,17%,Percentage of pupils achieving the English Baccalaureate with 9-5 passes
1500,KS4_19,TEBACENG_E_PTQ_EE,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,NE,,,176,174,150,18,0,114,,49,54,0,197,0,,139,,150,205,,520101,Number of pupils entering the English Baccalaureate English subject area
1501,KS4_19,PTEBACENG_E_PTQ_EE,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,NE,,,99%,99%,100%,86%,0%,98%,,100%,95%,0%,98%,0%,,100%,,100%,99%,,96%,Percentage of pupils entering the English Baccalaureate English subject area
1502,KS4_19,TEBACMAT_E_PTQ_EE,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,NE,,,176,174,150,18,5,115,,49,54,0,199,0,,139,,150,205,,527884,Number of pupils entering the English Baccalaureate Maths subject area
1503,KS4_19,PTEBACMAT_E_PTQ_EE,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,NE,,,99%,99%,100%,86%,50%,99%,,100%,95%,0%,99%,0%,,100%,,100%,99%,,97%,Percentage of pupils entering the English Baccalaureate Maths subject area
1504,KS4_19,TEBAC2SCI_E_PTQ_EE,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,NE,,,175,174,150,12,5,113,,49,53,0,200,0,,139,,150,204,,518775,Number of pupils entering the English Baccalaureate Science subject area
1505,KS4_19,PTEBAC2SCI_E_PTQ_EE,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,NE,,,99%,99%,100%,57%,50%,97%,,100%,93%,0%,100%,0%,,100%,,100%,98%,,96%,% of pupils entering the English Baccalaureate Science subject area
1506,KS4_19,TEBACHUM_E_PTQ_EE,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,NE,,,158,173,138,18,2,93,,49,1,0,181,0,,90,,150,189,,437430,Number of pupils entering the English Baccalaureate Humanities subject area
1507,KS4_19,PTEBACHUM_E_PTQ_EE,,,,,,,,,,,,,,,,,91%,,,,,,,,,,,,,,NE,,,89%,99%,92%,86%,20%,80%,,100%,2%,0%,90%,0%,,65%,,100%,91%,,81%,% of pupils entering the English Baccalaureate Humanities subject area
1508,KS4_19,TEBACLAN_E_PTQ_EE,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,NE,,,160,89,72,10,0,21,,40,10,41,128,93,,31,,90,98,,253176,Number of pupils entering the English Baccalaureate Language subject area
1509,KS4_19,PTEBACLAN_E_PTQ_EE,,,,,,,,,,,,,,,,,90%,,,,,,,,,,,,,,NE,,,90%,51%,48%,48%,0%,18%,,82%,18%,29%,64%,99%,,22%,,60%,47%,,47%,% of pupils entering the English Baccalaureate Language subject area
1510,KS4_19,PTEBACENG_94,,,,,,,,,,,,,,,,,62%,,,,,,,,,,,,,,NE,,,75%,87%,99%,81%,0%,70%,,100%,39%,0%,73%,0%,,82%,,68%,74%,,76%,% of pupils achieving the EBacc English subject area with a standard 9-4 pass
1511,KS4_19,PTEBACENG_95,,,,,,,,,,,,,,,,,44%,,,,,,,,,,,,,,NE,,,61%,79%,95%,71%,0%,53%,,98%,28%,0%,49%,0%,,64%,,46%,53%,,61%,% of pupils achieving the EBacc English subject area with a strong 9-5 pass 
1512,KS4_19,PTEBACMAT_94,,,,,,,,,,,,,,,,,61%,,,,,,,,,,,,,,NE,,,63%,59%,99%,57%,10%,58%,,98%,44%,0%,49%,0%,,63%,,61%,51%,,70%,% of pupils achieving the EBacc Maths subject area with a standard 9-4 pass 
1513,KS4_19,PTEBACMAT_95,,,,,,,,,,,,,,,,,32%,,,,,,,,,,,,,,NE,,,40%,34%,98%,38%,0%,39%,,86%,25%,0%,30%,0%,,41%,,35%,30%,,49%,% of pupils achieving the EBacc Maths subject area with a strong 9-5 pass 
1514,KS4_19,PTEBAC2SCI_94,,,,,,,,,,,,,,,,,55%,,,,,,,,,,,,,,NE,,,57%,63%,100%,100%,SUPP,57%,,96%,30%,NE,52%,NE,,62%,,55%,54%,,65%,% of entered pupils achieving the EBacc Science subject area with a 9-4 pass
1515,KS4_19,PTEBAC2SCI_95,,,,,,,,,,,,,,,,,39%,,,,,,,,,,,,,,NE,,,38%,44%,99%,75%,SUPP,35%,,84%,19%,NE,34%,NE,,46%,,31%,36%,,47%,% of entered pupils achieving the EBacc Science subject area with a 9-5 pass
1516,KS4_19,PTEBACHUM_94,,,,,,,,,,,,,,,,,34%,,,,,,,,,,,,,,NE,,,41%,48%,100%,94%,SUPP,47%,,88%,SUPP,NE,44%,NE,,74%,,47%,50%,,63%,% of entered pupils achieving the EBacc Humanities subject area with a 9-4 pass
1517,KS4_19,PTEBACHUM_95,,,,,,,,,,,,,,,,,22%,,,,,,,,,,,,,,NE,,,30%,35%,95%,72%,SUPP,33%,,74%,SUPP,NE,32%,NE,,66%,,29%,37%,,50%,% of entered pupils achieving the EBacc Humanities subject area with a 9-5 pass
1518,KS4_19,PTEBACLAN_94,,,,,,,,,,,,,,,,,37%,,,,,,,,,,,,,,NE,,,47%,53%,94%,100%,NE,76%,,68%,100%,100%,50%,100%,,94%,,84%,43%,,70%,% of entered pupils achieving the EBacc Language subject area with a 9-4 pass
1519,KS4_19,PTEBACLAN_95,,,,,,,,,,,,,,,,,22%,,,,,,,,,,,,,,NE,,,34%,36%,90%,90%,NE,76%,,45%,90%,100%,38%,99%,,77%,,73%,22%,,54%,% of entered pupils achieving the EBacc Language subject area with a 9-5 pass
1520,KS4_19,SCIVACOV_PTQ_EE,,,,,,,,,,,,,,,,,92%,,,,,,,,,,,,,,NP,,,95%,90%,97%,NP,NP,65%,,88%,75%,NP,96%,NP,,94%,,75%,95%,,,Coverage of the English Baccalaureate Science Value Added indicators of those who entered for science
1521,KS4_19,HUMVACOV_PTQ_EE,,,,,,,,,,,,,,,,,94%,,,,,,,,,,,,,,NP,,,97%,90%,96%,NP,NP,72%,,88%,SUPP,NP,96%,NP,,98%,,75%,96%,,,Coverage of the English Baccalaureate Humanities Value Added indicators of those who entered for humanities
1522,KS4_19,LANVACOV_PTQ_EE,,,,,,,,,,,,,,,,,93%,,,,,,,,,,,,,,NP,,,98%,87%,99%,NP,NP,38%,,85%,50%,NP,95%,NP,,90%,,66%,94%,,,Coverage of the English Baccalaureate Language Value Added indicators of those who entered for languages
1523,KS4_19,SCIVAMEA_PTQ_EE,,,,,,,,,,,,,,,,,-0.46,,,,,,,,,,,,,,NP,,,-0.09,0.38,0.41,NP,NP,0.07,,1.77,-1.08,NP,-0.22,NP,,0.34,,0.6,0.14,,,English Baccalaureate Science Value Added measure
1524,KS4_19,SCIVALOW_PTQ_EE,,,,,,,,,,,,,,,,,-0.72,,,,,,,,,,,,,,NP,,,-0.3,0.16,0.18,NP,NP,-0.25,,1.35,-1.51,NP,-0.42,NP,,0.09,,0.34,-0.06,,,English Baccalaureate Science Value Added lower 95% confidence limit
1525,KS4_19,SCIVAUPP_PTQ_EE,,,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,,,NP,,,0.13,0.6,0.64,NP,NP,0.39,,2.19,-0.64,NP,-0.02,NP,,0.58,,0.86,0.33,,,English Baccalaureate Science Value Added upper 95% confidence limit
1526,KS4_19,HUMVAMEA_PTQ_EE,,,,,,,,,,,,,,,,,-1.19,,,,,,,,,,,,,,NP,,,-0.85,-0.11,0.19,NP,NP,-0.26,,1.48,SUPP,NP,-0.25,NP,,0.87,,0.46,-0.03,,,EBacc Humanities VA measure
1527,KS4_19,HUMVALOW_PTQ_EE,,,,,,,,,,,,,,,,,-1.53,,,,,,,,,,,,,,NP,,,-1.12,-0.38,-0.1,NP,NP,-0.67,,0.96,SUPP,NP,-0.5,NP,,0.51,,0.14,-0.28,,,English Baccalaureate Humanities Value Added lower 95% confidence limit
1528,KS4_19,HUMVAUPP_PTQ_EE,,,,,,,,,,,,,,,,,-0.85,,,,,,,,,,,,,,NP,,,-0.57,0.16,0.49,NP,NP,0.15,,2,SUPP,NP,0.01,NP,,1.23,,0.78,0.22,,,English Baccalaureate Humanities Value Added upper 95% confidence limit
1529,KS4_19,LANVAMEA_PTQ_EE,,,,,,,,,,,,,,,,,-0.94,,,,,,,,,,,,,,NP,,,-0.51,-0.5,0.09,NP,NP,LOWCOV,,-0.28,SUPP,NP,-0.04,NP,,1.17,,1.43,-0.8,,,English Baccalaureate Languages Value Added measure
1530,KS4_19,LANVALOW_PTQ_EE,,,,,,,,,,,,,,,,,-1.29,,,,,,,,,,,,,,NP,,,-0.79,-0.91,-0.34,NP,NP,LOWCOV,,-0.89,SUPP,NP,-0.36,NP,,0.5,,0.97,-1.18,,,English Baccalaureate Languages Value Added lower 95% confidence limit
1531,KS4_19,LANVAUPP_PTQ_EE,,,,,,,,,,,,,,,,,-0.58,,,,,,,,,,,,,,NP,,,-0.22,-0.09,0.51,NP,NP,LOWCOV,,0.34,SUPP,NP,0.28,NP,,1.84,,1.89,-0.43,,,English Baccalaureate Languages Value Added upper 95% confidence limit
1532,KS4_19,TEBACENG_94,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,NE,,,133,152,149,17,0,81,,49,22,0,146,0,,114,,102,154,,411321,Number of pupils achieving EBacc English subject area with a standard 9-4 pass 
1533,KS4_19,TEBACENG_95,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,NE,,,107,139,142,15,0,62,,48,16,0,99,0,,89,,69,111,,328633,Number of pupils achieving EBacc English subject area with a strong 9-5 pass 
1534,KS4_19,TEBACMAT_94,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,NE,,,112,103,149,12,1,67,,48,25,0,99,0,,87,,91,106,,379948,Number of pupils achieving EBacc Maths subject area with a standard 9-4 pass 
1535,KS4_19,TEBACMAT_95,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,NE,,,71,60,147,8,0,45,,42,14,0,60,0,,57,,52,62,,266541,Number of pupils achieving EBacc Maths subject area with a strong 9-5 pass 
1536,KS4_19,TEBAC2SCI_94,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,NE,,,99,110,150,12,SUPP,64,,47,16,NE,103,NE,,86,,82,110,,338843,Number of pupils achieving EBacc Science subject area with a 9-4 pass
1537,KS4_19,TEBAC2SCI_95,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,NE,,,67,76,149,9,SUPP,40,,41,10,NE,67,NE,,64,,47,74,,242739,Number of pupils achieving EBacc Science subject area with a 9-5 pass
1538,KS4_19,TEBACHUM_94,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,NE,,,64,83,138,17,SUPP,44,,43,SUPP,NE,79,NE,,67,,71,95,,274291,Number of pupils achieving EBacc Humanities subject area with a 9-4 pass
1539,KS4_19,TEBACHUM_95,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,NE,,,47,61,131,13,SUPP,31,,36,SUPP,NE,58,NE,,59,,43,70,,219203,Number of pupils achieving EBacc Humanities subject area with a 9-5 pass
1540,KS4_19,TEBACLAN_94,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,NE,,,75,47,68,10,NE,16,,27,10,41,64,93,,29,,76,42,,177708,Number of pupils achieving EBacc Language subject area with a 9-4 pass
