No,Namespace,Variable,"St George's Church of England Academy, Newtown - 139126",Arc Oakbridge School - 145859,St Chad's Catholic Primary School - 103435,St Chad's Catholic Primary School - 148440,King Solomon International Business School - 149155,St Vincent's Catholic Primary School - 103417,St Matthew's CofE Primary School - 103404,St Catherine of Siena Catholic Primary School - 103433,Chilwell Croft Academy - 138395,St Thomas CofE Academy - 142375,King Solomon International Business School - 141943,Nelson Junior and Infant School - 103237,St Anne's Catholic Primary School - 103434,Chandos Primary School - 143908,Harper Bell Seventh-day Adventist School - 136440,Bordesley Village Primary School - 144337,James Brindley School - 139526,Brookfields Primary School - 146437,Brookfields Primary School - 103175,Cromwell Junior and Infant School - 143563,Calthorpe Academy - 141252,Oasis Academy Woodview - 139128,Lozells Junior and Infant School and Nursery - 103227,Mayfield School - 148225,Aston Tower Community Primary School - 142686,Regents Park Community Primary School - 103193,St Joseph's Catholic Primary School - 103436,St Joseph's Catholic Primary School - 148441,Birmingham Ormiston Academy - 136944,Blackwater Academy - 143039,Aston University Engineering Academy - 138222,Central Academy - 138200,South and City College Birmingham - 130461,City United Academy (CUA) - 137819,Heartlands Academy - 135907,Avecinna Academy - 140382,Archway Academy - 135406,Aston Manor Academy - 136882,City Academy - 148187,City Academy Birmingham - 139797,Jewellery Quarter Academy - 141003,Nishkam High School - 138586,Values Academy - 132743,Newbury Independent School - 143174,Ark St Alban's Academy - 135970,Camp Hill Education - 146999,Central Birmingham Education Centre - 144820,Birmingham Metropolitan College - 130466,The National College for Advanced Transport and Infrastructure - 148721,The National College for Advanced Transport and Infrastructure - 144789,National state-funded primary,National state-funded secondary and 16 to 18,Description
1400,KS4_19,NFTYPE,,,,,,,,,,,F,,,,,,,,,,ACCS,,,,,,,,AC,IND,UTC,F,FESI,IND,AC,IND,IND,ACC,,F,F,F,INDSPEC,IND,AC,,,,,,,,School type (see separate list of abbreviations used in the tables)
1401,KS4_19,RELDENOM,,,,,,,,,,,Christian,,,,,,,,,,Does not apply,,,,,,,,Does not apply,None,Does not apply,None,Does not apply,None,Does not apply,None,None,None,,None,None,Sikh,None,None,Church of England,,,,,,,,School religious character
1402,KS4_19,ADMPOL,,,,,,,,,,,NR,,,,,,,,,,NA,,,,,,,,NSE,,NSE,NSE,NA,,NSE,,,NSE,,NSE,NR,NSE,,,NSE,,,,,,,,School admissions policy (self-declared by schools on Edubase)
1403,KS4_19,ADMPOL_PT,,,,,,,,,,,OTHER NON SEL,,,,,,,,,,NA,,,,,,,,OTHER NON SEL,NA,OTHER NON SEL,OTHER NON SEL,NA,NA,OTHER NON SEL,NA,NA,OTHER NON SEL,,OTHER NON SEL,OTHER NON SEL,OTHER NON SEL,NA,NA,OTHER NON SEL,,,,,,,,
1404,KS4_19,EGENDER,,,,,,,,,,,MIXED,,,,,,,,,,MIXED,,,,,,,,MIXED,MIXED,MIXED,MIXED,MIXED,MIXED,MIXED,BOYS,MIXED,MIXED,,MIXED,MIXED,MIXED,MIXED,MIXED,MIXED,,,,,,,,School gender of entry
1405,KS4_19,FEEDER,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,Indicates whether school is a feeder school for sixth form centre/consortia (0=No; 1=Yes)
1406,KS4_19,TABKS2,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,Indicates whether school is published in the primary school (key stage 2) performance tables (0=No; 1=Yes)
1407,KS4_19,TAB1618,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,1,0,1,0,1,0,1,0,0,1,,0,0,1,0,0,1,,,,,,,,Indicates whether school is published in the school and college (16-18) performance tables (0=No; 1=Yes)
1408,KS4_19,AGERANGE,,,,,,,,,,,4 to 19,,,,,,,,,,2 to 19,,,,,,,,14 to 19,12 to 18,14 to 19,11 to 16,14 to 99,11 to 16,11 to 18,11 to 17,14 to 19,11 to 18,,11 to 16,11 to 16,11 to 19,11 to 17,11 to 18,11 to 18,,,,,,,,Age range
1409,KS4_19,CONFEXAM,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,R,,R,R,,,,,,R,R,,,,,,,,,Indicates whether the school has checked its results (R=No; blank=Yes)
1410,KS4_19,TOTPUPS,,,,,,,,,,,473,,,,,,,,,,387,,,,,,,,1044,7,608,514,NP,16,849,49,13,955,,468,542,661,19,10,787,,,,,,,3366207,Number of pupils on roll (all ages)
1411,KS4_19,NUMBOYS,,,,,,,,,,,228,,,,,,,,,,287,,,,,,,,285,2,462,304,NP,15,426,28,12,482,,256,291,337,13,9,459,,,,,,,1710775,Total boys on roll (including part-time pupils)
1412,KS4_19,NUMGIRLS,,,,,,,,,,,245,,,,,,,,,,100,,,,,,,,759,5,146,210,NP,1,423,21,1,473,,212,251,324,6,1,328,,,,,,,1655432,Total girls on roll (including part-time pupils)
1413,KS4_19,TPUP,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,179,7,136,99,59,9,160,13,4,146,,90,112,97,13,2,119,,,,,,,542621,Number of pupils at the end of key stage 4
1414,KS4_19,BPUP,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,50,2,104,60,40,8,77,7,SUPP,69,,52,55,51,10,SUPP,82,,,,,,,276670,Number of boys at the end of key stage 4
1415,KS4_19,PBPUP,,,,,,,,,,,,,,,,,,,,,82%,,,,,,,,28%,29%,77%,61%,68%,89%,48%,54%,SUPP,47%,,58%,49%,53%,77%,SUPP,69%,,,,,,,51%,Percentage of pupils at the end of key stage 4 who are boys
1416,KS4_19,GPUP,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,129,5,32,39,19,1,83,6,SUPP,77,,38,57,46,3,SUPP,37,,,,,,,265951,Number of girls at the end of key stage 4
1417,KS4_19,PGPUP,,,,,,,,,,,,,,,,,,,,,18%,,,,,,,,72%,71%,24%,39%,32%,11%,52%,46%,SUPP,53%,,42%,51%,47%,23%,SUPP,31%,,,,,,,49%,Percentage of pupils at the end key stage 4 who are girls
1418,KS4_19,KS2APS,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,30.2,NP,27.9,26.9,25.2,NP,28.2,NP,NP,27.6,,28,27.7,28.8,NP,NP,27.1,,,,,,,28.6,Key stage 2 Average Points Score of the cohort at the end of key stage 4
1419,KS4_19,TPRIORLO,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,4,NP,18,13,10,NP,20,NP,NP,21,,5,13,8,NP,NP,25,,,,,,,60688,Number of pupils at the end of key stage 4 with low prior attainment at the end of key stage 2
1420,KS4_19,PTPRIORLO,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,2%,NP,14%,14%,26%,NP,13%,NP,NP,15%,,7%,12%,9%,NP,NP,21%,,,,,,,12%,Percentage of pupils at the end of key stage 4 with low prior attainment at the end of key stage 2
1421,KS4_19,TPRIORAV,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,69,NP,67,64,21,NP,74,NP,NP,76,,52,61,49,NP,NP,61,,,,,,,228580,Number of pupils at the end of key stage 4 with middle prior attainment at the end of key stage 2
1422,KS4_19,PTPRIORAV,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,40%,NP,53%,67%,55%,NP,47%,NP,NP,54%,,68%,58%,52%,NP,NP,52%,,,,,,,45%,Percentage of pupils at the end of key stage 4 with middle prior attainment at the end of key stage 2
1423,KS4_19,TPRIORHI,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,98,NP,41,18,7,NP,62,NP,NP,44,,20,31,37,NP,NP,32,,,,,,,223661,Number of pupils at the end of key stage 4 with high prior attainment at the end of key stage 2
1424,KS4_19,PTPRIORHI,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,57%,NP,33%,19%,18%,NP,40%,NP,NP,31%,,26%,30%,39%,NP,NP,27%,,,,,,,44%,Percentage of pupils at the end of key stage 4 with high prior attainment at the end of key stage 2
1425,KS4_19,TFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,26,NP,71,60,9,NP,118,NP,NP,94,,55,75,34,NP,NP,84,,,,,,,143816,Number of disadvantaged pupils at the end of key stage 4
1426,KS4_19,PTFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,55%,,,,,,,,15%,NP,52%,61%,15%,NP,74%,NP,NP,64%,,61%,67%,35%,NP,NP,71%,,,,,,,27%,Percentage of pupils at the end of key stage 4 who are disadvantaged
1427,KS4_19,TNOTFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,153,NP,65,39,50,NP,42,NP,NP,52,,35,37,63,NP,NP,35,,,,,,,398805,Number of non-disadvantaged pupils at the end of key stage 4
1428,KS4_19,PTNOTFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,45%,,,,,,,,86%,NP,48%,39%,85%,NP,26%,NP,NP,36%,,39%,33%,65%,NP,NP,29%,,,,,,,74%,Percentage of pupils at the end of key stage 4 who are not disadvantaged
1429,KS4_19,TEALGRP2,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,4,NP,21,18,NP,NP,115,NP,NP,128,,21,24,49,NP,NP,91,,,,,,,90069,Number of pupils at the end of key stage 4 with English as additional language (EAL)
1430,KS4_19,PTEALGRP2,,,,,,,,,,,,,,,,,,,,,55%,,,,,,,,2%,NP,15%,18%,NP,NP,72%,NP,NP,88%,,23%,21%,51%,NP,NP,77%,,,,,,,17%,Percentage of pupils at the end of key stage 4 with English as additional language (EAL)
1431,KS4_19,TEALGRP1,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,175,NP,115,81,NP,NP,45,NP,NP,18,,69,87,47,NP,NP,28,,,,,,,450082,Number of pupils at the end of key stage 4 with English as their first language
1432,KS4_19,PTEALGRP1,,,,,,,,,,,,,,,,,,,,,45%,,,,,,,,98%,NP,85%,82%,NP,NP,28%,NP,NP,12%,,77%,78%,49%,NP,NP,24%,,,,,,,83%,Percentage of pupils at the end of key stage 4 with English as their first language
1433,KS4_19,TEALGRP3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,NP,0,0,NP,NP,0,NP,NP,0,,0,1,1,NP,NP,0,,,,,,,1332,Number of pupils at the end of key stage 4 whose first language is unclassified
1434,KS4_19,PTEALGRP3,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,0%,NP,0%,0%,NP,NP,0%,NP,NP,0%,,0%,1%,1%,NP,NP,0%,,,,,,,0%,Percentage of pupils at the end of key stage 4 whose first language is unclassified
1435,KS4_19,TNMOB,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,179,NP,132,94,NP,NP,159,NP,NP,142,,83,107,96,NP,NP,112,,,,,,,522936,Number of pupils at the end of key stage 4 who are non-mobile
1436,KS4_19,PTNMOB,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,100%,NP,97%,95%,NP,NP,99%,NP,NP,97%,,92%,96%,99%,NP,NP,94%,,,,,,,96%,Percentage of pupils at the end of key stage 4 who are non-mobile
1437,KS4_19,SENSE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NA,3,0,NA,NA,0,NA,NA,1,,3,0,0,,NA,0,,,,,,,20373,"Number of pupils at the end of key stage 4 with special educational needs (SEN) with a statement or Education, health and care (EHC) plan"
1438,KS4_19,PSENSE4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,NA,2%,0%,NA,NA,0%,NA,NA,1%,,3%,0%,0%,,NA,0%,,,,,,,4%,"Percentage of pupils at the end of key stage 4 with special educational needs (SEN) with a statement or Education, health and care (EHC) plan"
1439,KS4_19,SENAPK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,NA,20,6,NA,NA,21,NA,NA,37,,2,1,5,,NA,14,,,,,,,56580,"Number of pupils at the end of key stage 4 with special educational needs (SEN) without a statement or Education, health and care (EHC) plan"
1440,KS4_19,PSENAPK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,NA,15%,6%,NA,NA,13%,NA,NA,25%,,2%,1%,5%,,NA,12%,,,,,,,10%,"Percentage of pupils at the end of key stage 4 with special educational needs (SEN) without a statement or Education, health and care (EHC) plan"
1441,KS4_19,SEN_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,NA,23,6,NA,NA,21,NA,NA,38,,5,1,5,,NA,14,,,,,,,76953,"Number of pupils at the end of key stage 4 with special educational needs (SEN) including those with or without a statement or Education, health and care (EHC) plan"
1442,KS4_19,PSEN_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9%,NA,17%,6%,NA,NA,13%,NA,NA,26%,,6%,1%,5%,,NA,12%,,,,,,,14%,"Percentage of pupils at the end of key stage 4 with special educational needs (SEN) including those with or without a statement or Education, health and care (EHC) plan"
1443,KS4_19,TOTATT8,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,9739,NE,4892,3149.5,276.8,NE,9603.5,238,SUPP,6808.3,,2986.3,4218,5438.5,37,SUPP,5525.5,,,,,,,25335160.8,Total sum of Attainment 8 scores
1444,KS4_19,ATT8SCR,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,54.4,NE,36,31.8,4.7,NE,60,18.3,SUPP,46.6,,33.2,37.7,56.1,2.8,SUPP,46.4,,,,,,,46.7,Average Attainment 8 score per pupil
1445,KS4_19,TOTATT8ENG,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2207,NE,1040,809,83,NE,2096,47,SUPP,1494,,651,1042,1212,7,SUPP,1326,,,,,,,5396943.1,Total sum of Attainment 8 scores for English element
1446,KS4_19,ATT8SCRENG,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,12.3,NE,7.6,8.2,1.4,NE,13.1,3.6,SUPP,10.2,,7.2,9.3,12.5,0.5,SUPP,11.1,,,,,,,9.9,Average Attainment 8 score per pupil for English element
1447,KS4_19,TOTATT8MAT,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1722,NE,1098,534,134,NE,1760,68,SUPP,1274,,496,772,976,16,SUPP,1064,,,,,,,4918664.9,Total sum of Attainment 8 scores for mathematics element
1448,KS4_19,ATT8SCRMAT,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,9.6,NE,8.1,5.4,2.3,NE,11,5.2,SUPP,8.7,,5.5,6.9,10.1,1.2,SUPP,8.9,,,,,,,9.1,Average Attainment 8 score per pupil for mathematics element
1449,KS4_19,TOTATT8EBAC,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2599,NE,1441,786.5,24,NE,2641.5,95,SUPP,1828.5,,830.5,1116.3,1609,2,SUPP,1615,,,,,,,7310635.9,Total sum of Attainment 8 scores for EBacc element
1450,KS4_19,ATT8SCREBAC,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14.5,NE,10.6,7.9,0.4,NE,16.5,7.3,SUPP,12.5,,9.2,10,16.6,0.2,SUPP,13.6,,,,,,,13.5,Average Attainment 8 score per pupil for EBacc element
1451,KS4_19,TOTATT8OPEN,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,3211,NE,1313,1020,35.8,NE,3106,28,SUPP,2211.8,,1008.8,1287.8,1641.5,12,SUPP,1520.5,,,,,,,7708916.9,Total sum of Attainment 8 scores for open element
1452,KS4_19,ATT8SCROPEN,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,17.9,NE,9.7,10.3,0.6,NE,19.4,2.2,SUPP,15.1,,11.2,11.5,16.9,0.9,SUPP,12.8,,,,,,,14.2,Average Attainment 8 score per pupil for open element
1453,KS4_19,TOTATT8OPENG,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2020,NE,723,969,14,NE,1626.5,28,SUPP,1761.5,,877.5,1015,1564,12,SUPP,1480.5,,,,,,,6280931.7,Total sum of Attainment 8 scores for open element - GCSE only
1454,KS4_19,ATT8SCROPENG,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,11.3,NE,5.3,9.8,0.2,NE,10.2,2.2,SUPP,12.1,,9.8,9.1,16.1,0.9,SUPP,12.4,,,,,,,11.6,Average Attainment 8 score per pupil for open element - GCSE only
1455,KS4_19,TOTATT8OPENNG,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,1191,NE,590,51,21.8,NE,1479.5,0,SUPP,450.3,,131.3,272.8,77.5,0,SUPP,40,,,,,,,1427985.3,Total sum of Attainment 8 scores for open element - non-GCSE only
1456,KS4_19,ATT8SCROPENNG,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,6.7,NE,4.3,0.5,0.4,NE,9.2,0,SUPP,3.1,,1.5,2.4,0.8,0,SUPP,0.3,,,,,,,2.6,Average Attainment 8 score per pupil for open element - non-GCSE only
1457,KS4_19,AVGEBACFILL,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2.9,NE,2.9,2.8,0.1,NE,3,1.5,SUPP,2.8,,2.6,2.8,3,0.2,SUPP,2.8,,,,,,,2.8,Average number of EBacc slots filled in Attainment 8 per pupil
1458,KS4_19,AVGOPENFILL,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,3,NE,2.6,2.8,0.2,NE,3,0.8,SUPP,3,,2.9,2.8,3,0.5,SUPP,2.9,,,,,,,2.8,Average number of Open slots filled in Attainment 8 per pupil
1459,KS4_19,P8PUP,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,171,NP,126,95,38,NP,156,NP,NP,141,,77,105,94,NP,NP,118,,,,,,,512929,Number of pupils included in Progress 8 measure
1460,KS4_19,TP8ADJ,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,NP,2,0,10,NP,1,NP,NP,0,,3,1,0,NP,NP,0,,,,,,,4876,Number of pupils who have had P8 score adjusted in average
1461,KS4_19,P8MEACOV,,,,,,,,,,,,,,,,,,,,,97%,,,,,,,,96%,NP,93%,96%,64%,NP,98%,NP,NP,97%,,86%,94%,97%,NP,NP,99%,,,,,,,95%,Percentage of pupils at the end of key stage 4 included in Progress 8 measure
1462,KS4_19,P8MEA,,,,,,,,,,,,,,,,,,,,,-1.49,,,,,,,,0.19,NP,-0.8,-0.81,-2.84,NP,1.47,NP,NP,0.44,,-1,-0.49,0.99,NP,NP,0.49,,,,,,,-0.03,Progress 8 measure after adjustment for extreme scores
1463,KS4_19,P8CILOW,,,,,,,,,,,,,,,,,,,,,-1.91,,,,,,,,0,NP,-1.03,-1.07,-3.25,NP,1.27,NP,NP,0.23,,-1.29,-0.74,0.73,NP,NP,0.26,,,,,,,,Progress 8 lower 95% confidence interval for adjusted average
1464,KS4_19,P8CIUPP,,,,,,,,,,,,,,,,,,,,,-1.08,,,,,,,,0.38,NP,-0.58,-0.55,-2.43,NP,1.67,NP,NP,0.66,,-0.72,-0.25,1.25,NP,NP,0.72,,,,,,,,Progress 8 upper 95% confidence interval for adjusted average
1465,KS4_19,P8MEA_ORIG,,,,,,,,,,,,,,,,,,,,,-1.49,,,,,,,,0.19,NP,-0.8,-0.81,-3.06,NP,1.46,NP,NP,0.44,,-1.03,-0.5,0.99,NP,NP,0.49,,,,,,,-0.03,Progress 8 measure based on unadjusted pupil scores
1466,KS4_19,P8CILOW_ORIG,,,,,,,,,,,,,,,,,,,,,-1.91,,,,,,,,-0.01,NP,-1.03,-1.07,-3.48,NP,1.26,NP,NP,0.23,,-1.32,-0.75,0.72,NP,NP,0.25,,,,,,,,Progress 8 lower 95% confidence interval for unadjusted average
1467,KS4_19,P8CIUPP_ORIG,,,,,,,,,,,,,,,,,,,,,-1.07,,,,,,,,0.38,NP,-0.58,-0.54,-2.64,NP,1.67,NP,NP,0.66,,-0.74,-0.25,1.25,NP,NP,0.72,,,,,,,,Progress 8 upper 95% confidence interval for unadjusted average
1468,KS4_19,P8MEAENG,,,,,,,,,,,,,,,,,,,,,-1.65,,,,,,,,0.62,NP,-0.94,-0.3,-3.22,NP,1.69,NP,NP,0.54,,-1.07,0.04,1.26,NP,NP,1.04,,,,,,,-0.04,Progress 8 measure for English element
1469,KS4_19,P8MEAENG_CILOW,,,,,,,,,,,,,,,,,,,,,-2.15,,,,,,,,0.39,NP,-1.2,-0.61,-3.71,NP,1.44,NP,NP,0.28,,-1.41,-0.26,0.94,NP,NP,0.76,,,,,,,,Lower 95% confidence interval for Progress 8 English element
1470,KS4_19,P8MEAENG_CIUPP,,,,,,,,,,,,,,,,,,,,,-1.15,,,,,,,,0.85,NP,-0.67,0.01,-2.73,NP,1.93,NP,NP,0.79,,-0.72,0.33,1.57,NP,NP,1.31,,,,,,,,Upper 95% confidence interval for Progress 8 English element
1471,KS4_19,P8MEAMAT,,,,,,,,,,,,,,,,,,,,,-1.13,,,,,,,,-0.35,NP,-0.16,-1.06,-2.22,NP,1.12,NP,NP,0.34,,-1.34,-0.63,0.59,NP,NP,0.54,,,,,,,-0.02,Progress 8 measure for mathematics element
1472,KS4_19,P8MEAMAT_CILOW,,,,,,,,,,,,,,,,,,,,,-1.57,,,,,,,,-0.55,NP,-0.39,-1.34,-2.65,NP,0.9,NP,NP,0.11,,-1.65,-0.89,0.31,NP,NP,0.3,,,,,,,,Lower 95% confidence interval for Progress 8 maths element
1473,KS4_19,P8MEAMAT_CIUPP,,,,,,,,,,,,,,,,,,,,,-0.69,,,,,,,,-0.14,NP,0.08,-0.79,-1.78,NP,1.33,NP,NP,0.56,,-1.04,-0.37,0.86,NP,NP,0.79,,,,,,,,Upper 95% confidence interval for Progress 8 maths element
1474,KS4_19,P8MEAEBAC,,,,,,,,,,,,,,,,,,,,,-1.43,,,,,,,,-0.27,NP,-0.67,-1.06,-3.08,NP,1.17,NP,NP,0.22,,-1.1,-0.72,1.12,NP,NP,0.63,,,,,,,-0.03,Progress 8 measure for EBacc element
1475,KS4_19,P8MEAEBAC_CILOW,,,,,,,,,,,,,,,,,,,,,-1.92,,,,,,,,-0.5,NP,-0.93,-1.37,-3.56,NP,0.93,NP,NP,-0.03,,-1.44,-1.01,0.81,NP,NP,0.35,,,,,,,,Lower 95% confidence interval for Progress 8 EBacc element
1476,KS4_19,P8MEAEBAC_CIUPP,,,,,,,,,,,,,,,,,,,,,-0.94,,,,,,,,-0.04,NP,-0.4,-0.75,-2.59,NP,1.41,NP,NP,0.47,,-0.76,-0.42,1.43,NP,NP,0.9,,,,,,,,Upper 95% confidence interval for Progress 8 EBacc element
1477,KS4_19,P8MEAOPEN,,,,,,,,,,,,,,,,,,,,,-1.69,,,,,,,,0.71,NP,-1.29,-0.72,-3.5,NP,1.84,NP,NP,0.68,,-0.72,-0.56,0.94,NP,NP,-0.06,,,,,,,-0.04,Progress 8 measure for open element
1478,KS4_19,P8MEAOPEN_CILOW,,,,,,,,,,,,,,,,,,,,,-2.18,,,,,,,,0.48,NP,-1.55,-1.03,-3.98,NP,1.6,NP,NP,0.43,,-1.06,-0.84,0.63,NP,NP,-0.33,,,,,,,,Lower 95% confidence interval for Progress 8 open element
1479,KS4_19,P8MEAOPEN_CIUPP,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,0.93,NP,-1.02,-0.42,-3.02,NP,2.07,NP,NP,0.93,,-0.38,-0.27,1.25,NP,NP,0.22,,,,,,,,Upper 95% confidence interval for Progress 8 open element
1480,KS4_19,PTL2BASICS_94,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,82%,NE,43%,26%,5%,NE,83%,23%,SUPP,63%,,26%,50%,80%,0%,SUPP,71%,,,,,,,65%,% of pupils achieving standard 9-4 passes in both English and mathematics GCSEs 
1481,KS4_19,PTL2BASICS_95,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,58%,NE,24%,11%,2%,NE,71%,15%,SUPP,41%,,10%,24%,60%,0%,SUPP,44%,,,,,,,43%,% of pupils achieving strong 9-5 passes in both English and mathematics GCSEs 
1482,KS4_19,TOTEBACCAPS,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,771.84,NE,355.37,254.03,16.52,NE,773.75,22,SUPP,544.82,,241.02,351.07,511.78,1.68,SUPP,515.71,,,,,,,2210757.15,Total EBacc APS score per pupil
1483,KS4_19,EBACCAPS,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4.31,NE,2.61,2.57,0.28,NE,4.84,1.69,SUPP,3.73,,2.68,3.13,5.28,0.13,SUPP,4.33,,,,,,,4.07,Average EBacc APS score per pupil
1484,KS4_19,EBACCAPS_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,3.94,NP,2.32,2.47,0.76,NP,4.74,NP,NP,3.76,,2.59,3.09,4.86,NP,NP,4.27,,,,,,,3.08,Average EBacc APS score per disadvantaged pupil
1485,KS4_19,EBACCAPS_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4.38,NP,2.94,2.71,0.19,NP,5.11,NP,NP,3.68,,2.82,3.22,5.5,NP,NP,4.48,,,,,,,4.43,Average EBacc APS score per non-disadvantaged pupil
1486,KS4_19,EBACCAPS_LO,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,SUPP,NP,1.51,1.8,0.13,NP,2.45,NP,NP,1.9,,SUPP,1.55,3.1,NP,NP,2.55,,,,,,,1.62,Average EBacc APS score per pupil with low prior attainment
1487,KS4_19,EBACCAPS_AV,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,3.57,NP,2.29,2.28,0.13,NP,4.6,NP,NP,3.51,,2.27,2.8,5.04,NP,NP,4.31,,,,,,,3.34,Average EBacc APS score per pupil with middle prior attainment
1488,KS4_19,EBACCAPS_HI,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,4.91,NP,3.46,3.96,1.12,NP,5.94,NP,NP,5.14,,3.73,4.43,6.09,NP,NP,5.74,,,,,,,5.52,Average EBacc APS score per pupil with high prior attainment
1489,KS4_19,EBACCAPS_EAL,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,SUPP,NP,2.87,3.41,NP,NP,5,NP,NP,3.83,,2.75,3.57,5.53,NP,NP,4.46,,,,,,,4.27,Average EBacc APS score per pupil for whom English is an additional language
1490,KS4_19,EBACCAPS_GIRLS,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4.27,SUPP,2.79,2.86,0.25,SUPP,5.15,2.39,SUPP,3.95,,3.02,3.49,5.77,SUPP,SUPP,4,,,,,,,4.32,Average EBacc APS score per girl
1491,KS4_19,EBACCAPS_BOYS,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4.41,SUPP,2.56,2.37,0.29,SUPP,4.5,1.1,SUPP,3.49,,2.42,2.77,4.83,SUPP,SUPP,4.48,,,,,,,3.84,Average EBacc APS score per boy
1492,KS4_19,EBACCAPS_NMOB,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4.31,NP,2.65,2.54,NE,NP,4.87,NP,NP,3.78,,2.66,3.17,5.27,NP,NP,4.49,,,,,,,4.13,Average EBacc APS score per non-mobile pupil
1493,KS4_19,EBACCAPS_18,,,,,,,,,,,NA,,,,,,,,,,0,,,,,,,,4.47,NA,2.9,3.04,0.32,NA,4.29,1.33,0.08,3.36,,3.69,NA,5.2,0.19,SUPP,4.32,,,,,,,4.04,Average EBacc APS score per pupil in 2018
1494,KS4_19,EBACCAPS_FSM6CLA1A_18,,,,,,,,,,,NA,,,,,,,,,,0,,,,,,,,4.01,NA,2.77,2.78,NA,NA,4.34,NA,NA,3.22,,3.78,NA,4.76,NA,NA,4.22,,,,,,,3.07,Average EBacc APS score per disadvantaged pupil in 2018
1495,KS4_19,EBACCAPS_NFSM6CLA1A_18,,,,,,,,,,,NA,,,,,,,,,,0,,,,,,,,4.53,NA,3.04,3.61,0.32,NA,4.12,NA,NA,3.73,,3.33,NA,5.41,NA,NA,4.47,,,,,,,4.4,Average EBacc APS score per non-disadvantaged pupil in 2018
