No,Namespace,Variable,Grendon Primary School - 103205,The Orchard School - 132232,Topcliffe Primary School - 143091,Highters Heath Community School - 103365,Four Dwellings Primary Academy - 139131,Nonsuch Primary School - 142358,Rosslyn School and Day Nursery - 103573,St Thomas More Catholic Primary School - 103441,St Thomas More Catholic Primary School - 147017,Reynalds Cross School - 104131,Our Lady of Compassion Catholic Primary School - 104102,Our Lady of Compassion Catholic Primary School - 148089,Al Khair Primary School - 141001,Lindsworth School - 103632,Stanville Primary School - 103257,Green Meadow Primary School - 141610,Chilcote Primary School - 103298,Quinton Church Primary School - 143439,Perryfields Primary School - 103953,St Nicholas Catholic Primary School - 140529,New Oscott Primary School - 134774,Langley Primary School - 103978,Kingsland Primary School (NC) - 103221,Hargate Primary School - 103905,Sundridge Primary School - 103266,Leycroft Academy - 148653,St Andrew's Catholic Primary School - 104099,St Andrew's Catholic Primary School - 148086,St Francis Xavier Catholic Primary School - 141922,The Bridge School - 144043,Woodcock Hill Primary School - 103372,Lodge Primary School - 103969,Broadmeadow Junior School - 103286,Broadmeadow Infant School - 103288,Langley Primary School - 104080,Elms Farm Community Primary School - 103381,Timberley Academy - 138104,Our Lady's Catholic Primary School - 103449,"Christ Church, Church of England Secondary Academy - 148589",West Bromwich Collegiate Academy - 147182,King's Norton Boys' School - 103562,Four Dwellings Academy - 139047,Shenley Academy - 135911,Perryfields High School Specialist Maths and Computing College - 104012,Perryfields Academy - 148267,Langley School - 137007,Silver Birch School 11-17 Independent Provision - 138971,The British Muslim School - 135792,Shireland Biomedical Utc - 141813,Tile Cross Academy - 144306,National state-funded primary,National state-funded secondary and 16 to 18,Description
1214,KS2_19,DIFFN_WRITPROG,-0.6,-3.2,-0.4,-1.7,-0.8,2.4,,0.2,,SUPP,SUPP,,,SUPP,-0.2,-3.6,-1,SUPP,-1.6,,-4.2,0.2,1,1.3,-0.6,,-3.5,,0.4,-3.2,-5,1.5,1.7,,-0.9,-2.2,-0.9,0.4,,,,,,,,,,,,,0,,Difference between writing progress measure for disadvantaged pupils in school and other pupils nationally
1215,KS2_19,WRITPROG_EAL,SUPP,-3.2,SUPP,SUPP,3.6,SUPP,,SUPP,,SUPP,SUPP,,,NA,3.1,SUPP,-1.5,SUPP,SUPP,SUPP,-0.9,1.1,SUPP,5,SUPP,,SUPP,,3.5,-2.9,SUPP,2.1,SUPP,,3.6,SUPP,0.4,3,,,,,,,,,,,,,1.2,,Writing progress measure for EAL pupils
1216,KS2_19,WRITPROG_EAL_LOWER,SUPP,-7.7,SUPP,SUPP,-0.6,SUPP,,SUPP,,SUPP,SUPP,,,NA,-1.1,SUPP,-4.4,SUPP,SUPP,SUPP,-3.6,-1.6,SUPP,2.9,SUPP,,SUPP,,-0.7,-6.9,SUPP,0.4,SUPP,,0.8,SUPP,-4.2,-0.7,,,,,,,,,,,,,0,,Writing progress measure for EAL pupils - lower confidence limit
1217,KS2_19,WRITPROG_EAL_UPPER,SUPP,1.4,SUPP,SUPP,7.8,SUPP,,SUPP,,SUPP,SUPP,,,NA,7.4,SUPP,1.3,SUPP,SUPP,SUPP,1.8,3.9,SUPP,7.1,SUPP,,SUPP,,7.8,1,SUPP,3.9,SUPP,,6.4,SUPP,4.9,6.8,,,,,,,,,,,,,0,,Writing progress measure for EAL pupils - upper confidence limit
1218,KS2_19,WRITPROG_MOBN,-1.2,-2.6,0.3,-0.7,0.9,2.7,,0.2,,-2.8,-0.6,,,NA,1.8,-3.6,-1.6,-0.1,-1.7,-2.6,-2.1,1.1,1.2,3.8,-2.2,,-1.7,,1.8,-2.9,-4.8,1.8,1.7,,0.2,-1,0.2,1.1,,,,,,,,,,,,,0.1,,Writing progress measure for non-mobile pupils
1219,KS2_19,WRITPROG_MOBN_LOWER,-3.3,-5.4,-1.5,-2.8,-0.7,0.5,,-1.5,,-7.4,-2.3,,,NA,-0.4,-5.1,-3.1,-2.2,-3.8,-4.7,-3.4,-0.3,-0.5,2.3,-4.4,,-3.8,,-0.2,-5.6,-7.1,0.2,0.2,,-1.3,-2.8,-1.2,-0.9,,,,,,,,,,,,,0,,Writing progress measure for non-mobile pupils - lower confidence limit
1220,KS2_19,WRITPROG_MOBN_UPPER,1,0.1,2.1,1.4,2.6,4.9,,1.9,,1.7,1.1,,,NA,3.9,-2.1,0,2,0.4,-0.5,-0.9,2.6,3,5.3,-0.1,,0.4,,3.8,-0.2,-2.4,3.3,3.2,,1.7,0.8,1.7,3.1,,,,,,,,,,,,,0,,Writing progress measure for non-mobile pupils - upper confidence limit
1221,KS2_19,MATPROG_B,2,-1.7,5.4,-1.4,-1.9,-0.5,,-2.7,,SUPP,-1.3,,,-7,1.4,-1.4,3.3,1,-1.6,0.6,-0.2,3.1,1.2,7.4,-5.3,,0.3,,1.6,-3,-1.4,0,0.7,,2.5,1,4.1,3,,,,,,,,,,,,,0.7,,Maths progress measure for boys
1222,KS2_19,MATPROG_B_LOWER,-0.7,-4.5,3.1,-4.1,-4,-3.2,,-4.8,,SUPP,-3.5,,,-10.8,-1.2,-3.3,1.3,-2.4,-4.1,-2.1,-1.7,1.4,-1.2,5.2,-8.2,,-2.3,,-1.1,-6.2,-4.4,-2.2,-1.2,,0.6,-1.1,2.3,0.1,,,,,,,,,,,,,0,,Maths progress measure for boys - lower confidence limit
1223,KS2_19,MATPROG_B_UPPER,4.6,1.1,7.6,1.4,0.2,2.2,,-0.6,,SUPP,0.8,,,-3.3,4.1,0.5,5.3,4.3,0.9,3.4,1.4,4.8,3.6,9.7,-2.5,,3,,4.2,0.2,1.7,2.3,2.6,,4.3,3.2,5.8,5.8,,,,,,,,,,,,,0,,Maths progress measure for boys - upper confidence limit
1224,KS2_19,MATPROG_G,-1.1,SUPP,1.7,-0.1,-2.9,0.4,,-3.2,,SUPP,-2.5,,,SUPP,-2.6,-4.3,1.2,1.2,-5.1,2.5,-1.5,0.3,-0.6,5.8,-6.6,,-3.4,,-1.7,-2.5,-4.9,1.4,0.8,,-1.7,-0.6,1.2,0,,,,,,,,,,,,,-0.7,,Maths progress measure for girls
1225,KS2_19,MATPROG_G_LOWER,-4.3,SUPP,-0.8,-2.9,-5.1,-2.6,,-5.6,,SUPP,-4.8,,,SUPP,-5.6,-6.3,-0.8,-1.3,-8.3,-0.3,-3.2,-2,-2.8,4,-9.4,,-6.3,,-4.4,-6.8,-7.6,-0.6,-1.3,,-3.8,-2.9,-0.9,-2.6,,,,,,,,,,,,,0,,Maths progress measure for girls - lower confidence limit
1226,KS2_19,MATPROG_G_UPPER,2.1,SUPP,4.3,2.6,-0.7,3.5,,-0.8,,SUPP,-0.2,,,SUPP,0.3,-2.2,3.2,3.7,-2,5.2,0.2,2.6,1.6,7.6,-3.8,,-0.5,,1,1.8,-2.2,3.3,2.9,,0.5,1.8,3.3,2.6,,,,,,,,,,,,,0,,Maths progress measure for girls - upper confidence limit
1227,KS2_19,MATPROG_L,SUPP,-2.1,6.4,SUPP,SUPP,-4.3,,SUPP,,-3.5,SUPP,,,SUPP,0.1,NA,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,9.4,SUPP,,SUPP,,SUPP,-2.8,SUPP,-2.2,SUPP,,3,1,8.7,SUPP,,,,,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment
1228,KS2_19,MATPROG_L_LOWER,SUPP,-4.7,2.4,SUPP,SUPP,-8.3,,SUPP,,-7.8,SUPP,,,SUPP,-4.3,NA,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,7,SUPP,,SUPP,,SUPP,-5.4,SUPP,-6.5,SUPP,,-1.3,-2.7,4.9,SUPP,,,,,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment - lower confidence limit
1229,KS2_19,MATPROG_L_UPPER,SUPP,0.5,10.4,SUPP,SUPP,-0.4,,SUPP,,0.8,SUPP,,,SUPP,4.4,NA,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,11.9,SUPP,,SUPP,,SUPP,-0.2,SUPP,2.1,SUPP,,7.3,4.7,12.4,SUPP,,,,,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment - upper confidence limit
1230,KS2_19,MATPROG_M,2.1,NA,2.6,0.1,-2.2,1.6,,-4.2,,NA,-2.3,,,SUPP,-0.6,-3.6,0.7,0.8,-4.2,0.8,-1.4,1.5,0.5,6,-7.7,,-2.9,,-0.2,NA,-2.7,1.4,1.3,,-0.1,0.5,2.9,0.6,,,,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment
1231,KS2_19,MATPROG_M_LOWER,-0.7,NA,0.5,-2.5,-4.2,-1.4,,-6.3,,NA,-4.3,,,SUPP,-3.5,-5.3,-1.6,-1.5,-7,-2.3,-2.9,-0.2,-1.8,4,-10.3,,-5.5,,-2.5,NA,-5.3,-0.5,-0.5,,-2,-1.7,1.2,-1.9,,,,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - lower confidence limit
1232,KS2_19,MATPROG_M_UPPER,4.9,NA,4.8,2.6,-0.2,4.5,,-2,,NA,-0.2,,,SUPP,2.2,-1.8,3,3.1,-1.3,4,0.2,3.3,2.7,7.9,-5,,-0.2,,2.1,NA,0,3.3,3.1,,1.8,2.7,4.7,3.1,,,,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - upper confidence limit
1233,KS2_19,MATPROG_H,-0.3,NA,4.9,-0.2,-4.1,1.1,,-1.9,,NA,-2.7,,,SUPP,-0.3,-1.3,2.8,2,-1.8,1.9,0,3.5,0.6,2.8,-5.5,,0.2,,0.6,NA,-3.5,0.8,-0.3,,1.2,-0.5,0.1,2,,,,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment
1234,KS2_19,MATPROG_H_LOWER,-3.8,NA,1.2,-3.4,-6.7,-2.9,,-4.7,,NA,-5.5,,,SUPP,-3.8,-3.5,0.9,-2,-4.5,-0.5,-1.7,1,-1.8,-0.4,-9,,-2.8,,-3.1,NA,-7.5,-1.9,-2.8,,-1.1,-3.4,-2.3,-1.2,,,,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - lower confidence limit
1235,KS2_19,MATPROG_H_UPPER,3.2,NA,8.7,3,-1.4,5.1,,0.8,,NA,0.1,,,SUPP,3.2,1,4.7,6,1,4.4,1.7,5.9,3.1,5.9,-2,,3.3,,4.3,NA,0.5,3.5,2.1,,3.6,2.5,2.6,5.2,,,,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - upper confidence limit
1236,KS2_19,MATPROG_FSM6CLA1A,1,-2.4,5.2,-2.1,-3.6,-0.8,,-2.8,,SUPP,SUPP,,,SUPP,-0.9,-3.1,2.6,SUPP,-6.3,,-2.8,0.7,0.4,4.5,-7,,-3.2,,-1.1,-2.9,-3.8,0.3,1.2,,0.5,0.4,2.5,1.2,,,,,,,,,,,,,-0.7,,Maths progress measure for disadvantaged pupils
1237,KS2_19,MATPROG_FSM6CLA1A_LOWER,-1.7,-5.9,3,-4.6,-5.5,-3.3,,-5.8,,SUPP,SUPP,,,SUPP,-3.3,-5.3,0.1,SUPP,-10,,-5.3,-1.6,-1.6,2.4,-9.9,,-6.7,,-4.1,-6.1,-6.1,-2.4,-0.8,,-2.1,-1.5,0.8,-1.9,,,,,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - lower confidence limit
1238,KS2_19,MATPROG_FSM6CLA1A_UPPER,3.6,1.2,7.5,0.4,-1.7,1.7,,0.1,,SUPP,SUPP,,,SUPP,1.5,-1,5.1,SUPP,-2.6,,-0.2,2.9,2.4,6.5,-4,,0.3,,2,0.3,-1.4,2.9,3.2,,3,2.2,4.1,4.2,,,,,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - upper confidence limit
1239,KS2_19,MATPROG_NOTFSM6CLA1A,0.4,-1.8,1.9,1.2,-0.3,1.3,,-2.9,,SUPP,SUPP,,,,0.7,-2.4,2.1,SUPP,-1.6,SUPP,-0.3,3,0,8.2,-5.1,,-0.5,,0.7,-2.6,-2.1,1,0.3,,0.8,0.1,3.6,1.5,,,,,,,,,,,,,0.4,,Maths progress measure for non-disadvantaged pupils
1240,KS2_19,MATPROG_NOTFSM6CLA1A_LOWER,-2.8,-5.8,-0.6,-1.8,-2.8,-2.2,,-4.8,,SUPP,SUPP,,,,-2.8,-4.2,0.3,SUPP,-3.9,SUPP,-1.5,1.3,-2.8,6.3,-7.9,,-2.9,,-1.7,-6.9,-6.1,-0.7,-1.7,,-0.9,-3.1,1.4,-1,,,,,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - lower confidence limit
1241,KS2_19,MATPROG_NOTFSM6CLA1A_UPPER,3.5,2.2,4.5,4.2,2.2,4.8,,-1,,SUPP,SUPP,,,,4.3,-0.5,3.9,SUPP,0.7,SUPP,1,4.7,2.7,10.1,-2.4,,1.9,,3.1,1.7,1.9,2.8,2.3,,2.4,3.3,5.9,4,,,,,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - upper confidence limit
1242,KS2_19,DIFFN_MATPROG,0.6,-2.8,4.8,-2.5,-4,-1.2,,-3.2,,SUPP,SUPP,,,SUPP,-1.3,-3.5,2.2,SUPP,-6.7,,-3.2,0.3,0,4.1,-7.4,,-3.6,,-1.5,-3.3,-4.2,-0.1,0.8,,0.1,0,2.1,0.8,,,,,,,,,,,,,0,,Difference between maths progress measure for disadvantaged pupils in school and other pupils nationally
1243,KS2_19,MATPROG_EAL,SUPP,-2.9,SUPP,SUPP,3.2,SUPP,,SUPP,,SUPP,SUPP,,,NA,3.4,SUPP,3.3,SUPP,SUPP,SUPP,0.3,2.4,SUPP,8.6,SUPP,,SUPP,,2.7,-3.4,SUPP,0.8,SUPP,,4,SUPP,4.7,4.1,,,,,,,,,,,,,2.1,,Maths progress measure for EAL pupils
1244,KS2_19,MATPROG_EAL_LOWER,SUPP,-7.2,SUPP,SUPP,-0.8,SUPP,,SUPP,,SUPP,SUPP,,,NA,-0.6,SUPP,0.5,SUPP,SUPP,SUPP,-2.3,-0.1,SUPP,6.6,SUPP,,SUPP,,-1.3,-7.1,SUPP,-0.9,SUPP,,1.4,SUPP,0.4,0.6,,,,,,,,,,,,,0,,Maths progress measure for EAL pupils - lower confidence limit
1245,KS2_19,MATPROG_EAL_UPPER,SUPP,1.4,SUPP,SUPP,7.2,SUPP,,SUPP,,SUPP,SUPP,,,NA,7.4,SUPP,6,SUPP,SUPP,SUPP,2.9,5,SUPP,10.6,SUPP,,SUPP,,6.7,0.4,SUPP,2.4,SUPP,,6.6,SUPP,9,7.6,,,,,,,,,,,,,0,,Maths progress measure for EAL pupils - upper confidence limit
1246,KS2_19,MATPROG_MOBN,0.1,-2.1,4.4,-1.1,-1.9,-0.2,,-2.9,,-3.5,-1.9,,,NA,-0.5,-2.8,2.2,1.1,-2.9,1.7,-0.9,2.1,0.3,6.4,-6.1,,-1.3,,0,-2.8,-4.5,0.8,0.7,,0.7,0.8,2.8,1.4,,,,,,,,,,,,,0.1,,Maths progress measure for non-mobile pupils
1247,KS2_19,MATPROG_MOBN_LOWER,-2,-4.7,2.7,-3,-3.5,-2.4,,-4.5,,-7.8,-3.5,,,NA,-2.5,-4.2,0.8,-0.9,-4.9,-0.3,-2.1,0.8,-1.3,5,-8.2,,-3.3,,-1.9,-5.4,-6.7,-0.7,-0.7,,-0.7,-0.9,1.5,-0.5,,,,,,,,,,,,,0,,Maths progress measure for non-mobile pupils - lower confidence limit
1248,KS2_19,MATPROG_MOBN_UPPER,2.2,0.5,6.1,0.9,-0.3,1.9,,-1.3,,0.8,-0.3,,,NA,1.5,-1.4,3.7,3.1,-1,3.7,0.3,3.5,2,7.9,-4,,0.6,,1.9,-0.2,-2.3,2.3,2.2,,2.1,2.5,4.2,3.3,,,,,,,,,,,,,0,,Maths progress measure for non-mobile pupils - upper confidence limit
1249,KS2_19,READ_AVERAGE_B,104,,102,103,102,98,,103,,,102,,,99,103,104,107,103,101,107,104,106,108,101,98,,102,,102,,100,102,103,,104,104,105,106,,,,,,,,,,,,,103,,Average scaled score in reading for boys
1250,KS2_19,READ_AVERAGE_G,113,SUPP,106,107,103,104,,106,,SUPP,105,,,SUPP,103,103,108,108,107,115,106,105,106,102,100,,105,,107,,102,102,107,,105,103,105,109,,,,,,,,,,,,,106,,Average scaled score in reading for girls
1251,KS2_19,READ_AVERAGE_L,SUPP,,93,SUPP,SUPP,90,,SUPP,,,SUPP,,,SUPP,91,,SUPP,,,,SUPP,SUPP,SUPP,98,SUPP,,SUPP,,SUPP,,SUPP,93,SUPP,,96,95,96,SUPP,,,,,,,,,,,,,93,,Average scaled score in reading for pupils with low prior attainment
1252,KS2_19,READ_AVERAGE_M,106,,105,103,100,102,,101,,,103,,,SUPP,101,102,105,104,98,105,102,104,105,102,93,,100,,102,,102,101,103,,102,103,103,105,,,,,,,,,,,,,102,,Average scaled score in reading for pupils with medium prior attainment
1253,KS2_19,READ_AVERAGE_H,113,,110,109,106,106,,111,,,108,,,SUPP,112,108,109,114,109,114,109,112,111,108,110,,109,,112,,107,109,109,,111,111,113,112,,,,,,,,,,,,,110,,Average scaled score in reading for pupils with high prior attainment
1254,KS2_19,READ_AVERAGE_FSM6CLA1A,107,,105,104,101,100,,101,,SUPP,SUPP,,,SUPP,101,103,105,SUPP,102,,102,104,105,100,96,,101,,104,,101,99,103,,104,104,104,104,,,,,,,,,,,,,102,,Average scaled score in reading for disadvantaged pupils
1255,KS2_19,READ_AVERAGE_NOTFSM6CLA1A,108,,103,106,104,102,,106,,SUPP,SUPP,,,,107,104,108,SUPP,104,SUPP,106,107,108,104,101,,104,,105,,102,103,106,,105,103,108,110,,,,,,,,,,,,,105,,Average scaled score in reading for non-disadvantaged pupils
1256,KS2_19,READ_AVERAGE_EAL,SUPP,,SUPP,SUPP,102,SUPP,,SUPP,,SUPP,SUPP,,,,103,SUPP,108,SUPP,SUPP,SUPP,102,104,SUPP,102,SUPP,,SUPP,,102,,SUPP,102,SUPP,,106,105,106,109,,,,,,,,,,,,,104,,Average scaled score in reading for EAL pupils
1257,KS2_19,READ_AVERAGE_MOBN,107,,104,104,102,101,,104,,,103,,,,104,104,108,106,103,111,105,105,106,102,100,,103,,105,,102,102,105,,105,104,105,107,,,,,,,,,,,,,105,,Average scaled score in reading for MOBN pupils
1258,KS2_19,MAT_AVERAGE_B,105,,106,104,102,100,,101,,,102,,,101,103,105,111,106,105,107,105,108,109,109,100,,105,,105,,102,103,105,,107,105,106,107,,,,,,,,,,,,,105,,Average scaled score in maths for boys
1259,KS2_19,MAT_AVERAGE_G,108,SUPP,108,106,102,106,,102,,SUPP,104,,,SUPP,101,102,109,107,106,112,106,104,103,107,98,,103,,104,,101,106,106,,103,103,106,107,,,,,,,,,,,,,105,,Average scaled score in maths for girls
1260,KS2_19,MAT_AVERAGE_L,SUPP,,102,SUPP,SUPP,89,,SUPP,,,SUPP,,,SUPP,93,,SUPP,,,,SUPP,SUPP,SUPP,104,SUPP,,SUPP,,SUPP,,SUPP,94,SUPP,,95,95,99,SUPP,,,,,,,,,,,,,94,,Average scaled score in maths for pupils with low prior attainment
1261,KS2_19,MAT_AVERAGE_M,105,,105,103,100,105,,99,,,101,,,SUPP,102,100,105,104,100,105,102,104,104,108,95,,100,,102,,101,103,104,,103,103,106,104,,,,,,,,,,,,,103,,Average scaled score in maths for pupils with medium prior attainment
1262,KS2_19,MAT_AVERAGE_H,110,,116,110,106,111,,108,,,109,,,SUPP,110,109,114,113,110,112,110,114,111,113,106,,110,,112,,108,111,110,,111,110,111,112,,,,,,,,,,,,,110,,Average scaled score in maths for pupils with high prior attainment
1263,KS2_19,MAT_AVERAGE_FSM6CLA1A,106,,108,104,100,101,,97,,SUPP,SUPP,,,SUPP,102,103,108,SUPP,104,,100,104,106,106,97,,103,,102,,100,103,104,,104,103,105,105,,,,,,,,,,,,,103,,Average scaled score in maths for disadvantaged pupils
1264,KS2_19,MAT_AVERAGE_NOTFSM6CLA1A,106,,106,107,105,106,,103,,SUPP,SUPP,,,,104,104,111,SUPP,106,SUPP,107,108,106,110,100,,104,,106,,104,105,106,,106,104,109,108,,,,,,,,,,,,,106,,Average scaled score in maths for non-disadvantaged pupils
1265,KS2_19,MAT_AVERAGE_EAL,SUPP,,SUPP,SUPP,104,SUPP,,SUPP,,SUPP,SUPP,,,,105,SUPP,111,SUPP,SUPP,SUPP,106,106,SUPP,108,SUPP,,SUPP,,106,,SUPP,105,SUPP,,107,107,109,111,,,,,,,,,,,,,106,,Average scaled score in maths for EAL pupils
1266,KS2_19,MAT_AVERAGE_MOBN,106,,107,104,101,103,,101,,,103,,,,103,104,110,106,106,110,105,106,106,108,99,,104,,105,,101,105,105,,105,104,106,107,,,,,,,,,,,,,105,,Average scaled score in maths for MOBN pupils
1267,KS2_19,GPS_AVERAGE_B,106,,103,105,102,99,,104,,,101,,,99,104,107,111,107,105,107,108,109,109,107,100,,102,,108,,103,106,106,,107,108,106,106,,,,,,,,,,,,,105,,Average scaled score in GPS for boys
1268,KS2_19,GPS_AVERAGE_G,112,SUPP,108,112,104,105,,105,,SUPP,105,,,SUPP,101,105,112,108,108,113,111,109,105,109,101,,107,,109,,104,109,110,,108,108,109,109,,,,,,,,,,,,,107,,Average scaled score in GPS for girls
1269,KS2_19,GPS_AVERAGE_L,SUPP,,95,SUPP,SUPP,89,,SUPP,,,SUPP,,,SUPP,94,,SUPP,,,,SUPP,SUPP,SUPP,104,SUPP,,SUPP,,SUPP,,SUPP,97,SUPP,,98,97,95,SUPP,,,,,,,,,,,,,94,,Average scaled score in GPS for pupils with low prior attainment
1270,KS2_19,GPS_AVERAGE_M,106,,105,106,101,102,,103,,,102,,,SUPP,101,103,108,105,99,105,105,107,104,108,96,,101,,105,,104,107,105,,105,107,105,104,,,,,,,,,,,,,104,,Average scaled score in GPS for pupils with medium prior attainment
1271,KS2_19,GPS_AVERAGE_H,112,,114,114,108,110,,111,,,109,,,SUPP,111,112,114,116,113,113,115,117,112,115,110,,111,,116,,111,115,114,,114,115,117,114,,,,,,,,,,,,,113,,Average scaled score in GPS for pupils with high prior attainment
1272,KS2_19,GPS_AVERAGE_FSM6CLA1A,107,,105,107,102,99,,100,,SUPP,SUPP,,,SUPP,102,106,110,SUPP,103,,104,108,106,105,99,,102,,106,,104,105,107,,105,107,105,105,,,,,,,,,,,,,104,,Average scaled score in GPS for disadvantaged pupils
1273,KS2_19,GPS_AVERAGE_NOTFSM6CLA1A,109,,105,111,105,106,,107,,SUPP,SUPP,,,,105,106,112,SUPP,107,SUPP,111,110,108,111,101,,106,,109,,104,108,108,,108,109,110,109,,,,,,,,,,,,,107,,Average scaled score in GPS for non-disadvantaged pupils
1274,KS2_19,GPS_AVERAGE_EAL,SUPP,,SUPP,SUPP,105,SUPP,,SUPP,,SUPP,SUPP,,,,107,SUPP,112,SUPP,SUPP,SUPP,108,110,SUPP,108,SUPP,,SUPP,,107,,SUPP,108,SUPP,,111,110,113,112,,,,,,,,,,,,,108,,Average scaled score in GPS for EAL pupils
1275,KS2_19,GPS_AVERAGE_MOBN,108,,105,108,103,102,,105,,,103,,,,103,107,111,108,106,110,109,109,107,109,101,,105,,108,,104,107,108,,107,108,107,107,,,,,,,,,,,,,107,,Average scaled score in GPS for MOBN pupils
1276,KS2_19,PTREAD_EXP_L,SUPP,0%,29%,SUPP,SUPP,0%,,SUPP,,0%,SUPP,,,SUPP,0%,,SUPP,,,,SUPP,SUPP,SUPP,22%,SUPP,,SUPP,,SUPP,0%,SUPP,33%,SUPP,,17%,25%,25%,SUPP,,,,,,,,,,,,,16%,,Percentage of pupils with low prior attainment reaching the expected standard in reading
1277,KS2_19,PTREAD_EXP_M,71%,,83%,76%,61%,69%,,58%,,,78%,,,SUPP,57%,71%,77%,67%,43%,73%,71%,86%,91%,57%,25%,,50%,,64%,,75%,74%,76%,,68%,65%,67%,89%,,,,,,,,,,,,,70%,,Percentage of pupils with medium prior attainment reaching the expected standard in reading
1278,KS2_19,PTREAD_EXP_H,100%,,100%,91%,100%,100%,,100%,,,93%,,,SUPP,100%,95%,94%,100%,87%,100%,97%,100%,95%,100%,89%,,100%,,100%,,100%,93%,100%,,95%,100%,100%,100%,,,,,,,,,,,,,97%,,Percentage of pupils with high prior attainment reaching the expected standard in reading
1279,KS2_19,PTREAD_EXP_FSM6CLA1A,63%,0%,86%,72%,69%,53%,,54%,,SUPP,SUPP,,,SUPP,55%,79%,72%,SUPP,50%,,65%,83%,89%,44%,38%,,56%,,75%,0%,65%,71%,80%,,68%,68%,65%,83%,,,,,,,,,,,,,62%,,Percentage of disadvantaged pupils reaching the expected standard in reading
1280,KS2_19,PTREAD_EXP_NOTFSM6CLA1A,85%,0%,65%,83%,84%,78%,,74%,,SUPP,SUPP,,,,67%,79%,88%,SUPP,73%,SUPP,87%,89%,87%,62%,50%,,75%,,74%,0%,78%,73%,79%,,73%,57%,83%,94%,,,,,,,,,,,,,78%,,Percentage of non-disadvantaged pupils reaching the expected standard in reading
1281,KS2_19,PTGPS_EXP_L,SUPP,0%,14%,SUPP,SUPP,0%,,SUPP,,0%,SUPP,,,SUPP,0%,,SUPP,,,,SUPP,SUPP,SUPP,72%,SUPP,,SUPP,,SUPP,0%,SUPP,17%,SUPP,,50%,38%,25%,SUPP,,,,,,,,,,,,,17%,,"Percentage of pupils with low prior attainment reaching the expected standard in grammar, punctuation and spelling"
1282,KS2_19,PTGPS_EXP_M,86%,,92%,88%,61%,77%,,67%,,,63%,,,SUPP,71%,80%,95%,90%,50%,82%,81%,86%,77%,93%,19%,,63%,,77%,,75%,94%,85%,,84%,83%,83%,83%,,,,,,,,,,,,,77%,,"Percentage of pupils with medium prior attainment reaching the expected standard in grammar, punctuation and spelling"
1283,KS2_19,PTGPS_EXP_H,100%,,100%,100%,94%,100%,,100%,,,100%,,,SUPP,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,,100%,,100%,,100%,100%,100%,,100%,100%,100%,100%,,,,,,,,,,,,,99%,,"Percentage of pupils with high prior attainment reaching the expected standard in grammar, punctuation and spelling"
1284,KS2_19,PTGPS_EXP_FSM6CLA1A,75%,0%,86%,89%,60%,63%,,54%,,SUPP,SUPP,,,SUPP,65%,83%,100%,SUPP,50%,,71%,83%,86%,81%,23%,,78%,,83%,0%,70%,71%,87%,,79%,74%,78%,83%,,,,,,,,,,,,,67%,,"Percentage of disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling"
1285,KS2_19,PTGPS_EXP_NOTFSM6CLA1A,85%,0%,71%,83%,76%,67%,,81%,,SUPP,SUPP,,,,67%,88%,98%,SUPP,86%,SUPP,93%,89%,80%,94%,50%,,75%,,84%,0%,89%,91%,79%,,88%,100%,87%,89%,,,,,,,,,,,,,83%,,"Percentage of non-disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling"
1286,KS2_19,PTMAT_EXP_L,SUPP,0%,43%,SUPP,SUPP,0%,,SUPP,,0%,SUPP,,,SUPP,0%,,SUPP,,,,SUPP,SUPP,SUPP,67%,SUPP,,SUPP,,SUPP,0%,SUPP,17%,SUPP,,17%,13%,63%,SUPP,,,,,,,,,,,,,19%,,Percentage of pupils with low prior attainment reaching the expected standard in maths
1287,KS2_19,PTMAT_EXP_M,93%,,83%,71%,61%,85%,,46%,,,59%,,,SUPP,64%,54%,86%,86%,57%,100%,75%,89%,86%,96%,19%,,63%,,68%,,69%,90%,82%,,71%,70%,94%,83%,,,,,,,,,,,,,77%,,Percentage of pupils with medium prior attainment reaching the expected standard in maths
1288,KS2_19,PTMAT_EXP_H,100%,,100%,91%,100%,100%,,93%,,,100%,,,SUPP,100%,100%,100%,100%,100%,100%,95%,100%,100%,100%,89%,,100%,,100%,,100%,100%,100%,,100%,100%,100%,100%,,,,,,,,,,,,,99%,,Percentage of pupils with high prior attainment reaching the expected standard in maths
