No,Namespace,Variable,Silvertrees Academy - 140792,Reaside Academy - 139002,Northfield Road Primary School - 147155,Northfield Road Primary School - 103775,Hydesville Tower School - 104266,Four Oaks Primary School - 131920,St Edward's Catholic Primary School - 125707,St Edward's Catholic Primary School - 148125,Glebefields Primary School - 103925,St Pauls Church of England Academy - 140921,St James Catholic Primary School - 141820,Kings Hill Primary School - 104179,Woodlands - 145224,St Mary of the Angels Catholic Primary School - 104240,Hill West Primary School - 139520,Dudley Wood Primary School - 144078,Wednesbury Oak Academy - 140793,Salisbury Primary School - 104178,Lutley Primary School - 143783,Cradley CofE Primary School - 103846,Moorcroft Wood Primary School - 135016,Butts Primary School - 104147,St Patricks Church of England Primary Academy - 136320,Colley Lane Primary Academy - 142964,Romsley St Kenelm's CofE Primary School - 116846,West Midlands Education and Skills - 146563,Little Sutton Primary School - 103388,"St Patrick's Catholic Primary School, Walsall - 104233",Emmanuel School - 130323,Birchills Church of England Community Academy - 139435,St Martin's Church of England Primary School - 141825,Cooper and Jordan Church of England Primary School - 132073,Netherton CofE Primary School - 144418,Pinfold Street Primary School - 104176,Blowers Green Primary School - 103771,Blowers Green Primary School - 147708,Beaconside Primary and Nursery School - 116768,Little Aston Primary Academy - 148285,Little Aston Primary School - 124127,Caslon Primary Community  School - 103801,Holywell Primary and Nursery School - 132060,Gospel Oak School - 135599,St Francis of Assisi Catholic College - 104255,Aldridge School - A Science College - 137974,Queen Mary's High School - 136777,The Link Academy - 144952,Bloomfield School - 135518,West Walsall E-ACT Academy - 138374,Walsall College - 130483,Dudley College of Technology - 130475,National state-funded primary,National state-funded secondary and 16 to 18,Description
1229,KS2_19,MATPROG_L_UPPER,,SUPP,,SUPP,,SUPP,SUPP,,2.5,SUPP,SUPP,SUPP,-1.9,SUPP,SUPP,2.3,SUPP,9.4,SUPP,SUPP,6.8,SUPP,NA,6.9,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment - upper confidence limit
1230,KS2_19,MATPROG_M,,-1,,-5.9,,5,0.6,,1.3,1,0,4.4,NA,1.3,1.1,2.3,2,1.7,-2.4,3.6,4,0.2,-4.7,-0.6,-1.5,,5,-0.4,,-3.7,-0.8,1.5,-3,-2.4,2.6,,1,,-1,1.4,0,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment
1231,KS2_19,MATPROG_M_LOWER,,-2.9,,-7.9,,3.1,-1.7,,-0.4,-1.3,-3.1,2.2,NA,-1.5,-0.7,0.5,0.3,-0.2,-4.6,0.9,1.5,-2.3,-8.4,-2,-4.1,,3,-3,,-5.4,-3.6,-0.3,-4.9,-4.1,-0.7,,-1.5,,-4.5,-1.5,-1.7,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - lower confidence limit
1232,KS2_19,MATPROG_M_UPPER,,0.9,,-4,,6.9,2.9,,3.1,3.3,3,6.6,NA,4.1,2.9,4.1,3.6,3.7,-0.2,6.3,6.5,2.6,-1,0.8,1,,7.1,2.1,,-1.9,1.9,3.3,-1.2,-0.6,6,,3.4,,2.5,4.2,1.7,,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - upper confidence limit
1233,KS2_19,MATPROG_H,,0.5,,-5.9,,3.2,0.2,,0.8,0.6,-2,0.9,NA,0.8,2,3.9,1.8,SUPP,-2.6,-1,SUPP,1.2,0.2,0.6,-1.1,,3.1,2.7,,0,-4.4,0.6,-1.1,-4.8,1,,2.7,,-0.2,-2.9,0.1,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment
1234,KS2_19,MATPROG_H_LOWER,,-1.8,,-8,,1.2,-3.6,,-2.2,-3.4,-4.6,-2.3,NA,-2.4,-0.2,1.3,-1.1,SUPP,-3.9,-3.9,SUPP,-2.3,-1.9,-1.4,-4.4,,1.3,-1,,-2.8,-7.9,-1.5,-3.8,-7.4,-2,,-1.3,,-2.5,-6.1,-2.3,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - lower confidence limit
1235,KS2_19,MATPROG_H_UPPER,,2.9,,-3.9,,5.3,3.9,,3.9,4.6,0.5,4,NA,4,4.1,6.4,4.7,SUPP,-1.3,1.9,SUPP,4.8,2.4,2.6,2.3,,4.9,6.4,,2.8,-0.9,2.7,1.5,-2.3,4.1,,6.7,,2.2,0.2,2.6,,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - upper confidence limit
1236,KS2_19,MATPROG_FSM6CLA1A,,-0.2,,-5.7,,7.9,-2.3,,0.4,0.9,SUPP,3.1,-4.4,SUPP,-1,0.9,-0.1,2.7,-2.3,SUPP,3.3,0.9,SUPP,-0.6,SUPP,,4.7,-1.1,,-3.6,-3.6,0.9,-2.2,-2.6,3.8,,5.2,,SUPP,0.2,-2.6,,,,,,,,,,-0.7,,Maths progress measure for disadvantaged pupils
1237,KS2_19,MATPROG_FSM6CLA1A_LOWER,,-1.9,,-7.8,,3.9,-6.7,,-1.6,-2,SUPP,0.9,-8.1,SUPP,-5.3,-1.8,-2,0.5,-5.1,SUPP,1,-1.7,SUPP,-2.4,SUPP,,0.7,-4.2,,-5.9,-6.5,-2.8,-4.2,-4.5,0,,0.9,,SUPP,-2.4,-6.4,,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - lower confidence limit
1238,KS2_19,MATPROG_FSM6CLA1A_UPPER,,1.4,,-3.6,,11.9,2,,2.3,3.9,SUPP,5.4,-0.7,SUPP,3.3,3.7,1.8,5,0.5,SUPP,5.6,3.5,SUPP,1.2,SUPP,,8.7,1.9,,-1.4,-0.8,4.7,-0.3,-0.7,7.5,,9.5,,SUPP,2.7,1.1,,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - upper confidence limit
1239,KS2_19,MATPROG_NOTFSM6CLA1A,,-1.9,,-5.2,,3.9,1.5,,1.4,0.9,SUPP,4.3,-4.9,SUPP,1.8,2.8,4.2,2.5,-2.7,SUPP,4.1,0.4,SUPP,0.4,SUPP,,3.6,1.5,,-1.9,0.3,1.3,-2.1,-3.3,2.2,,0.5,,SUPP,-0.4,0.7,,,,,,,,,,0.4,,Maths progress measure for non-disadvantaged pupils
1240,KS2_19,MATPROG_NOTFSM6CLA1A_LOWER,,-5.3,,-7.1,,2.5,-0.6,,-0.6,-1.8,SUPP,1.8,-8.9,SUPP,0.4,1.2,2.1,0.1,-3.9,SUPP,0.4,-2.6,SUPP,-1.1,SUPP,,2.2,-1.2,,-3.8,-2.8,-0.2,-4.4,-5.4,-0.4,,-1.8,,SUPP,-3.4,-0.8,,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - lower confidence limit
1241,KS2_19,MATPROG_NOTFSM6CLA1A_UPPER,,1.4,,-3.3,,5.4,3.7,,3.4,3.5,SUPP,6.9,-0.9,SUPP,3.3,4.5,6.3,4.9,-1.5,SUPP,7.9,3.3,SUPP,1.8,SUPP,,5.1,4.3,,0.1,3.3,2.7,0.2,-1.3,4.9,,2.7,,SUPP,2.7,2.2,,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - upper confidence limit
1242,KS2_19,DIFFN_MATPROG,,-0.6,,-6.1,,7.5,-2.7,,0,0.5,SUPP,2.7,-4.8,SUPP,-1.4,0.5,-0.5,2.3,-2.7,SUPP,2.9,0.5,SUPP,-1,SUPP,,4.3,-1.5,,-4,-4,0.5,-2.6,-3,3.4,,4.8,,SUPP,-0.2,-3,,,,,,,,,,0,,Difference between maths progress measure for disadvantaged pupils in school and other pupils nationally
1243,KS2_19,MATPROG_EAL,,SUPP,,-1.4,,3.6,NA,,SUPP,SUPP,SUPP,5.7,SUPP,SUPP,SUPP,SUPP,SUPP,3.4,SUPP,SUPP,SUPP,1.2,1.3,0.3,SUPP,,SUPP,0.8,,-2,SUPP,SUPP,0.1,-1.6,3,,NA,,0.6,SUPP,SUPP,,,,,,,,,,2.1,,Maths progress measure for EAL pupils
1244,KS2_19,MATPROG_EAL_LOWER,,SUPP,,-4.7,,0.6,NA,,SUPP,SUPP,SUPP,3.3,SUPP,SUPP,SUPP,SUPP,SUPP,1.4,SUPP,SUPP,SUPP,-1.3,-3,-2,SUPP,,SUPP,-2.8,,-5.2,SUPP,SUPP,-4.2,-5.6,0.3,,NA,,-3,SUPP,SUPP,,,,,,,,,,0,,Maths progress measure for EAL pupils - lower confidence limit
1245,KS2_19,MATPROG_EAL_UPPER,,SUPP,,1.9,,6.5,NA,,SUPP,SUPP,SUPP,8.1,SUPP,SUPP,SUPP,SUPP,SUPP,5.4,SUPP,SUPP,SUPP,3.7,5.6,2.5,SUPP,,SUPP,4.3,,1.2,SUPP,SUPP,4.4,2.4,5.6,,NA,,4.1,SUPP,SUPP,,,,,,,,,,0,,Maths progress measure for EAL pupils - upper confidence limit
1246,KS2_19,MATPROG_MOBN,,-0.5,,-5.3,,4.4,0.8,,1.2,0.9,-1.5,3.6,-2.3,1.4,1.5,2.5,2,2.7,-2.6,1.9,3.5,0.5,-1,-0.1,-0.8,,3.8,0.6,,-2.6,-2.3,1.3,-1.6,-3,3,,1.5,,-0.4,-0.5,0.4,,,,,,,,,,0.1,,Maths progress measure for non-mobile pupils
1247,KS2_19,MATPROG_MOBN_LOWER,,-2,,-6.7,,3,-1.3,,-0.3,-1.1,-3.4,1.8,-5.4,-0.7,0.2,1.1,0.6,1,-3.8,0,1.6,-1.5,-2.9,-1.2,-2.8,,2.4,-1.6,,-4.1,-4.5,-0.1,-3.2,-4.4,0.8,,-0.5,,-2.4,-2.6,-1,,,,,,,,,,0,,Maths progress measure for non-mobile pupils - lower confidence limit
1248,KS2_19,MATPROG_MOBN_UPPER,,1,,-3.8,,5.8,2.8,,2.6,2.9,0.5,5.4,0.7,3.4,2.9,3.9,3.5,4.4,-1.5,3.8,5.5,2.5,0.9,1.1,1.2,,5.2,2.7,,-1.1,0,2.7,-0.1,-1.6,5.2,,3.5,,1.6,1.5,1.8,,,,,,,,,,0,,Maths progress measure for non-mobile pupils - upper confidence limit
1249,KS2_19,READ_AVERAGE_B,,107,,98,,107,102,,103,101,107,102,,106,105,104,104,102,107,106,97,103,108,101,104,,106,100,,104,100,105,98,101,106,,106,,106,104,103,,,,,,,,,,103,,Average scaled score in reading for boys
1250,KS2_19,READ_AVERAGE_G,,110,,101,,109,107,,104,106,108,106,SUPP,111,109,104,106,104,106,106,105,107,109,104,106,,111,106,,101,102,109,101,99,109,,105,,110,105,103,,,,,,,,,,106,,Average scaled score in reading for girls
1251,KS2_19,READ_AVERAGE_L,,SUPP,,SUPP,,SUPP,SUPP,,89,SUPP,SUPP,92,,SUPP,SUPP,88,SUPP,97,SUPP,SUPP,93,SUPP,,85,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,93,,Average scaled score in reading for pupils with low prior attainment
1252,KS2_19,READ_AVERAGE_M,,106,,96,,106,103,,103,102,105,104,,107,103,104,105,104,101,103,103,101,102,101,103,,106,102,,100,100,104,98,98,106,,104,,103,104,99,,,,,,,,,,102,,Average scaled score in reading for pupils with medium prior attainment
1253,KS2_19,READ_AVERAGE_H,,114,,104,,112,110,,112,112,109,109,,114,113,109,111,SUPP,108,110,SUPP,115,111,109,112,,112,110,,110,105,111,106,107,111,,112,,110,107,111,,,,,,,,,,110,,Average scaled score in reading for pupils with high prior attainment
1254,KS2_19,READ_AVERAGE_FSM6CLA1A,,108,,101,,102,102,,100,106,SUPP,103,,SUPP,101,104,104,103,107,SUPP,101,104,SUPP,98,SUPP,,106,102,,103,100,110,99,98,107,,107,,SUPP,104,99,,,,,,,,,,102,,Average scaled score in reading for disadvantaged pupils
1255,KS2_19,READ_AVERAGE_NOTFSM6CLA1A,,110,,99,,109,105,,107,103,SUPP,104,,SUPP,108,104,107,103,106,SUPP,103,106,SUPP,105,SUPP,,109,105,,102,102,106,101,102,108,,105,,SUPP,105,104,,,,,,,,,,105,,Average scaled score in reading for non-disadvantaged pupils
1256,KS2_19,READ_AVERAGE_EAL,,106,,96,,108,,,SUPP,SUPP,SUPP,103,SUPP,SUPP,SUPP,101,109,103,SUPP,SUPP,SUPP,103,114,100,SUPP,,SUPP,103,,102,SUPP,SUPP,102,100,109,,,,108,106,SUPP,,,,,,,,,,104,,Average scaled score in reading for EAL pupils
1257,KS2_19,READ_AVERAGE_MOBN,,109,,100,,109,104,,103,104,107,104,,109,107,104,106,103,106,106,102,105,109,103,105,,109,105,,103,101,107,100,100,108,,106,,108,105,103,,,,,,,,,,105,,Average scaled score in reading for MOBN pupils
1258,KS2_19,MAT_AVERAGE_B,,105,,101,,111,107,,104,106,107,107,,109,107,107,105,104,108,108,102,104,109,105,104,,110,104,,103,103,107,102,102,107,,107,,108,105,106,,,,,,,,,,105,,Average scaled score in maths for boys
1259,KS2_19,MAT_AVERAGE_G,,105,,100,,111,105,,105,106,106,108,SUPP,108,109,105,106,104,105,106,105,106,109,104,105,,111,106,,101,103,108,103,101,108,,103,,108,105,105,,,,,,,,,,105,,Average scaled score in maths for girls
1260,KS2_19,MAT_AVERAGE_L,,SUPP,,SUPP,,SUPP,SUPP,,90,SUPP,SUPP,95,,SUPP,SUPP,90,SUPP,98,SUPP,SUPP,96,SUPP,,96,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,94,,Average scaled score in maths for pupils with low prior attainment
1261,KS2_19,MAT_AVERAGE_M,,102,,97,,109,104,,105,104,104,108,,106,105,105,104,104,102,106,106,103,100,103,102,,108,103,,99,102,105,100,101,106,,104,,103,104,103,,,,,,,,,,103,,Average scaled score in maths for pupils with medium prior attainment
1262,KS2_19,MAT_AVERAGE_H,,111,,104,,114,111,,110,111,108,111,,111,113,114,111,SUPP,108,110,SUPP,112,112,111,110,,113,113,,110,106,111,109,105,112,,114,,111,107,111,,,,,,,,,,110,,Average scaled score in maths for pupils with high prior attainment
1263,KS2_19,MAT_AVERAGE_FSM6CLA1A,,105,,100,,108,103,,102,106,SUPP,106,,SUPP,104,104,103,103,106,SUPP,103,104,SUPP,102,SUPP,,107,102,,101,101,107,102,101,105,,110,,SUPP,104,100,,,,,,,,,,103,,Average scaled score in maths for disadvantaged pupils
1264,KS2_19,MAT_AVERAGE_NOTFSM6CLA1A,,106,,101,,111,106,,107,106,SUPP,108,,SUPP,109,107,108,106,107,SUPP,107,106,SUPP,107,SUPP,,111,108,,103,105,107,103,102,109,,105,,SUPP,106,106,,,,,,,,,,106,,Average scaled score in maths for non-disadvantaged pupils
1265,KS2_19,MAT_AVERAGE_EAL,,104,,100,,111,,,SUPP,SUPP,SUPP,109,SUPP,SUPP,SUPP,105,112,105,SUPP,SUPP,SUPP,105,112,104,SUPP,,SUPP,107,,103,SUPP,SUPP,105,101,109,,,,110,104,SUPP,,,,,,,,,,106,,Average scaled score in maths for EAL pupils
1266,KS2_19,MAT_AVERAGE_MOBN,,105,,101,,111,106,,104,106,107,108,,108,108,107,106,104,107,107,104,105,109,105,104,,111,105,,102,103,107,103,102,108,,106,,108,105,106,,,,,,,,,,105,,Average scaled score in maths for MOBN pupils
1267,KS2_19,GPS_AVERAGE_B,,108,,101,,110,105,,105,104,107,108,,111,108,104,102,106,108,106,101,104,110,103,106,,107,106,,107,103,106,101,103,109,,109,,105,106,107,,,,,,,,,,105,,Average scaled score in GPS for boys
1268,KS2_19,GPS_AVERAGE_G,,111,,103,,114,108,,108,110,108,112,SUPP,112,112,105,105,110,107,107,108,108,111,105,109,,112,110,,105,106,109,105,104,115,,109,,110,106,108,,,,,,,,,,107,,Average scaled score in GPS for girls
1269,KS2_19,GPS_AVERAGE_L,,SUPP,,SUPP,,SUPP,SUPP,,92,SUPP,SUPP,94,,SUPP,SUPP,87,SUPP,99,SUPP,SUPP,97,SUPP,,90,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,94,,Average scaled score in GPS for pupils with low prior attainment
1270,KS2_19,GPS_AVERAGE_M,,106,,98,,109,105,,106,106,106,112,,109,106,105,101,110,100,104,107,104,104,101,104,,105,105,,104,102,105,101,102,109,,108,,103,105,104,,,,,,,,,,104,,Average scaled score in GPS for pupils with medium prior attainment
1271,KS2_19,GPS_AVERAGE_H,,115,,106,,117,111,,115,113,108,113,,116,117,111,111,SUPP,111,112,SUPP,113,113,112,116,,115,115,,114,111,112,110,109,118,,116,,110,109,116,,,,,,,,,,113,,Average scaled score in GPS for pupils with high prior attainment
1272,KS2_19,GPS_AVERAGE_FSM6CLA1A,,109,,102,,104,105,,104,107,SUPP,108,,SUPP,106,105,101,105,108,SUPP,104,105,SUPP,99,SUPP,,103,107,,106,102,111,102,102,110,,112,,SUPP,106,105,,,,,,,,,,104,,Average scaled score in GPS for disadvantaged pupils
1273,KS2_19,GPS_AVERAGE_NOTFSM6CLA1A,,111,,102,,113,107,,108,108,SUPP,111,,SUPP,111,105,105,112,107,SUPP,107,108,SUPP,107,SUPP,,111,108,,106,106,108,103,104,114,,109,,SUPP,107,108,,,,,,,,,,107,,Average scaled score in GPS for non-disadvantaged pupils
1274,KS2_19,GPS_AVERAGE_EAL,,109,,101,,114,,,SUPP,SUPP,SUPP,111,SUPP,SUPP,SUPP,101,107,110,SUPP,SUPP,SUPP,107,112,104,SUPP,,SUPP,109,,107,SUPP,SUPP,105,105,114,,,,112,110,SUPP,,,,,,,,,,108,,Average scaled score in GPS for EAL pupils
1275,KS2_19,GPS_AVERAGE_MOBN,,109,,103,,112,107,,106,107,107,110,,112,110,105,104,108,107,107,105,106,111,104,107,,110,109,,106,104,108,103,103,112,,109,,107,106,108,,,,,,,,,,107,,Average scaled score in GPS for MOBN pupils
1276,KS2_19,PTREAD_EXP_L,,SUPP,,SUPP,,SUPP,SUPP,,14%,SUPP,SUPP,29%,0%,SUPP,SUPP,14%,SUPP,50%,SUPP,SUPP,38%,SUPP,,0%,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,16%,,Percentage of pupils with low prior attainment reaching the expected standard in reading
1277,KS2_19,PTREAD_EXP_M,,83%,,31%,,93%,76%,,71%,67%,83%,91%,,100%,76%,82%,85%,80%,44%,80%,72%,58%,75%,69%,71%,,96%,71%,,56%,60%,80%,50%,37%,90%,,90%,,89%,100%,58%,,,,,,,,,,70%,,Percentage of pupils with medium prior attainment reaching the expected standard in reading
1278,KS2_19,PTREAD_EXP_H,,100%,,92%,,100%,100%,,100%,100%,100%,100%,,100%,100%,100%,100%,SUPP,100%,100%,SUPP,100%,100%,97%,100%,,100%,88%,,100%,78%,96%,88%,100%,100%,,100%,,95%,100%,100%,,,,,,,,,,97%,,Percentage of pupils with high prior attainment reaching the expected standard in reading
1279,KS2_19,PTREAD_EXP_FSM6CLA1A,,81%,,56%,,71%,67%,,60%,85%,SUPP,79%,0%,SUPP,67%,80%,74%,70%,79%,SUPP,67%,71%,SUPP,57%,SUPP,,86%,69%,,56%,47%,70%,55%,45%,78%,,100%,,SUPP,78%,38%,,,,,,,,,,62%,,Percentage of disadvantaged pupils reaching the expected standard in reading
1280,KS2_19,PTREAD_EXP_NOTFSM6CLA1A,,100%,,62%,,98%,83%,,83%,65%,SUPP,81%,0%,SUPP,87%,77%,93%,76%,82%,SUPP,63%,69%,SUPP,82%,SUPP,,98%,75%,,67%,79%,87%,63%,68%,90%,,87%,,SUPP,100%,75%,,,,,,,,,,78%,,Percentage of non-disadvantaged pupils reaching the expected standard in reading
1281,KS2_19,PTGPS_EXP_L,,SUPP,,SUPP,,SUPP,SUPP,,14%,SUPP,SUPP,29%,0%,SUPP,SUPP,14%,SUPP,50%,SUPP,SUPP,25%,SUPP,,0%,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,17%,,"Percentage of pupils with low prior attainment reaching the expected standard in grammar, punctuation and spelling"
1282,KS2_19,PTGPS_EXP_M,,90%,,34%,,93%,86%,,82%,86%,100%,100%,,93%,85%,79%,72%,93%,52%,93%,100%,79%,88%,60%,82%,,81%,76%,,75%,67%,86%,59%,66%,90%,,90%,,78%,93%,76%,,,,,,,,,,77%,,"Percentage of pupils with medium prior attainment reaching the expected standard in grammar, punctuation and spelling"
1283,KS2_19,PTGPS_EXP_H,,100%,,88%,,100%,100%,,100%,100%,100%,100%,,100%,100%,100%,100%,SUPP,100%,100%,SUPP,100%,100%,100%,100%,,100%,100%,,100%,100%,100%,100%,100%,100%,,100%,,95%,100%,100%,,,,,,,,,,99%,,"Percentage of pupils with high prior attainment reaching the expected standard in grammar, punctuation and spelling"
1284,KS2_19,PTGPS_EXP_FSM6CLA1A,,91%,,60%,,71%,67%,,70%,92%,SUPP,88%,0%,SUPP,83%,80%,68%,74%,79%,SUPP,76%,76%,SUPP,49%,SUPP,,86%,77%,,67%,67%,80%,65%,68%,78%,,100%,,SUPP,78%,75%,,,,,,,,,,67%,,"Percentage of disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling"
1285,KS2_19,PTGPS_EXP_NOTFSM6CLA1A,,90%,,59%,,98%,92%,,86%,82%,SUPP,90%,0%,SUPP,91%,75%,81%,95%,85%,SUPP,88%,85%,SUPP,80%,SUPP,,91%,81%,,80%,86%,92%,71%,79%,95%,,87%,,SUPP,92%,82%,,,,,,,,,,83%,,"Percentage of non-disadvantaged pupils reaching the expected standard in grammar, punctuation and spelling"
1286,KS2_19,PTMAT_EXP_L,,SUPP,,SUPP,,SUPP,SUPP,,14%,SUPP,SUPP,14%,0%,SUPP,SUPP,0%,SUPP,50%,SUPP,SUPP,25%,SUPP,,17%,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,19%,,Percentage of pupils with low prior attainment reaching the expected standard in maths
1287,KS2_19,PTMAT_EXP_M,,73%,,38%,,100%,90%,,87%,86%,92%,96%,,100%,88%,85%,77%,90%,76%,93%,89%,74%,63%,76%,76%,,100%,71%,,47%,80%,86%,53%,66%,90%,,85%,,78%,79%,87%,,,,,,,,,,77%,,Percentage of pupils with medium prior attainment reaching the expected standard in maths
1288,KS2_19,PTMAT_EXP_H,,100%,,92%,,100%,100%,,100%,100%,100%,100%,,100%,100%,100%,100%,SUPP,97%,100%,SUPP,100%,100%,100%,100%,,100%,100%,,93%,100%,100%,94%,100%,100%,,100%,,100%,100%,100%,,,,,,,,,,99%,,Percentage of pupils with high prior attainment reaching the expected standard in maths
1289,KS2_19,PTMAT_EXP_FSM6CLA1A,,79%,,60%,,86%,83%,,70%,85%,SUPP,79%,0%,SUPP,100%,67%,71%,78%,86%,SUPP,67%,82%,SUPP,66%,SUPP,,86%,69%,,48%,73%,70%,55%,65%,78%,,100%,,SUPP,72%,63%,,,,,,,,,,67%,,Percentage of disadvantaged pupils reaching the expected standard in maths
1290,KS2_19,PTMAT_EXP_NOTFSM6CLA1A,,80%,,65%,,98%,92%,,93%,88%,SUPP,90%,0%,SUPP,92%,82%,85%,86%,88%,SUPP,88%,77%,SUPP,88%,SUPP,,100%,81%,,63%,86%,92%,75%,79%,95%,,83%,,SUPP,100%,94%,,,,,,,,,,84%,,Percentage of non-disadvantaged pupils reaching the expected standard in maths
1291,KS2_19,PTWRITTA_EXP_L,,SUPP,,SUPP,,SUPP,SUPP,,14%,SUPP,SUPP,14%,0%,SUPP,SUPP,14%,SUPP,38%,SUPP,SUPP,38%,SUPP,,0%,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,15%,,Percentage of pupils with low prior attainment reaching the expected standard in writing
1292,KS2_19,PTWRITTA_EXP_M,,80%,,34%,,90%,81%,,63%,81%,83%,96%,,93%,88%,85%,82%,90%,80%,100%,100%,89%,75%,76%,65%,,100%,76%,,58%,80%,89%,72%,77%,90%,,90%,,67%,79%,97%,,,,,,,,,,78%,,Percentage of pupils with medium prior attainment reaching the expected standard in writing
1293,KS2_19,PTWRITTA_EXP_H,,100%,,96%,,100%,100%,,100%,100%,100%,100%,,100%,100%,100%,100%,SUPP,100%,100%,SUPP,100%,100%,100%,100%,,100%,100%,,100%,100%,100%,76%,100%,100%,,100%,,100%,100%,100%,,,,,,,,,,99%,,Percentage of pupils with high prior attainment reaching the expected standard in writing
1294,KS2_19,PTWRITTA_EXP_FSM6CLA1A,,84%,,68%,,71%,83%,,50%,85%,SUPP,79%,0%,SUPP,83%,80%,77%,65%,93%,SUPP,81%,82%,SUPP,60%,SUPP,,86%,77%,,56%,73%,80%,77%,71%,67%,,100%,,SUPP,72%,88%,,,,,,,,,,68%,,Percentage of disadvantaged pupils reaching the expected standard in writing
1295,KS2_19,PTWRITTA_EXP_NOTFSM6CLA1A,,80%,,59%,,94%,83%,,83%,82%,SUPP,90%,0%,SUPP,94%,80%,85%,95%,91%,SUPP,88%,92%,SUPP,89%,SUPP,,100%,81%,,70%,93%,92%,71%,86%,95%,,87%,,SUPP,83%,96%,,,,,,,,,,83%,,Percentage of non-disadvantaged pupils reaching the expected standard in writing
1296,KS2_19,PTREAD_HIGH_L,,SUPP,,SUPP,,SUPP,SUPP,,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,SUPP,,0%,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,1%,,Percentage of pupils with low prior attainment achieving a high score in reading
1297,KS2_19,PTREAD_HIGH_M,,23%,,0%,,20%,5%,,16%,10%,42%,9%,,14%,15%,27%,21%,10%,16%,7%,11%,5%,13%,13%,18%,,23%,6%,,3%,0%,14%,0%,6%,10%,,5%,,11%,0%,0%,,,,,,,,,,15%,,Percentage of pupils with medium prior attainment achieving a high score in reading
1298,KS2_19,PTREAD_HIGH_H,,85%,,15%,,67%,50%,,67%,86%,41%,55%,,82%,88%,47%,54%,SUPP,39%,54%,SUPP,89%,54%,52%,70%,,67%,50%,,57%,22%,58%,35%,29%,58%,,71%,,67%,27%,68%,,,,,,,,,,56%,,Percentage of pupils with high prior attainment achieving a high score in reading
1299,KS2_19,PTREAD_HIGH_FSM6CLA1A,,47%,,12%,,0%,0%,,13%,38%,SUPP,21%,0%,SUPP,17%,33%,16%,17%,36%,SUPP,10%,24%,SUPP,11%,SUPP,,29%,8%,,15%,7%,50%,13%,6%,22%,,17%,,SUPP,11%,25%,,,,,,,,,,17%,,Percentage of disadvantaged pupils achieving a high score in reading
1300,KS2_19,PTREAD_HIGH_NOTFSM6CLA1A,,40%,,3%,,47%,21%,,41%,18%,SUPP,14%,0%,SUPP,47%,30%,41%,10%,31%,SUPP,38%,38%,SUPP,32%,SUPP,,49%,25%,,17%,7%,28%,8%,18%,30%,,22%,,SUPP,8%,22%,,,,,,,,,,31%,,Percentage of non-disadvantaged pupils achieving a high score in reading
1301,KS2_19,PTGPS_HIGH_L,,SUPP,,SUPP,,SUPP,SUPP,,14%,SUPP,SUPP,0%,0%,SUPP,SUPP,0%,SUPP,13%,SUPP,SUPP,0%,SUPP,,0%,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,,2%,,"Percentage of pupils with low prior attainment achieving a high score in grammar, punctuation and spelling"
