No,Namespace,Variable,Mayfield School - 103619,St John's & St Peter's CofE Academy - 138883,St Edmund's Catholic Primary School - 103440,West House School - 103575,Percy Shurmer Academy - 138410,St Francis Catholic Primary School - 103437,Anglesey Primary School - 132074,Adderley Primary School - 103159,Prince Albert Junior and Infant School - 142230,Mansfield Green E-ACT Academy - 138998,The Oratory Roman Catholic Primary School - 103427,Wyndcliffe Primary School - 141319,Christ Church CofE Controlled Primary School and Nursery - 103397,St George's School Edgbaston - 103564,Heath Mount Primary School - 103333,St Clement's Church of England Academy - 138432,The Lambs Christian School - 134091,St George's Church of England Primary School - 139267,The Wisdom Academy - 135882,St Patrick's Catholic Primary School - 103439,Manor Park Primary Academy - 141977,St Saviour's C of E Primary School - 103406,Al-Hijrah School - 133306,Iqra Girls High School - 145186,Ladypool Primary School - 103265,Heathfield Primary School - 142231,Hallfield School - 103568,Barford Primary School - 103162,Priory School - 103566,Holte School - 103509,Hazrat Khadijatul Kubra Girls School - 136123,Birmingham Independent College - 143418,Heritage Academy - 147038,King Edward VI Aston School - 137043,Mander Portman Woodward Independent College - 103587,Orion School - 147234,Future First Independent School - 135422,Green Heath School - 135688,R.Y.A.N Education Academy - 139706,Hopwood Hall School - 146780,Holy Trinity Catholic School - 103538,Holy Trinity Catholic School - 144719,Bordesley Green Girls' School & Sixth Form - 103493,Birchfield Independent Girls' School - 103591,Al Huda Girls' School - 103595,Small Heath Leadership Academy - 144464,Redstone Academy for Girls - 148157,Redstone  Academy for Boys - 137560,BOA Stage and Screen Production Academy - 148635,Joseph Chamberlain Sixth Form College - 130468,National state-funded primary,National state-funded secondary and 16 to 18,Description
1150,KS2_19,PTRWM_EXP_FSM6CLA1A,0%,41%,56%,,59%,69%,57%,58%,79%,59%,50%,47%,79%,,53%,61%,,63%,,71%,43%,52%,67%,,54%,66%,,55%,,,,,,,,,,,,,,,,,,,,,,,51%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths"
1151,KS2_19,PTRWM_EXP_NOTFSM6CLA1A,0%,57%,92%,,50%,59%,56%,57%,78%,46%,50%,59%,91%,,50%,82%,,70%,,65%,65%,75%,72%,,44%,71%,,53%,,,,,,,,,,,,,,,,,,,,,,,71%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths"
1152,KS2_19,DIFFN_RWM_EXP,-71,-30,-15,,-12,-2,-14,-13,8,-12,-21,-24,8,,-18,-10,,-8,,0,-28,-19,-4,,-17,-5,,-16,,,,,,,,,,,,,,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils reaching the expected standard in reading, writing and maths "
1153,KS2_19,PTRWM_EXP_EAL,0%,47%,80%,,47%,60%,58%,58%,78%,53%,43%,54%,78%,,56%,59%,,50%,,76%,55%,67%,71%,,52%,73%,,52%,,,,,,,,,,,,,,,,,,,,,,,64%,,"Percentage of EAL pupils reaching the expected standard in reading, writing and maths"
1154,KS2_19,PTRWM_EXP_MOBN,0%,39%,70%,,53%,66%,58%,60%,79%,54%,50%,59%,83%,,54%,73%,,67%,,70%,56%,69%,72%,,51%,68%,,56%,,,,,,,,,,,,,,,,,,,,,,,66%,,"Percentage of non-mobile pupils reaching the expected standard in reading, writing and maths"
1155,KS2_19,PTRWM_HIGH_B,0%,0%,0%,,0%,0%,7%,8%,6%,7%,6%,8%,9%,,3%,0%,,0%,,19%,8%,0%,7%,,6%,3%,,0%,,,,,,,,,,,,,,,,,,,,,,,9%,,Percentage of boys achieving a high score in reading and maths and working at greater depth in writing
1156,KS2_19,PTRWM_HIGH_G,0%,6%,6%,,4%,0%,2%,9%,9%,7%,7%,10%,37%,,12%,7%,,9%,,0%,10%,20%,24%,,4%,3%,,9%,,,,,,,,,,,,,,,,,,,,,,,13%,,"Percentage of girls reaching the HIGHected standard in reading, writing and maths"
1157,KS2_19,PTRWM_HIGH_L,0%,SUPP,SUPP,,SUPP,0%,0%,SUPP,0%,SUPP,,0%,,,SUPP,SUPP,,,,SUPP,0%,SUPP,,,0%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,0%,,Percentage of pupils with low prior attainment achieving a high score in reading and maths and working at greater depth in writing
1158,KS2_19,PTRWM_HIGH_M,,0%,5%,,0%,0%,0%,3%,0%,0%,5%,0%,15%,,0%,0%,,0%,,11%,8%,3%,0%,,0%,0%,,0%,,,,,,,,,,,,,,,,,,,,,,,2%,,Percentage of pupils with medium prior attainment achieving a high score in reading and maths and working at greater depth in writing
1159,KS2_19,PTRWM_HIGH_H,,SUPP,SUPP,,10%,0%,26%,18%,29%,36%,17%,36%,40%,,44%,11%,,11%,,14%,SUPP,28%,29%,,20%,12%,,25%,,,,,,,,,,,,,,,,,,,,,,,29%,,Percentage of pupils with high prior attainment achieving a high score in reading and maths and working at greater depth in writing
1160,KS2_19,PTRWM_HIGH_FSM6CLA1A,0%,5%,0%,,0%,0%,3%,8%,7%,6%,8%,5%,11%,,0%,0%,,0%,,7%,7%,4%,13%,,6%,3%,,7%,,,,,,,,,,,,,,,,,,,,,,,5%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1161,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A,0%,0%,8%,,4%,0%,5%,10%,7%,8%,6%,13%,55%,,18%,9%,,10%,,12%,12%,16%,17%,,4%,2%,,3%,,,,,,,,,,,,,,,,,,,,,,,13%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1162,KS2_19,DIFFN_RWM_HIGH,-13,-8,-13,,-13,-13,-10,-5,-6,-7,-5,-8,-2,,-13,-13,,-13,,-6,-6,-9,0,,-7,-10,,-6,,,,,,,,,,,,,,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils achieving a high score in reading, writing and maths "
1163,KS2_19,PTRWM_HIGH_EAL,0%,7%,7%,,0%,0%,4%,8%,8%,6%,7%,9%,28%,,8%,0%,,10%,,14%,9%,9%,16%,,5%,2%,,3%,,,,,,,,,,,,,,,,,,,,,,,11%,,Percentage of EAL pupils achieving a high score in reading and maths and working at greater depth in writing
1164,KS2_19,PTRWM_HIGH_MOBN,0%,4%,4%,,0%,0%,4%,9%,7%,8%,7%,9%,27%,,8%,4%,,4%,,7%,9%,11%,15%,,5%,2%,,6%,,,,,,,,,,,,,,,,,,,,,,,11%,,Percentage of non-mobile pupils achieving a high score in reading and maths and working at greater depth in writing
1165,KS2_19,READPROG_B,-0.3,-2.7,0.1,,-2.7,2.6,1.3,-5.1,1.9,-1,-2.1,-0.3,0.4,,-0.6,-3,,-0.7,,0.9,1.4,-2.4,-1.1,,-4.6,0.4,,-1.3,,,,,,,,,,,,,,,,,,,,,,,-0.5,,Reading progress measure for boys
1166,KS2_19,READPROG_B_LOWER,-3.3,-6.3,-3.4,,-4.8,0,-0.4,-7.1,0.2,-3.5,-5.2,-2.1,-3.4,,-3,-6.3,,-3.8,,-2.6,-1.1,-4.7,-3.3,,-6.9,-1.7,,-3.9,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for boys - lower confidence limit
1167,KS2_19,READPROG_B_UPPER,2.7,1,3.5,,-0.5,5.3,3,-3.1,3.7,1.4,1.1,1.5,4.3,,1.8,0.2,,2.3,,4.4,3.9,-0.1,1.2,,-2.3,2.4,,1.2,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for boys - upper confidence limit
1168,KS2_19,READPROG_G,SUPP,-1.1,2.4,,-0.5,3.9,2.7,-5.9,3.7,-0.1,-1.2,1.3,-0.3,,-0.4,0.7,,-0.9,,0.9,5.9,-1.9,0.1,,-2.6,0.1,,-0.6,,,,,,,,,,,,,,,,,,,,,,,0.6,,Reading progress measure for girls
1169,KS2_19,READPROG_G_LOWER,SUPP,-4.3,-0.7,,-3,1.7,1.1,-7.9,1.9,-2.5,-4.6,-0.9,-3.1,,-2.9,-2.9,,-4.8,,-2.4,3.5,-4.1,-2.3,,-5.3,-2,,-2.7,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for girls - lower confidence limit
1170,KS2_19,READPROG_G_UPPER,SUPP,2.2,5.6,,2,6.1,4.3,-4,5.6,2.4,2.2,3.4,2.6,,2,4.4,,2.9,,4.1,8.2,0.3,2.5,,0,2.3,,1.5,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for girls - upper confidence limit
1171,KS2_19,READPROG_L,0.1,SUPP,SUPP,,SUPP,1.2,4.4,SUPP,4,SUPP,NA,0.9,NA,,SUPP,SUPP,,NA,,SUPP,6.6,SUPP,NA,,-0.4,0.1,,-3.6,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment
1172,KS2_19,READPROG_L_LOWER,-2.5,SUPP,SUPP,,SUPP,-2.9,1.5,SUPP,-0.5,SUPP,NA,-2.2,NA,,SUPP,SUPP,,NA,,SUPP,3.9,SUPP,NA,,-4.9,-4,,-8.2,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - lower confidence limit
1173,KS2_19,READPROG_L_UPPER,2.8,SUPP,SUPP,,SUPP,5.2,7.4,SUPP,8.6,SUPP,NA,4,NA,,SUPP,SUPP,,NA,,SUPP,9.3,SUPP,NA,,4.2,4.1,,1,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - upper confidence limit
1174,KS2_19,READPROG_M,NA,-1.1,1.8,,-1.8,3.9,1.2,-5.9,4.4,-2.4,-1.7,0.7,1,,-0.8,0.7,,0.2,,3.1,2.6,-2.1,0.3,,-5.7,0.7,,-0.6,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment
1175,KS2_19,READPROG_M_LOWER,NA,-4.1,-0.9,,-3.7,1.8,-0.2,-7.8,2.8,-4.5,-4.2,-1.2,-2.3,,-2.8,-2.6,,-2.7,,0.2,0.2,-4.1,-2.1,,-8.1,-1.1,,-2.6,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - lower confidence limit
1176,KS2_19,READPROG_M_UPPER,NA,2,4.5,,0.1,5.9,2.6,-4,5.9,-0.3,0.9,2.6,4.4,,1.1,3.9,,3.1,,6.1,5,-0.1,2.6,,-3.4,2.6,,1.5,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - upper confidence limit
1177,KS2_19,READPROG_H,NA,SUPP,SUPP,,-4.7,3.8,3.4,-5.3,-1.7,3.6,-1.6,-0.6,-0.9,,2.1,-2.6,,-2.7,,-4.5,SUPP,-1.3,-1.3,,-1.9,-0.8,,-0.3,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment
1178,KS2_19,READPROG_H_LOWER,NA,SUPP,SUPP,,-8.6,-0.5,0.6,-7.4,-4.2,0,-6.6,-3.2,-4.1,,-2,-6.7,,-6.8,,-9,SUPP,-4.2,-3.6,,-5,-3.7,,-3.8,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - lower confidence limit
1179,KS2_19,READPROG_H_UPPER,NA,SUPP,SUPP,,-0.9,8,6.2,-3.2,0.7,7.3,3.3,2,2.2,,6.1,1.4,,1.3,,0.1,SUPP,1.5,1,,1.2,2.1,,3.2,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - upper confidence limit
1180,KS2_19,READPROG_FSM6CLA1A,SUPP,SUPP,1.8,,-1.7,4.2,1.7,-5.1,3.8,-0.1,-2.4,1,-1.1,,-1,-2.7,,-0.2,,1.8,4.2,-3.2,-0.3,,-3.4,1.2,,-0.3,,,,,,,,,,,,,,,,,,,,,,,-0.6,,Reading progress measure for disadvantaged pupils
1181,KS2_19,READPROG_FSM6CLA1A_LOWER,SUPP,SUPP,-1.1,,-3.8,2.1,0.2,-6.8,1.9,-2.3,-5.9,-0.9,-4,,-3.2,-5.6,,-3.1,,-1.6,1.9,-5.5,-2.6,,-5.5,-1,,-2.5,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - lower confidence limit
1182,KS2_19,READPROG_FSM6CLA1A_UPPER,SUPP,SUPP,4.8,,0.3,6.3,3.3,-3.4,5.7,2.1,1.1,2.9,1.7,,1.3,0.2,,2.6,,5.1,6.4,-0.8,1.9,,-1.2,3.4,,1.9,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - upper confidence limit
1183,KS2_19,READPROG_NOTFSM6CLA1A,SUPP,SUPP,0.6,,-1.7,1.8,2.4,-6.3,1.9,-1.3,-1.1,-0.3,1.9,,0.1,1.4,,-2.1,,0,3.1,-1.3,-0.8,,-4.5,-0.5,,-1.6,,,,,,,,,,,,,,,,,,,,,,,0.3,,Reading progress measure for non-disadvantaged pupils
1184,KS2_19,READPROG_NOTFSM6CLA1A_LOWER,SUPP,SUPP,-3.2,,-4.3,-1,0.7,-8.7,0.2,-4,-4.1,-2.4,-1.9,,-2.5,-2.9,,-6.4,,-3.4,0.5,-3.4,-3.2,,-7.5,-2.5,,-4,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - lower confidence limit
1185,KS2_19,READPROG_NOTFSM6CLA1A_UPPER,SUPP,SUPP,4.5,,1,4.7,4.1,-3.9,3.6,1.5,1.9,1.7,5.7,,2.8,5.7,,2.2,,3.4,5.7,0.9,1.6,,-1.5,1.5,,0.8,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - upper confidence limit
1186,KS2_19,DIFFN_READPROG,SUPP,SUPP,1.5,,-2,3.9,1.4,-5.4,3.5,-0.4,-2.7,0.7,-1.4,,-1.3,-3,,-0.5,,1.5,3.9,-3.5,-0.6,,-3.7,0.9,,-0.6,,,,,,,,,,,,,,,,,,,,,,,0,,Difference between reading progress measure for disadvantaged pupils in school and other pupils nationally
1187,KS2_19,READPROG_EAL,-0.5,-1.9,2.3,,-2.1,3.5,2.3,-6,3.2,-0.8,-0.8,0.3,0.4,,-0.5,-2.5,,0,,1.6,4.1,-2,-0.6,,-3.4,0,,0,,,,,,,,,,,,,,,,,,,,,,,0.8,,Reading progress measure for EAL pupils
1188,KS2_19,READPROG_EAL_LOWER,-3.7,-5.5,-1.1,,-3.9,1.1,1.1,-7.5,1.9,-2.7,-4.3,-1.1,-2.6,,-2.2,-5.7,,-4.3,,-1.3,2.2,-3.6,-2.2,,-5.3,-1.6,,-2.4,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - lower confidence limit
1189,KS2_19,READPROG_EAL_UPPER,2.7,1.8,5.6,,-0.4,5.9,3.5,-4.5,4.5,1.1,2.6,1.7,3.5,,1.3,0.7,,4.3,,4.6,6.1,-0.3,1.1,,-1.6,1.6,,2.3,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - upper confidence limit
1190,KS2_19,READPROG_MOBN,0.1,-3.1,1.5,,-2,3.4,1.8,-5.7,2.8,-0.2,-1.7,0.1,0,,-0.8,-1.4,,-0.9,,0.1,3.9,-1.7,-0.7,,-3.8,0.1,,-1,,,,,,,,,,,,,,,,,,,,,,,0.1,,Reading progress measure for non-mobile pupils
1191,KS2_19,READPROG_MOBN_LOWER,-2.5,-5.6,-0.9,,-3.6,1.7,0.6,-7.1,1.5,-2,-3.9,-1.4,-2.3,,-2.6,-3.8,,-3.3,,-2.4,2.1,-3.3,-2.4,,-5.5,-1.5,,-2.7,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - lower confidence limit
1192,KS2_19,READPROG_MOBN_UPPER,2.8,-0.5,3.9,,-0.3,5.1,2.9,-4.3,4,1.6,0.6,1.5,2.2,,0.9,1,,1.5,,2.7,5.6,0,1,,-2,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - upper confidence limit
1193,KS2_19,WRITPROG_B,-0.5,-0.4,-1.3,,2.5,0.6,-1.9,-1.3,0.3,3,-1,1.6,1.3,,-0.6,-2.8,,-2.7,,-1.4,3.8,-1.2,-2.7,,-2.6,-0.4,,-1.2,,,,,,,,,,,,,,,,,,,,,,,-0.7,,Writing progress measure for boys
1194,KS2_19,WRITPROG_B_LOWER,-3.2,-3.8,-4.6,,0.5,-1.9,-3.4,-3.1,-1.3,0.8,-3.9,-0.1,-2.2,,-2.8,-5.8,,-5.5,,-4.5,1.5,-3.3,-4.7,,-4.7,-2.2,,-3.6,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for boys - lower confidence limit
1195,KS2_19,WRITPROG_B_UPPER,2.2,2.9,1.9,,4.5,3,-0.3,0.5,1.9,5.2,1.8,3.3,4.9,,1.6,0.1,,0.1,,1.7,6.1,1,-0.6,,-0.4,1.5,,1.2,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for boys - upper confidence limit
1196,KS2_19,WRITPROG_G,SUPP,1,0.9,,1.6,-0.1,-0.1,-0.8,0.9,2.3,0.5,2.9,0.5,,0,1.2,,-2.3,,-2.9,6.3,0.2,-0.1,,-0.8,0.6,,-1,,,,,,,,,,,,,,,,,,,,,,,0.8,,Wwriting progress measure for girls
1197,KS2_19,WRITPROG_G_LOWER,SUPP,-2,-2,,-0.7,-2.1,-1.6,-2.6,-0.8,0,-2.6,0.9,-2.1,,-2.3,-2.1,,-5.8,,-5.9,4.1,-1.8,-2.3,,-3.3,-1.4,,-3,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for girls - lower confidence limit
1198,KS2_19,WRITPROG_G_UPPER,SUPP,4,3.8,,3.9,2,1.3,0.9,2.6,4.6,3.6,4.9,3.1,,2.3,4.6,,1.3,,0.1,8.5,2.3,2.2,,1.6,2.5,,1,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for girls - upper confidence limit
1199,KS2_19,WRITPROG_L,0,SUPP,SUPP,,SUPP,0.8,0.7,SUPP,5.1,SUPP,NA,5.1,NA,,SUPP,SUPP,,NA,,SUPP,5.9,SUPP,NA,,-0.2,-2.2,,-2.4,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment
1200,KS2_19,WRITPROG_L_LOWER,-2.4,SUPP,SUPP,,SUPP,-2.9,-2,SUPP,0.8,SUPP,NA,2.3,NA,,SUPP,SUPP,,NA,,SUPP,3.4,SUPP,NA,,-4.4,-5.9,,-6.6,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - lower confidence limit
1201,KS2_19,WRITPROG_L_UPPER,2.4,SUPP,SUPP,,SUPP,4.6,3.4,SUPP,9.3,SUPP,NA,8,NA,,SUPP,SUPP,,NA,,SUPP,8.4,SUPP,NA,,4,1.5,,1.8,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - upper confidence limit
1202,KS2_19,WRITPROG_M,NA,1.1,1,,1.6,1.2,-1,-1.1,0.8,0.7,-0.4,1.7,0.8,,-0.4,-0.4,,-2.2,,-1.3,4.8,-0.4,-1.4,,-2.6,1.5,,-0.5,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment
1203,KS2_19,WRITPROG_M_LOWER,NA,-1.7,-1.5,,-0.2,-0.7,-2.3,-2.9,-0.6,-1.2,-2.8,-0.1,-2.3,,-2.2,-3.4,,-4.9,,-4,2.6,-2.3,-3.6,,-4.8,-0.3,,-2.4,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - lower confidence limit
1204,KS2_19,WRITPROG_M_UPPER,NA,3.9,3.5,,3.3,3.1,0.3,0.7,2.3,2.7,2,3.5,3.9,,1.4,2.5,,0.5,,1.3,7.1,1.4,0.8,,-0.4,3.2,,1.4,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - upper confidence limit
1205,KS2_19,WRITPROG_H,NA,SUPP,SUPP,,1.6,-4.7,-2.2,-1.5,-1.4,4.5,-0.1,0.9,0.8,,0.6,-0.2,,-3.1,,-2.5,SUPP,-1,-1.6,,-1.2,-2.1,,-1.9,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment
1206,KS2_19,WRITPROG_H_LOWER,NA,SUPP,SUPP,,-1.9,-8.6,-4.7,-3.4,-3.6,1.2,-4.7,-1.5,-2.1,,-3.1,-3.9,,-6.8,,-6.7,SUPP,-3.6,-3.7,,-4.1,-4.8,,-5.1,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - lower confidence limit
1207,KS2_19,WRITPROG_H_UPPER,NA,SUPP,SUPP,,5.1,-0.7,0.4,0.4,0.9,7.9,4.4,3.2,3.7,,4.3,3.5,,0.6,,1.8,SUPP,1.6,0.6,,1.7,0.6,,1.3,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - upper confidence limit
1208,KS2_19,WRITPROG_FSM6CLA1A,SUPP,SUPP,-1,,2.6,0.9,-1.3,-0.6,0.9,3,-2.3,2.7,-0.6,,-0.2,-0.8,,-3,,-1.8,4.1,-2,-0.5,,-0.7,-0.8,,-0.2,,,,,,,,,,,,,,,,,,,,,,,-0.5,,Writing progress measure for disadvantaged pupils
1209,KS2_19,WRITPROG_FSM6CLA1A_LOWER,SUPP,SUPP,-3.7,,0.7,-1,-2.8,-2.2,-0.8,1,-5.5,1,-3.2,,-2.3,-3.5,,-5.6,,-4.9,2.1,-4.1,-2.6,,-2.7,-2.8,,-2.3,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - lower confidence limit
1210,KS2_19,WRITPROG_FSM6CLA1A_UPPER,SUPP,SUPP,1.7,,4.5,2.9,0.1,0.9,2.7,5.1,0.9,4.4,2,,1.9,1.9,,-0.4,,1.3,6.2,0.2,1.6,,1.2,1.3,,1.8,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - upper confidence limit
1211,KS2_19,WRITPROG_NOTFSM6CLA1A,SUPP,SUPP,1.4,,1.4,-1.1,-0.4,-1.9,0.3,2,1.2,1.5,3.3,,-0.5,-1.6,,-1.4,,-2.6,6.4,0.8,-2.6,,-4,0.8,,-2,,,,,,,,,,,,,,,,,,,,,,,0.3,,Writing progress measure for non-disadvantaged pupils
1212,KS2_19,WRITPROG_NOTFSM6CLA1A_LOWER,SUPP,SUPP,-2.1,,-1.1,-3.7,-2,-4.1,-1.3,-0.5,-1.6,-0.4,-0.3,,-2.9,-5.6,,-5.4,,-5.6,4,-1.2,-4.8,,-6.8,-1.1,,-4.2,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - lower confidence limit
1213,KS2_19,WRITPROG_NOTFSM6CLA1A_UPPER,SUPP,SUPP,4.9,,3.8,1.5,1.1,0.3,1.9,4.6,3.9,3.4,6.8,,1.9,2.3,,2.5,,0.4,8.8,2.8,-0.3,,-1.2,2.6,,0.2,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - upper confidence limit
1214,KS2_19,DIFFN_WRITPROG,SUPP,SUPP,-1.3,,2.3,0.6,-1.6,-0.9,0.6,2.7,-2.6,2.4,-0.9,,-0.5,-1.1,,-3.3,,-2.1,3.8,-2.3,-0.8,,-1,-1.1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,0,,Difference between writing progress measure for disadvantaged pupils in school and other pupils nationally
1215,KS2_19,WRITPROG_EAL,-0.4,2,1.8,,2.1,-0.1,-0.7,-1.5,0.7,2.3,-1,2.3,-0.4,,0,-3.2,,-2.1,,-0.6,5.8,-0.2,-1.5,,-1.7,0.6,,-0.9,,,,,,,,,,,,,,,,,,,,,,,1.2,,Writing progress measure for EAL pupils
1216,KS2_19,WRITPROG_EAL_LOWER,-3.4,-1.3,-1.3,,0.5,-2.3,-1.8,-2.9,-0.5,0.6,-4.2,1,-3.2,,-1.7,-6.2,,-6.1,,-3.3,4,-1.7,-3,,-3.3,-0.9,,-3.1,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for EAL pupils - lower confidence limit
1217,KS2_19,WRITPROG_EAL_UPPER,2.6,5.4,4.9,,3.7,2.1,0.4,-0.1,2,4.1,2.3,3.6,2.4,,1.6,-0.2,,1.8,,2.1,7.6,1.4,0.1,,0,2.1,,1.3,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for EAL pupils - upper confidence limit
1218,KS2_19,WRITPROG_MOBN,0,-0.3,0.6,,1.9,0.2,-1.1,-1.4,0.6,2.9,-0.3,2.3,0.8,,-0.5,-1,,-2.3,,-2.8,5.2,-0.1,-1.5,,-1.8,0.5,,-1,,,,,,,,,,,,,,,,,,,,,,,0.1,,Writing progress measure for non-mobile pupils
1219,KS2_19,WRITPROG_MOBN_LOWER,-2.4,-2.6,-1.7,,0.4,-1.4,-2.2,-2.7,-0.6,1.3,-2.4,1,-1.3,,-2.2,-3.3,,-4.6,,-5,3.6,-1.6,-3,,-3.4,-1,,-2.6,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for non-mobile pupils - lower confidence limit
1220,KS2_19,WRITPROG_MOBN_UPPER,2.4,2.1,2.8,,3.5,1.8,0,0,1.8,4.6,1.8,3.7,2.9,,1.1,1.2,,-0.1,,-0.5,6.7,1.4,0.1,,-0.2,1.9,,0.6,,,,,,,,,,,,,,,,,,,,,,,0,,Writing progress measure for non-mobile pupils - upper confidence limit
1221,KS2_19,MATPROG_B,-0.2,0.5,-0.5,,1.1,3.8,3.9,-2.9,4.4,-0.9,0.3,1.5,6.4,,0.7,-4.5,,-1.5,,3.7,3.6,0.8,-0.6,,0.9,3.6,,3,,,,,,,,,,,,,,,,,,,,,,,0.7,,Maths progress measure for boys
1222,KS2_19,MATPROG_B_LOWER,-2.8,-2.7,-3.6,,-0.8,1.5,2.4,-4.7,2.9,-3,-2.4,-0.1,3.1,,-1.4,-7.3,,-4.1,,0.6,1.5,-1.2,-2.6,,-1.1,1.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,0,,Maths progress measure for boys - lower confidence limit
1223,KS2_19,MATPROG_B_UPPER,2.5,3.6,2.5,,3,6.1,5.3,-1.2,5.9,1.3,3,3.1,9.8,,2.8,-1.7,,1.2,,6.7,5.8,2.8,1.3,,3,5.4,,5.3,,,,,,,,,,,,,,,,,,,,,,,0,,Maths progress measure for boys - upper confidence limit
1224,KS2_19,MATPROG_G,SUPP,-1.2,1.3,,-0.9,3.1,2.7,-4.1,3,-2.5,0.6,0.2,3.2,,2.1,-0.7,,-1.1,,2.5,4.5,-0.9,-0.3,,-2.8,1.2,,2.2,,,,,,,,,,,,,,,,,,,,,,,-0.7,,Maths progress measure for girls
1225,KS2_19,MATPROG_G_LOWER,SUPP,-4.1,-1.4,,-3.1,1.2,1.4,-5.8,1.3,-4.7,-2.3,-1.7,0.7,,0,-3.9,,-4.5,,-0.3,2.4,-2.9,-2.4,,-5.1,-0.6,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,,Maths progress measure for girls - lower confidence limit
1226,KS2_19,MATPROG_G_UPPER,SUPP,1.6,4,,1.2,5,4.1,-2.4,4.6,-0.4,3.5,2.1,5.7,,4.3,2.5,,2.2,,5.3,6.6,1,1.8,,-0.5,3.1,,4.1,,,,,,,,,,,,,,,,,,,,,,,0,,Maths progress measure for girls - upper confidence limit
