No,Namespace,Variable,Grestone Academy - 139904,Blakesley Hall Primary School - 103300,Crocketts Community Primary School - 103941,St Peters CofE Primary School - 134476,Stechford Primary School - 103262,Corpus Christi Catholic Primary School - 103424,Galton Valley Primary School - 135288,Water Mill Primary School - 103326,St Bernard's Catholic Primary School - 103462,The Regis Academy - 148359,Dorrington Academy - 138218,Featherstone Primary School - 103318,Raddlebarn Primary School - 103246,Uplands Manor Primary School and Nursery - 131184,St Dunstan's Catholic Primary School - 103455,Hodge Hill Primary School - 143869,St Gregory's Catholic Primary School - 141924,Yarnfield Primary School - 139378,Yorkmead Junior and Infant School - 103284,Cherry Oak School - 103626,Wilson Stuart School - 138281,Birches Green Junior School - 103168,Birches Green Infant School - 103169,Birches Green Junior School - 148887,Our Lady of Fatima Catholic Primary School - 141484,Beaufort School - 103627,Yardley Primary School - 133996,Abbey Infant School - 103930,Saint Barnabas Church of England Primary School - 103412,Saint Barnabas Church of England Primary School - 147478,Abbey Junior School - 103929,St Margaret Mary RC Junior and Infant School - 103453,St Mary's Church of England Primary School - 103410,Tame Valley Academy - 139011,Colebourne Primary School - 103263,Riverside Education - 142338,Oscott Manor School - 103628,Hodge Hill College - 103503,St John Wall Catholic School - 103534,Selly Park  Girls' School - 103498,Braidwood School for the Deaf - 103611,Bishop Challoner Catholic College - 103560,Hodge Hill Girls' School - 103483,Baskerville School - 103606,Al-Burhan Grammar School - 134034,North Birmingham Academy - 136032,Sandwell Academy - 134993,King Edward VI Camp Hill School for Girls - 137044,King Edward VI Camp Hill School for Boys - 137045,Imedia School - 143040,National state-funded primary,National state-funded secondary and 16 to 18,Description
1479,KS4_19,P8MEAOPEN_CIUPP,,,,,,,,,,,,,,,,,,,,,-0.77,,,,,,,,,,,,,,,NP,-1.65,1.36,1.48,0.89,-0.74,1.04,1.14,-1.53,NP,0.27,0.66,1.2,1.29,NP,,,Upper 95% confidence interval for Progress 8 open element
1480,KS4_19,PTL2BASICS_94,,,,,,,,,,,,,,,,,,,,,6%,,,,,,,,,,,,,,,0%,0%,64%,53%,60%,0%,80%,66%,0%,100%,66%,65%,100%,99%,SUPP,,65%,% of pupils achieving standard 9-4 passes in both English and mathematics GCSEs 
1481,KS4_19,PTL2BASICS_95,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,0%,0%,47%,30%,34%,0%,61%,40%,0%,100%,41%,35%,99%,98%,SUPP,,43%,% of pupils achieving strong 9-5 passes in both English and mathematics GCSEs 
1482,KS4_19,TOTEBACCAPS,,,,,,,,,,,,,,,,,,,,,12.34,,,,,,,,,,,,,,,3.02,2.83,940.06,426.23,568.75,2.34,975.95,671.68,5.16,72.84,579.33,717.71,1144.08,961.1,SUPP,,2210757.15,Total EBacc APS score per pupil
1483,KS4_19,EBACCAPS,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,0.22,0.2,4.03,3.95,4.24,0.21,4.83,4.57,0.29,7.28,3.67,3.97,7.78,8.14,SUPP,,4.07,Average EBacc APS score per pupil
1484,KS4_19,EBACCAPS_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,NP,SUPP,3.75,3.85,4.16,SUPP,4.5,4.26,0.47,NP,3.37,3.31,7.29,7.75,NP,,3.08,Average EBacc APS score per disadvantaged pupil
1485,KS4_19,EBACCAPS_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,NP,SUPP,4.3,4.06,4.33,SUPP,4.94,4.84,0,NP,4.17,4.18,7.84,8.19,NP,,4.43,Average EBacc APS score per non-disadvantaged pupil
1486,KS4_19,EBACCAPS_LO,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,NP,0.08,1.72,2.45,2.86,0.17,2.08,1.64,0,NP,2.44,SUPP,NE,NE,NP,,1.62,Average EBacc APS score per pupil with low prior attainment
1487,KS4_19,EBACCAPS_AV,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,SUPP,3.87,3.78,4.06,SUPP,3.8,4.48,SUPP,NP,3.16,2.9,NE,NE,NP,,3.34,Average EBacc APS score per pupil with middle prior attainment
1488,KS4_19,EBACCAPS_HI,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NP,NE,5.59,5.6,5.63,NE,5.78,6.24,SUPP,NP,4.82,5.17,7.77,8.1,NP,,5.52,Average EBacc APS score per pupil with high prior attainment
1489,KS4_19,EBACCAPS_EAL,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,SUPP,4.08,3.99,4.21,SUPP,5.25,4.71,SUPP,NP,4.03,4.44,7.98,8.44,NP,,4.27,Average EBacc APS score per pupil for whom English is an additional language
1490,KS4_19,EBACCAPS_GIRLS,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,SUPP,0,4.39,4.51,4.24,SUPP,4.99,4.57,SUPP,7.28,3.91,4.16,7.78,NA,SUPP,,4.32,Average EBacc APS score per girl
1491,KS4_19,EBACCAPS_BOYS,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,SUPP,0.35,3.91,3.67,NA,SUPP,4.71,NA,SUPP,NA,3.45,3.79,NA,8.14,SUPP,,3.84,Average EBacc APS score per boy
1492,KS4_19,EBACCAPS_NMOB,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,NP,0.22,4.05,3.95,4.25,0.21,4.85,4.55,0.3,NP,3.66,3.97,7.79,8.18,NP,,4.13,Average EBacc APS score per non-mobile pupil
1493,KS4_19,EBACCAPS_18,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.03,0.13,3.75,3.9,4.33,0.23,4.61,4.22,0.29,5.51,3.11,4.19,8.04,7.77,SUPP,,4.04,Average EBacc APS score per pupil in 2018
1494,KS4_19,EBACCAPS_FSM6CLA1A_18,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,NA,SUPP,3.61,3.58,3.91,SUPP,3.96,3.87,0.14,NA,2.62,3.5,8.12,6.64,NA,,3.07,Average EBacc APS score per disadvantaged pupil in 2018
1495,KS4_19,EBACCAPS_NFSM6CLA1A_18,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,NA,SUPP,3.95,4.39,5.21,SUPP,4.89,4.53,0.47,NA,3.95,4.43,8.03,7.86,NA,,4.4,Average EBacc APS score per non-disadvantaged pupil in 2018
1496,KS4_19,TEBACC_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,90,28,93,0,70,111,0,6,17,122,138,108,SUPP,,216986,Number of key stage 4 pupils with entries in all English Baccalaureate subject areas
1497,KS4_19,PTEBACC_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,0%,0%,39%,26%,69%,0%,35%,76%,0%,60%,11%,67%,94%,92%,SUPP,,40%,Percentage of key stage 4 pupils with entries in all English Baccalaureate subject areas
1498,KS4_19,PTEBACC_94,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,0%,0%,22%,14%,30%,0%,33%,49%,0%,60%,8%,28%,93%,90%,SUPP,,25%,Percentage of pupils achieving the English Baccalaureate with 9-4 passes
1499,KS4_19,PTEBACC_95,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,0%,0%,9%,6%,16%,0%,28%,31%,0%,60%,4%,13%,89%,87%,SUPP,,17%,Percentage of pupils achieving the English Baccalaureate with 9-5 passes
1500,KS4_19,TEBACENG_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,0,230,108,134,0,199,146,0,10,154,180,147,118,SUPP,,520101,Number of pupils entering the English Baccalaureate English subject area
1501,KS4_19,PTEBACENG_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,28%,,,,,,,,,,,,,,,7%,0%,99%,100%,100%,0%,99%,99%,0%,100%,98%,99%,100%,100%,SUPP,,96%,Percentage of pupils entering the English Baccalaureate English subject area
1502,KS4_19,TEBACMAT_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,4,231,108,134,5,200,147,3,10,157,181,147,118,SUPP,,527884,Number of pupils entering the English Baccalaureate Maths subject area
1503,KS4_19,PTEBACMAT_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,28%,,,,,,,,,,,,,,,71%,29%,99%,100%,100%,46%,99%,100%,17%,100%,99%,100%,100%,100%,SUPP,,97%,Percentage of pupils entering the English Baccalaureate Maths subject area
1504,KS4_19,TEBAC2SCI_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,0,4,231,108,134,0,199,122,4,10,155,181,147,118,SUPP,,518775,Number of pupils entering the English Baccalaureate Science subject area
1505,KS4_19,PTEBAC2SCI_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,28%,,,,,,,,,,,,,,,0%,29%,99%,100%,100%,0%,99%,83%,22%,100%,98%,100%,100%,100%,SUPP,,96%,% of pupils entering the English Baccalaureate Science subject area
1506,KS4_19,TEBACHUM_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,0,176,73,130,0,199,130,0,9,125,169,139,108,SUPP,,437430,Number of pupils entering the English Baccalaureate Humanities subject area
1507,KS4_19,PTEBACHUM_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,28%,,,,,,,,,,,,,,,7%,0%,76%,68%,97%,0%,99%,88%,0%,90%,79%,93%,95%,92%,SUPP,,81%,% of pupils entering the English Baccalaureate Humanities subject area
1508,KS4_19,TEBACLAN_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,97,40,95,0,70,114,0,7,32,122,146,118,SUPP,,253176,Number of pupils entering the English Baccalaureate Language subject area
1509,KS4_19,PTEBACLAN_E_PTQ_EE,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,0%,0%,42%,37%,71%,0%,35%,78%,0%,70%,20%,67%,99%,100%,SUPP,,47%,% of pupils entering the English Baccalaureate Language subject area
1510,KS4_19,PTEBACENG_94,,,,,,,,,,,,,,,,,,,,,11%,,,,,,,,,,,,,,,0%,0%,73%,74%,87%,0%,93%,88%,0%,100%,84%,75%,100%,99%,SUPP,,76%,% of pupils achieving the EBacc English subject area with a standard 9-4 pass
1511,KS4_19,PTEBACENG_95,,,,,,,,,,,,,,,,,,,,,11%,,,,,,,,,,,,,,,0%,0%,61%,56%,69%,0%,87%,76%,0%,100%,71%,55%,100%,98%,SUPP,,61%,% of pupils achieving the EBacc English subject area with a strong 9-5 pass 
1512,KS4_19,PTEBACMAT_94,,,,,,,,,,,,,,,,,,,,,6%,,,,,,,,,,,,,,,0%,0%,67%,60%,61%,27%,83%,66%,0%,100%,67%,74%,100%,100%,SUPP,,70%,% of pupils achieving the EBacc Maths subject area with a standard 9-4 pass 
1513,KS4_19,PTEBACMAT_95,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,0%,0%,53%,32%,37%,0%,62%,40%,0%,100%,44%,44%,99%,100%,SUPP,,49%,% of pupils achieving the EBacc Maths subject area with a strong 9-5 pass 
1514,KS4_19,PTEBAC2SCI_94,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,SUPP,71%,63%,64%,NE,78%,79%,SUPP,100%,55%,56%,100%,100%,SUPP,,65%,% of entered pupils achieving the EBacc Science subject area with a 9-4 pass
1515,KS4_19,PTEBAC2SCI_95,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,SUPP,58%,45%,46%,NE,57%,53%,SUPP,100%,33%,33%,99%,100%,SUPP,,47%,% of entered pupils achieving the EBacc Science subject area with a 9-5 pass
1516,KS4_19,PTEBACHUM_94,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,SUPP,NE,61%,80%,52%,NE,76%,81%,NE,100%,55%,58%,100%,99%,SUPP,,63%,% of entered pupils achieving the EBacc Humanities subject area with a 9-4 pass
1517,KS4_19,PTEBACHUM_95,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,SUPP,NE,46%,66%,44%,NE,65%,65%,NE,100%,40%,43%,100%,97%,SUPP,,50%,% of entered pupils achieving the EBacc Humanities subject area with a 9-5 pass
1518,KS4_19,PTEBACLAN_94,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,62%,73%,65%,NE,99%,81%,NE,100%,78%,46%,99%,99%,SUPP,,70%,% of entered pupils achieving the EBacc Language subject area with a 9-4 pass
1519,KS4_19,PTEBACLAN_95,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,28%,63%,46%,NE,91%,73%,NE,100%,56%,29%,95%,98%,SUPP,,54%,% of entered pupils achieving the EBacc Language subject area with a 9-5 pass
1520,KS4_19,SCIVACOV_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,SUPP,96%,87%,96%,NE,98%,98%,SUPP,NP,95%,99%,85%,85%,NP,,,Coverage of the English Baccalaureate Science Value Added indicators of those who entered for science
1521,KS4_19,HUMVACOV_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,NE,98%,90%,95%,NE,98%,98%,NE,NP,99%,99%,84%,85%,NP,,,Coverage of the English Baccalaureate Humanities Value Added indicators of those who entered for humanities
1522,KS4_19,LANVACOV_PTQ_EE,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NP,NE,98%,70%,97%,NE,100%,96%,NE,NP,84%,100%,85%,85%,NP,,,Coverage of the English Baccalaureate Language Value Added indicators of those who entered for languages
1523,KS4_19,SCIVAMEA_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,SUPP,0.78,0.81,0.36,NE,0.21,0.42,SUPP,NP,-0.24,-0.7,0.73,1.2,NP,,,English Baccalaureate Science Value Added measure
1524,KS4_19,SCIVALOW_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,SUPP,0.59,0.53,0.12,NE,0.01,0.17,SUPP,NP,-0.47,-0.91,0.48,0.92,NP,,,English Baccalaureate Science Value Added lower 95% confidence limit
1525,KS4_19,SCIVAUPP_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,SUPP,0.96,1.1,0.61,NE,0.41,0.68,SUPP,NP,-0.02,-0.5,0.98,1.47,NP,,,English Baccalaureate Science Value Added upper 95% confidence limit
1526,KS4_19,HUMVAMEA_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,NE,0.04,1.61,0.2,NE,0.48,1.21,NE,NP,-0.04,-0.54,0.9,0.93,NP,,,EBacc Humanities VA measure
1527,KS4_19,HUMVALOW_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,NE,-0.22,1.19,-0.1,NE,0.23,0.91,NE,NP,-0.34,-0.8,0.58,0.58,NP,,,English Baccalaureate Humanities Value Added lower 95% confidence limit
1528,KS4_19,HUMVAUPP_PTQ_EE,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NP,NE,0.29,2.03,0.51,NE,0.72,1.51,NE,NP,0.27,-0.27,1.21,1.29,NP,,,English Baccalaureate Humanities Value Added upper 95% confidence limit
1529,KS4_19,LANVAMEA_PTQ_EE,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NP,NE,-0.63,1.32,0.24,NE,0.74,1.4,NE,NP,0.73,-1.38,0.83,1.3,NP,,,English Baccalaureate Languages Value Added measure
1530,KS4_19,LANVALOW_PTQ_EE,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NP,NE,-0.99,0.65,-0.14,NE,0.31,1.06,NE,NP,0.04,-1.7,0.51,0.94,NP,,,English Baccalaureate Languages Value Added lower 95% confidence limit
1531,KS4_19,LANVAUPP_PTQ_EE,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NP,NE,-0.26,2,0.61,NE,1.16,1.73,NE,NP,1.41,-1.06,1.15,1.65,NP,,,English Baccalaureate Languages Value Added upper 95% confidence limit
1532,KS4_19,TEBACENG_94,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,0,171,80,117,0,187,130,0,10,132,136,147,117,SUPP,,411321,Number of pupils achieving EBacc English subject area with a standard 9-4 pass 
1533,KS4_19,TEBACENG_95,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,0,142,60,93,0,175,112,0,10,112,99,147,115,SUPP,,328633,Number of pupils achieving EBacc English subject area with a strong 9-5 pass 
1534,KS4_19,TEBACMAT_94,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,155,65,82,3,167,97,0,10,105,134,147,118,SUPP,,379948,Number of pupils achieving EBacc Maths subject area with a standard 9-4 pass 
1535,KS4_19,TEBACMAT_95,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,123,34,49,0,126,59,0,10,70,80,146,118,SUPP,,266541,Number of pupils achieving EBacc Maths subject area with a strong 9-5 pass 
1536,KS4_19,TEBAC2SCI_94,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,SUPP,165,68,86,NE,156,96,SUPP,10,85,101,147,118,SUPP,,338843,Number of pupils achieving EBacc Science subject area with a 9-4 pass
1537,KS4_19,TEBAC2SCI_95,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,SUPP,133,49,61,NE,114,65,SUPP,10,51,60,146,118,SUPP,,242739,Number of pupils achieving EBacc Science subject area with a 9-5 pass
1538,KS4_19,TEBACHUM_94,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,SUPP,NE,107,58,68,NE,151,105,NE,9,69,98,139,107,SUPP,,274291,Number of pupils achieving EBacc Humanities subject area with a 9-4 pass
1539,KS4_19,TEBACHUM_95,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,SUPP,NE,81,48,57,NE,129,85,NE,9,50,73,139,105,SUPP,,219203,Number of pupils achieving EBacc Humanities subject area with a 9-5 pass
1540,KS4_19,TEBACLAN_94,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,60,29,62,NE,69,92,NE,7,25,56,145,117,SUPP,,177708,Number of pupils achieving EBacc Language subject area with a 9-4 pass
1541,KS4_19,TEBACLAN_95,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,27,25,44,NE,64,83,NE,7,18,35,139,115,SUPP,,137628,Number of pupils achieving EBacc Language subject area with a 9-5 pass
1542,KS4_19,TEBACC91,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,90,28,91,0,70,111,0,6,17,95,138,108,SUPP,,210539,Number of pupils achieving the English Baccalaureate at grades 9-1
1543,KS4_19,PTEBACC91,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,0%,0%,39%,26%,68%,0%,35%,76%,0%,60%,11%,53%,94%,92%,SUPP,,39%,% of pupils achieving the English Baccalaureate at grades 9-1 
1544,KS4_19,TEBACENG91,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,0,230,108,134,0,199,146,0,10,154,180,147,118,SUPP,,517415,Number of pupils achieving EBacc English subject area at grade 9-1
1545,KS4_19,PTEBACENG91,,,,,,,,,,,,,,,,,,,,,28%,,,,,,,,,,,,,,,7%,0%,99%,100%,100%,0%,99%,99%,0%,100%,98%,99%,100%,100%,SUPP,,95%,% of pupils achieving the EBacc English subject area at grade 9-1
1546,KS4_19,TEBACMAT91,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,9,3,226,108,134,4,200,145,3,10,152,180,147,118,SUPP,,519139,Number of pupils achieving EBacc Maths subject area at grade 9-1
1547,KS4_19,PTEBACMAT91,,,,,,,,,,,,,,,,,,,,,22%,,,,,,,,,,,,,,,64%,21%,97%,100%,100%,36%,99%,99%,17%,100%,96%,99%,100%,100%,SUPP,,96%,% of pupils achieving the EBacc Maths subject area at grade 9-1
1548,KS4_19,TEBAC2SCI91,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,SUPP,229,108,133,NE,199,122,SUPP,10,152,176,147,118,SUPP,,511081,Number of pupils achieving EBacc Science subject area with grades 9-1
1549,KS4_19,PTEBAC2SCI91,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,NE,SUPP,99%,100%,99%,NE,100%,100%,SUPP,100%,98%,97%,100%,100%,SUPP,,99%,% entered pupils achieving the EBacc Science subject area with grades 9-1
1550,KS4_19,TEBACHUM91,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,SUPP,NE,172,72,129,NE,199,130,NE,9,122,168,139,108,SUPP,,426624,Number of pupils achieving EBacc Humanities subject area with grades 9-1
1551,KS4_19,PTEBACHUM91,,,,,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,SUPP,NE,98%,99%,99%,NE,100%,100%,NE,100%,98%,99%,100%,100%,SUPP,,98%,% entered pupils achieving the EBacc Humanities subject area with grades 9-1
1552,KS4_19,TEBACLAN91,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,97,39,94,NE,70,114,NE,7,32,97,146,118,SUPP,,249166,Number of pupils achieving EBacc Language subject area with grades 9-1
1553,KS4_19,PTEBACLAN91,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,,,,,,,NE,NE,100%,98%,99%,NE,100%,100%,NE,100%,100%,80%,100%,100%,SUPP,,98%,% of entered pupils achieving the EBacc Language subject area with grades 9-1
1554,KS4_19,ATT8SCR_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,NP,SUPP,47.2,47.2,46.9,SUPP,53.1,47.9,6.5,NP,42.4,41.5,75.6,79.5,NP,,36.7,Average Attainment 8 score per disadvantaged pupil
1555,KS4_19,P8PUP_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,NP,SUPP,111,54,70,SUPP,48,67,11,NP,94,45,14,12,NP,,138026,Number of disadvantaged pupils in Progress 8 measure
1556,KS4_19,TP8ADJ_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,NP,SUPP,0,0,0,SUPP,0,0,0,NP,1,0,0,0,NP,,2666,Number of disadvantaged pupils in progress measure with adjusted scores
1557,KS4_19,P8MEA_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,-1.21,,,,,,,,,,,,,,,NP,SUPP,0.57,0.99,0.56,SUPP,0.39,0.66,-2,NP,-0.16,-0.34,0.58,0.62,NP,,-0.45,Adjusted Progress 8 measure - disadvantaged pupils
1558,KS4_19,P8CILOW_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,-2.1,,,,,,,,,,,,,,,NP,SUPP,0.33,0.64,0.26,SUPP,0.02,0.35,-2.76,NP,-0.42,-0.71,-0.09,-0.11,NP,,-0.45,Adjusted Progress 8 lower 95% confidence interval - disadvantaged pupils
1559,KS4_19,P8CIUPP_FSM6CLA1A,,,,,,,,,,,,,,,,,,,,,-0.32,,,,,,,,,,,,,,,NP,SUPP,0.81,1.33,0.86,SUPP,0.75,0.97,-1.24,NP,0.1,0.04,1.25,1.34,NP,,-0.44,Adjusted Progress 8 upper 95% confidence interval - disadvantaged pupils
1560,KS4_19,P8MEA_FSM6CLA1A_ORIG,,,,,,,,,,,,,,,,,,,,,-1.21,,,,,,,,,,,,,,,NP,SUPP,0.57,0.99,0.56,SUPP,0.39,0.66,-2,NP,-0.17,-0.34,0.58,0.62,NP,,-0.46,Unadjusted Progress 8 measure - disadvantaged pupils
1561,KS4_19,P8CILOW_FSM6CLA1A_ORIG,,,,,,,,,,,,,,,,,,,,,-2.11,,,,,,,,,,,,,,,NP,SUPP,0.33,0.64,0.25,SUPP,0.02,0.35,-2.78,NP,-0.44,-0.72,-0.11,-0.12,NP,,-0.47,Unadjusted Progress 8 lower 95% confidence interval - disadvantaged pupils
1562,KS4_19,P8CIUPP_FSM6CLA1A_ORIG,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,NP,SUPP,0.81,1.34,0.87,SUPP,0.76,0.97,-1.23,NP,0.09,0.05,1.26,1.36,NP,,-0.45,Unadjusted Progress 8 upper 95% confidence interval - disadvantaged pupils
1563,KS4_19,ATT8SCR_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,NP,SUPP,51.7,47.1,48.2,SUPP,57.6,53.1,0,NP,50.4,49.4,80.4,83.1,NP,,50.3,Average Attainment 8 score per non-disadvantaged pupil
1564,KS4_19,P8PUP_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,NP,SUPP,113,40,58,SUPP,151,75,7,NP,56,135,111,88,NP,,374903,Number of non-disadvantaged pupils in Progress 8 measure
1565,KS4_19,TP8ADJ_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,NP,SUPP,0,1,0,SUPP,0,0,0,NP,0,0,0,0,NP,,2210,Number of non-disadvantaged pupils in progress measure with adjusted scores
1566,KS4_19,P8MEA_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,-1.25,,,,,,,,,,,,,,,NP,SUPP,0.64,0.59,0.45,SUPP,0.66,0.78,-1.85,NP,0.38,-0.21,0.74,1,NP,,0.13,Adjusted Progress 8 measure - non-disadvantaged pupils
1567,KS4_19,P8CILOW_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,-2.09,,,,,,,,,,,,,,,NP,SUPP,0.4,0.19,0.12,SUPP,0.45,0.49,-2.8,NP,0.05,-0.42,0.5,0.73,NP,,0.12,Progress 8 lower 95% confidence interval - non-disadvantaged pupils
1568,KS4_19,P8CIUPP_NFSM6CLA1A,,,,,,,,,,,,,,,,,,,,,-0.42,,,,,,,,,,,,,,,NP,SUPP,0.87,0.99,0.78,SUPP,0.86,1.07,-0.9,NP,0.72,0.01,0.97,1.27,NP,,0.13,Progress 8 upper 95% confidence interval - non-disadvantaged pupils
1569,KS4_19,P8MEA_NFSM6CLA1A_ORIG,,,,,,,,,,,,,,,,,,,,,-1.25,,,,,,,,,,,,,,,NP,SUPP,0.64,0.57,0.45,SUPP,0.66,0.78,-1.85,NP,0.38,-0.21,0.74,1,NP,,0.12,Unadjusted Progress 8 measure - non-disadvantaged pupils
1570,KS4_19,P8CILOW_NFSM6CLA1A_ORIG,,,,,,,,,,,,,,,,,,,,,-2.11,,,,,,,,,,,,,,,NP,SUPP,0.39,0.16,0.12,SUPP,0.45,0.48,-2.81,NP,0.04,-0.43,0.49,0.72,NP,,0.12,Unadjusted Progress 8 lower 95% confidence interval - non-disadvantaged pupils
1571,KS4_19,P8CIUPP_NFSM6CLA1A_ORIG,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,NP,SUPP,0.88,0.97,0.79,SUPP,0.86,1.07,-0.88,NP,0.73,0.01,0.98,1.27,NP,,0.13,Unadjusted Progress 8 upper 95% confidence interval - non-disadvantaged pupils
