No,Namespace,Variable,Hall Green Infant School - 103210,Firs Primary School - 143089,Warren Farm Primary School - 138303,Woodhouse Primary Academy - 139637,Stirchley Primary School - 143433,Lightwoods Primary School - 103947,Hall Green Junior School - 103209,Paganel Primary School - 134281,Billesley Primary School - 138888,Paget Primary School - 103240,Lightwoods Primary Academy - 148333,Audley Primary School - 143437,St Wilfrid's Catholic Junior and Infant School - 103451,St Wilfrid's Catholic Junior and Infant School - 148083,The Oaklands Primary School - 139183,Christ The King Catholic Primary School - 103423,Calshot Primary School - 103391,Hamstead Junior School - 103895,Kingsthorne Primary School - 103368,Ferndale Primary School - 103982,Hamstead Infant School - 103896,Heathlands Primary Academy - 140890,Barr View Primary & Nursery Academy - 138694,Our Lady and St Rose of Lima Catholic Primary School - 103443,Jervoise School - 142353,Allens Croft Primary School - 103243,Woodthorpe Junior and Infant School - 103334,Lyndon Green Junior School - 103228,Yenton Primary School - 133729,Yenton Primary School - 146722,World's End Infant and Nursery School - 103337,World's End Junior School - 103279,Holy Trinity CofE Primary School - 103986,Our Lady of Lourdes Catholic Primary School - 103430,Lyndon Green Infant School - 103229,Lakey Lane Junior and Infant School - 103223,Gunter Primary School - 103208,Moat Farm Junior School - 103948,Moat Farm Infant School - 103949,Bleakhouse Primary School - 103934,George Betts Primary Academy - 139565,Holly Lodge High School College of Science - 104018,Kings Heath Boys - 103486,St Edmund Campion Catholic School & Sixth Form Centre - 103537,St Edmund Campion Catholic School - 147707,Bristnall Hall Academy - 139043,Dame Elizabeth Cadbury School - 143438,Fortis Academy - 143435,Cockshut Hill School - 142388,TLG North Birmingham - 135608,National state-funded primary,National state-funded secondary and 16 to 18,Description
1151,KS2_19,PTRWM_EXP_NOTFSM6CLA1A,,41%,74%,71%,71%,SUPP,90%,78%,68%,54%,,59%,64%,,50%,69%,71%,80%,48%,72%,,61%,94%,81%,44%,73%,SUPP,65%,74%,,,74%,58%,83%,,74%,56%,66%,,56%,83%,,,,,,,,,,71%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths"
1152,KS2_19,DIFFN_RWM_EXP,,-32,2,-8,-25,SUPP,8,-20,4,-28,,-29,-31,,-22,-21,-4,-11,-18,-12,,-24,8,-11,-31,-16,SUPP,-39,1,,,-15,-26,-2,,-3,-21,3,,-15,2,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils reaching the expected standard in reading, writing and maths "
1153,KS2_19,PTRWM_EXP_EAL,,56%,100%,76%,SUPP,,91%,76%,67%,45%,,38%,52%,,65%,80%,71%,75%,38%,75%,,45%,90%,SUPP,33%,69%,67%,23%,78%,,,70%,52%,SUPP,,77%,50%,52%,,36%,78%,,,,,,,,,,64%,,"Percentage of EAL pupils reaching the expected standard in reading, writing and maths"
1154,KS2_19,PTRWM_EXP_MOBN,,41%,73%,67%,59%,84%,87%,57%,74%,48%,,48%,57%,,47%,60%,73%,74%,56%,69%,,55%,88%,73%,42%,59%,61%,53%,78%,,,66%,51%,79%,,68%,52%,72%,,57%,77%,,,,,,,,,,66%,,"Percentage of non-mobile pupils reaching the expected standard in reading, writing and maths"
1155,KS2_19,PTRWM_HIGH_B,,4%,21%,7%,0%,18%,12%,0%,6%,4%,,3%,3%,,6%,4%,6%,9%,6%,15%,,3%,13%,25%,7%,0%,0%,0%,19%,,,12%,3%,13%,,13%,5%,10%,,13%,11%,,,,,,,,,,9%,,Percentage of boys achieving a high score in reading and maths and working at greater depth in writing
1156,KS2_19,PTRWM_HIGH_G,,7%,14%,22%,9%,20%,23%,13%,23%,0%,,5%,7%,,5%,15%,14%,12%,4%,3%,,13%,21%,13%,0%,4%,27%,5%,27%,,,14%,6%,13%,,17%,0%,16%,,11%,8%,,,,,,,,,,13%,,"Percentage of girls reaching the HIGHected standard in reading, writing and maths"
1157,KS2_19,PTRWM_HIGH_L,,0%,SUPP,SUPP,SUPP,,0%,0%,0%,0%,,0%,0%,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,0%,11%,0%,SUPP,0%,SUPP,0%,0%,,,SUPP,0%,SUPP,,SUPP,SUPP,0%,,SUPP,SUPP,,,,,,,,,,0%,,Percentage of pupils with low prior attainment achieving a high score in reading and maths and working at greater depth in writing
1158,KS2_19,PTRWM_HIGH_M,,0%,7%,0%,0%,6%,0%,0%,5%,3%,,2%,0%,,0%,4%,3%,3%,0%,2%,,5%,7%,0%,0%,0%,0%,0%,4%,,,3%,3%,6%,,6%,0%,5%,,3%,3%,,,,,,,,,,2%,,Percentage of pupils with medium prior attainment achieving a high score in reading and maths and working at greater depth in writing
1159,KS2_19,PTRWM_HIGH_H,,33%,36%,38%,13%,31%,47%,21%,37%,0%,,10%,15%,,17%,21%,26%,23%,18%,27%,,25%,35%,55%,SUPP,9%,50%,9%,63%,,,26%,12%,27%,,41%,11%,43%,,33%,25%,,,,,,,,,,29%,,Percentage of pupils with high prior attainment achieving a high score in reading and maths and working at greater depth in writing
1160,KS2_19,PTRWM_HIGH_FSM6CLA1A,,5%,12%,7%,0%,SUPP,12%,3%,14%,0%,,4%,3%,,3%,0%,7%,5%,5%,0%,,0%,14%,7%,0%,0%,SUPP,0%,17%,,,13%,7%,8%,,8%,0%,8%,,0%,3%,,,,,,,,,,5%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1161,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A,,6%,26%,23%,7%,SUPP,19%,17%,13%,4%,,5%,7%,,11%,17%,11%,13%,5%,11%,,18%,19%,31%,11%,7%,SUPP,5%,30%,,,14%,3%,17%,,21%,6%,15%,,17%,17%,,,,,,,,,,13%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1162,KS2_19,DIFFN_RWM_HIGH,,-8,-1,-6,-13,SUPP,-1,-10,1,-13,,-9,-10,,-10,-13,-6,-8,-8,-13,,-13,1,-6,-13,-13,SUPP,-13,4,,,0,-6,-5,,-5,-13,-5,,-13,-10,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils achieving a high score in reading, writing and maths "
1163,KS2_19,PTRWM_HIGH_EAL,,8%,29%,18%,SUPP,,14%,12%,12%,0%,,7%,9%,,10%,30%,24%,7%,0%,19%,,7%,10%,SUPP,0%,6%,17%,8%,28%,,,30%,5%,SUPP,,17%,0%,12%,,0%,12%,,,,,,,,,,11%,,Percentage of EAL pupils achieving a high score in reading and maths and working at greater depth in writing
1164,KS2_19,PTRWM_HIGH_MOBN,,6%,18%,17%,4%,19%,18%,6%,15%,2%,,5%,6%,,4%,9%,11%,10%,6%,8%,,9%,18%,20%,4%,0%,14%,3%,28%,,,14%,5%,14%,,17%,3%,14%,,13%,9%,,,,,,,,,,11%,,Percentage of non-mobile pupils achieving a high score in reading and maths and working at greater depth in writing
1165,KS2_19,READPROG_B,,-1.5,-0.2,-3.3,0,0.1,2.5,-3.2,-0.3,0.1,,-5.6,-1.4,,-3.5,0.1,1.3,0,-3.2,0.5,,-1.8,3,2.8,-4,-0.9,-1.1,-4.3,0.1,,,-5,-2.8,-3.8,,4,-0.9,0.4,,-2.7,2.8,,,,,,,,,,-0.5,,Reading progress measure for boys
1166,KS2_19,READPROG_B_LOWER,,-3.9,-2.7,-5.6,-3,-2.8,1,-6,-2.1,-2.4,,-7.2,-3.9,,-5.7,-2.3,-0.9,-2.1,-5.5,-1.9,,-4,0.7,-0.2,-7.1,-3.4,-4.4,-6.3,-2.4,,,-7,-5.2,-6.9,,1.4,-3.7,-1.3,,-5.1,0.5,,,,,,,,,,0,,Reading progress measure for boys - lower confidence limit
1167,KS2_19,READPROG_B_UPPER,,0.9,2.3,-1,3.1,3,4,-0.3,1.6,2.7,,-4,1.1,,-1.4,2.6,3.5,2.2,-1,2.9,,0.5,5.2,5.8,-0.8,1.6,2.1,-2.3,2.6,,,-3,-0.4,-0.7,,6.6,1.9,2.1,,-0.2,5,,,,,,,,,,0,,Reading progress measure for boys - upper confidence limit
1168,KS2_19,READPROG_G,,-1.6,1.2,-2.8,-0.3,-0.1,4.7,0.4,2.2,0.8,,-3,1.4,,-0.2,-0.7,2.1,3.8,-0.4,2.2,,0.7,5.3,3.4,-3.5,-2.3,1.8,-3.4,3.6,,,-1.3,0.9,0.1,,2.6,-0.1,1.6,,-0.1,1.3,,,,,,,,,,0.6,,Reading progress measure for girls
1169,KS2_19,READPROG_G_LOWER,,-4.1,-1.5,-5,-4,-3.2,3.1,-2.1,0.2,-1.6,,-4.6,-0.9,,-3.1,-3.1,-0.2,1.4,-2.9,0.2,,-1.5,3,0.3,-7,-5,-1.4,-5.1,1.3,,,-3,-1.3,-3,,0.5,-3.9,0,,-2.2,-1.4,,,,,,,,,,0,,Reading progress measure for girls - lower confidence limit
1170,KS2_19,READPROG_G_UPPER,,0.8,3.9,-0.7,3.3,3,6.3,2.8,4.3,3.1,,-1.3,3.8,,2.6,1.6,4.4,6.3,2,4.2,,2.9,7.6,6.5,0,0.4,5.1,-1.8,5.9,,,0.5,3.1,3.1,,4.7,3.7,3.2,,1.9,4,,,,,,,,,,0,,Reading progress measure for girls - upper confidence limit
1171,KS2_19,READPROG_L,,-3.4,SUPP,SUPP,SUPP,NA,4.2,2.2,-1.9,1,,-3.3,-0.4,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,-2.5,11.6,6.6,SUPP,-0.2,SUPP,-5.8,6.6,,,SUPP,3.4,SUPP,,SUPP,SUPP,4,,SUPP,SUPP,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment
1172,KS2_19,READPROG_L_LOWER,,-7.1,SUPP,SUPP,SUPP,NA,-0.4,-2.7,-5.9,-3.3,,-7.8,-5.3,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,-6.8,7.5,1.7,SUPP,-5.1,SUPP,-10.1,2,,,SUPP,-1.5,SUPP,,SUPP,SUPP,0.5,,SUPP,SUPP,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - lower confidence limit
1173,KS2_19,READPROG_L_UPPER,,0.2,SUPP,SUPP,SUPP,NA,8.7,7.2,2.2,5.3,,1.3,4.6,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,1.8,15.6,11.5,SUPP,4.8,SUPP,-1.5,11.2,,,SUPP,8.3,SUPP,,SUPP,SUPP,7.5,,SUPP,SUPP,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - upper confidence limit
1174,KS2_19,READPROG_M,,-1.6,0.3,-4.3,-0.1,-0.8,4.4,-1.3,2.2,-0.9,,-5.2,-0.1,,-2.3,-0.6,2.7,2.2,-2.7,1.6,,0.1,5.1,2.2,-3.3,-1.2,-0.6,-3.6,0.6,,,-2.9,-2.3,-0.8,,3.6,-0.9,0.4,,-1.7,3.3,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment
1175,KS2_19,READPROG_M_LOWER,,-3.8,-2,-6.5,-3.1,-3.8,3,-3.9,0.3,-3,,-6.7,-2.6,,-4.4,-2.9,0.7,0,-4.8,-0.3,,-1.9,2.7,-1,-6,-3.6,-3.6,-5.3,-1.8,,,-4.8,-4.4,-3.8,,1.6,-3.8,-1.1,,-3.7,1.2,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - lower confidence limit
1176,KS2_19,READPROG_M_UPPER,,0.6,2.7,-2.2,2.9,2.2,5.9,1.2,4,1.3,,-3.7,2.3,,-0.3,1.7,4.8,4.4,-0.6,3.4,,2,7.4,5.5,-0.6,1.2,2.4,-1.8,3,,,-1,-0.2,2.1,,5.7,2,1.9,,0.4,5.4,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - upper confidence limit
1177,KS2_19,READPROG_H,,0.8,-0.3,-1.4,1.2,0.8,2,-2.3,-0.4,4.8,,-3.1,0.4,,-3.2,-0.4,-0.6,0.6,-1.2,1.4,,-1.3,-0.6,2.3,SUPP,-3.1,2,-3.6,2,,,-1.7,0.6,-3.1,,2.1,0.9,1.3,,0,-1,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment
1178,KS2_19,READPROG_H_LOWER,,-3.2,-3.5,-3.9,-3.1,-2.2,0.2,-5.5,-2.7,0.8,,-5.1,-2.3,,-6.7,-3.2,-3.4,-2,-4.1,-1.7,,-4.8,-3.3,-1.4,SUPP,-6.8,-2.3,-5.7,-0.8,,,-3.5,-2.4,-6.8,,-0.9,-3.2,-0.9,,-2.9,-4.5,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - lower confidence limit
1179,KS2_19,READPROG_H_UPPER,,4.9,2.9,1.1,5.4,3.8,3.8,0.9,1.9,8.9,,-1.2,3.1,,0.3,2.3,2.2,3.2,1.7,4.5,,2.2,2.1,5.9,SUPP,0.5,6.2,-1.5,4.8,,,0.2,3.5,0.5,,5,4.9,3.5,,2.8,2.4,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - upper confidence limit
1180,KS2_19,READPROG_FSM6CLA1A,,-2.5,0.6,-4.3,-2.3,SUPP,4.4,-1.5,0.2,-0.4,,-4.8,-1.2,,-2.6,-2.2,1.6,3.3,-2.7,-0.9,,-1,4.5,3.1,-3.2,-3.9,SUPP,-5.3,1.6,,,-3.4,-0.7,-1.1,,2.3,-1.2,1.3,,-1.7,0.8,,,,,,,,,,-0.6,,Reading progress measure for disadvantaged pupils
1181,KS2_19,READPROG_FSM6CLA1A_LOWER,,-4.5,-1.8,-6.6,-5.6,SUPP,2.3,-3.7,-1.6,-2.5,,-6.2,-3.6,,-4.5,-4.7,-1.5,0.6,-4.7,-3.9,,-3.1,2.1,0,-6.1,-6.2,SUPP,-7.5,-0.7,,,-5.2,-3,-4.5,,-0.1,-4.4,-0.7,,-4.6,-1.5,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - lower confidence limit
1182,KS2_19,READPROG_FSM6CLA1A_UPPER,,-0.5,3,-2.1,1.1,SUPP,6.5,0.8,1.9,1.6,,-3.4,1.1,,-0.6,0.2,4.8,6,-0.7,2,,1.1,6.8,6.2,-0.4,-1.6,SUPP,-3.1,3.9,,,-1.6,1.5,2.2,,4.7,2,3.3,,1.1,3,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - upper confidence limit
1183,KS2_19,READPROG_NOTFSM6CLA1A,,1,0.2,-1.9,1.9,SUPP,3.2,-0.5,2,2.6,,-3.6,1.5,,-1.4,1.4,1.7,0.8,-0.4,2.4,,0,3.8,3.1,-4.8,2.9,SUPP,-3,2.3,,,-2.4,-0.9,-2.3,,3.9,-0.1,0.9,,-0.9,4.2,,,,,,,,,,0.3,,Reading progress measure for non-disadvantaged pupils
1184,KS2_19,READPROG_NOTFSM6CLA1A_LOWER,,-2.3,-2.6,-4.1,-1.3,SUPP,1.9,-3.8,-0.2,-0.6,,-5.6,-1,,-5.1,-0.9,-0.1,-1.2,-3.3,0.6,,-2.3,1.6,0.1,-8.8,-0.2,SUPP,-4.6,-0.2,,,-4.4,-3.2,-5.1,,1.6,-3.2,-0.5,,-2.9,1.5,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - lower confidence limit
1185,KS2_19,READPROG_NOTFSM6CLA1A_UPPER,,4.4,2.9,0.3,5.1,SUPP,4.5,2.7,4.2,5.7,,-1.6,4,,2.2,3.7,3.6,2.9,2.4,4.2,,2.3,6,6.1,-0.7,6.1,SUPP,-1.4,4.8,,,-0.5,1.4,0.6,,6.1,3.1,2.4,,1,6.9,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - upper confidence limit
1186,KS2_19,DIFFN_READPROG,,-2.8,0.3,-4.6,-2.6,SUPP,4.1,-1.8,-0.1,-0.7,,-5.1,-1.5,,-2.9,-2.5,1.3,3,-3,-1.2,,-1.3,4.2,2.8,-3.5,-4.2,SUPP,-5.6,1.3,,,-3.7,-1,-1.4,,2,-1.5,1,,-2,0.5,,,,,,,,,,0,,Difference between reading progress measure for disadvantaged pupils in school and other pupils nationally
1187,KS2_19,READPROG_EAL,,2.1,3.5,-1.5,SUPP,NA,3.9,3.9,0.9,0.9,,-4.7,1.4,,-0.9,0.9,3.1,1.6,-3.4,2.1,,-0.8,7,SUPP,SUPP,-1.3,SUPP,-3.8,5.4,,,-1.2,-0.5,SUPP,,3.7,-4.5,0.9,,-1.9,2,,,,,,,,,,0.8,,Reading progress measure for EAL pupils
1188,KS2_19,READPROG_EAL_LOWER,,-0.6,-1,-4.5,SUPP,NA,1.9,0,-0.8,-2.8,,-6.7,-1.1,,-4.1,-2.9,0,-0.8,-7,-0.9,,-3.1,4.2,SUPP,SUPP,-4.6,SUPP,-7.2,2.4,,,-4.1,-2.5,SUPP,,1.4,-9.1,-1.7,,-5.8,-0.1,,,,,,,,,,0,,Reading progress measure for EAL pupils - lower confidence limit
1189,KS2_19,READPROG_EAL_UPPER,,4.8,8.1,1.5,SUPP,NA,6,7.7,2.7,4.5,,-2.7,3.8,,2.4,4.7,6.2,4.1,0.3,5.1,,1.5,9.9,SUPP,SUPP,1.9,SUPP,-0.5,8.4,,,1.7,1.4,SUPP,,6,0,3.5,,1.9,4.2,,,,,,,,,,0,,Reading progress measure for EAL pupils - upper confidence limit
1190,KS2_19,READPROG_MOBN,,-1.3,0.4,-3.4,-0.1,0.2,3.6,-1.3,0.8,0.6,,-4.5,0,,-2.3,-0.3,1.8,1.7,-1.4,1.5,,-0.3,4.2,2.9,-4.2,-1.9,0.3,-4,1.8,,,-2.9,-0.9,-1.3,,2.7,-0.7,1.3,,-1.4,2.2,,,,,,,,,,0.1,,Reading progress measure for non-mobile pupils
1191,KS2_19,READPROG_MOBN_LOWER,,-3.1,-1.4,-5,-2.4,-2,2.5,-3.3,-0.6,-1.2,,-5.7,-1.8,,-4.1,-2,0.1,0.1,-3.1,-0.1,,-1.9,2.6,0.7,-6.7,-3.9,-1.9,-5.4,0,,,-4.3,-2.6,-3.5,,1.1,-3,0.1,,-3,0.5,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - lower confidence limit
1192,KS2_19,READPROG_MOBN_UPPER,,0.5,2.2,-1.7,2.2,2.4,4.7,0.6,2.3,2.5,,-3.4,1.9,,-0.5,1.4,3.4,3.3,0.3,3,,1.3,5.9,5.1,-1.8,0.1,2.6,-2.7,3.6,,,-1.5,0.7,1,,4.4,1.6,2.5,,0.2,3.9,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - upper confidence limit
1193,KS2_19,WRITPROG_B,,-2.1,0.2,0,-1.4,-2.3,0.5,-3.8,0.5,-1.8,,-2.7,-3.9,,-1.4,0.3,0.1,-0.2,-5,1.9,,0.7,3.1,4.7,0.2,0.5,1.3,-4.3,1.1,,,-6.2,-2.5,3.4,,2.3,-2.4,2.8,,-1,2,,,,,,,,,,-0.7,,Writing progress measure for boys
1194,KS2_19,WRITPROG_B_LOWER,,-4.4,-2.1,-2.1,-4.2,-5,-0.9,-6.4,-1.2,-4.2,,-4.1,-6.2,,-3.4,-1.9,-2,-2.2,-7.1,-0.3,,-1.3,1,1.9,-2.7,-1.8,-1.7,-6.2,-1.2,,,-8,-4.7,0.5,,-0.1,-5,1.2,,-3.3,0,,,,,,,,,,0,,Writing progress measure for boys - lower confidence limit
1195,KS2_19,WRITPROG_B_UPPER,,0.1,2.4,2.1,1.4,0.4,1.9,-1.1,2.2,0.6,,-1.2,-1.6,,0.6,2.5,2.1,1.8,-3,4.1,,2.8,5.2,7.5,3.1,2.9,4.3,-2.5,3.3,,,-4.4,-0.3,6.3,,4.7,0.2,4.4,,1.2,4.1,,,,,,,,,,0,,Writing progress measure for boys - upper confidence limit
1196,KS2_19,WRITPROG_G,,0.2,2,1.8,-0.9,-0.8,2.4,1.2,2.9,-1.3,,-1.1,0.3,,0.8,0.6,1,1,-3,1.1,,2.3,4.4,1.5,1.9,1.9,0.8,-1.4,3.7,,,0.1,-0.5,2.9,,1.8,-3.2,3.3,,0,0.6,,,,,,,,,,0.8,,Wwriting progress measure for girls
1197,KS2_19,WRITPROG_G_LOWER,,-2,-0.5,-0.2,-4.2,-3.6,0.9,-1.1,1,-3.4,,-2.6,-1.8,,-1.8,-1.5,-1.1,-1.2,-5.2,-0.8,,0.3,2.3,-1.4,-1.3,-0.6,-2.2,-2.9,1.6,,,-1.6,-2.6,0.1,,-0.1,-6.8,1.8,,-2,-1.9,,,,,,,,,,0,,Writing progress measure for girls - lower confidence limit
1198,KS2_19,WRITPROG_G_UPPER,,2.5,4.5,3.8,2.5,2.1,3.9,3.5,4.8,0.8,,0.5,2.5,,3.5,2.8,3.1,3.2,-0.8,2.9,,4.4,6.6,4.4,5.1,4.4,3.8,0.1,5.9,,,1.7,1.5,5.7,,3.8,0.3,4.7,,1.9,3.1,,,,,,,,,,0,,Writing progress measure for girls - upper confidence limit
1199,KS2_19,WRITPROG_L,,-2.2,SUPP,SUPP,SUPP,NA,2.4,0.8,3.9,1.6,,2.5,-0.3,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,4,12,9,SUPP,0.5,SUPP,-7.3,9.3,,,SUPP,4.1,SUPP,,SUPP,SUPP,8,,SUPP,SUPP,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment
1200,KS2_19,WRITPROG_L_LOWER,,-5.6,SUPP,SUPP,SUPP,NA,-1.8,-3.7,0.2,-2.4,,-1.7,-4.8,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,0.1,8.3,4.5,SUPP,-4,SUPP,-11.2,5.1,,,SUPP,-0.4,SUPP,,SUPP,SUPP,4.8,,SUPP,SUPP,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - lower confidence limit
1201,KS2_19,WRITPROG_L_UPPER,,1.1,SUPP,SUPP,SUPP,NA,6.6,5.4,7.6,5.5,,6.7,4.3,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,8,15.8,13.6,SUPP,5.1,SUPP,-3.3,13.6,,,SUPP,8.7,SUPP,,SUPP,SUPP,11.2,,SUPP,SUPP,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - upper confidence limit
1202,KS2_19,WRITPROG_M,,-0.9,0.3,0.3,-0.3,-0.8,1.7,-0.6,2.4,-1.8,,-1.1,-2.5,,-0.6,0.2,0.7,0.1,-5.3,1.6,,1.4,2.3,2.2,1.9,2.1,0.8,-2.2,1.3,,,-3.6,-1.8,3,,2.1,-3.1,1.8,,-0.3,2.3,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment
1203,KS2_19,WRITPROG_M_LOWER,,-3,-1.9,-1.7,-3.1,-3.6,0.3,-3,0.7,-3.8,,-2.5,-4.8,,-2.5,-1.9,-1.2,-1.9,-7.2,-0.1,,-0.4,0.1,-0.8,-0.6,-0.1,-2,-3.8,-0.9,,,-5.4,-3.7,0.3,,0.2,-5.8,0.4,,-2.2,0.3,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - lower confidence limit
1204,KS2_19,WRITPROG_M_UPPER,,1.1,2.4,2.3,2.4,2,3,1.8,4.1,0.1,,0.3,-0.3,,1.3,2.4,2.6,2.1,-3.3,3.3,,3.2,4.4,5.2,4.3,4.3,3.5,-0.6,3.5,,,-1.8,0.2,5.7,,4,-0.4,3.2,,1.5,4.2,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - upper confidence limit
1205,KS2_19,WRITPROG_H,,0.5,3.4,1.4,-1.7,-2.4,0.8,-2.1,-0.5,-3.1,,-4.1,-1.1,,-1.6,0.2,0,-0.2,-2.5,0,,0.3,2,1.2,SUPP,-0.8,0.1,-2,1.5,,,-0.4,-2.7,4.2,,1.5,-2.7,3.9,,0.5,-0.6,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment
1206,KS2_19,WRITPROG_H_LOWER,,-3.2,0.4,-0.9,-5.7,-5.1,-0.8,-5.1,-2.7,-6.8,,-5.9,-3.6,,-4.8,-2.3,-2.6,-2.6,-5.3,-2.9,,-2.9,-0.5,-2.2,SUPP,-4.2,-3.8,-3.9,-1.1,,,-2.1,-5.5,0.9,,-1.2,-6.5,1.9,,-2.1,-3.9,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - lower confidence limit
1207,KS2_19,WRITPROG_H_UPPER,,4.2,6.3,3.7,2.2,0.4,2.5,0.9,1.6,0.6,,-2.4,1.4,,1.7,2.8,2.5,2.1,0.2,2.9,,3.6,4.5,4.5,SUPP,2.5,4,-0.1,4,,,1.3,0,7.6,,4.2,1,6,,3.1,2.6,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - upper confidence limit
1208,KS2_19,WRITPROG_FSM6CLA1A,,-1.8,1.4,0.3,-2.2,SUPP,1.9,-1,1.2,-1.7,,-1.8,-2.5,,-0.3,-1.6,0.4,-0.7,-3.5,0.3,,0.1,4,4.9,1.2,-0.4,SUPP,-4.7,2,,,-4.6,-2.9,3.3,,1.2,-1.1,3.3,,-0.3,0,,,,,,,,,,-0.5,,Writing progress measure for disadvantaged pupils
1209,KS2_19,WRITPROG_FSM6CLA1A_LOWER,,-3.7,-0.8,-1.8,-5.3,SUPP,0,-3.1,-0.3,-3.6,,-3.1,-4.7,,-2.1,-3.9,-2.4,-3.2,-5.4,-2.4,,-1.9,1.8,2.1,-1.5,-2.5,SUPP,-6.6,-0.2,,,-6.3,-5,0.2,,-1,-4.1,1.5,,-3,-2,,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - lower confidence limit
1210,KS2_19,WRITPROG_FSM6CLA1A_UPPER,,0,3.6,2.3,0.9,SUPP,3.9,1.1,2.8,0.2,,-0.5,-0.3,,1.5,0.7,3.3,1.8,-1.7,3,,2,6.2,7.8,3.8,1.7,SUPP,-2.7,4.1,,,-3,-0.9,6.4,,3.5,1.9,5.2,,2.3,2.1,,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - upper confidence limit
1211,KS2_19,WRITPROG_NOTFSM6CLA1A,,1.5,0.4,1.6,-0.2,SUPP,1.2,-0.7,2.1,-1.2,,-2.1,-0.8,,-1.5,2.3,0.6,0.9,-5.3,1.9,,3.3,3.5,1.5,0.6,4,SUPP,-1.4,3.1,,,-0.5,0.2,3.1,,2.7,-4.1,2.9,,-0.5,3.5,,,,,,,,,,0.3,,Writing progress measure for non-disadvantaged pupils
1212,KS2_19,WRITPROG_NOTFSM6CLA1A_LOWER,,-1.6,-2.1,-0.4,-3.2,SUPP,0,-3.7,0,-4.1,,-4,-3.1,,-4.8,0.2,-1.1,-1,-7.9,0.2,,1.2,1.5,-1.3,-3.1,1.1,SUPP,-2.9,0.8,,,-2.3,-2,0.4,,0.6,-7,1.6,,-2.3,1,,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - lower confidence limit
1213,KS2_19,WRITPROG_NOTFSM6CLA1A_UPPER,,4.6,3,3.7,2.8,SUPP,2.4,2.3,4.1,1.7,,-0.3,1.5,,1.9,4.5,2.3,2.8,-2.6,3.5,,5.5,5.5,4.3,4.3,6.9,SUPP,0,5.4,,,1.2,2.3,5.7,,4.7,-1.3,4.3,,1.3,6,,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - upper confidence limit
1214,KS2_19,DIFFN_WRITPROG,,-2.1,1.1,0,-2.5,SUPP,1.6,-1.3,0.9,-2,,-2.1,-2.8,,-0.6,-1.9,0.1,-1,-3.8,0,,-0.2,3.7,4.6,0.9,-0.7,SUPP,-5,1.7,,,-4.9,-3.2,3,,0.9,-1.4,3,,-0.6,-0.3,,,,,,,,,,0,,Difference between writing progress measure for disadvantaged pupils in school and other pupils nationally
