No,Namespace,Variable,Forestdale Primary School - 133759,Bishop Wilson Church of England Primary School - 104105,Whitehall Junior Community School - 104162,Albert Bradbeer Primary Academy - 140889,Solihull School - 104124,Whitehouse Common Primary School - 132007,St John's Church of England Primary Academy - 140856,Great Bridge Primary School - 103915,Newfield Park Primary School - 103815,Temple Meadow Primary School - 103957,St Alphege Church of England Infant and Nursery School - 104090,Halesowen CofE Primary School - 103847,Windy Arbor Primary School - 104071,Whitehall Nursery and Infant School - 104163,Tividale Hall Primary School - 103960,Burnt Tree Primary School - 103914,Cofton Primary School - 103315,Palfrey Girls School - 104267,St Mary's The Mount Catholic Primary School - 104232,St Alphege Church of England Junior School - 104092,Tidbury Green School - 104065,St Martin's CofE Primary School - 103987,Our Lady and St Kenelm RC School - 103850,Old Hill Primary School - 103952,Coppice Primary School - 103390,St Columba's Catholic Primary School - 141669,Mayfield Preparatory School - 104265,Langley School - 103630,Saint Martin's School - 104123,Palfrey Junior School - 104160,St Mary's Catholic Primary School - 103993,St Mary's Catholic Primary School - 147795,Wood Green Junior School - 103913,Palfrey Infant School - 104161,New Hall Primary School - 103395,Caldmore Primary Academy - 143904,Reddal Hill Primary School - 103954,The Earls High School - 137812,Dudley Port School - 147736,Ormiston Forge Academy - 137673,Abu Bakr Boys School - 135483,Queen Mary's Grammar School - 136773,Wood Green Academy - 136616,Windsor High School and Sixth Form - 136618,Stuart Bathurst Catholic High School - 147881,Impact Independent School - 141560,Stuart Bathurst Catholic High School - 104020,The ACE Academy - 139328,Q3 Academy Tipton - 146383,Solihull Sixth Form College - 144887,National state-funded primary,National state-funded secondary and 16 to 18,Description
1139,KS2_19,PTWRITTA_EXP,40%,75%,85%,80%,,91%,70%,81%,83%,58%,,73%,64%,,82%,87%,72%,,97%,83%,79%,68%,100%,93%,92%,79%,,0%,,81%,71%,,75%,,83%,74%,51%,,,,,,,,,,,,,,78%,,Percentage of pupils reaching the expected standard in writing
1140,KS2_19,PTWRITTA_HIGH,3%,13%,11%,32%,,43%,17%,22%,23%,14%,,7%,6%,,20%,23%,18%,,23%,25%,17%,6%,31%,27%,33%,31%,,0%,,26%,19%,,40%,,20%,4%,5%,,,,,,,,,,,,,,20%,,Percentage of pupils working at greater depth within the expected standard in writing
1141,KS2_19,PTWRITTA_WTS,40%,23%,14%,20%,,9%,23%,15%,17%,24%,,13%,23%,,12%,13%,28%,,3%,17%,17%,32%,0%,7%,8%,21%,,0%,,18%,16%,,23%,,17%,18%,42%,,,,,,,,,,,,,,17%,,Percentage of pupils working towards the expected standard in writing
1142,KS2_19,PTWRITTA_AD,0%,0%,0%,0%,,0%,0%,0%,0%,0%,,0%,0%,,0%,0%,0%,,0%,0%,0%,0%,0%,0%,0%,0%,,0%,,0%,0%,,0%,,0%,0%,0%,,,,,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in writing TA
1143,KS2_19,PTSCITA_EXP,50%,79%,84%,88%,,99%,70%,78%,93%,81%,,80%,74%,,78%,87%,77%,,93%,81%,90%,74%,100%,90%,100%,83%,,0%,,84%,87%,,75%,,85%,77%,76%,,,,,,,,,,,,,,83%,,Percentage of pupils reaching the expected standard in science TA
1144,KS2_19,PTSCITA_AD,0%,0%,0%,0%,,0%,0%,0%,0%,0%,,0%,0%,,0%,0%,0%,,0%,0%,0%,0%,0%,0%,0%,0%,,0%,,0%,0%,,0%,,0%,0%,0%,,,,,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in science TA
1145,KS2_19,PTRWM_EXP_B,22%,57%,59%,81%,,82%,54%,57%,67%,39%,,53%,37%,,66%,82%,58%,,85%,74%,75%,47%,93%,80%,81%,31%,,0%,,52%,57%,,50%,,58%,38%,33%,,,,,,,,,,,,,,60%,,"Percentage of boys reaching the expected standard in reading, writing and maths"
1146,KS2_19,PTRWM_EXP_G,14%,73%,62%,70%,,90%,71%,86%,70%,39%,,73%,65%,,64%,90%,55%,,94%,76%,77%,75%,64%,90%,92%,62%,,0%,,69%,41%,,67%,,80%,68%,44%,,,,,,,,,,,,,,70%,,"Percentage of girls reaching the expected standard in reading, writing and maths"
1147,KS2_19,PTRWM_EXP_L,SUPP,SUPP,SUPP,0%,,SUPP,SUPP,SUPP,SUPP,0%,,SUPP,SUPP,,SUPP,SUPP,0%,,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,,0%,,SUPP,,,0%,,SUPP,0%,0%,,,,,,,,,,,,,,7%,,"Percentage of pupils with low prior attainment reaching the expected standard in reading, writing and maths"
1148,KS2_19,PTRWM_EXP_M,21%,54%,40%,77%,,76%,46%,70%,55%,41%,,61%,31%,,55%,86%,47%,,83%,58%,76%,53%,58%,82%,71%,19%,,SUPP,,43%,42%,,61%,,54%,70%,38%,,,,,,,,,,,,,,58%,,"Percentage of pupils with medium prior attainment reaching the expected standard in reading, writing and maths"
1149,KS2_19,PTRWM_EXP_H,SUPP,95%,92%,95%,,100%,100%,100%,100%,80%,,100%,88%,,100%,100%,100%,,100%,97%,100%,90%,94%,100%,100%,90%,,,,91%,SUPP,,93%,,95%,100%,73%,,,,,,,,,,,,,,95%,,"Percentage of pupils with high prior attainment reaching the expected standard in reading, writing and maths"
1150,KS2_19,PTRWM_EXP_FSM6CLA1A,14%,55%,40%,69%,,80%,55%,66%,38%,30%,,56%,47%,,65%,75%,53%,,SUPP,SUPP,73%,46%,75%,92%,SUPP,20%,,0%,,55%,31%,,41%,,58%,42%,39%,,,,,,,,,,,,,,51%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths"
1151,KS2_19,PTRWM_EXP_NOTFSM6CLA1A,33%,79%,74%,83%,,86%,68%,78%,77%,47%,,75%,53%,,65%,100%,58%,,SUPP,SUPP,77%,67%,81%,76%,SUPP,71%,,0%,,66%,67%,,73%,,91%,65%,39%,,,,,,,,,,,,,,71%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths"
1152,KS2_19,DIFFN_RWM_EXP,-57,-16,-31,-2,,9,-16,-5,-33,-41,,-15,-24,,-6,4,-18,,SUPP,SUPP,2,-25,4,21,SUPP,-51,,-71,,-16,-40,,-30,,-13,-29,-32,,,,,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils reaching the expected standard in reading, writing and maths "
1153,KS2_19,PTRWM_EXP_EAL,SUPP,,62%,SUPP,,82%,61%,75%,SUPP,29%,,55%,SUPP,,SUPP,93%,SUPP,,SUPP,67%,SUPP,50%,SUPP,90%,,29%,,SUPP,,62%,67%,,50%,,92%,50%,52%,,,,,,,,,,,,,,64%,,"Percentage of EAL pupils reaching the expected standard in reading, writing and maths"
1154,KS2_19,PTRWM_EXP_MOBN,22%,63%,61%,74%,,86%,62%,74%,71%,39%,,62%,45%,,65%,88%,54%,,89%,77%,85%,59%,79%,83%,86%,44%,,0%,,63%,50%,,61%,,76%,54%,44%,,,,,,,,,,,,,,66%,,"Percentage of non-mobile pupils reaching the expected standard in reading, writing and maths"
1155,KS2_19,PTRWM_HIGH_B,0%,7%,6%,4%,,18%,8%,3%,17%,0%,,0%,7%,,6%,9%,8%,,15%,19%,25%,0%,0%,15%,17%,6%,,0%,,12%,7%,,10%,,5%,4%,0%,,,,,,,,,,,,,,9%,,Percentage of boys achieving a high score in reading and maths and working at greater depth in writing
1156,KS2_19,PTRWM_HIGH_G,14%,0%,5%,21%,,36%,6%,10%,20%,4%,,7%,0%,,11%,10%,10%,,18%,26%,5%,8%,14%,10%,29%,31%,,0%,,18%,6%,,3%,,11%,3%,9%,,,,,,,,,,,,,,13%,,"Percentage of girls reaching the HIGHected standard in reading, writing and maths"
1157,KS2_19,PTRWM_HIGH_L,SUPP,SUPP,SUPP,0%,,SUPP,SUPP,SUPP,SUPP,0%,,SUPP,SUPP,,SUPP,SUPP,0%,,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,,0%,,SUPP,,,0%,,SUPP,0%,0%,,,,,,,,,,,,,,0%,,Percentage of pupils with low prior attainment achieving a high score in reading and maths and working at greater depth in writing
1158,KS2_19,PTRWM_HIGH_M,0%,0%,2%,0%,,6%,0%,0%,0%,0%,,0%,0%,,0%,0%,0%,,0%,3%,0%,0%,0%,9%,0%,0%,,SUPP,,2%,0%,,0%,,4%,3%,0%,,,,,,,,,,,,,,2%,,Percentage of pupils with medium prior attainment achieving a high score in reading and maths and working at greater depth in writing
1159,KS2_19,PTRWM_HIGH_H,SUPP,11%,11%,38%,,54%,17%,33%,44%,7%,,14%,12%,,33%,23%,33%,,45%,45%,50%,10%,12%,21%,39%,50%,,,,28%,SUPP,,29%,,14%,13%,27%,,,,,,,,,,,,,,29%,,Percentage of pupils with high prior attainment achieving a high score in reading and maths and working at greater depth in writing
1160,KS2_19,PTRWM_HIGH_FSM6CLA1A,5%,6%,0%,8%,,10%,0%,0%,15%,0%,,0%,6%,,6%,6%,12%,,SUPP,SUPP,0%,0%,0%,23%,SUPP,13%,,0%,,12%,0%,,7%,,3%,0%,3%,,,,,,,,,,,,,,5%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1161,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A,0%,0%,9%,21%,,28%,11%,15%,19%,3%,,8%,0%,,9%,13%,8%,,SUPP,SUPP,19%,6%,10%,6%,SUPP,21%,,0%,,17%,13%,,6%,,17%,6%,9%,,,,,,,,,,,,,,13%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1162,KS2_19,DIFFN_RWM_HIGH,-8,-7,-13,-5,,-3,-13,-13,2,-13,,-13,-7,,-7,-7,-1,,SUPP,SUPP,-13,-13,-13,10,SUPP,0,,-13,,-1,-13,,-6,,-10,-13,-10,,,,,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils achieving a high score in reading, writing and maths "
1163,KS2_19,PTRWM_HIGH_EAL,SUPP,,6%,SUPP,,27%,6%,13%,SUPP,0%,,0%,SUPP,,SUPP,14%,SUPP,,SUPP,33%,SUPP,6%,SUPP,10%,,14%,,SUPP,,15%,33%,,0%,,25%,4%,8%,,,,,,,,,,,,,,11%,,Percentage of EAL pupils achieving a high score in reading and maths and working at greater depth in writing
1164,KS2_19,PTRWM_HIGH_MOBN,4%,4%,6%,14%,,25%,7%,7%,19%,2%,,4%,2%,,8%,8%,10%,,19%,23%,18%,3%,7%,14%,22%,19%,,0%,,16%,7%,,7%,,8%,4%,6%,,,,,,,,,,,,,,11%,,Percentage of non-mobile pupils achieving a high score in reading and maths and working at greater depth in writing
1165,KS2_19,READPROG_B,-5,-0.1,-4,2.5,,1.8,-0.3,1,1,-3.9,,-2.4,-4.9,,-0.4,4,0.3,,2.1,0.5,3.5,-2.7,-0.1,0.4,0.8,-5.4,,-9,,-2.2,-1.5,,1,,-0.6,0.6,-4.3,,,,,,,,,,,,,,-0.5,,Reading progress measure for boys
1166,KS2_19,READPROG_B_LOWER,-7.6,-2.3,-5.8,0.1,,0.1,-3.8,-1.3,-1.2,-6.1,,-5.9,-7.2,,-2.6,0.4,-2.1,,-1.4,-1.7,0.7,-5.5,-3.2,-2.3,-1.3,-8.5,,-12.9,,-4.1,-4.8,,-1.3,,-3.5,-2.1,-6.6,,,,,,,,,,,,,,0,,Reading progress measure for boys - lower confidence limit
1167,KS2_19,READPROG_B_UPPER,-2.3,2.2,-2.2,4.8,,3.5,3.2,3.3,3.3,-1.7,,1,-2.6,,1.7,7.7,2.7,,5.6,2.6,6.4,0,3.1,3.2,2.8,-2.3,,-5.2,,-0.2,1.7,,3.3,,2.2,3.2,-2,,,,,,,,,,,,,,0,,Reading progress measure for boys - upper confidence limit
1168,KS2_19,READPROG_G,-2.4,0.6,-4.6,2.8,,4.8,-2.7,3.9,2.6,-0.4,,-1.6,-1.2,,-1.2,0.7,-0.1,,3.1,2,3.7,-0.4,-0.2,1,2,-0.8,,-13.6,,-0.7,-3.3,,1.4,,-0.6,0.6,-2.3,,,,,,,,,,,,,,0.6,,Reading progress measure for girls
1169,KS2_19,READPROG_G_LOWER,-7,-2,-6.7,0.7,,2.8,-5.9,1.6,0.4,-2.9,,-4.7,-3.9,,-3.5,-2.1,-2.2,,0.2,-0.2,1.1,-4.1,-3.4,-3.2,-0.5,-4.1,,-18.1,,-2.5,-6.4,,-0.9,,-2.7,-1.8,-4.5,,,,,,,,,,,,,,0,,Reading progress measure for girls - lower confidence limit
1170,KS2_19,READPROG_G_UPPER,2.2,3.2,-2.6,5,,6.7,0.4,6.1,4.8,2.1,,1.5,1.5,,1.2,3.6,2.1,,6.1,4.1,6.3,3.2,3,5.3,4.5,2.6,,-9,,1.1,-0.1,,3.6,,1.5,3,-0.1,,,,,,,,,,,,,,0,,Reading progress measure for girls - upper confidence limit
1171,KS2_19,READPROG_L,SUPP,SUPP,SUPP,3,,SUPP,SUPP,SUPP,SUPP,-3.2,,SUPP,SUPP,,SUPP,SUPP,-1.7,,NA,SUPP,SUPP,SUPP,NA,SUPP,SUPP,SUPP,,-10.5,,SUPP,NA,,5.8,,SUPP,0.5,-2.5,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment
1172,KS2_19,READPROG_L_LOWER,SUPP,SUPP,SUPP,-1.6,,SUPP,SUPP,SUPP,SUPP,-6.7,,SUPP,SUPP,,SUPP,SUPP,-6.7,,NA,SUPP,SUPP,SUPP,NA,SUPP,SUPP,SUPP,,-13.6,,SUPP,NA,,1.2,,SUPP,-3.5,-6.5,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - lower confidence limit
1173,KS2_19,READPROG_L_UPPER,SUPP,SUPP,SUPP,7.5,,SUPP,SUPP,SUPP,SUPP,0.3,,SUPP,SUPP,,SUPP,SUPP,3.2,,NA,SUPP,SUPP,SUPP,NA,SUPP,SUPP,SUPP,,-7.5,,SUPP,NA,,10.3,,SUPP,4.5,1.6,,,,,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - upper confidence limit
1174,KS2_19,READPROG_M,-3.9,0.2,-4.4,3.7,,3.9,-3.4,3.4,1.2,-1.6,,-0.9,-4.7,,-0.2,4.2,-0.3,,3.4,0.3,4.1,-0.3,-0.7,0.7,2.8,-4.8,,SUPP,,-2.4,-3,,1,,0.1,1.6,-2.8,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment
1175,KS2_19,READPROG_M_LOWER,-6.4,-2.1,-6.3,1.5,,2.2,-6.7,1.5,-1.1,-3.9,,-3.8,-7.1,,-2.1,0.9,-2.3,,0.5,-1.9,1.7,-3.4,-4.2,-3,0.4,-7.8,,SUPP,,-4.2,-5.5,,-1,,-2.3,-0.6,-4.8,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - lower confidence limit
1176,KS2_19,READPROG_M_UPPER,-1.4,2.5,-2.5,5.9,,5.6,0,5.3,3.4,0.8,,1.9,-2.4,,1.7,7.4,1.7,,6.2,2.5,6.5,2.8,2.8,4.3,5.3,-1.7,,SUPP,,-0.7,-0.5,,3.1,,2.4,3.8,-0.8,,,,,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - upper confidence limit
1177,KS2_19,READPROG_H,SUPP,-1.7,-3.8,1,,1.7,0.3,-1.3,1.5,-3,,-2,-0.9,,-0.5,0.3,1.7,,1.6,1.8,2.1,-3.5,0.3,0.4,0.2,-1.8,,NA,,-0.1,SUPP,,-0.7,,-2.3,-3.1,-5.6,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment
1178,KS2_19,READPROG_H_LOWER,SUPP,-4.5,-5.8,-1.6,,-0.3,-3.2,-4.8,-0.9,-6.2,,-6.6,-3.8,,-3.7,-3,-1.4,,-2,-0.4,-1.4,-7.3,-2.7,-2.8,-1.9,-5.6,,NA,,-2.3,SUPP,,-3.9,,-4.9,-7.4,-9.2,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - lower confidence limit
1179,KS2_19,READPROG_H_UPPER,SUPP,1.1,-1.8,3.6,,3.6,3.8,2.1,4,0.1,,2.6,2.1,,2.6,3.7,4.9,,5.3,4,5.6,0.4,3.2,3.7,2.3,2.1,,NA,,2,SUPP,,2.5,,0.4,1.2,-1.9,,,,,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - upper confidence limit
1180,KS2_19,READPROG_FSM6CLA1A,-4.9,0,-6.8,3.1,,4.5,-0.4,2,1,-3.6,,-2.3,-3.7,,-1.5,2.4,-0.6,,SUPP,SUPP,5.3,-1.6,-0.1,1.6,SUPP,-3.9,,-11.4,,-1.2,-4,,0.2,,-1,-0.1,-3.7,,,,,,,,,,,,,,-0.6,,Reading progress measure for disadvantaged pupils
1181,KS2_19,READPROG_FSM6CLA1A_LOWER,-7.6,-2.1,-8.9,1.1,,0.7,-4,-0.1,-2.4,-5.9,,-5.2,-5.8,,-4.6,-0.6,-3.5,,SUPP,SUPP,1.6,-5,-4.4,-1.8,SUPP,-7,,-15.7,,-3.4,-7.1,,-2.1,,-3.2,-2.7,-5.7,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - lower confidence limit
1182,KS2_19,READPROG_FSM6CLA1A_UPPER,-2.1,2.1,-4.7,5.1,,8.3,3.3,4.2,4.3,-1.3,,0.7,-1.5,,1.5,5.4,2.3,,SUPP,SUPP,8.9,1.7,4.2,4.9,SUPP,-0.8,,-7.1,,0.9,-0.9,,2.5,,1.2,2.4,-1.6,,,,,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - upper confidence limit
1183,KS2_19,READPROG_NOTFSM6CLA1A,-3.2,0.6,-2.6,1.9,,2.9,-2.5,3,2,-1,,-1.5,-2.6,,-0.5,1.5,0.4,,SUPP,SUPP,3,-2.1,-0.1,-0.3,SUPP,-2.5,,-10.5,,-1.5,-0.7,,2.1,,0,1.3,-2.6,,,,,,,,,,,,,,0.3,,Reading progress measure for non-disadvantaged pupils
1184,KS2_19,READPROG_NOTFSM6CLA1A_LOWER,-7.2,-2.2,-4.3,-0.6,,1.5,-5.5,0.6,0.3,-3.4,,-5.3,-5.7,,-2.3,-1.9,-1.5,,SUPP,SUPP,0.7,-5,-2.8,-3.5,SUPP,-5.9,,-14.5,,-3.2,-4,,-0.1,,-2.7,-1.2,-5.2,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - lower confidence limit
1185,KS2_19,READPROG_NOTFSM6CLA1A_UPPER,0.8,3.4,-0.8,4.4,,4.3,0.5,5.3,3.8,1.3,,2.3,0.6,,1.4,4.8,2.3,,SUPP,SUPP,5.2,0.8,2.5,3,SUPP,0.8,,-6.4,,0.2,2.5,,4.3,,2.7,3.8,0,,,,,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - upper confidence limit
1186,KS2_19,DIFFN_READPROG,-5.2,-0.3,-7.1,2.8,,4.2,-0.7,1.7,0.7,-3.9,,-2.6,-4,,-1.8,2.1,-0.9,,SUPP,SUPP,5,-1.9,-0.4,1.3,SUPP,-4.2,,-11.7,,-1.5,-4.3,,-0.1,,-1.3,-0.4,-4,,,,,,,,,,,,,,0,,Difference between reading progress measure for disadvantaged pupils in school and other pupils nationally
1187,KS2_19,READPROG_EAL,SUPP,NA,-4.4,SUPP,,5.7,-2.7,6.7,SUPP,SUPP,,-3.4,SUPP,,SUPP,2.4,SUPP,,SUPP,1.8,SUPP,-2.3,SUPP,0.5,NA,-0.5,,SUPP,,-1.4,SUPP,,SUPP,,-0.4,0.3,-2.4,,,,,,,,,,,,,,0.8,,Reading progress measure for EAL pupils
1188,KS2_19,READPROG_EAL_LOWER,SUPP,NA,-5.9,SUPP,,2,-5.8,3.5,SUPP,SUPP,,-7.4,SUPP,,SUPP,-1.1,SUPP,,SUPP,-2.5,SUPP,-5.2,SUPP,-4.1,NA,-5.5,,SUPP,,-2.8,SUPP,,SUPP,,-4.7,-1.6,-4.9,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - lower confidence limit
1189,KS2_19,READPROG_EAL_UPPER,SUPP,NA,-2.9,SUPP,,9.3,0.4,9.9,SUPP,SUPP,,0.6,SUPP,,SUPP,5.9,SUPP,,SUPP,6,SUPP,0.6,SUPP,5.1,NA,4.4,,SUPP,,-0.1,SUPP,,SUPP,,3.9,2.3,0,,,,,,,,,,,,,,0,,Reading progress measure for EAL pupils - upper confidence limit
1190,KS2_19,READPROG_MOBN,-3.9,0.2,-4.4,2.5,,3.2,-1.6,3,1.9,-2.4,,-2.6,-3.4,,-0.8,1.9,-0.3,,2.7,1.1,3.6,-1.5,-0.1,0.6,1.2,-3.2,,-10.9,,-1.5,-2.6,,1.2,,-0.3,0.6,-2.8,,,,,,,,,,,,,,0.1,,Reading progress measure for non-mobile pupils
1191,KS2_19,READPROG_MOBN_LOWER,-6.3,-1.5,-5.7,0.9,,1.9,-4,1.3,0.3,-4.2,,-5,-5.3,,-2.3,-0.6,-1.9,,0.3,-0.4,1.5,-3.8,-2.4,-1.7,-0.3,-5.6,,-13.8,,-2.8,-4.9,,-0.4,,-2.1,-1.2,-4.5,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - lower confidence limit
1192,KS2_19,READPROG_MOBN_UPPER,-1.6,1.9,-3,4.2,,4.5,0.7,4.6,3.5,-0.7,,-0.1,-1.6,,0.8,4.3,1.4,,5,2.7,5.7,0.8,2.1,2.9,2.8,-0.9,,-8,,-0.1,-0.3,,2.8,,1.5,2.4,-1.1,,,,,,,,,,,,,,0,,Reading progress measure for non-mobile pupils - upper confidence limit
1193,KS2_19,WRITPROG_B,-7,-1.6,-0.9,2.2,,1.9,-4.8,1,-0.2,-3.8,,-2.4,-4.7,,0,2.6,0.7,,1.2,-1,1.3,-1.5,-0.3,0.8,0.1,2.3,,-9.6,,-1.3,-4.7,,2.1,,-1.3,1.7,-4.5,,,,,,,,,,,,,,-0.7,,Writing progress measure for boys
1194,KS2_19,WRITPROG_B_LOWER,-9.5,-3.7,-2.5,0.1,,0.4,-8,-1.1,-2.2,-5.8,,-5.6,-6.8,,-1.9,-0.7,-1.5,,-2,-3,-1.3,-4,-3.2,-1.8,-1.8,-0.6,,-13.1,,-3.1,-7.6,,0,,-3.9,-0.7,-6.6,,,,,,,,,,,,,,0,,Writing progress measure for boys - lower confidence limit
1195,KS2_19,WRITPROG_B_UPPER,-4.6,0.4,0.7,4.4,,3.5,-1.5,3.1,1.9,-1.7,,0.8,-2.5,,2,6,2.9,,4.5,1,4,1.1,2.6,3.3,2,5.1,,-6,,0.6,-1.7,,4.2,,1.3,4.1,-2.3,,,,,,,,,,,,,,0,,Writing progress measure for boys - upper confidence limit
1196,KS2_19,WRITPROG_G,-0.9,-0.5,-1.2,2.2,,3.4,-0.9,3.7,1.8,0.8,,-0.7,-3.6,,1.1,1.2,-0.2,,2,-1.7,-1.3,-1.8,1.6,2.3,0.5,1.5,,-12.6,,1.8,0,,5,,0.6,1.6,-2.5,,,,,,,,,,,,,,0.8,,Wwriting progress measure for girls
1197,KS2_19,WRITPROG_G_LOWER,-5.1,-2.9,-3.1,0.2,,1.6,-3.8,1.6,-0.2,-1.5,,-3.6,-6.1,,-1.1,-1.4,-2.2,,-0.7,-3.7,-3.6,-5.2,-1.3,-1.6,-1.9,-1.6,,-16.8,,0.1,-2.9,,3,,-1.4,-0.6,-4.5,,,,,,,,,,,,,,0,,Writing progress measure for girls - lower confidence limit
1198,KS2_19,WRITPROG_G_UPPER,3.3,1.9,0.7,4.2,,5.2,2,5.8,3.8,3.1,,2.2,-1.1,,3.3,3.8,1.8,,4.7,0.3,1.1,1.5,4.6,6.2,2.8,4.6,,-8.4,,3.5,2.9,,7.1,,2.5,3.8,-0.4,,,,,,,,,,,,,,0,,Writing progress measure for girls - upper confidence limit
1199,KS2_19,WRITPROG_L,SUPP,SUPP,SUPP,2.9,,SUPP,SUPP,SUPP,SUPP,-4.4,,SUPP,SUPP,,SUPP,SUPP,3.3,,NA,SUPP,SUPP,SUPP,NA,SUPP,SUPP,SUPP,,-10.6,,SUPP,NA,,-0.1,,SUPP,2.3,-2.9,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment
1200,KS2_19,WRITPROG_L_LOWER,SUPP,SUPP,SUPP,-1.3,,SUPP,SUPP,SUPP,SUPP,-7.6,,SUPP,SUPP,,SUPP,SUPP,-1.2,,NA,SUPP,SUPP,SUPP,NA,SUPP,SUPP,SUPP,,-13.4,,SUPP,NA,,-4.3,,SUPP,-1.3,-6.6,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - lower confidence limit
1201,KS2_19,WRITPROG_L_UPPER,SUPP,SUPP,SUPP,7.2,,SUPP,SUPP,SUPP,SUPP,-1.2,,SUPP,SUPP,,SUPP,SUPP,7.9,,NA,SUPP,SUPP,SUPP,NA,SUPP,SUPP,SUPP,,-7.8,,SUPP,NA,,4.1,,SUPP,5.8,0.8,,,,,,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - upper confidence limit
1202,KS2_19,WRITPROG_M,-5.1,-0.3,0.3,1.3,,2.2,-3.8,2.3,-0.1,-1.7,,-0.4,-4,,0.8,2.4,-0.5,,2.3,-2,0,-2.2,2.4,0.6,0.4,1.2,,SUPP,,0.2,-3,,3.7,,-0.1,2.4,-3.5,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment
1203,KS2_19,WRITPROG_M_LOWER,-7.4,-2.4,-1.4,-0.7,,0.7,-6.9,0.5,-2.2,-3.9,,-3.1,-6.2,,-1,-0.5,-2.3,,-0.4,-4,-2.3,-5.1,-0.8,-2.8,-1.8,-1.5,,SUPP,,-1.4,-5.3,,1.8,,-2.3,0.3,-5.3,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - lower confidence limit
1204,KS2_19,WRITPROG_M_UPPER,-2.8,1.9,2,3.3,,3.8,-0.7,4,1.9,0.4,,2.2,-1.8,,2.5,5.4,1.4,,4.9,0,2.2,0.6,5.6,3.9,2.7,4,,SUPP,,1.8,-0.8,,5.5,,2.1,4.4,-1.6,,,,,,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - upper confidence limit
1205,KS2_19,WRITPROG_H,SUPP,-2.5,-2.5,3.2,,2.8,-0.7,2.1,0.9,0.4,,-1.9,-3.3,,2.7,0.8,0.7,,0.7,-0.9,-0.6,-3.2,-0.6,0.3,0.2,1.9,,NA,,0.6,SUPP,,5.2,,-0.6,-1.9,-3.7,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment
1206,KS2_19,WRITPROG_H_LOWER,SUPP,-5.1,-4.3,0.8,,0.9,-3.9,-1.1,-1.3,-2.5,,-6.1,-6,,-0.2,-2.3,-2.2,,-2.7,-2.9,-3.9,-6.7,-3.4,-2.7,-1.8,-1.6,,NA,,-1.3,SUPP,,2.2,,-3,-5.8,-7.1,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - lower confidence limit
1207,KS2_19,WRITPROG_H_UPPER,SUPP,0,-0.6,5.7,,4.6,2.5,5.3,3.1,3.3,,2.3,-0.6,,5.6,3.9,3.6,,4.1,1.1,2.6,0.4,2.1,3.3,2.1,5.5,,NA,,2.6,SUPP,,8.2,,1.9,2.1,-0.3,,,,,,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - upper confidence limit
1208,KS2_19,WRITPROG_FSM6CLA1A,-6.1,-1.8,-2.5,1.7,,2.3,-2.3,0.1,0.7,-2.4,,-1.5,-5,,0.9,1.5,0.8,,SUPP,SUPP,-0.2,0.1,0.5,3,SUPP,1.2,,-11.2,,0.5,-2.6,,1.7,,-0.5,1.2,-3.9,,,,,,,,,,,,,,-0.5,,Writing progress measure for disadvantaged pupils
