No,Namespace,Variable,Brays School - 144042,Maryvale Catholic Primary School - 103426,Warley Infant School - 103963,Lea Forest Primary Academy - 139003,Princethorpe Junior School - 146817,Princethorpe Infant School - 143436,Princethorpe Junior School - 103244,St Joseph's Catholic Primary School - 141670,Severne Junior Infant and Nursery School - 103252,Twickenham Primary School - 140518,Rood End Primary School - 103984,Cotteridge Primary School - 103190,Our Lady and St Hubert's Catholic Primary School - 141926,Wylde Green Primary School - 103349,King George V Primary School - 131223,St Francis Church of England Aided Primary School and Nursery - 143434,Kings Rise Academy - 138889,Northfield Manor Primary Academy - 142203,Oasis Academy Blakenhale Junior - 139129,Oasis Academy Blakenhale Infants - 139120,St Ambrose Barlow Catholic Primary School - 103465,Kineton Green Primary School - 104048,Brandhall Primary School - 103976,St Alban's Catholic Primary School - 103466,Robin Hood Academy - 140262,Penns Primary School - 103356,St Margaret's Church of England Primary School - 146107,Boldmere Junior School - 103341,Boldmere Infant School and Nursery - 103342,Holy Name Catholic Primary School - 103996,Whitecrest Primary School - 103922,Bournville School - 141318,Hallmoor School - 144336,St Mary and St Margaret's Church of England Aided Primary School - 104097,Gossey Lane Academy - 142794,Olton Primary School - 104076,Yardley Wood Community Primary School - 103281,Chivenor Primary School - 140159,Brownmead Primary Academy - 141320,Eaton Valley Primary School - 103923,Lyng Primary School - 103968,Grove Vale Primary School - 103972,Q3 Academy Langley - 141698,Hillcrest School and Sixth Form Centre - 137346,Cardinal Wiseman Catholic School - 103539,Kings Norton Girls' School - 136590,Lyndon School - 142075,Oldbury Academy - 137701,King Edward VI Sheldon Heath Academy - 136152,Sandwell College - 130479,National state-funded primary,National state-funded secondary and 16 to 18,Description
1190,KS2_19,READPROG_MOBN,-2.4,0.2,,8.6,,,-1.2,0.7,-2.2,3.1,4.8,0.4,0.1,1.8,1.2,0,5.3,1.8,1.7,,0.8,-1.2,3.5,2.9,-0.7,0.5,3.4,2.6,,0,1.8,,-4.4,-2.7,-1.6,-1.9,1.3,1.1,0.6,-0.5,-0.1,2.8,,,,,,,,,0.1,,Reading progress measure for non-mobile pupils
1191,KS2_19,READPROG_MOBN_LOWER,-4.7,-2.2,,6.9,,,-2.9,-1.7,-3.9,1.3,3.1,-1.3,-2.1,0.2,-1.2,-2.2,2.9,-0.1,0.4,,-1.4,-3.5,1.9,0.6,-2,-1.8,1.1,1.3,,-2.3,-0.5,,-9.3,-4.9,-4,-3.5,-1,-0.7,-1.7,-2.1,-1.9,1.2,,,,,,,,,0,,Reading progress measure for non-mobile pupils - lower confidence limit
1192,KS2_19,READPROG_MOBN_UPPER,-0.2,2.5,,10.2,,,0.4,3.1,-0.5,4.9,6.5,2,2.4,3.4,3.5,2.2,7.7,3.7,3.1,,3,1.1,5.2,5.2,0.7,2.7,5.7,3.9,,2.4,4,,0.6,-0.5,0.8,-0.2,3.6,2.9,2.9,1.2,1.7,4.4,,,,,,,,,0,,Reading progress measure for non-mobile pupils - upper confidence limit
1193,KS2_19,WRITPROG_B,-2.7,1.5,,4.6,,,-4.4,-1.1,-1.9,2.5,5,-2.7,0.5,1.1,3.4,-0.4,1.3,2,1.5,,0.2,-0.2,1.2,0,-3.6,-1.3,1.2,1,,0.1,-1.6,,-9.2,-1.9,1,-1.9,-1.7,-0.6,3.7,0.6,-0.5,0.6,,,,,,,,,-0.7,,Writing progress measure for boys
1194,KS2_19,WRITPROG_B_LOWER,-5.1,-1.9,,2.6,,,-6.3,-4.4,-3.9,0.2,2.8,-4.8,-2.3,-0.9,0.5,-3.6,-1.3,-0.2,-0.3,,-3.3,-2.9,-0.9,-2.7,-5.3,-3.9,-2,-0.6,,-2.2,-4.7,,-13.2,-4.6,-1.8,-3.6,-4.6,-2.9,0.6,-1.6,-2.9,-1.4,,,,,,,,,0,,Writing progress measure for boys - lower confidence limit
1195,KS2_19,WRITPROG_B_UPPER,-0.2,4.8,,6.5,,,-2.4,2.3,0.1,4.8,7.3,-0.5,3.3,3,6.3,2.9,3.9,4.2,3.4,,3.7,2.4,3.4,2.8,-1.9,1.4,4.4,2.6,,2.5,1.5,,-5.3,0.8,3.8,-0.2,1.2,1.6,6.8,2.8,1.8,2.6,,,,,,,,,0,,Writing progress measure for boys - upper confidence limit
1196,KS2_19,WRITPROG_G,-4.4,0.2,,2.7,,,-2,-0.8,0.8,2.8,3.2,-0.8,2.2,1.1,0,-1.6,3.5,2.1,3.2,,0.8,0.1,2.7,0.5,1.6,1.7,-3.3,1.9,,SUPP,0.6,,SUPP,1.6,3.3,0.3,3.2,0.3,0.8,0.7,1.6,3.1,,,,,,,,,0.8,,Wwriting progress measure for girls
1197,KS2_19,WRITPROG_G_LOWER,-7.9,-2.5,,0.5,,,-4.3,-3.4,-1.5,0.7,1.1,-2.9,-0.9,-1.1,-3.1,-4.3,0.9,-0.3,1.6,,-1.7,-3.3,0.8,-2.5,-0.1,-1.5,-6,0.2,,SUPP,-2.1,,SUPP,-1.4,-0.1,-2.4,0.2,-1.9,-2,-1.3,-0.5,1,,,,,,,,,0,,Writing progress measure for girls - lower confidence limit
1198,KS2_19,WRITPROG_G_UPPER,-0.9,2.9,,4.9,,,0.2,1.8,3.1,4.9,5.3,1.3,5.3,3.3,3.1,1,6,4.5,4.8,,3.2,3.5,4.7,3.4,3.4,5,-0.6,3.7,,SUPP,3.4,,SUPP,4.7,6.6,2.9,6.2,2.5,3.6,2.7,3.8,5.2,,,,,,,,,0,,Writing progress measure for girls - upper confidence limit
1199,KS2_19,WRITPROG_L,-3.2,SUPP,,8,,,SUPP,SUPP,NA,SUPP,7.7,SUPP,SUPP,SUPP,SUPP,SUPP,4.5,SUPP,6.8,,NA,SUPP,5,SUPP,-6,SUPP,NA,SUPP,,SUPP,SUPP,,-7.8,SUPP,6.2,SUPP,SUPP,-3.3,SUPP,5.9,SUPP,SUPP,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment
1200,KS2_19,WRITPROG_L_LOWER,-5.2,SUPP,,3.4,,,SUPP,SUPP,NA,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,0.6,SUPP,3.1,,NA,SUPP,1.2,SUPP,-9.5,SUPP,NA,SUPP,,SUPP,SUPP,,-11.2,SUPP,1.7,SUPP,SUPP,-6.4,SUPP,1.7,SUPP,SUPP,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - lower confidence limit
1201,KS2_19,WRITPROG_L_UPPER,-1.2,SUPP,,12.5,,,SUPP,SUPP,NA,SUPP,10.4,SUPP,SUPP,SUPP,SUPP,SUPP,8.5,SUPP,10.5,,NA,SUPP,8.7,SUPP,-2.5,SUPP,NA,SUPP,,SUPP,SUPP,,-4.4,SUPP,10.8,SUPP,SUPP,-0.2,SUPP,10.1,SUPP,SUPP,,,,,,,,,0,,Writing progress measure for pupils with low prior attainment - upper confidence limit
1202,KS2_19,WRITPROG_M,NA,0,,4.1,,,-3.3,-0.3,-1.1,2.8,3.6,-1.8,1.4,1.7,0.8,-1.3,3,2.8,2,,1.2,-0.5,1.2,-0.1,-0.5,-0.4,-1.7,1.9,,0.4,-2.6,,NA,-0.8,1.2,-0.9,0.3,1.2,0.6,0.6,1.7,2.3,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment
1203,KS2_19,WRITPROG_M_LOWER,NA,-2.7,,2.3,,,-5.1,-3.4,-2.9,0.9,1.3,-3.8,-1.8,-0.3,-1.4,-4,0.4,0.8,0.6,,-1.3,-3.7,-0.8,-3,-2.2,-3.7,-4.1,0.2,,-2.4,-5.7,,NA,-3.7,-1.8,-2.8,-2.1,-1,-2,-1.3,-0.2,0.6,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - lower confidence limit
1204,KS2_19,WRITPROG_M_UPPER,NA,2.7,,5.9,,,-1.5,2.8,0.7,4.7,6,0.2,4.7,3.6,3.1,1.4,5.5,4.9,3.4,,3.7,2.8,3.1,2.7,1.1,3,0.6,3.6,,3.2,0.5,,NA,2.1,4.2,0.9,2.6,3.4,3.3,2.5,3.7,4,,,,,,,,,0,,Writing progress measure for pupils with medium prior attainment - upper confidence limit
1205,KS2_19,WRITPROG_H,NA,0.7,,0.9,,,-3.6,0.7,-0.1,2.5,0.1,0.1,0.7,0.7,SUPP,-1.3,-0.3,0.6,1.9,,-0.5,0.1,2.1,0.5,0.1,-0.2,-0.5,0.9,,1.8,1.6,,NA,0.9,-0.4,-2.3,SUPP,0.3,4.5,-1.9,-0.1,0.1,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment
1206,KS2_19,WRITPROG_H_LOWER,NA,-3.5,,-2.1,,,-6.7,-2.4,-2.7,-0.6,-3,-2.3,-2.2,-1.6,SUPP,-4.5,-3.9,-2.5,-1,,-3.9,-2.9,-0.5,-2.5,-2,-2.9,-4.7,-0.9,,-2.2,-1.3,,NA,-2.2,-4.6,-4.7,SUPP,-2.9,0.8,-4.9,-3.2,-3,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - lower confidence limit
1207,KS2_19,WRITPROG_H_UPPER,NA,4.9,,3.8,,,-0.5,3.8,2.5,5.6,3.2,2.6,3.5,3.1,SUPP,1.9,3.2,3.7,4.8,,2.8,3,4.8,3.4,2.2,2.5,3.8,2.7,,5.7,4.5,,NA,4,3.8,0.2,SUPP,3.5,8.2,1.1,3,3.2,,,,,,,,,0,,Writing progress measure for pupils with high prior attainment - upper confidence limit
1208,KS2_19,WRITPROG_FSM6CLA1A,SUPP,1.3,,3.1,,,-3.5,-4.5,-0.7,2.5,5,-3.3,0.4,1.4,1.5,SUPP,1.8,1.9,2.1,,SUPP,-1.9,1.9,SUPP,-3.5,-2.3,SUPP,-0.7,,SUPP,SUPP,,SUPP,-1.2,2.3,-1.4,0.1,-0.5,2.9,0.7,0.1,2.9,,,,,,,,,-0.5,,Writing progress measure for disadvantaged pupils
1209,KS2_19,WRITPROG_FSM6CLA1A_LOWER,SUPP,-1.8,,1.5,,,-5.3,-8.5,-2.4,0.8,2.8,-5.4,-3.8,-1.3,-1.2,SUPP,-0.3,0,0.6,,SUPP,-5.6,0,SUPP,-5.5,-6.9,SUPP,-4.1,,SUPP,SUPP,,SUPP,-4.7,-0.4,-4,-2.3,-2.3,0.1,-1.7,-2.3,0.2,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - lower confidence limit
1210,KS2_19,WRITPROG_FSM6CLA1A_UPPER,SUPP,4.4,,4.8,,,-1.7,-0.6,1,4.3,7.1,-1.1,4.6,4.1,4.2,SUPP,3.9,3.9,3.6,,SUPP,1.8,3.9,SUPP,-1.6,2.2,SUPP,2.6,,SUPP,SUPP,,SUPP,2.3,4.9,1.1,2.5,1.3,5.7,3.2,2.6,5.6,,,,,,,,,0,,Writing progress measure for disadvantaged pupils - upper confidence limit
1211,KS2_19,WRITPROG_NOTFSM6CLA1A,SUPP,0.1,,5.6,,,-3.1,0.5,-1.1,3.1,3.1,-0.1,1.6,1,2.3,SUPP,4.4,2.3,3.3,,SUPP,0.7,2.2,SUPP,0.8,0.5,SUPP,1.7,,SUPP,SUPP,,SUPP,0,1.2,-1.2,2.1,0.9,1.1,0.6,1,1.4,,,,,,,,,0.3,,Writing progress measure for non-disadvantaged pupils
1212,KS2_19,WRITPROG_NOTFSM6CLA1A_LOWER,SUPP,-2.7,,2.7,,,-5.8,-2,-4.5,-0.1,0.9,-2.3,-0.8,-0.7,-1.1,SUPP,0.7,-0.6,1.2,,SUPP,-1.8,0,SUPP,-0.8,-1.8,SUPP,0.5,,SUPP,SUPP,,SUPP,-2.5,-2.5,-2.9,-1.8,-2.2,-2,-1.3,-1.1,-0.4,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - lower confidence limit
1213,KS2_19,WRITPROG_NOTFSM6CLA1A_UPPER,SUPP,3,,8.6,,,-0.4,2.9,2.3,6.4,5.3,2,4,2.7,5.6,SUPP,8.1,5.3,5.5,,SUPP,3.2,4.4,SUPP,2.3,2.8,SUPP,3,,SUPP,SUPP,,SUPP,2.5,4.9,0.5,6.1,3.9,4.2,2.5,3.1,3.1,,,,,,,,,0,,Writing progress measure for non-disadvantaged pupils - upper confidence limit
1214,KS2_19,DIFFN_WRITPROG,SUPP,1,,2.8,,,-3.8,-4.8,-1,2.2,4.7,-3.6,0.1,1.1,1.2,SUPP,1.5,1.6,1.8,,SUPP,-2.2,1.6,SUPP,-3.8,-2.6,SUPP,-1,,SUPP,SUPP,,SUPP,-1.5,2,-1.7,-0.2,-0.8,2.6,0.4,-0.2,2.6,,,,,,,,,0,,Difference between writing progress measure for disadvantaged pupils in school and other pupils nationally
1215,KS2_19,WRITPROG_EAL,-3.4,SUPP,,5.3,,,-0.3,SUPP,0.2,SUPP,4.3,-2.6,SUPP,SUPP,5.2,NA,3.3,0.4,4,,SUPP,SUPP,4.7,SUPP,-2.1,SUPP,SUPP,0,,SUPP,SUPP,,SUPP,NA,NA,-0.8,1.2,3.1,SUPP,0.5,0.9,2.5,,,,,,,,,1.2,,Writing progress measure for EAL pupils
1216,KS2_19,WRITPROG_EAL_LOWER,-6.8,SUPP,,2.3,,,-4.8,SUPP,-1.9,SUPP,2.6,-7.2,SUPP,SUPP,1.2,NA,-1.3,-3.6,0.8,,SUPP,SUPP,1.8,SUPP,-4.3,SUPP,SUPP,-4.6,,SUPP,SUPP,,SUPP,NA,NA,-3.1,-1.8,-1.1,SUPP,-1.7,-1.6,0.3,,,,,,,,,0,,Writing progress measure for EAL pupils - lower confidence limit
1217,KS2_19,WRITPROG_EAL_UPPER,-0.1,SUPP,,8.3,,,4.3,SUPP,2.3,SUPP,6.1,1.9,SUPP,SUPP,9.1,NA,7.8,4.3,7.2,,SUPP,SUPP,7.7,SUPP,0.2,SUPP,SUPP,4.5,,SUPP,SUPP,,SUPP,NA,NA,1.5,4.2,7.4,SUPP,2.6,3.4,4.6,,,,,,,,,0,,Writing progress measure for EAL pupils - upper confidence limit
1218,KS2_19,WRITPROG_MOBN,-2.9,1,,3.9,,,-3.5,-0.3,-0.8,2.4,4.1,-1.7,1.3,1.1,1.9,-1.1,2.2,2.1,2.4,,0.4,0,1.9,0.3,-0.9,0.1,-1.5,1.5,,1,-0.4,,-2.8,-0.4,2.1,-1.4,0.7,-0.6,2.8,0.8,0.6,1.8,,,,,,,,,0.1,,Writing progress measure for non-mobile pupils
1219,KS2_19,WRITPROG_MOBN_LOWER,-4.9,-1.2,,2.4,,,-5,-2.5,-2.4,0.8,2.6,-3.2,-0.8,-0.3,-0.3,-3.2,0,0.3,1.2,,-1.6,-2.2,0.4,-1.8,-2.2,-2,-3.7,0.3,,-1.2,-2.4,,-7.4,-2.4,-0.1,-2.9,-1.4,-2.3,0.6,-0.7,-1.1,0.4,,,,,,,,,0,,Writing progress measure for non-mobile pupils - lower confidence limit
1220,KS2_19,WRITPROG_MOBN_UPPER,-0.8,3.1,,5.4,,,-2,1.9,0.8,4,5.7,-0.2,3.4,2.6,4,0.9,4.4,3.8,3.7,,2.4,2.1,3.4,2.4,0.3,2.1,0.6,2.7,,3.1,1.7,,1.8,1.7,4.3,0.2,2.8,1.1,4.9,2.3,2.2,3.3,,,,,,,,,0,,Writing progress measure for non-mobile pupils - upper confidence limit
1221,KS2_19,MATPROG_B,-1.9,1.8,,7.3,,,-1.2,2.4,-0.7,3.7,8.1,0.6,3.4,2.2,3.5,-1.1,6.1,3.1,1.8,,3,-0.4,2.5,2.6,2,2.4,2.4,3.4,,1.8,1.3,,-13.1,0,1.7,-1.1,0.7,1.7,2.9,2.5,-1.2,1.9,,,,,,,,,0.7,,Maths progress measure for boys
1222,KS2_19,MATPROG_B_LOWER,-4.2,-1.4,,5.4,,,-3,-0.8,-2.6,1.6,6,-1.5,0.7,0.4,0.8,-4.1,3.6,1,0,,-0.4,-2.9,0.4,-0.1,0.3,-0.1,-0.7,1.9,,-0.5,-1.6,,-16.9,-2.6,-1,-2.7,-2,-0.4,0,0.4,-3.4,-0.1,,,,,,,,,0,,Maths progress measure for boys - lower confidence limit
1223,KS2_19,MATPROG_B_UPPER,0.4,5,,9.1,,,0.6,5.5,1.1,5.9,10.2,2.8,6,4,6.2,2,8.6,5.2,3.5,,6.3,2.1,4.6,5.2,3.6,4.9,5.4,4.9,,4,4.3,,-9.4,2.6,4.3,0.5,3.5,3.8,5.8,4.6,1,3.8,,,,,,,,,0,,Maths progress measure for boys - upper confidence limit
1224,KS2_19,MATPROG_G,-3.4,-2.2,,4.3,,,-1.8,0.4,-0.1,1.4,3.2,-0.4,1.9,1.9,-0.3,-5.2,3.8,0.6,0.3,,1.5,-3.4,1.4,-1.8,-0.9,2.3,1.4,-0.6,,SUPP,3.2,,SUPP,-0.8,-4.6,-3.4,2.7,0.5,-2.8,-2.3,0,1.6,,,,,,,,,-0.7,,Maths progress measure for girls
1225,KS2_19,MATPROG_G_LOWER,-6.7,-4.7,,2.2,,,-4,-2.1,-2.3,-0.6,1.1,-2.4,-1.1,-0.2,-3.2,-7.7,1.4,-1.6,-1.2,,-0.8,-6.6,-0.5,-4.6,-2.5,-0.8,-1.1,-2.3,,SUPP,0.5,,SUPP,-3.7,-7.8,-5.9,-0.1,-1.6,-5.5,-4.3,-2,-0.4,,,,,,,,,0,,Maths progress measure for girls - lower confidence limit
1226,KS2_19,MATPROG_G_UPPER,0,0.4,,6.3,,,0.3,2.9,2.1,3.4,5.2,1.6,4.8,4,2.6,-2.7,6.3,2.8,1.9,,3.8,-0.2,3.3,1,0.8,5.3,4,1.1,,SUPP,5.8,,SUPP,2.2,-1.5,-0.9,5.5,2.6,-0.2,-0.4,2.1,3.6,,,,,,,,,0,,Maths progress measure for girls - upper confidence limit
1227,KS2_19,MATPROG_L,-2.4,SUPP,,13.1,,,SUPP,SUPP,NA,SUPP,11.3,SUPP,SUPP,SUPP,SUPP,SUPP,7.6,SUPP,5.2,,NA,SUPP,3.9,SUPP,-0.8,SUPP,NA,SUPP,,SUPP,SUPP,,-11.1,SUPP,2,SUPP,SUPP,1.5,SUPP,1.3,SUPP,SUPP,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment
1228,KS2_19,MATPROG_L_LOWER,-4.3,SUPP,,8.8,,,SUPP,SUPP,NA,SUPP,8.7,SUPP,SUPP,SUPP,SUPP,SUPP,3.9,SUPP,1.7,,NA,SUPP,0.4,SUPP,-4.5,SUPP,NA,SUPP,,SUPP,SUPP,,-14.3,SUPP,-2.3,SUPP,SUPP,-1.4,SUPP,-2.7,SUPP,SUPP,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment - lower confidence limit
1229,KS2_19,MATPROG_L_UPPER,-0.5,SUPP,,17.4,,,SUPP,SUPP,NA,SUPP,13.8,SUPP,SUPP,SUPP,SUPP,SUPP,11.4,SUPP,8.7,,NA,SUPP,7.5,SUPP,2.9,SUPP,NA,SUPP,,SUPP,SUPP,,-7.9,SUPP,6.3,SUPP,SUPP,4.4,SUPP,5.3,SUPP,SUPP,,,,,,,,,0,,Maths progress measure for pupils with low prior attainment - upper confidence limit
1230,KS2_19,MATPROG_M,NA,-1,,5.9,,,-1.4,1.9,-1.5,3.1,3.7,0,2,3,1.2,-3.7,5.8,2.1,1.1,,2.1,-1.3,1.6,0.9,1.2,1.2,1.5,1.1,,1.6,1.2,,NA,-0.8,-2.6,-1.1,1.3,2.1,-1.7,-0.5,0.6,2,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment
1231,KS2_19,MATPROG_M_LOWER,NA,-3.6,,4.2,,,-3.1,-1,-3.3,1.3,1.4,-2,-1.1,1.2,-0.9,-6.3,3.4,0.2,-0.2,,-0.3,-4.3,-0.3,-1.9,-0.3,-2,-0.7,-0.5,,-1,-1.7,,NA,-3.5,-5.4,-2.8,-0.9,0,-4.2,-2.3,-1.2,0.4,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - lower confidence limit
1232,KS2_19,MATPROG_M_UPPER,NA,1.6,,7.6,,,0.2,4.9,0.2,5,5.9,1.9,5,4.9,3.3,-1.2,8.3,4.1,2.5,,4.4,1.8,3.4,3.6,2.8,4.4,3.8,2.7,,4.3,4.2,,NA,2,0.2,0.6,3.5,4.1,0.8,1.3,2.4,3.6,,,,,,,,,0,,Maths progress measure for pupils with medium prior attainment - upper confidence limit
1233,KS2_19,MATPROG_H,NA,-2.7,,2.9,,,-3.4,0.5,1.6,0.5,1.2,1.6,3.3,1.4,SUPP,-3.3,1.1,0.7,-2.3,,1.8,-0.5,1.4,-0.5,-0.3,2.2,2.8,2.1,,1.6,3.2,,NA,-0.3,0,-2,SUPP,-1.4,-0.6,0,-0.6,1.6,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment
1234,KS2_19,MATPROG_H_LOWER,NA,-6.7,,0.1,,,-6.3,-2.4,-0.9,-2.5,-1.7,-0.7,0.6,-0.8,SUPP,-6.3,-2.2,-2.2,-5,,-1.3,-3.4,-1.1,-3.3,-2.2,-0.4,-1.2,0.4,,-2.2,0.5,,NA,-3.2,-4,-4.3,SUPP,-4.5,-4.2,-2.8,-3.6,-1.3,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - lower confidence limit
1235,KS2_19,MATPROG_H_UPPER,NA,1.3,,5.7,,,-0.5,3.5,4.1,3.4,4.2,3.9,6.1,3.6,SUPP,-0.2,4.5,3.6,0.4,,5,2.3,4,2.4,1.7,4.8,6.8,3.7,,5.3,6,,NA,2.7,4,0.3,SUPP,1.6,2.9,2.9,2.3,4.5,,,,,,,,,0,,Maths progress measure for pupils with high prior attainment - upper confidence limit
1236,KS2_19,MATPROG_FSM6CLA1A,SUPP,0,,5.1,,,-1.3,0.6,-0.4,2.6,6,-1,0.3,1,1.1,SUPP,5.1,1.8,0.5,,SUPP,-2,1.8,SUPP,0.7,1.6,SUPP,-3.9,,SUPP,SUPP,,SUPP,-0.9,-1.3,-3,1.2,0.7,-0.9,-1.7,-1.9,0.5,,,,,,,,,-0.7,,Maths progress measure for disadvantaged pupils
1237,KS2_19,MATPROG_FSM6CLA1A_LOWER,SUPP,-3,,3.5,,,-2.9,-3.1,-2,0.9,4,-3,-3.7,-1.5,-1.5,SUPP,3.1,0,-1,,SUPP,-5.5,0,SUPP,-1.2,-2.7,SUPP,-7.3,,SUPP,SUPP,,SUPP,-4.2,-3.8,-5.4,-1.1,-1,-3.6,-4,-4.2,-2,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - lower confidence limit
1238,KS2_19,MATPROG_FSM6CLA1A_UPPER,SUPP,2.9,,6.7,,,0.4,4.4,1.2,4.3,8,1.1,4.3,3.6,3.6,SUPP,7.1,3.6,1.9,,SUPP,1.5,3.6,SUPP,2.6,6,SUPP,-0.6,,SUPP,SUPP,,SUPP,2.5,1.2,-0.6,3.5,2.4,1.7,0.6,0.4,3.1,,,,,,,,,0,,Maths progress measure for disadvantaged pupils - upper confidence limit
1239,KS2_19,MATPROG_NOTFSM6CLA1A,SUPP,-1.1,,8.5,,,-1.9,1.3,-0.6,1.9,5,1.2,3.5,2.5,2.8,SUPP,4.5,2.1,1.9,,SUPP,-1.3,2,SUPP,0.4,2.5,SUPP,2.3,,SUPP,SUPP,,SUPP,-0.1,-0.1,-1.2,2.9,2.4,0.6,0.8,0.4,2.2,,,,,,,,,0.4,,Maths progress measure for non-disadvantaged pupils
1240,KS2_19,MATPROG_NOTFSM6CLA1A_LOWER,SUPP,-3.8,,5.6,,,-4.4,-1,-3.8,-1.1,2.9,-0.9,1.2,0.9,-0.4,SUPP,0.9,-0.7,0,,SUPP,-3.7,-0.1,SUPP,-1.1,0.4,SUPP,1.1,,SUPP,SUPP,,SUPP,-2.4,-3.6,-2.8,-0.8,-0.5,-2.4,-1,-1.5,0.6,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - lower confidence limit
1241,KS2_19,MATPROG_NOTFSM6CLA1A_UPPER,SUPP,1.6,,11.3,,,0.7,3.6,2.5,5,7.1,3.3,5.7,4.1,5.9,SUPP,8,4.9,3.9,,SUPP,1,4.1,SUPP,1.9,4.7,SUPP,3.5,,SUPP,SUPP,,SUPP,2.3,3.4,0.4,6.6,5.3,3.5,2.6,2.4,3.9,,,,,,,,,0,,Maths progress measure for non-disadvantaged pupils - upper confidence limit
1242,KS2_19,DIFFN_MATPROG,SUPP,-0.4,,4.7,,,-1.7,0.2,-0.8,2.2,5.6,-1.4,-0.1,0.6,0.7,SUPP,4.7,1.4,0.1,,SUPP,-2.4,1.4,SUPP,0.3,1.2,SUPP,-4.3,,SUPP,SUPP,,SUPP,-1.3,-1.7,-3.4,0.8,0.3,-1.3,-2.1,-2.3,0.1,,,,,,,,,0,,Difference between maths progress measure for disadvantaged pupils in school and other pupils nationally
1243,KS2_19,MATPROG_EAL,-2.7,SUPP,,8.9,,,3.7,SUPP,0.8,SUPP,6,1.8,SUPP,SUPP,7.1,NA,8.4,4,2.4,,SUPP,SUPP,4.9,SUPP,-0.2,SUPP,SUPP,2.5,,SUPP,SUPP,,SUPP,NA,NA,1.3,2.4,1.6,SUPP,2.2,1.5,1.5,,,,,,,,,2.1,,Maths progress measure for EAL pupils
1244,KS2_19,MATPROG_EAL_LOWER,-5.8,SUPP,,6.1,,,-0.7,SUPP,-1.2,SUPP,4.3,-2.5,SUPP,SUPP,3.3,NA,4.1,0.3,-0.7,,SUPP,SUPP,2,SUPP,-2.4,SUPP,SUPP,-1.8,,SUPP,SUPP,,SUPP,NA,NA,-0.9,-0.4,-2.4,SUPP,0.2,-0.8,-0.6,,,,,,,,,0,,Maths progress measure for EAL pupils - lower confidence limit
1245,KS2_19,MATPROG_EAL_UPPER,0.5,SUPP,,11.7,,,8,SUPP,2.8,SUPP,7.7,6.1,SUPP,SUPP,10.8,NA,12.7,7.8,5.4,,SUPP,SUPP,7.7,SUPP,1.9,SUPP,SUPP,6.8,,SUPP,SUPP,,SUPP,NA,NA,3.5,5.2,5.6,SUPP,4.3,3.9,3.5,,,,,,,,,0,,Maths progress measure for EAL pupils - upper confidence limit
1246,KS2_19,MATPROG_MOBN,-1.9,-0.6,,6.2,,,-1.5,0.8,-0.6,2.4,5.7,0.1,2.7,2,1.8,-3.6,4.7,2.4,0.9,,2,-1.6,1.9,0.4,0.6,2.3,1.8,1.5,,1.6,2.3,,-5.6,-0.3,-0.5,-1.8,1.8,1.1,0,0,-1,1.7,,,,,,,,,0.1,,Maths progress measure for non-mobile pupils
1247,KS2_19,MATPROG_MOBN_LOWER,-3.9,-2.6,,4.7,,,-2.9,-1.2,-2.1,0.9,4.2,-1.4,0.7,0.6,-0.2,-5.5,2.7,0.7,-0.3,,0,-3.6,0.4,-1.6,-0.6,0.4,-0.2,0.3,,-0.5,0.4,,-9.9,-2.3,-2.6,-3.2,-0.2,-0.5,-2,-1.5,-2.5,0.3,,,,,,,,,0,,Maths progress measure for non-mobile pupils - lower confidence limit
1248,KS2_19,MATPROG_MOBN_UPPER,0.1,1.5,,7.6,,,-0.1,2.9,0.9,4,7.1,1.6,4.7,3.3,3.9,-1.6,6.8,4,2.1,,3.9,0.5,3.3,2.4,1.8,4.3,3.8,2.6,,3.6,4.3,,-1.3,1.6,1.6,-0.3,3.8,2.6,2,1.4,0.6,3.1,,,,,,,,,0,,Maths progress measure for non-mobile pupils - upper confidence limit
1249,KS2_19,READ_AVERAGE_B,,101,,109,,,102,108,104,105,99,105,104,106,103,108,107,104,103,,103,104,106,109,101,106,111,108,,104,108,,,102,99,102,102,100,102,104,106,105,,,,,,,,,103,,Average scaled score in reading for boys
1250,KS2_19,READ_AVERAGE_G,,103,,111,,,101,106,101,108,105,109,108,107,101,103,108,104,104,,108,102,106,110,106,107,106,109,,105,110,,SUPP,103,101,104,104,105,105,104,105,108,,,,,,,,,106,,Average scaled score in reading for girls
