No,Namespace,Variable,Sacred Heart Primary School - 135029,Albert Pritchard Infant School - 103906,Ocker Hill Infant School - 103919,Ocker Hill Academy - 140140,Meadow Green Primary School - 116763,Colmers Farm Primary School - 146696,Colmers Farm Primary School - 103187,Holly Hill Methodist CofE Infant School - 103479,Joseph Turner Primary School - 103970,Curdworth Primary School - 146457,Curdworth Primary School - 125583,Blue Coat Church of England Aided Infant School - 104231,St Margaret's At Hasbury CofE Primary School - 103840,Blue Coat Church of England Aided Junior School - 104230,Compass Community School Victoria Park - 148064,Abu Bakr Girls School - 132750,Holyhead Primary Academy - 144630,Hillary Primary School - 131511,Timbertree Academy - 139768,Jubilee Park Academy - 140136,Kates Hill Primary School - 144080,Corngreaves Academy - 139742,Chuckery Primary School - 132076,Sledmere Primary School - 149221,Beechwood Church of England Primary School - 142047,Sledmere Primary School - 144081,Netherbrook Primary School - 144079,Huntingtree Primary School - 103802,Old Park Primary School - 103909,St Joseph's Catholic Primary School - 140147,Summerhill Primary Academy - 143322,Mere Green Primary School - 139452,Rednal Hill Junior School - 103248,Rednal Hill Infant School - 103249,Moor Hall Primary School - 103351,Whetstone Field Primary School - 104198,Cheswick Green Primary School - 104074,High Meadow Community School - 125584,Monkspath Junior and Infant School - 104084,Coleshill Church of England Primary School - 146171,Tipton Green Junior School - 103928,Balaam Wood School - 103529,King Edward VI Balaam Wood Academy - 147440,Al-Furqan Solihul - 103592,Al-Furqan Community College (Boys) - 136063,Colmers School and Sixth Form College - 103563,Blue Coat Church of England Academy - 138606,The Arthur Terry School - 138136,Walsall Studio School - 139789,The Coleshill School - 136986,National state-funded primary,National state-funded secondary and 16 to 18,Description
1106,KS2_19,PTFSM6CLA1A,52%,,,39%,16%,,50%,,38%,,13%,,21%,37%,,,57%,44%,30%,67%,52%,35%,36%,,61%,51%,52%,35%,36%,34%,46%,33%,60%,,6%,29%,6%,,21%,16%,38%,,,,,,,,,,31%,,Percentage of key stage 2 disadvantaged pupils
1107,KS2_19,TNOTFSM6CLA1A,15,,,39,38,,31,,37,,14,,23,57,,,13,49,21,9,29,22,38,,11,30,29,39,38,21,61,22,35,,29,22,29,,71,48,56,,,,,,,,,,447479,,Number of key stage 2 pupils who are not disadvantaged
1108,KS2_19,PTNOTFSM6CLA1A,48%,,,61%,84%,,50%,,62%,,88%,,79%,63%,,,43%,56%,70%,33%,48%,65%,64%,,39%,49%,48%,65%,64%,66%,54%,67%,40%,,94%,71%,94%,,79%,84%,62%,,,,,,,,,,69%,,Percentage of key stage 2 pupils who are not disadvantaged
1109,KS2_19,TEALGRP2,16,,,5,3,,3,,3,,0,,4,45,,,8,73,1,6,46,5,38,,16,25,2,11,6,13,25,5,3,,1,1,3,,40,0,42,,,,,,,,,,135559,,Number of eligible pupils with English as additional language (EAL)
1110,KS2_19,PTEALGRP2,52%,,,8%,7%,,5%,,5%,,0%,,14%,50%,,,27%,84%,3%,22%,75%,15%,64%,,57%,41%,3%,18%,10%,41%,22%,15%,3%,,3%,3%,10%,,44%,0%,47%,,,,,,,,,,21%,,Percentage of eligible pupils with English as additional language (EAL)
1111,KS2_19,TMOBN,19,,,62,43,,55,,59,,15,,27,85,,,28,83,29,23,56,32,58,,28,56,56,60,53,30,99,30,86,,30,29,29,,87,55,87,,,,,,,,,,595736,,Number of eligible pupils classified as non-mobile
1112,KS2_19,PTMOBN,61%,,,97%,96%,,89%,,98%,,94%,,93%,94%,,,93%,95%,97%,85%,92%,94%,98%,,100%,92%,92%,100%,90%,94%,87%,91%,98%,,97%,94%,94%,,97%,96%,97%,,,,,,,,,,92%,,Percentage of eligible pupils classified as non-mobile
1113,KS2_19,PTRWM_EXP,29%,,,78%,53%,,35%,,82%,,69%,,59%,66%,,,83%,55%,70%,63%,59%,82%,59%,,39%,52%,66%,60%,85%,78%,61%,85%,35%,,90%,71%,74%,,82%,74%,50%,,,,,,,,,,65%,,"Percentage of pupils reaching the expected standard in reading, writing and maths"
1114,KS2_19,PTRWM_HIGH,0%,,,16%,24%,,2%,,7%,,19%,,3%,12%,,,10%,9%,13%,7%,7%,18%,2%,,4%,3%,2%,13%,24%,6%,11%,0%,1%,,32%,10%,19%,,21%,12%,0%,,,,,,,,,,11%,,Percentage of pupils achieving a high score in reading and maths and working at greater depth in writing
1115,KS2_19,READPROG,-1.1,,,1.4,-2,,-3.7,,1.9,,3,,-0.8,1.7,,,5.5,2.6,1.5,-0.1,-0.7,2.6,5.5,,-1.5,-1.1,-1.6,-1.9,4,1.2,0.9,2.4,-3.3,,3.1,-0.8,-2.2,,3.1,-0.5,-2.8,,,,,,,,,,,,Reading progress measure
1116,KS2_19,READPROG_LOWER,-3.4,,,-0.1,-3.8,,-5.3,,0.3,,-0.1,,-3.1,0.4,,,3.2,1.2,-0.7,-2.6,-2.2,0.5,3.8,,-3.8,-2.7,-3.1,-3.5,2.4,-1,-0.3,0.1,-4.6,,0.9,-3,-4.4,,1.8,-2.1,-4.1,,,,,,,,,,,,Reading progress measure - lower confidence limit
1117,KS2_19,READPROG_UPPER,1.2,,,3,-0.2,,-2.2,,3.4,,6.1,,1.5,3,,,7.7,3.9,3.8,2.4,0.9,4.7,7.1,,0.8,0.5,0,-0.3,5.6,3.3,2,4.6,-1.9,,5.3,1.5,0.1,,4.4,1.1,-1.5,,,,,,,,,,,,Reading progress measure - upper confidence limit
1118,KS2_19,READCOV,90%,,,100%,100%,,98%,,98%,,94%,,97%,97%,,,97%,94%,100%,85%,97%,97%,88%,,100%,93%,100%,98%,98%,100%,95%,88%,98%,,97%,94%,94%,,93%,98%,93%,,,,,,,,,,,,Reading progress measure - coverage
1119,KS2_19,WRITPROG,-2.4,,,2.4,1,,-7.9,,-0.4,,2.8,,-2.2,0.5,,,2,0.4,-0.5,2.5,-2,0.2,1.3,,3.6,-0.1,-1.4,-0.7,1.7,0.8,2.6,-1.5,-2.7,,0.3,-0.2,0.2,,2.3,-1.4,-2.3,,,,,,,,,,,,Writing progress measure
1120,KS2_19,WRITPROG_LOWER,-4.5,,,1,-0.6,,-9.3,,-1.8,,0,,-4.3,-0.7,,,-0.1,-0.8,-2.6,0.1,-3.5,-1.8,-0.2,,1.5,-1.6,-2.9,-2.1,0.2,-1.2,1.6,-3.5,-3.9,,-1.7,-2.3,-1.9,,1.1,-2.9,-3.5,,,,,,,,,,,,Writing progress measure - lower confidence limit
1121,KS2_19,WRITPROG_UPPER,-0.3,,,3.8,2.7,,-6.5,,1.1,,5.7,,-0.1,1.7,,,4.1,1.7,1.5,4.8,-0.5,2.1,2.8,,5.7,1.4,0,0.8,3.1,2.7,3.7,0.5,-1.5,,2.3,1.8,2.2,,3.5,0.1,-1.1,,,,,,,,,,,,Writing progress measure - upper confidence limit
1122,KS2_19,WRITCOV,90%,,,100%,100%,,98%,,98%,,94%,,100%,97%,,,97%,94%,100%,85%,97%,97%,90%,,100%,93%,100%,98%,98%,100%,95%,91%,99%,,97%,94%,94%,,93%,98%,93%,,,,,,,,,,,,Writing progress measure - coverage
1123,KS2_19,MATPROG,-1.9,,,0.6,-2.9,,-4.5,,1.3,,0.8,,-0.3,1.2,,,2.5,1,-0.1,4,-0.4,-1.4,5.2,,-1.6,-2.7,-1.8,-1.6,3.6,2.8,1.2,1.1,-3.5,,2.6,-0.2,-0.2,,3.2,-1.9,-1.8,,,,,,,,,,,,Maths progress measure
1124,KS2_19,MATPROG_LOWER,-3.9,,,-0.7,-4.5,,-5.9,,-0.1,,-1.9,,-2.3,0.1,,,0.6,-0.2,-2.1,1.8,-1.8,-3.2,3.8,,-3.6,-4.1,-3.1,-2.9,2.2,0.9,0.2,-0.8,-4.6,,0.6,-2.2,-2.1,,2.1,-3.3,-3,,,,,,,,,,,,Maths progress measure - lower confidence limit
1125,KS2_19,MATPROG_UPPER,0.1,,,1.9,-1.3,,-3.2,,2.7,,3.6,,1.7,2.3,,,4.5,2.1,1.8,6.3,1,0.4,6.7,,0.4,-1.3,-0.4,-0.2,5,4.7,2.3,3,-2.3,,4.5,1.7,1.8,,4.4,-0.5,-0.6,,,,,,,,,,,,Maths progress measure - upper confidence limit
1126,KS2_19,MATCOV,90%,,,100%,100%,,98%,,98%,,94%,,100%,97%,,,97%,94%,100%,85%,97%,97%,88%,,100%,93%,100%,98%,97%,100%,95%,91%,99%,,97%,94%,94%,,93%,98%,93%,,,,,,,,,,,,Maths progress measure - coverage
1127,KS2_19,PTREAD_EXP,65%,,,89%,67%,,58%,,93%,,81%,,62%,76%,,,83%,79%,83%,63%,66%,88%,78%,,50%,62%,72%,68%,92%,84%,70%,91%,51%,,94%,74%,74%,,90%,84%,60%,,,,,,,,,,73%,,Percentage of pupils reaching the expected standard in reading
1128,KS2_19,PTREAD_HIGH,10%,,,33%,29%,,8%,,27%,,44%,,28%,33%,,,33%,22%,33%,7%,23%,56%,25%,,4%,16%,15%,32%,47%,31%,18%,36%,15%,,65%,29%,32%,,40%,30%,13%,,,,,,,,,,27%,,Percentage of pupils achieving a high score in reading
1129,KS2_19,PTREAD_AT,0%,,,0%,0%,,0%,,0%,,0%,,3%,0%,,,0%,0%,0%,0%,0%,0%,3%,,0%,0%,0%,0%,0%,0%,0%,3%,1%,,0%,0%,0%,,0%,2%,0%,,,,,,,,,,0%,,Percentage of pupils absent from or not able to access the test in reading
1130,KS2_19,READ_AVERAGE,102,,,107,104,,100,,107,,107,,104,104,,,107,106,106,100,103,109,106,,99,101,103,103,109,106,102,108,100,,111,104,106,,107,106,101,,,,,,,,,,104,,Average scaled score in reading
1131,KS2_19,PTGPS_EXP,68%,,,92%,67%,,53%,,97%,,88%,,72%,86%,,,83%,90%,83%,81%,69%,91%,81%,,64%,66%,80%,73%,88%,88%,82%,97%,61%,,97%,90%,84%,,94%,81%,72%,,,,,,,,,,78%,,"Percentage of pupils reaching the expected standard in grammar, punctuation and spelling"
1132,KS2_19,PTGPS_HIGH,19%,,,36%,33%,,19%,,53%,,50%,,17%,40%,,,37%,37%,50%,37%,36%,65%,53%,,21%,16%,30%,35%,51%,63%,46%,55%,23%,,68%,35%,39%,,57%,53%,24%,,,,,,,,,,36%,,"Percentage of pupils achieving a high score in grammar, punctuation and spelling"
1133,KS2_19,PTGPS_AT,0%,,,0%,0%,,0%,,0%,,0%,,0%,0%,,,0%,0%,0%,0%,0%,0%,3%,,4%,0%,0%,0%,2%,0%,0%,3%,0%,,0%,0%,0%,,0%,2%,0%,,,,,,,,,,0%,,"Percentage of pupils absent from or not able to access the test in grammar, punctuation and spelling"
1134,KS2_19,GPS_AVERAGE,106,,,108,105,,101,,110,,109,,105,107,,,106,108,108,107,105,111,110,,104,102,105,105,109,111,107,110,103,,113,109,108,,110,109,104,,,,,,,,,,106,,"Average scaled score in grammar, punctuation and spelling"
1135,KS2_19,PTMAT_EXP,52%,,,91%,58%,,60%,,90%,,88%,,83%,78%,,,83%,77%,83%,85%,70%,82%,80%,,61%,64%,82%,73%,93%,94%,75%,91%,56%,,100%,87%,94%,,93%,75%,69%,,,,,,,,,,79%,,Percentage of pupils reaching the expected standard in maths
1136,KS2_19,PTMAT_HIGH,6%,,,39%,33%,,6%,,20%,,31%,,28%,31%,,,27%,24%,40%,26%,38%,21%,29%,,7%,13%,5%,23%,41%,38%,25%,45%,3%,,58%,32%,32%,,47%,26%,17%,,,,,,,,,,27%,,Percentage of pupils achieving a high score in maths
1137,KS2_19,PTMAT_AT,0%,,,0%,0%,,0%,,0%,,0%,,0%,0%,,,0%,0%,0%,0%,0%,0%,3%,,0%,0%,0%,0%,2%,0%,0%,0%,0%,,0%,0%,0%,,0%,2%,0%,,,,,,,,,,0%,,Percentage of pupils absent from or not able to access the test in maths
1138,KS2_19,MAT_AVERAGE,102,,,107,103,,100,,107,,106,,105,105,,,105,105,105,106,104,105,106,,100,101,103,104,109,108,104,107,100,,111,105,107,,109,105,102,,,,,,,,,,105,,Average scaled score in maths
1139,KS2_19,PTWRITTA_EXP,48%,,,91%,73%,,42%,,87%,,94%,,72%,74%,,,83%,68%,83%,81%,64%,85%,68%,,82%,72%,80%,72%,86%,88%,78%,91%,67%,,94%,81%,94%,,88%,81%,73%,,,,,,,,,,78%,,Percentage of pupils reaching the expected standard in writing
1140,KS2_19,PTWRITTA_HIGH,0%,,,41%,38%,,3%,,10%,,31%,,10%,18%,,,20%,16%,20%,22%,13%,26%,3%,,14%,5%,5%,27%,27%,19%,23%,3%,5%,,39%,16%,26%,,34%,26%,0%,,,,,,,,,,20%,,Percentage of pupils working at greater depth within the expected standard in writing
1141,KS2_19,PTWRITTA_WTS,32%,,,9%,24%,,44%,,12%,,6%,,28%,23%,,,3%,25%,10%,15%,33%,12%,25%,,14%,28%,15%,27%,12%,13%,20%,9%,26%,,6%,16%,3%,,11%,16%,23%,,,,,,,,,,17%,,Percentage of pupils working towards the expected standard in writing
1142,KS2_19,PTWRITTA_AD,0%,,,0%,0%,,0%,,0%,,0%,,0%,0%,,,0%,0%,0%,0%,0%,0%,3%,,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,,0%,2%,0%,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in writing TA
1143,KS2_19,PTSCITA_EXP,58%,,,88%,84%,,69%,,88%,,88%,,83%,83%,,,87%,75%,83%,85%,74%,79%,73%,,71%,72%,87%,77%,88%,94%,79%,91%,65%,,100%,84%,94%,,88%,82%,73%,,,,,,,,,,83%,,Percentage of pupils reaching the expected standard in science TA
1144,KS2_19,PTSCITA_AD,0%,,,0%,0%,,0%,,0%,,0%,,0%,0%,,,0%,0%,0%,0%,0%,0%,3%,,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,,0%,2%,0%,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in science TA
1145,KS2_19,PTRWM_EXP_B,28%,,,72%,52%,,26%,,82%,,SUPP,,53%,58%,,,100%,53%,65%,42%,56%,93%,56%,,45%,52%,57%,48%,73%,75%,55%,81%,25%,,77%,53%,70%,,79%,66%,47%,,,,,,,,,,60%,,"Percentage of boys reaching the expected standard in reading, writing and maths"
1146,KS2_19,PTRWM_EXP_G,31%,,,83%,56%,,43%,,81%,,64%,,67%,74%,,,67%,57%,77%,80%,63%,74%,64%,,35%,53%,74%,70%,97%,83%,69%,88%,44%,,100%,88%,76%,,86%,82%,53%,,,,,,,,,,70%,,"Percentage of girls reaching the expected standard in reading, writing and maths"
1147,KS2_19,PTRWM_EXP_L,0%,,,SUPP,SUPP,,0%,,SUPP,,SUPP,,SUPP,0%,,,SUPP,0%,SUPP,SUPP,0%,SUPP,10%,,SUPP,0%,0%,SUPP,SUPP,SUPP,10%,SUPP,0%,,,SUPP,SUPP,,29%,SUPP,0%,,,,,,,,,,7%,,"Percentage of pupils with low prior attainment reaching the expected standard in reading, writing and maths"
1148,KS2_19,PTRWM_EXP_M,31%,,,69%,37%,,7%,,77%,,57%,,36%,61%,,,94%,54%,56%,71%,54%,80%,75%,,37%,51%,65%,46%,88%,85%,63%,83%,18%,,86%,69%,60%,,80%,46%,43%,,,,,,,,,,58%,,"Percentage of pupils with medium prior attainment reaching the expected standard in reading, writing and maths"
1149,KS2_19,PTRWM_EXP_H,SUPP,,,96%,93%,,80%,,100%,,100%,,100%,100%,,,100%,100%,92%,SUPP,100%,100%,SUPP,,SUPP,100%,90%,91%,100%,89%,100%,100%,83%,,100%,90%,100%,,100%,100%,76%,,,,,,,,,,95%,,"Percentage of pupils with high prior attainment reaching the expected standard in reading, writing and maths"
1150,KS2_19,PTRWM_EXP_FSM6CLA1A,25%,,,60%,57%,,35%,,78%,,SUPP,,17%,55%,,,82%,45%,56%,56%,53%,67%,57%,,35%,48%,59%,43%,95%,73%,43%,82%,28%,,SUPP,44%,SUPP,,89%,44%,26%,,,,,,,,,,51%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths"
1151,KS2_19,PTRWM_EXP_NOTFSM6CLA1A,33%,,,90%,53%,,35%,,84%,,SUPP,,70%,72%,,,85%,63%,76%,78%,66%,91%,61%,,45%,57%,72%,69%,79%,81%,77%,86%,46%,,SUPP,82%,SUPP,,80%,79%,64%,,,,,,,,,,71%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths"
1152,KS2_19,DIFFN_RWM_EXP,-46,,,-11,-14,,-36,,7,,SUPP,,-54,-16,,,11,-26,-15,-15,-18,-4,-14,,-36,-23,-12,-28,24,2,-28,11,-43,,SUPP,-27,SUPP,,18,-27,-45,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils reaching the expected standard in reading, writing and maths "
1153,KS2_19,PTRWM_EXP_EAL,38%,,,SUPP,SUPP,,SUPP,,SUPP,,,,SUPP,69%,,,88%,60%,SUPP,50%,61%,SUPP,61%,,38%,52%,SUPP,55%,83%,92%,80%,SUPP,SUPP,,SUPP,SUPP,SUPP,,83%,,60%,,,,,,,,,,64%,,"Percentage of EAL pupils reaching the expected standard in reading, writing and maths"
1154,KS2_19,PTRWM_EXP_MOBN,37%,,,77%,56%,,36%,,81%,,73%,,59%,68%,,,86%,57%,72%,61%,57%,84%,60%,,39%,54%,64%,60%,83%,83%,63%,83%,35%,,90%,69%,72%,,82%,75%,49%,,,,,,,,,,66%,,"Percentage of non-mobile pupils reaching the expected standard in reading, writing and maths"
1155,KS2_19,PTRWM_HIGH_B,0%,,,14%,24%,,0%,,9%,,SUPP,,0%,10%,,,7%,0%,12%,8%,3%,20%,0%,,0%,3%,0%,15%,17%,10%,6%,0%,3%,,31%,7%,30%,,19%,3%,0%,,,,,,,,,,9%,,Percentage of boys achieving a high score in reading and maths and working at greater depth in writing
1156,KS2_19,PTRWM_HIGH_G,0%,,,17%,25%,,3%,,4%,,18%,,8%,14%,,,13%,18%,15%,7%,11%,16%,4%,,6%,3%,3%,12%,31%,0%,15%,0%,0%,,33%,13%,14%,,23%,21%,0%,,,,,,,,,,13%,,"Percentage of girls reaching the HIGHected standard in reading, writing and maths"
1157,KS2_19,PTRWM_HIGH_L,0%,,,SUPP,SUPP,,0%,,SUPP,,SUPP,,SUPP,0%,,,SUPP,0%,SUPP,SUPP,0%,SUPP,0%,,SUPP,0%,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,,,SUPP,SUPP,,0%,SUPP,0%,,,,,,,,,,0%,,Percentage of pupils with low prior attainment achieving a high score in reading and maths and working at greater depth in writing
1158,KS2_19,PTRWM_HIGH_M,0%,,,3%,7%,,0%,,2%,,0%,,0%,5%,,,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,0%,12%,0%,3%,0%,0%,,7%,0%,0%,,4%,0%,0%,,,,,,,,,,2%,,Percentage of pupils with medium prior attainment achieving a high score in reading and maths and working at greater depth in writing
1159,KS2_19,PTRWM_HIGH_H,SUPP,,,35%,60%,,4%,,21%,,43%,,8%,32%,,,43%,47%,31%,SUPP,27%,38%,SUPP,,SUPP,17%,5%,36%,53%,22%,36%,0%,4%,,56%,20%,38%,,52%,23%,0%,,,,,,,,,,29%,,Percentage of pupils with high prior attainment achieving a high score in reading and maths and working at greater depth in writing
1160,KS2_19,PTRWM_HIGH_FSM6CLA1A,0%,,,8%,29%,,3%,,13%,,SUPP,,0%,6%,,,6%,8%,0%,11%,3%,8%,5%,,6%,6%,3%,10%,19%,0%,4%,0%,2%,,SUPP,0%,SUPP,,21%,0%,0%,,,,,,,,,,5%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1161,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A,0%,,,21%,24%,,0%,,3%,,SUPP,,4%,16%,,,15%,10%,19%,0%,10%,23%,0%,,0%,0%,0%,15%,26%,10%,16%,0%,0%,,SUPP,14%,SUPP,,21%,15%,0%,,,,,,,,,,13%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1162,KS2_19,DIFFN_RWM_HIGH,-13,,,-5,16,,-10,,0,,SUPP,,-13,-7,,,-7,-5,-13,-2,-10,-5,-8,,-7,-7,-10,-3,6,-13,-9,-13,-11,,SUPP,-13,SUPP,,8,-13,-13,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils achieving a high score in reading, writing and maths "
1163,KS2_19,PTRWM_HIGH_EAL,0%,,,SUPP,SUPP,,SUPP,,SUPP,,,,SUPP,18%,,,13%,10%,SUPP,17%,9%,SUPP,3%,,0%,8%,SUPP,0%,50%,8%,8%,SUPP,SUPP,,SUPP,SUPP,SUPP,,28%,,0%,,,,,,,,,,11%,,Percentage of EAL pupils achieving a high score in reading and maths and working at greater depth in writing
1164,KS2_19,PTRWM_HIGH_MOBN,0%,,,16%,26%,,2%,,7%,,20%,,4%,12%,,,11%,10%,14%,9%,7%,16%,2%,,4%,4%,2%,13%,23%,7%,12%,0%,1%,,33%,10%,17%,,20%,13%,0%,,,,,,,,,,11%,,Percentage of non-mobile pupils achieving a high score in reading and maths and working at greater depth in writing
1165,KS2_19,READPROG_B,-2.6,,,2,-2,,-4.1,,1.2,,SUPP,,-2.1,0.8,,,5.9,2.1,-0.4,1.1,-2,4.9,5.2,,-0.3,-1.1,-2.1,-1.7,3.8,0.1,0.7,-0.3,-2.6,,3.7,-0.6,-3.5,,2.6,-1.1,-3,,,,,,,,,,-0.5,,Reading progress measure for boys
1166,KS2_19,READPROG_B_LOWER,-5.7,,,-0.2,-4.3,,-6.5,,-0.9,,SUPP,,-5.1,-1,,,2.8,0.2,-3.3,-2.7,-4.1,1.7,3,,-3.9,-3.3,-4.3,-4.1,1.6,-2.6,-0.9,-3.8,-4.5,,0.2,-3.8,-7.4,,0.8,-3.4,-4.9,,,,,,,,,,0,,Reading progress measure for boys - lower confidence limit
1167,KS2_19,READPROG_B_UPPER,0.5,,,4.3,0.2,,-1.8,,3.3,,SUPP,,0.9,2.6,,,9,4.1,2.5,4.9,0.2,8.2,7.3,,3.4,1.1,0.1,0.7,6,2.8,2.3,3.2,-0.6,,7.1,2.6,0.3,,4.5,1.2,-1.1,,,,,,,,,,0,,Reading progress measure for boys - upper confidence limit
1168,KS2_19,READPROG_G,0.5,,,1,-1.9,,-3.4,,2.7,,5.1,,0.9,2.6,,,5,3,4.1,-1.1,1,0.9,5.9,,-2.3,-1.1,-1,-2.1,4.3,2.9,1,4.3,-3.8,,2.7,-0.9,-1.5,,3.6,0.1,-2.7,,,,,,,,,,0.6,,Reading progress measure for girls
1169,KS2_19,READPROG_G_LOWER,-2.8,,,-1.1,-5,,-5.4,,0.3,,1.3,,-2.6,0.7,,,1.8,1.1,0.7,-4.4,-1.4,-1.8,3.2,,-5.2,-3.4,-3.2,-4.2,2,-0.5,-0.7,1.4,-5.6,,-0.2,-4.1,-4.3,,1.7,-2.2,-4.5,,,,,,,,,,0,,Reading progress measure for girls - lower confidence limit
1170,KS2_19,READPROG_G_UPPER,3.9,,,3,1.1,,-1.3,,5,,8.9,,4.4,4.5,,,8.2,4.8,7.5,2.3,3.4,3.7,8.5,,0.6,1.3,1.1,0,6.5,6.4,2.7,7.2,-2,,5.5,2.2,1.3,,5.5,2.4,-0.8,,,,,,,,,,0,,Reading progress measure for girls - upper confidence limit
1171,KS2_19,READPROG_L,-0.8,,,SUPP,SUPP,,1.1,,SUPP,,SUPP,,SUPP,-0.9,,,SUPP,2,SUPP,SUPP,-1.3,SUPP,6.9,,SUPP,0.3,-0.9,SUPP,SUPP,SUPP,3,SUPP,-2.2,,NA,SUPP,SUPP,,6.4,SUPP,-1.2,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment
1172,KS2_19,READPROG_L_LOWER,-5.1,,,SUPP,SUPP,,-3.8,,SUPP,,SUPP,,SUPP,-5.8,,,SUPP,-2,SUPP,SUPP,-5.4,SUPP,2.8,,SUPP,-4,-5.5,SUPP,SUPP,SUPP,0.3,SUPP,-6.4,,NA,SUPP,SUPP,,1.8,SUPP,-5.5,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - lower confidence limit
1173,KS2_19,READPROG_L_UPPER,3.5,,,SUPP,SUPP,,6,,SUPP,,SUPP,,SUPP,4.1,,,SUPP,6,SUPP,SUPP,2.7,SUPP,10.9,,SUPP,4.6,3.7,SUPP,SUPP,SUPP,5.6,SUPP,2.1,,NA,SUPP,SUPP,,11,SUPP,3.1,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - upper confidence limit
1174,KS2_19,READPROG_M,-0.6,,,1.8,-3.5,,-4.1,,2.5,,4.2,,-3.3,2.2,,,5.5,2.9,2.5,-1.4,-0.6,3.8,5.6,,-1.5,-1.4,-1.1,-2.6,4.6,1.2,0.2,2.7,-4.1,,3.7,0.3,-1.9,,2.8,0.7,-2.2,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment
1175,KS2_19,READPROG_M_LOWER,-3.7,,,-0.3,-5.9,,-6.3,,0.7,,-0.4,,-6.6,0.6,,,2.6,1.3,-0.5,-4.6,-2.7,0.7,3.7,,-4.2,-3.4,-3.2,-4.6,2.5,-1.6,-1.3,-0.1,-5.8,,0.5,-2.7,-5.1,,1,-1.7,-3.9,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - lower confidence limit
1176,KS2_19,READPROG_M_UPPER,2.4,,,3.8,-1.2,,-1.9,,4.4,,8.7,,0.1,3.8,,,8.3,4.5,5.6,1.8,1.4,6.9,7.5,,1.3,0.6,0.9,-0.5,6.6,3.9,1.8,5.6,-2.5,,7,3.3,1.2,,4.6,3.2,-0.5,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - upper confidence limit
1177,KS2_19,READPROG_H,SUPP,,,-0.9,1.8,,-4.4,,0.1,,2.5,,1.8,1,,,3.1,1.8,0.1,SUPP,-0.3,2.4,SUPP,,SUPP,-1.1,-2.5,0,4.2,1.2,0.6,1.2,-1.7,,2.5,-1.9,-1.1,,2.8,-1.4,-4.6,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment
1178,KS2_19,READPROG_H_LOWER,SUPP,,,-3.3,-1.3,,-6.8,,-3.2,,-2.1,,-1.7,-1.4,,,-1.5,-1.2,-3.3,SUPP,-3.4,-0.6,SUPP,,SUPP,-4.5,-5.2,-2.6,1.4,-2.8,-1.7,-2.7,-4.1,,-0.5,-5.7,-4.5,,0.6,-3.6,-7,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - lower confidence limit
1179,KS2_19,READPROG_H_UPPER,SUPP,,,1.5,5,,-2,,3.3,,7.1,,5.3,3.5,,,7.7,4.7,3.4,SUPP,2.8,5.4,SUPP,,SUPP,2.4,0.2,2.6,6.9,5.3,2.9,5,0.8,,5.5,1.9,2.3,,5,0.8,-2.2,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - upper confidence limit
1180,KS2_19,READPROG_FSM6CLA1A,-0.3,,,2.9,-2.8,,-3.3,,1.6,,SUPP,,-4.7,0.9,,,6.1,2.4,-0.2,0.6,-0.8,2.1,6,,-1.9,-0.4,-1.6,-2.9,4.1,1.6,0.5,0.2,-4.2,,SUPP,-2.1,SUPP,,4.4,-2.6,-2.1,,,,,,,,,,-0.6,,Reading progress measure for disadvantaged pupils
1181,KS2_19,READPROG_FSM6CLA1A_LOWER,-3.5,,,0.4,-7.3,,-5.5,,-0.9,,SUPP,,-9.6,-1.2,,,3.2,0.4,-4.2,-2.3,-3,-1.6,3.3,,-4.8,-2.6,-3.8,-5.6,1.5,-2.1,-1.2,-3.4,-5.9,,SUPP,-6.2,SUPP,,1.7,-6.9,-4.3,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - lower confidence limit
